Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Arranged By_discogs,Engineer_discogs,Vocals [Male]_discogs,Strings_discogs,Vocals [Guest]_discogs,Producer_discogs,Choir_discogs,Guest_discogs,Soprano Vocals_discogs,Piano_discogs,Bass_discogs,Featuring [Duet]_discogs,Producer [Partial]_discogs,Keyboards_discogs,Timbales_discogs,Vocals [Duet]_discogs,Vocals_discogs,Saxophone [Soprano_discogs,Tenor]_discogs,Lyrics By [Romani]_discogs,Featuring_discogs,Featuring [Uncredited]_discogs,Accordion_discogs,Performer_discogs,Album_year_title_discogs,All_albums_discogs
Magazin,Magazin,Slatko Stanje,,Duško Mucalo,Slatko Stanje / Moja Mala Mila,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0-Slatko Stanje / Moja Mala Mila,1982.0-Slatko Stanje / Moja Mala Mila/nan-Slatko Stanje
Magazin,Magazin,Moja Mala Mila,,Tonči Huljić,Slatko Stanje / Moja Mala Mila,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0-Slatko Stanje / Moja Mala Mila,1982.0-Slatko Stanje / Moja Mala Mila
Magazin,Magazin,Moć Navike,,Duško Mucalo,Slatko Stanje,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,I Što Sad,,,Slatko Stanje,,Domenika Vanić,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,U Autobusu,,Duško Mucalo,Slatko Stanje,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,"Dišpetožo, Moja Mala",,,Slatko Stanje,,Zvonimir Stipičić,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,Jutro Te Briše,,Željko Baričić,Slatko Stanje,,Ivica Flesch,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,Sama,,Tonči Huljić,Slatko Stanje,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,A Šta Mogu Ja,,Teo Trumbić,Slatko Stanje,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,Moja Mila Mala,,Tonči Huljić,Slatko Stanje,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,Neće Tako Loše Biti,,,Slatko Stanje,,Zoran Krčum,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Slatko Stanje,nan-Slatko Stanje
Magazin,Magazin,Kokolo,,,Kokolo / Pismo,1983.0,Zvonimir Stipičić,,Željko Brodarić Jappa,,,,,,,,,,,,,,,,,,,,,,,,1983.0-Kokolo / Pismo,1983.0-Kokolo / Pismo/nan-Kokolo/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 2/2006.0-The Platinum Collection/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Pismo,,,Kokolo / Pismo,1983.0,Nenad Ninčević,,Željko Baričić,,,,,,,,,,,,,,,,,,,,,,,,1983.0-Kokolo / Pismo,1983.0-Kokolo / Pismo/nan-Kokolo
Magazin,Magazin,Luciana,,,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Nisam Tvoj,,,Kokolo,,,Željko Baričić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Opusti Se,,Tonči Huljić,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo/nan-Svi Najveći Hitovi 1983-1990/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Šapuće Tama,,,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Miss,,,Kokolo,,Ivica Flesch,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Abrakadabra,,,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Mrva,,,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Šašavo Moje,,,Kokolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kokolo,nan-Kokolo
Magazin,Magazin,Nikola,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,"Dobro Jutro (Ba, Ba...)",,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Ivana,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La/nan-Svi Najveći Hitovi 1983-1990/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Mama Mia,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Kunigunda,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Paperino,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Jagode Sa Šlagom,,,O La-La,1984.0,Jakša Fiamengo,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Lude Godine,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Ti Postala Si Tata,,,O La-La,1984.0,Zvonimir Stipičić,Željko Baričić,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Kao Nekad,,,O La-La,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-O La-La,1984.0-O La-La
Magazin,Magazin,Nikola (Split '84),,,Nikola / Luciana,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Nikola / Luciana,1984.0-Nikola / Luciana
Magazin,Magazin,Luciana (LSY-63167/A1),,,Nikola / Luciana,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Nikola / Luciana,1984.0-Nikola / Luciana
Magazin,Magazin,,,,Nikola / Luciana,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Nikola / Luciana,1984.0-Nikola / Luciana/1984.0-Nikola / Luciana
Magazin,Magazin,Split '84. - Početak,,,Jugoton Express Split 84 / Magazin,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Jugoton Express Split 84 / Magazin,1984.0-Jugoton Express Split 84 / Magazin
Magazin,Magazin,Nastavak,,,Jugoton Express Split 84 / Magazin,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Jugoton Express Split 84 / Magazin,1984.0-Jugoton Express Split 84 / Magazin/1985.0-Jugoton Express/1985.0-Jugoton Express
Magazin,Magazin,Početak,,,Jugoton Express Split 84 / Magazin,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Jugoton Express Split 84 / Magazin,1984.0-Jugoton Express Split 84 / Magazin
Magazin,Magazin,Split '84. - Nastavak,,,Jugoton Express Split 84 / Magazin,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0-Jugoton Express Split 84 / Magazin,1984.0-Jugoton Express Split 84 / Magazin
Magazin,Magazin,Pocetak,,,Jugoton Express,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.0-Jugoton Express,1985.0-Jugoton Express/1985.0-Jugoton Express
Magazin,Magazin,Tamara,3:50,,Piši Mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 1/1999.0-Balade/2006.0-The Platinum Collection/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Oko Moje Sanjivo,3:06,,Piši Mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/1998.0-Hitovi 2/2006.0-The Platinum Collection/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Dvije Suze,3:10,,Piši Mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi
Magazin,Magazin,Istambul,2:45,,Piši Mi,,Vjekoslava Huljić,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/nan-Svi Najveći Hitovi 1983-1990/1998.0-Hitovi 1/2011.0-Hitovi/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Milane,3:32,,Piši Mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi
Magazin,Magazin,Piši Mi,3:23,,Piši Mi,,,,,Vedran Božić,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade/2006.0-The Platinum Collection/nan-Bossa N'Magazin/2010.0-Godine S Ivanom 2006 - 2010/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Sve Je Plavo,3:47,,Piši Mi,,,,,,Mato Došen,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/2005.0-Dueti 1985 - 2005/2013.0-100 Originalnih Pjesama
Magazin,Magazin,"Vrati Mi, Vrati Sve",3:20,,Piši Mi,,,,Tonči Huljić,Nenad Vilović,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi/1997.0-Magazin '85 - '97/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Spomenar,2:30,,Piši Mi,,Dragutin Britvić,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi
Magazin,Magazin,Šapni Mi,2:45,,Piši Mi,,Vjekoslava Huljić,,,,,Tonko Ninić,,,,,,,,,,,,,,,,,,,,,nan-Piši Mi,nan-Piši Mi
Magazin,Magazin,Ne Mogu Da Ga Ne Volim,,,Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa,1986.0,Nenad Ninčević,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,1986.0-Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa,1986.0-Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Dva Zrna Grožđa,,,Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa,1986.0,Krsto Juras,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,1986.0-Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa,1986.0-Ne Mogu Da Ga Ne Volim / Dva Zrna Grožđa/nan-Put Putujem/nan-Svi Najveći Hitovi 1983-1990/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/2006.0-The Platinum Collection/nan-Bossa N'Magazin/2010.0-Godine S Ivanom 2006 - 2010/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Put Putujem,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1987.0-Put Putujem / Sve Bi Seke Ljubile Mornare/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade/2000.0-Skenderija - Sarajevo Live/2006.0-The Platinum Collection/nan-Bossa N'Magazin/2010.0-Godine S Ivanom 2006 - 2010/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Sanjam,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1997.0-Magazin '85 - '97/1998.0-Hitovi 2
Magazin,Magazin,Nakon Mnogo Godina,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/1999.0-Balade/2013.0-100 Originalnih Pjesama
Magazin,Magazin,"Zna Srce, Zna",,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1997.0-Magazin '85 - '97/1998.0-Hitovi 1
Magazin,Magazin,Idi,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/1999.0-Balade/2011.0-Hitovi
Magazin,Magazin,Sve Bi Seke Ljubile Mornare,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1987.0-Put Putujem / Sve Bi Seke Ljubile Mornare/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 1/2006.0-The Platinum Collection/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Boli Me,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/1999.0-Balade/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Nataša,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/1997.0-Magazin '85 - '97/1998.0-Hitovi 1
Magazin,Magazin,"Igraju, Igraju",,,Put Putujem,,Vjekoslava Huljić,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/nan-Svi Najveći Hitovi 1983-1990
Magazin,Magazin,Odlazak,,,Put Putujem,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put Putujem,nan-Put Putujem/nan-Najbolje Godine/nan-Magazin
Magazin,Magazin,Sve Bi Me Curice Ljubile,2:48,,Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života,1987.0,Nenad Ninčević,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života,1987.0-Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života/nan-Magazin/1997.0-Magazin '85 - '97/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Ti Si Želja Mog Života,3:33,,Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života,1987.0,Marina Tucaković,Tonči Huljić,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života,1987.0-Sve Bi Me Curice Ljubile / Ti Si Želja Mog Života/nan-Magazin/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/nan-Magazin/1998.0-Hitovi 1/1999.0-Balade/2000.0-Skenderija - Sarajevo Live/2006.0-The Platinum Collection/nan-Bossa N'Magazin/2010.0-Godine S Ivanom 2006 - 2010/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Propjevat Će Svi,,,Magazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/nan-Svi Najveći Hitovi 1983-1990/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Uvenut' Će Ruzmarin,,,Magazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/1997.0-Magazin '85 - '97
Magazin,Magazin,Amadeus,,,Magazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/nan-Svi Najveći Hitovi 1983-1990/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Kako Sam Te Voljela,,,Magazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/nan-Najbolje Godine/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade
Magazin,Magazin,Tri Sam Ti Zime Šaptala Ime,,,Magazin,,Marina Tucaković,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade/2000.0-Skenderija - Sarajevo Live/2006.0-The Platinum Collection/2010.0-Godine S Ivanom 2006 - 2010/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Manuela,,,Magazin,,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/nan-Najbolje Godine/nan-Koncert - Mix Najvećih Hitova/1997.0-Magazin '85 - '97/1998.0-Hitovi 2/nan-Bossa N'Magazin/2010.0-Godine S Ivanom 2006 - 2010/2013.0-100 Originalnih Pjesama
Magazin,Magazin,"Stani, Stani",,,Magazin,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/1997.0-Magazin '85 - '97/1998.0-Hitovi 1
Magazin,Magazin,Idu Dani,,,Magazin,,Marina Tucaković,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Magazin,nan-Magazin/1997.0-Magazin '85 - '97/1998.0-Hitovi 1/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Besane Noći,,,Besane Noći,,Marina Tucaković,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 1/1999.0-Balade/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,"Suze Krijem, One Padaju",,,Besane Noći,,Marina Tucaković,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Kad U Vojsku Pođeš,,,Besane Noći,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 1/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Moja Je Draga Drugome Žena,,,Besane Noći,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći
Magazin,Magazin,Poljupci,,,Besane Noći,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Koncert - Mix Najvećih Hitova/2013.0-100 Originalnih Pjesama
Magazin,Magazin,"Ej, Ponoći",,,Besane Noći,,Marina Tucaković,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Svi Najveći Hitovi 1983-1990/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Pa Nek' Živi Rad,,,Besane Noći,,,,,,,,Olivera Marković,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Najbolje Godine
Magazin,Magazin,Ema,,,Besane Noći,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći
Magazin,Magazin,"Oči Crne, Oči Lažne",,,Besane Noći,,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći
Magazin,Magazin,"Što Te Nema, Bar Da Svratiš",,,Besane Noći,,Bratislav Zlatanović,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Besane Noći,nan-Besane Noći/nan-Svi Najveći Hitovi 1983-1990/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Ali Baba,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/2018.0-The Best Of Collection
Magazin,Magazin,"Ljube Se Dobri, Loši, Zli",,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/nan-Svi Najveći Hitovi 1983-1990/nan-Najbolje Godine/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade/2006.0-The Platinum Collection/2011.0-Hitovi/2018.0-The Best Of Collection
Magazin,Magazin,Na Selu...,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro
Magazin,Magazin,Sijaj Zvijezdo Danice,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/nan-Svi Najveći Hitovi 1983-1990/1997.0-Magazin '85 - '97/1998.0-Hitovi 2/1999.0-Balade/2006.0-The Platinum Collection/2011.0-Hitovi/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Balkanska Ulica,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/nan-Najbolje Godine/1998.0-Hitovi 1/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,"Rano, Ranije",,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/nan-Svi Najveći Hitovi 1983-1990/2006.0-The Platinum Collection/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,Dobro Jutro...,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro
Magazin,Magazin,Svenut Ću Ti Kao Ruža,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro
Magazin,Magazin,Čekala Je Jedna Žena,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro/2013.0-100 Originalnih Pjesama/2018.0-The Best Of Collection
Magazin,Magazin,S Kim Si Mala Sinoć Bila,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro
Magazin,Magazin,Povratak,,,Dobro Jutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dobro Jutro,nan-Dobro Jutro
Magazin,Magazin,Kako Sam Te Samo Voljela (Bog Neka Ti Oprosti Grijehe),4:50,,Svi Najveći Hitovi 1983-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Svi Najveći Hitovi 1983-1990,nan-Svi Najveći Hitovi 1983-1990
Magazin,Magazin,"Pa, Nek' Živi Rad",3:27,,Svi Najveći Hitovi 1983-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Svi Najveći Hitovi 1983-1990,nan-Svi Najveći Hitovi 1983-1990
Magazin,Magazin,Sve Bi Me Curice Ljubile (Lažeš ... Garant),2:48,,Svi Najveći Hitovi 1983-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Svi Najveći Hitovi 1983-1990,nan-Svi Najveći Hitovi 1983-1990
Magazin,Magazin,"Sijaj, Zvijezdo Danice",4:10,,Najbolje Godine,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Godine,nan-Najbolje Godine
Magazin,Magazin,Dobro Jutro,3:34,,Najbolje Godine,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Godine,nan-Najbolje Godine/1997.0-Magazin '85 - '97/nan-Magazin/1998.0-Hitovi 2/1999.0-Balade/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Svileni,4:07,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene/nan-Koncert - Mix Najvećih Hitova/nan-The Best Of 1 - Zar Je Ljubav Spala Na To/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Starimo Dušo /Da Mi Te Zaljubit U Mene/,3:20,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
Magazin,Magazin,Đana,4:15,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Ostani Nježan Do Kraja,3:17,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
Magazin,Magazin,Ustani,4:16,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
Magazin,Magazin,Tišina,4:25,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
Magazin,Magazin,Bilo Bi Super,4:52,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene/nan-The Best Of 1 - Zar Je Ljubav Spala Na To/2013.0-100 Originalnih Pjesama
Magazin,Magazin,Svi Igrači,3:27,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
Magazin,Magazin,Čari,5:37,,Da Mi Te Zaljubit U Mene,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Da Mi Te Zaljubit U Mene,nan-Da Mi Te Zaljubit U Mene
