Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,Album_year_discogs,All_albums_discogs
23,RVoUr7Lb_1_23,Jole,Jole,Meni trebas ti,40378,"Necu srebro, necu zlato
ni bogatstvo cijelog svijeta
hocu samo da me ljubis ti

Necu mjesec, necu zvijezde
niti sunce da me grije
tvoga neba zelim sjaj
 
Ti si srebro, ti si zlato
i bogatstvo koje nemam
mog zivota smisao si ti

Budi moja sjajna zvijezda
dio neba koje trebam
njeznosti mi svoje daj

Ref. 2x
Meni trebas ti da me volis
meni trebas ti ceznjo duga
meni trebas ti da me vodis
meni trebas ti za ljubav","https://tekstovi.net/2,831,20424.html",,Meni trebaš ti,I Need You,Ljubavna pjesma (1975),"Neću srebro, neću zlato,
1
ni bogatstvo cijelog svijeta,
hoću samo, da me ljubiš ti.. Neću mjesec, neću zvijezde,
niti sunce, da me grije,
tvoga neba želim sjaj.. Ti si srebro, ti si zlato,
ti bogatstvo, kojeg nemam,
mog života smisao si ti.. Budi moja sjajna zvijezda,
dio neba, kojeg trebam,
nježnosti mi svoje daj.. Meni trebaš ti, da me voliš,
meni trebaš ti, čežnjo duga,
meni trebaš ti, da me vodiš,
meni trebaš ti, za ljubav.","I won't have any silver, no gold
Nor the wealth of the whole world,
I only want for you to love me.. I won't have no moon, no stars,
Nor the sun to warm me,
I want the shine of your sky.. You're the silver, you're the gold,
You're the wealth I don't have,
To my life - you are the meaning.. Be my shiny star,
The part of the sky I need
Give some tenderness to me.. I need you, to love me
I need you, my long longing
I need you, to guide me
I need you, for loving.",https://lyricstranslate.com/en/meni-treba%C5%A1-ti-i-need-you.html,['Jole'],https://diskografija.com/pjesma/meni-trebas-ti-1901.htm,Meni trebaš ti,,,,,,,,,,"Neću srebro, neću zlato
Ni bogatstvo cijelog svijeta
Hoću samo da me ljubiš ti
Neću mjesec, neću zvijezde
Tvoga neba želim sjaj

Ti si srebro, ti si zlato
I bogatstvo kojeg nema
Mog života smisao si ti
Budi moja sjajna zvijezda
Dio neba kojeg treba
Nježnosti mi svoje daj

Meni trebaš ti da me voliš
Meni trebaš ti čežnjo duga
Meni trebaš ti da me voliš
Meni trebaš ti za ljubav",Meni trebaš ti,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/meni-trebas-ti.html,Jole (2),Meni Trebaš Ti,,Jednina I Množina,,,,,nan-Jednina I Množina/2007.0-Zlatna Kolekcija
24,RVoUr7Lb_1_24,Jole,Jole,Mjesecina,2801,"Kada mjesec nebom krene
sa sobom povede mene
obojicu uvijek puste
da gledamo pod suknje

Mjesec cita moje zelje
lice dragoj otkrije
kad je moje usne taknu
nece da se pokrije
 
Ref. 2x
Odavno mjesecina
nama mangupima dobro dodje
da je to milina
sto to ima, sto to ima
mjesecina da nam prija 

Ref. 4x","https://tekstovi.net/2,831,46587.html",,Mjesečina,,Sve su žene lijepe,"Kada mjesec nebom krene
sa sobom povede mene
obojicu uvijek puste
da gledamo pod suknje. Mjesec čita moje želje
lice dragoj otkrije
kad je moje usne taknu
neće da se pokrije. Kad je moje usne taknu
neće da se pokrije. Refren x2
Odavno mjesečina
nama mangupima dobro dođe
da je to milina
što to ima, što to ima
mjesečina da nam prija. Refren x4
Odavno mjesečina
nama mangupima dobro dođe
da je to milina
što to ima, što to ima
mjesečina da nam prija",,https://lyricstranslate.com/en/jole-mjese%C4%8Dina-lyrics.html,['Jole'],https://diskografija.com/pjesma/mjesecina-540.htm,Mjesečina,,,,,,,,,,"Kada mjesec nebom krene
Sa sobom povede mene
Obojicu uvijek puste
Da gledamo pod suknje

Mjesec čita moje želje
Lice dragoj otkrije
Kad je moje usne taknu
Neće da se pokrije
Kad je moje usne taknu
Neće da se pokrije

Odavno mjesečina nama mangupima
Dobro dođe da je to milina
Što to ima, što to ima
Mjesečina da nam prija",Mjesečina,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/mjesecina.html,Jole (2),Mjesečina,3:20,Sve Su Žene Lijepe,,,,,nan-Sve Su Žene Lijepe
25,RVoUr7Lb_1_25,Jole,Jole,Mravi,2081,"Ref. 2x
Ne bi mravi
ne bi mravi nosili
nosili teret ljubavi

Sto si na me
sto si na me stavila
nevjerna, da me pregazi
 
Kome bi rekao
kome bi pisao ja
kome se zalio
da si i lijepa i zla

Ja bih tebi oprostio greske
rijeci ruzne, teske
jer jos vjerujem u nas

Ref. 3x","https://tekstovi.net/2,831,46588.html",,,,,,,,['Jole'],https://diskografija.com/pjesma/mravi-539.htm,Mravi,,,,,,,,,,"Ne bi mravi, ne bi mravi
Nosili, nosili teret ljubavi.
Što si na me, što si na me
Stavila nevjerna da me pregaziš

Kome bi rekao, kome bi pisao ja
Kome se žalio da si i lijepa i zla.
Ja bih tebi oprostio greške, riječi ružne teške,
Jer još vjerujem u nas.

Ja bih tebi oprostio greške
Riječi ružne i teške
Jer još vjerujem u nas.",Mravi,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/mravi.html,Jole (2),Mravi,3:31,Sve Su Žene Lijepe,,,,,nan-Sve Su Žene Lijepe
26,RVoUr7Lb_1_26,Jole,Jole,Ne dirajte mi uspomenu,17554,"Sto cu sad kad sam sam
tebe nema ljubavi
staro drustvo otislo
mene je zaboravilo

Ref.
Svirajte mi ove noci
nek mi pjesma tugu toci
mjesto vina lijem suze
nek je proklet onaj sto je uze
 
Ne dirajte uspomenu
ne svirajte pjesmu njenu
pjesmu sto me na nju sjeca
kad je cujem tuga je jos veca

Mladost me je izdala
onog dana s njom je otisla
ostarit cu nemam s kim
jer od tuge ja sam sin

Ref.","https://tekstovi.net/2,831,20439.html",,Ne dirajte mi uspomenu,,Jednina i množina,"Što ću sad kad sam sam
tebe nema ljubavi
staro društvo otišlo
mene je zaboravilo. Refren
Svirajte mi ove noći
nek mi pjesma tugu toči
mjesto vina lijem suze
nek je proklet onaj što je uze. Ne dirajte uspomenu
ne svirajte pjesmu njenu
pjesmu što me na nju sjeća
kad je čujem tuga je još veća. Mladost me je izdala
onog dana s njom je otišla
ostarit ću nemam s kim
jer od tuge ja sam sin. Refren
Svirajte mi ove noći
nek mi pjesma tugu toči
mjesto vina lijem suze
nek je proklet onaj što je uze. Ne dirajte uspomenu
ne svirajte pjesmu njenu
pjesmu što me na nju sjeća
kad je čujem tuga je još veća. Pjesmu što me na nju sjeća
kad je čujem tuga je još veća",,https://lyricstranslate.com/en/jole-ne-dirajte-mi-uspomenu-lyrics.html,['Jole'],https://diskografija.com/pjesma/ne-dirajte-mi-uspomenu-1909.htm,Ne dirajte mi uspomenu,,,,,,,,,,"Što ću sad kad sam sam
Tebe nema ljubavi
Staro društvo otišlo
Mene je zaboravilo

Svirajte mi ove noći
Nek' mi pjesma tugu toči
Mjesto vina lijem suze
Nek' je proklet onaj što je uze

Ne dirajte uspomenu
Ne svirajte pjesmu njenu
Pjesmu što me na nju sjeća
Kad je čujem tuga je još veća

Mladost me je izdala
Onog dana s njom je otišla
Ostarit ću nemam s kim
Jer od tuge ja sam sin",Ne dirajte uspomenu,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/ne-dirajte-uspomenu.html,Jole (2),Ne Dirajte Uspomenu,,Jednina I Množina,Milan Terze,Alen Nižetić,,,nan-Jednina I Množina
27,RVoUr7Lb_1_27,Jole,Jole,Nesto za dusu,17839,"Da mi je rekao netko
kako ce sutra biti
vjerujte mi prijatelji
mozda radje umro bi

Ne bi me sada pekle
suze u ocima
niti bi mladost svoju
trosio nocima
 
Ref. 2x
Nesto za dusu toplo i sjetno
svirajte nocas nek joj je sretno
vino za pjesmu, pjesma za tugu
ona je s drugim, ja nemam drugu

Ne bi me sada pekle
suze u ocima
niti bi mladost svoju
trosio nocima

Ref. 2x

Ref. 2x","https://tekstovi.net/2,831,20254.html",,Nešto za dušu,,Jednina i množina,"Da mi je rekao netko
kako će sutra biti
vjerujte mi prijatelji
možda rađe umro bi. Ne bi me sada pekle
suze u očima
niti bi mladost svoju
trošio noćima. Refren x2
Nešto za dušu toplo i sjetno
svirajte noćas nek joj je sretno
vino za pjesmu, pjesma za tugu
ona je s drugim, ja nemam drugu. Ne bi me sada pekle
suze u očima
niti bi mladost svoju
trošio noćima. Refren x2
Nešto za dušu toplo i sjetno
svirajte noćas nek joj je sretno
vino za pjesmu, pjesma za tugu
ona je s drugim, ja nemam drugu. Refren x2
Nešto za dušu toplo i sjetno
svirajte noćas nek joj je sretno
vino za pjesmu, pjesma za tugu
ona je s drugim, ja nemam drugu",,https://lyricstranslate.com/en/jole-ne%C5%A1to-za-du%C5%A1u-lyrics.html,['Jole'],https://diskografija.com/pjesma/nesto-za-dusu-1907.htm,Nešto za dušu,,,,,,,,,,"Da mi je rekao netko
Kako će sutra biti
Vjerujte mi prijatelji
Možda rađe umro bi

Nebi me sada pekle
Suze u očima
Niti bi mladost svoju
Trošio noćima

Nešto za dušu toplo i sjetno
Svirajte noćas nek joj je sretno
Vino za pjesmu, pjesma za tugu
Ona je s drugm ja nemam drugu",Nešto za dušu,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/nesto-za-dusu.html,Jole (2),Nešto Za Dušu,,Jednina I Množina,Bratislav Zlatanović,Dražen Zečić,,,nan-Jednina I Množina
28,RVoUr7Lb_1_28,Jole,Jole,Neznalica,18060,"Necu nigdje odavde
samo mi se tako lezi
ljuljam se k'o pticica
ljuljam se u svojoj mrezi
poderanoj, oho hoj

Ref. 2x
Ostarit cu kao neznalica
zivim kao zvijezda padalica
svima dobro cinio, svima ruku stisnuo
i posteno propao
 
Spremite mi prijatelji moji
tulume ki da mi je po volji
nista me se ne tice
nocas zelim najvise
da se pamet izbrise

Necu zalit nista sad
zalit cu pod stare dane
sto je zivot donio
mjesto sunca kisobrane
poderane oho hoj

Ref. 2x","https://tekstovi.net/2,831,31614.html",,Neznalica,,,"Neću nigdje odavde
samo mi se tako leži
ljuljam se ko' ptičica
ljuljam se u svojoj mreži
poderanoj, oho hoj. [Refren]
Ostarit ću kao neznalica
živim kao zvijezda padalica
svima dobro činio, svima ruku stisnuo
i pošteno propao. Spremite mi, prijatelji moji
tulume ki da mi je po volji
ništa me se ne tiče
noćas želim najviše
da se pamet izbriše. Neću žalit ništa sad
žalit ću pod stare dane
što je život donio
mjesto sunca kišobrane
poderane oho hoj. [Refren]",,https://lyricstranslate.com/en/jole-neznalica-lyrics.html,['Jole'],https://diskografija.com/pjesma/neznalica-14566.htm,Neznalica,,,,,,,,,,,,,Jole (2),Neznalica,03:34,Remek Djelo,,,,2015.0,2015.0-Remek Djelo/2018.0-The Best Of Collection
29,RVoUr7Lb_1_29,Jole,Jole,Nije musko,7691,"Imao sam zivot ja s puno dobrih prilika
 s puno losih odluka
stisni zube, ne daj se
 budi musko, nosi sve

Dodje vrijeme kad se luduje
 dodje vrijeme da se tuguje
sve to zivot donese
 
Ref.
Nije musko ako ne pije 
kada kcer il' sina dobije
kad mu otac, mati odlaze
 kad ga zena voljet' prestane

Nije musko ako ne place 
kad sina zeni, a kcer udaje
a najvise boli, boli to
 kad mu draga kaze gotovo

Imao sam zenu ja
 bila mi je najbolja
 a ja njoj i nisam bas
sto se moglo, prosli smo
 s puno truda zajedno

A u prvi krivi dan 
srce zakljucala 
i nas stan
otad lud sam
 lud i sam

Ref. 2x","https://tekstovi.net/2,831,33086.html",,Nije muško,He's not a man,Remek djelo,"Imao sam život ja s puno dobrih prilika
1
s puno loših odluka
stisni zube, ne daj se
budi muško, nosi sve. Dođe vrijeme kad se luduje
dođe vrijeme da se tuguje
sve to život donese. Refren
Nije muško ako ne pije
kada kćer il' sina dobije
kad mu otac, mati odlaze
kad ga žena voljet' prestane. Nije muško ako ne place
kad sina ženi, a kćer udaje
a najviše boli, boli to
kad mu draga kaže gotovo. Imao sam ženu ja
bila mi je najbolja
a ja njoj i nisam baš
što se moglo, prošli smo
s puno truda zajedno. A u prvi krivi dan
srce zaključala
i naš stan
otad lud sam
lud i sam. Refren x2
Nije muško ako ne pije
kada kćer il' sina dobije
kad mu otac, mati odlaze
kad ga žena voljet' prestane. Nije muško ako ne place
kad sina ženi, a kćer udaje
a najviše boli, boli to
kad mu draga kaže gotovo","I had a life with many good chances,
with many bad decisions.
Suck it up, don't give up
be a man, carry everything.. There is time for party
There is time for grief
Life brings that all. Chours
He's not a man if he doesn't drink
when his daughter or son is born
when his father or mother leaves
when a woman stops loving him.. He's not a man if he doesn't cry
when his son or daughter is getting married
and the most painful thing is
when his woman says it's over.. I had a wife
She was the best,
but I wasn't really the best for her.
We went through what we could
with lots of effort, together.. And the first day when it went wrong
she locked her heart
and our apartment.
I'm crazy since then,
crazy and alone.. Chours. He's not a man if he doesn't drink
when his daughter or son is born
when his father or mother leaves
when a woman stops loving him.. He's not a man if he doesn't cry
when his son or daughter is getting married
and the most painful thing is
when his woman says it's over",https://lyricstranslate.com/en/nije-musko-hes-not-man.html,['Jole'],https://diskografija.com/pjesma/nije-musko-15855.htm,Nije muško,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Remi Kazinoti'],,,,,"Imao sam život ja s puno dobrih prilika, s puno loših odluka
Stisni zube, ne daj se, budi muško, nosi sve
Dođe vrijeme kad se luduje, dođe vrijeme da se tuguje
Sve to život donese...

Nije muško ako ne pije kada kćer il' sina dobije
Kad mu otac, mati odlaze, kad ga žena voljet' prestane
Nije muško ako ne plače kad sina ženi, a kćer udaje
A najviše boli, boli to - kad mu draga kaže gotovo...

Imao sam ženu ja, bila mi je najbolja, a ja njoj i nisam baš...
Što se moglo, prošli smo s puno truda zajedno
A u prvi krivi dan srce zaključala, i naš stan
Od tad lud sam, lud i sam...",Nije muško,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/nije-musko.html,Jole (2),Nije Muško,4:22,Za Djecu S Ljubavlju,,,,2013.0,2013.0-Za Djecu S Ljubavlju
30,RVoUr7Lb_1_30,Jole,Jole,Nina,51836,"Nina, ovdje sam, dolje
gdje rijetko postar svraca i zalazi
laste, oblake broje
nasa se klupa s drugima nalazi
jer misli mi bjeze tebi tu
k'o vojnici dezertiraju, dezertiraju
 
Dani, klosari stari
gaze me svojim blatnim cipelama
tko ti, na uho stavi
par zrelih tresanja k'o nekada ja
jer misli mi bjeze tebi tu
k'o vojnici dezertiraju, dezertiraju

Ref.
Nina, Nina, Nina
Nina, Nina, ljubavi
uvijek kad me netko zove
zelim da si ti

Jer mjesecima pisem ti ja, pisem ti ja
ali od tebe nema odgovora
Nina, Nina, Nina
Nina, nedostajes mi, Nina, ljubavi

Nina, spakiraj stvari
ostavi sve za sobom neuredno
netko vikend pokvari
ja cu ti ostaviti otkljucano
jer misli mi bjeze tebi tu
k'o vojnici dezertiraju, dezertiraju

Ref.","https://tekstovi.net/2,831,16709.html",,Nina,Nina,,"Nina, ovdje sam, dolje
1
gdje rijetko poštar svraća i zalazi
laste, oblake broje
naša se klupa s drugima nalazi
jer misli mi bježe tebi tu
k'o vojnici dezertiraju, dezertiraju. Dani, klošari stari
gaze me svojim blatnjavim cipelama
tko ti, na oko stavi
par zrelih trešanja k'o nekad ja
jer misli mi bježe tebi tu
k'o vojnici dezertiraju, dezertiraju. [Refren]
Nina, Nina, Nina
Nina, Nina, ljubavi
uvijek kad me netko zove
želim da si ti. Jer mjesecima pišem ti ja, pišem ti ja
ali od tebe nema odgovora
Nina, Nina, Nina
Nina, nedostaješ mi, Nina, ljubavi. Nina, spakiraj stvari
ostavi sve za sobom neuredno
netko vikend pokvari
ja ću ti ostaviti otključano
jer misli mi bježe tebi tu
k'o vojnici dezertiraju, dezertiraju","Nina, I'm here, down here
Where the postman rarely comes or drops by
Swallows count the clouds
Our bench sees other people
Cause my thoughts run to you
They go AWOL, AWOL like soldiers. Days, old bumps
Tramp over me with their muddy shoes
Who puts two ripe cherries
On your eyes like I used to?
Cause my thoughts run to you
They go AWOL, AWOL like soldiers. [Refrain]
Nina, Nina, Nina
Nina, Nina, my love
Everytime someone calls
I wish it was you. Cause I've been writing you for monthy, I wrote to you
But no answer from you
Nina, Nina, Nina
Nina, I miss you, Nina, my love. Nina, pack your stuff
Leave a mess behind you
Someone spoils a weekend
I'll leave the door unlocked for you
Cause my thoughts run to you
They go AWOL, AWOL like soldiers",https://lyricstranslate.com/en/nina-nina.html-18,['Jole'],https://diskografija.com/pjesma/nina-1912.htm,Nina,,,,,,,,,,"Nina, ovdje sam dolje,
gdje rijetko poštar svraća i zalazi.
laste oblake broje
naša se klupa s drugima nalazi.
Jer misli mi bježe tebi tu,
k'o vojnici dezertiraju, dezertiraju.

Dani, klošari stari
gaze me svojim blatnjavim cipelama.
Tko ti na oko stavi par zrelih trešanja
k'o nekad ja.
Jer misli mi bježe tebi tu
k'o vojnici dezertiraju, dezertiraju.

Nina, Nina, Nina,
Nina, Nina, ljubavi.
Uvijek kad me netko zove
želim da si ti.

Jer mjesecima pišem ti ja, pišem ti ja,
ali od tebe nema odgovora.
Nina, Nina, Nina,
Nina, nedostaješ mi, Nina, ljubavi.

Nina, spakiraj stvari,
ostavi sve za sobom neuredno.
Netko vikend pokvari,
ja ću ti ostaviti otključano.
Jer misli mi bježe tebi tu
k'o vojnici dezertiraju, dezertiraju.

Nina, Nina, Nina,
Nina, Nina, ljubavi.
Uvijek kad me netko zove
želim da si ti.

Jer mjesecima pišem ti ja, pišem ti ja,
ali od tebe nema odgovora.
Nina, Nina, Nina,
Nina, nedostaješ mi, Nina, ljubavi.",Nina,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/nina.html,Jole (2),Nina,04:27,Otključano,,,,,nan-Otključano/2007.0-Zlatna Kolekcija
31,RVoUr7Lb_1_31,Jole,Jole,Nisam ja od jucer (feat. Luka Basi),467,"Ref.
Nisam ja od jucer
nisam, moje luce
ali me za nos vuces, mala
tvoja privatna budala

Popit cemo pice
i sto bude bit ce
kad se runda s rundom spoji
iza sedme se ne broji
 
Ne zuri se, polako
ne toci mi tako
samo malo, sacekaj
konobaru, brate
te me oci prate
vec je sada vidim, znaj, duplo

Jer ja ne, jer ja ne cujem nista
jedno drugo gledamo
samo runde redamo
ona me s nogu obara
sve je postalo opasno
ali, za spas je prekasno

Ref. 2x

Ne zuri se, lagano
jer, jos mi je rano
svud´ je guzva, svud´ je dim
konobaru, druze
za to case sluze
razbijam ih kada nju vidim

Ref.

Ne, ne, ne, ne, nisam ja od jucer
nisam, moje luce    

Ref.","https://tekstovi.net/2,831,63237.html","Inconnu Compositeur Auteur, Fayo, Kreå imir Tomec",Nisam ja od jučer,I Wasn't Born Yesterday,,"Nisam ja od jučer
1
Nisam moje luče
Al' me za nos vučeš mala
Tvoja privatna budala
Popit ćemo piće
I što bude bit će
Kad se runda s rundom spoji
Iza sedme se ne broji. Ne žuri se polako
Ne toči mi tako
Samo malo sačekaj
Konobaru brate
Te me oči prate
Već je sada vidim znaj duplo. Jer ja ne jer ja ne čujem ništa
Jedno drugo gledamo
Samo runde redamo
Ona me s nogu obara
Sve je postalo opasno
Ali za spas je prekasno. Nisam ja od jučer
Nisam moje luče
Al me za nos vučeš mala
Tvoja privatna budala
Popit ćemo piće
I što bude bit će
Kad se runda s rundom spoji
Iza sedme se ne broji. Ne žuri se lagano
Jer još mi je rano
Svud' je gužva
Svud' je dim. Konobaru druže
Zato čaše služe
Razbijam ih kada nju vidim. Jer ja ne jer ja ne čujem ništa
Jedno drugo gledamo
Samo runde redamo
Ona me s nogu obara
Sve je postalo opasno
Ali za spas je prekasno. Nisam ja od jučer
Nisam moje luče
Al me za nos vučeš mala
Tvoja privatna budala
Popit ćemo piće
I što bude bit će
Kad se runda s rundom spoji
Iza sedme se ne broji","I wasn't born yesterday
I wasn't, my darling
But you're messing with me, baby
I'm your personal idiot
We'll have a drink
And whatever happens happens
When one round is joined by another
You don't count them after the seventh one. Don't rush, slow down
Don't pour it like that
Just wait a little bit
Waiter, my man
Those eyes are following me
When I look at her I already see double. Because I don't, I don't hear anything
We're looking at each other
Ordering more rounds
She sweeps me off my feet
It all became dangerous
But it's too late for salvation. I wasn't born yesterday
I wasn't, my darling
But you're messing with me, baby
I'm your personal idiot
We'll have a drink
And whatever happens happens
When one round is joined by another
You don't count them after the seventh one. Don't rush, take it easy
Because the night is still young
There's people everywhere
There's smoke everywhere. Waiter, my friend
That's what glasses are for
I break them when I see her. Because I don't, I don't hear anything
We're looking at each other
Ordering more rounds
She sweeps me off my feet
It all became dangerous
But it's too late for salvation. I wasn't born yesterday
I wasn't, my darling
But you're messing with me, baby
I'm your personal idiot
We'll have a drink
And whatever happens happens
When one round is joined by another
You don't count them after the seventh one",https://lyricstranslate.com/en/nisam-ja-od-ju%C4%8Der-i-wasnt-born-yesterday.html,,,,,,,,,,,,,,,,Jole (2),Nisam Ja Od Jučer,3:54,Nisam Ja Od Jučer,,,,2016.0,2016.0-Nisam Ja Od Jučer/2018.0-The Best Of Collection
32,RVoUr7Lb_1_32,Jole,Jole,Nisi me voljela,41043,"Moj svaki milimetar
od pete do glave
zelio sam tvojim biti
zbog ljubavi prave
na sve ja sam bio spreman
da ti udovoljim
zivio sam zato
da me ti nazoves svojim
 
Nebo daje, zemlja daje
a sebicna ti si
osjecaje, osjecaje
pokazala nisi

Ref. 2x
Nisi me voljela u ono vrijeme
ono vrijeme kad sam htio ja
kasno si shvatila da nema mene
nema mene, a ni drugoga

Za mene si postavila
prepreke i straze
zelje dalje nisu mogle
pa te ni ne traze
palaca od srca moga
sad ne zjapi prazna
ima drugih zena
koje drze obecanja

Nebo daje, zemlja daje
a sebicna ti si
osjecaje, osjecaje
pokazala nisi

Ref. 2x

Ref. 2x","https://tekstovi.net/2,831,14185.html",,Nisi me voljela,No me amaste,,"Moj svaki milimetar
od pete do glave
zelio sam tvojim biti
zbog ljubavi prave
na sve ja sam bio spreman
da ti udovoljim
zivio sam zato
da me ti nazoves svojim. Nebo daje, zemlja daje
a sebicna ti si
osjecaje, osjecaje
pokazala nisi. Ref. 2x
Nisi me voljela u ono vrijeme
ono vrijeme kad sam htio ja
kasno si shvatila da nema mene
nema mene, a ni drugoga. Za mene si postavila
prepreke i straze
zelje dalje nisu mogle
pa te ni ne traze
palaca od srca moga
sad ne zjapi prazna
ima drugih zena
koje drze obecanja. Nebo daje, zemlja daje
a sebicna ti si
osjecaje, osjecaje
pokazala nisi. Ref. 2x. Ref. 2x","Mi cada milímetro
De talón a cabeza
Yo quería ser tuyo
Por amor verdadero
En todo yo estaba listo
Para complacerte
Yo viví para eso
Para que me llamas su. El cielo da, la tierra da
Y tu eres egoísta
Sentimientos, sentimientos
No mostraste. Corre 2x
No me amaste en ese momento
Ese momento cuando yo quería
Tarde pensaste que no me tenías
No hay yo, ni ningún otro. Tú pones para mí
Obstáculos y guardia
Los deseos no pudieron continuar
Y ni siquiera te busquen
Pulgar de mi corazón
Ahora no queda vacía
Hay otras mujeres
Quien cumple las promesas. El cielo da, la tierra da
Y tu eres egoísta
Sentimientos, sentimientos
No mostraste. Corre 2x. Corre 2x",https://lyricstranslate.com/en/nisi-me-voljela-no-me-amaste.html,['Jole'],https://diskografija.com/pjesma/nisi-me-voljela-542.htm,Nisi me voljela,,,,,,,,,,"Moj svaki milimetar od pete do glave
Želio sam tvojim biti zbog ljubavi prave
Na sve ja sam bio spreman da ti udovoljim
Želio sam zato da me ti nazoveš svojim

Nebo daje, zemlja da je, a sebićna ti si
Osjećaje, osjećaje, pokazala nisi

Nisi me voljela u ono vrijeme
Ono vrijeme kad sam htio ja
Kasno si shvatila da nema mene
Nema mene, a ni drugoga

Za mene si postavila prepreke i straže
Želje dalje nisu mogle pa te i ne traže
Palača od srca moga sad ne zjapi prazna
Ima drugih žena koje drže obećanja

Nebo daje, zemlja daje a sebićna ti si
Osjećaje, osjećaje ti pokazala nisi",Nisi me voljela,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/nisi-me-voljela.html,Jole (2),Nisi Me Voljela,3:10,Sve Su Žene Lijepe,,,,,nan-Sve Su Žene Lijepe/2007.0-Zlatna Kolekcija
33,RVoUr7Lb_1_33,Jole,Jole,Nosi mi se bijela boja,55603,"Tko ce moje pjesme pjevati
kad u njima zivis samo ti
i za druge mjesta ima tu
za sve one sto se raduju

Ref. 2x
Nosi mi se bijela boja
te je boje radost moja
tvoje lice, dusa, tijelo
sve je bijelo, bijelo
 
Svi ce za mnom svijetom hodati
ne znam svoju tajnu cuvati
zelim da svi znaju ljudi
koga ljubim, tko me ljubi

Ref. 2x

Tvoje lice, dusa, tijelo
sve je bijelo, bijelo

Ref.","https://tekstovi.net/2,831,10375.html","E. Botric, T. Huljic",Nosi mi se bijela boja,I feel like wearing white colour,,"Tko će moje pjesme pjevati
1
Kad u njima živiš samo ti
I za druge mjesta ima tu
Za sve one što se raduju. Nosi mi se bijela boja
Te je boje radost moja
Tvoje lice, duša, tijelo
Sve je bijelo, bijelo. Svi će za mnom svijetom hodati
Ne znam svoju tajnu čuvati
Želim da svi znaju ljudi
Koga ljubim, tko me ljubi","Who will sing my songs?
When only you live in them
And for others there's no place
For all those happy people. I feel like wearing white colour
That's the colour of my joy
Your, face, soul and body
Everything is white, white. Everyone will follow me while walking throught the world
I don't know how to keep my secret
I want all people to know
Whom I love, who loves me",https://lyricstranslate.com/en/Nosi-mi-se-bijela-boja-I-feel-wearing-white-colour.html,['Jole'],https://diskografija.com/pjesma/nosi-mi-se-bijela-boja-1271.htm,Nosi mi se bijela boja,1999 - Split 1999,1999 - Melodije Jadrana 1999,,,,1999 - Jednina i množina,2000 - Najveći hitovi vol.3,2003 - Sve naše godine 3,2011 - 100 godina Hajduka,"Tko će moje pjesme pjevati
Kad u njima živiš samo ti
I za druge mjesta ima tu
Za sve one što se raduju

Nosi mi se bijela boja
Te je boje radost moja
Tvoje lice, duša, tijelo
Sve je bijelo, bijelo

Svi će za mnom svijetom hodati
Ne znam svoju tajnu čuvati
Želim da svi znaju ljudi
Koga ljubim, ko me ljubi",Nosi mi se bijela boja,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/nosi-mi-se-bijela-boja.html,Jole (2),Nosi Mi Se Bijela Boja,,Jednina I Množina,,,,,nan-Jednina I Množina/2007.0-Zlatna Kolekcija/2018.0-The Best Of Collection
