Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
42,+RXzsM0Y_1_42,Mate Bulić,Mate Bulić,Narodno veselje,40868,"Kreni iz Osijeka, vec te pice ceka
dovedi nam Mata iz Slavonskog brata
bez naseg' Franje zabava je manje
iz Zagreba podji i sto prije dodji

Ref.
Hajde, Mate, skupi prijatelje
neka pocne narodno veselje
nek se festa i neka se pije
zajedno smo ko nam i sta smije
prva, druga, treca, nek nas prati sreca
osma, sedmu brise, a ko ce brojat' vise

Brzo kreni, Ivo, vec se hladi pivo
javi Livcanima kol'ko god da ih ima
ajde, dodji, Ante, znaj da svi smo za te
Hercegovci stizu, vec se case dizu

Ref.

Samo dodji, Duje, nek se pisma cuje
Ajduka povedi i grlo ne stedi
cekamo te, Lino, tu je dobro vino
sva Istra i Rijeka, jos se na vas ceka

Ref. 2x","https://tekstovi.net/2,729,10868.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/narodno-veselje-4431.htm,Narodno veselje,2005 - Hrvatski Radijski Festival 2005,2005 - Hrvatski Radijski Festival 2005 - 24 najbolja,['Marko Perković Thompson'],['Faruk Buljubašić Fayo'],2005 - Hitomanija 1,['Branimir Mihaljević'],"2007 - Kako mi je, tako mi je",,,
43,+RXzsM0Y_1_43,Mate Bulić,Mate Bulić,Ne kuni me (duet Ivan Stapic),8461,"Na prstima u snove udje
pa mi dane popravlja
nema grad ljepse ni ludje
to se ne zaboravlja

Ref. 2x
Ne kuni me kad popijem
i kad cijeli svijet k'o casu razbijem
ne kuni me, jer znas me ti
uvijek cu samo tebe voljeti
 
Ma kriv sam ja i moji geni
jos je becar u meni
a voljela me i prastala
o nasoj sreci mastala

Ref. 2x","https://tekstovi.net/2,729,49919.html",,,,,,,,"['Mate Bulić', 'Ivan Stapić']",https://diskografija.com/pjesma/ne-kuni-me-25642.htm,Ne kuni me,,,,,,,,,,
44,+RXzsM0Y_1_44,Mate Bulić,Mate Bulić,Ne pjevajte o mom kraju,1783,"Druge pjesme pjevajte
o mom kraju nemojte
kada dusa zaboli
pjesma srce ne tjesi

Kada zice zazvone
uspomenu probude
misli kraju lutaju
slike mi se vracaju
 
Ref.
Vidim majku kako place
prijatelje sto mi znace
ne pjevajte o mom kraju
zaboli me samo jace

Vidim rijeku, livade
ruze procvjetale tek
ne pjevajte o mom kraju
samo vise boli me

Kada zice zazvone...

Ref.","https://tekstovi.net/2,729,54869.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ne-pjevajte-o-mom-kraju-12969.htm,Ne pjevajte o mom kraju,,,,,,,,,,
45,+RXzsM0Y_1_45,Mate Bulić,Mate Bulić,"Ne spremaj mi, majko, svate",9838,"Ne pitaj me sto sam kasno kuci dosao
zadnji put sam rijec joj rek'o, od nje posao
ne pricaj mi o zivotu i da nisam mlad
ja je mogu prezaliti, oprostiti nikad

Ref. 2x
Ne spremaj mi, majko, svate
do vijeka cu sam ostati
ne, ja nisam rodjen za nju
za drugoga ce se udati
 
Ne pitaj me sto sam kasno kuci dosao
sve sam joj u lice rek'o, pa se napio
ne pitaj me sto cu sutra, kada ostarim
pusti, pusti sam da placem, da je mozda prebolim

Ref. 3x","https://tekstovi.net/2,729,26463.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ne-spremaj-mi-majko-svate-12942.htm,Ne spremaj mi majko svate,,,,,,,,,,
46,+RXzsM0Y_1_46,Mate Bulić,Mate Bulić,Necu leci prije zore,22255,"Ne placite oci njene
ne ljubi joj suzo lice
otisla je ona s ljetom 
odletjele sa njom ptice

Ne diraj joj vjetre kosu
ne povijaj ruke hladne
u tisini nema sjena
jer nje su mi usne gladne
 
Ref.2x
Necu leci prije zore 
ne zovi me sinje more
moli, bjesni, kleci, lazi 
nek' se vrati ti joj kazi

Ne diraj joj vjetre kosu
ne povijaj ruke hladne
u tisini nema sjena
jer nje su mi usne gladne

Ref. 2x","https://tekstovi.net/2,729,9971.html",,Neću Leći Prije Zore,,,"Ne plačite oči njene
ne ljubi joj suzo lice
otišla je ona s ljetom
odletjele sa njom ptice. Ne diraj joj vjetre kosu
ne povijaj ruke hladne
u tišini nema sjena
jer nje su mi usne gladne. [Refren]
Neću leći prije zore
ne zovi me sinje more
moli, bjesni, kleči, laži
nek' se vrati ti joj kaži. Ne diraj joj vjetre kosu
ne povijaj ruke hladne
u tišini nema sjena
jer nje su mi usne gladne. [Refren]",,https://lyricstranslate.com/en/mate-buli%C4%87-ne%C4%87u-le%C4%87i-prije-zore-lyrics.html,['Mate Bulić'],https://diskografija.com/pjesma/necu-leci-prije-zore-6981.htm,Neću leći prije zore,2003 - Gori borovina,2004 - Megamix,['Marko Perković Thompson'],['Marko Perković Thompson'],,['Branimir Mihaljević'],,,,
47,+RXzsM0Y_1_47,Mate Bulić,Mate Bulić,Nema zena ruznih,9392,"Nema, nema, nema zena ruznih
ima, ima samo zena tuznih
sve su lijepe zene zaljubljene
sve su tuzne zene ne ljubljene

Ref. 2x
A ja ne znam barabu
koji nece tarabu
zbog ljubavi preskociti
lijepu zenu poljubiti
 
Nema, nema, nema zena ruznih
ima, ima samo zena tuznih
a tuzan se pogled odmah gubi
s lica zena koja sretno ljubi

Ref.

I mi cemo barabe
preskociti taraba
mladu, staru usreciti
lijepu zenu poljubiti

Nema, nema, nema zena ruznih
ima, ima samo zena tuznih
a meni se srce uvijek slama
kada vidim da je zena sama

Ref. 2x

I mi cemo barabe
preskociti taraba
mladu, staru usreciti
lijepu zenu poljubiti

Zbog ljubavi preskociti
lijepu zenu poljubiti","https://tekstovi.net/2,729,26500.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/nema-zena-ruznih-12494.htm,Nema žena ružnih,"2007 - Kako mi je, tako mi je",2007 - Zlatne Žice Slavonije 2007 - Večer pjesme i vina,['Mario Mihaljević'],['Mario Mihaljević'],,['Branimir Mihaljević'],,,,
48,+RXzsM0Y_1_48,Mate Bulić,Mate Bulić,Neretva,6686,"Duge su noci, na tebe mislim ja
od onog dana kada si otisla 
tad si mi rekla - tvoja il' nicija 
po rijeci srebro prosu mjesecina 

Ref.
Tebe nema, voda tece 
gdje su nasi dani srece 
ljube moja, zeljo jedina 
 
Stoji li jos bagrem bijeli
ispod kojeg smo se sreli 
behar cvao, tekla Neretva

Ti jos si uvijek u mojim snovima 
k'o lijek na rani u hladnim nocima
u srcu bol je i tuga velika 
kao sto je rijeka pod mostom duboka

Ref.","https://tekstovi.net/2,729,49783.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/tiho-tece-neretva-7008.htm,Tiho teče Neretva,"1999 - Uživo, Split - uživo",2004 - Megamix,['V. Rašić'],['V. Rašić'],,,,,,
49,+RXzsM0Y_1_49,Mate Bulić,Mate Bulić,Nije casa kriva sto je casa,22813,"Jos me jutro gleda ispod oka
a sunce se smije sa visoka
pozna lice mi ne umivano
da se smirim, meni jos je rano

Ref. 2x
Nije casa kriva sto je casa
i sto ce zavrsiti na podu
nisi ni ti kriva sto si zena
boljet ces me kad svi drugi odu
 
Noc mi ljubav, zora sestra mi je
a volim ih isto obadvije
svaki dan ko posljednji ja zivim
tebe branim, a sebe jos krivim

Ref. 2x","https://tekstovi.net/2,729,26458.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/nije-casa-kriva-sto-je-casa-12493.htm,Nije čaša kriva što je čaša,,,['Denis Dumančić'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
50,+RXzsM0Y_1_50,Mate Bulić,Mate Bulić,"Oj, Jelena",13284,"Oj, Jelena, Jelo
dolazim ti ja na prelo

Ima jedna lijepa Jela
djevojka iz drugog sela
svi pricaju u mom kraju 
da je ona za udaju
svi pricaju u mom kraju
da je Jela za udaju
 
Ref. 2x
Oj, Jelena, Jelo
dolazim ti ja na prelo
u subotu da te zaprosim
ti si, Jelo, nase gore list

Prosao sam mjesta svakojaka
nagled'o se lijepih djevojaka
obis'o sam i sela, i prela
al' ni jedna nije kao Jela

Ref. 4x","https://tekstovi.net/2,729,26455.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/oj-jelena-12491.htm,Oj Jelena,,,['Zdenko Hršak'],['Zdenko Hršak'],,['Hrvoje Grčević'],,,,
51,+RXzsM0Y_1_51,Mate Bulić,Mate Bulić,Okovi ljubavi,9195,"Kad mene ne mozes voljeti
mojoj me sudbini ostavi
jedno cu od tebe moliti
skini mi okove ljubavi

Ref. 2x
Zasto vrijeme da gubimo 
kad se ne volimo
bolje da se rastanemo
jedno drugo zaboravimo
 
Ti mozes pjesmom drugoga
rumenim jutrima buditi
sta imas, djevojko, od toga
sto cu ja za tobom zuditi

Ref. 2x

Sve nade odnesi sa sobom
i bol, i tugu, i sve sto bi
da ne bi zalio za tobom
skini mi okove ljubavi

Ref. 4x","https://tekstovi.net/2,729,26467.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/okovi-ljubavi-12964.htm,Okovi ljubavi,"1999 - Uživo, Split - uživo",2001 - Sve najbolje,['Ante Lasan Toni'],['I. Ivančić'],,,,,,
52,+RXzsM0Y_1_52,Mate Bulić,Mate Bulić,"Ostarit cu, nikad necu znati",23110,"Ref.
Ostarit cu, nikad necu znati
jesi li se mojom htjela zvati
jesi li se mojom htjela zvati
il' si samo htjela ljubovati

Jesi l' nasla srecu s nekim drugim
falim li ja tebi u nocima dugim
ova luda glava znala ti je dati
sto ti netko drugi moze tek obecati
 
Ref. 2x

Je l' ti pjesma dusu dotaknula
jesi l' od kog glas o meni cula
mojoj glavi uvijek kasno sine
sad bih htio, eh, da mogu vratit' godine

Ref. 3x","https://tekstovi.net/2,729,23083.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/ostarit-cu-nikad-necu-znati-3008.htm,"Ostarit' ću, nikad neću znati",2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,2004 - Hrvatski Radijski Festival 2004,['Marko Perković Thompson'],"['Marko Perković Thompson', 'Faruk Buljubašić Fayo']","2007 - Kako mi je, tako mi je",['Branimir Mihaljević'],,,,
53,+RXzsM0Y_1_53,Mate Bulić,Mate Bulić,Piva tica,5398,"Piva tica na maslinovoj garni
piva tica piva ka i lani
piva tica ne da joj se stati
ona piva a prolaze svati

Piva tica piva pismu svoju
ne zna bidna za nevolju moju
ne zna bidna da mi draga ode
ona piva a nju svati vode
 
Ref. 2x
Pivaj tico kad ti moze biti
pivam i ja necu suze liti
pivam i ja a draga mi ode
sad k'o tica pivam sa slobode

Piva tica na maslinovoj grani
piva tica piva ka i lani
piva tica ne fali joj zara
moja draga stigla do oltara

Piva tica piva pismu svoju 
ne zna bidna za nevolju moju
ne zna bidna da mi draga ode
ona piva a nju svati vode

Ref. 2x

Sad k'o tica pivam sa slobode","https://tekstovi.net/2,729,26650.html",,,,,,,,,,,,,,,,,,,,
54,+RXzsM0Y_1_54,Mate Bulić,Mate Bulić,Pjevaj mi sokole,17605,"Pjevaj mi, pjevaj, sokole
pjevaj mi, pjevaj, pjevaj, sokole
salaj, sokole

K'o sto si sinoc pjevao
k'o sto si sinoc, sinoc pjevao
salaj, pjevao
 
Pod moje drage prozorom
pod moje drage, drage prozorom
salaj, prozorom

Moja je draga zaspala
moja je draga, draga zaspala
salaj, zaspala

Studen joj kamen pod glavom
studen joj kamen, kamen pod glavom
salaj, pod glavom

Ja sam joj kamen izmak'o
ja sam joj kamen, kamen izmak'o
salaj, izmak'o

I svoju ruku podmak'o
i svoju ruku, ruku podmak'o
salaj, podmak'o

I desnom rukom milov'o
i desnom rukom, rukom milov'o
salaj, milov'o","https://tekstovi.net/2,729,47232.html",,,,,,,,,,,,,,,,,,,,
55,+RXzsM0Y_1_55,Mate Bulić,Mate Bulić,"Pjevaj, sestro, pjevaj, brate",38469,"Pjevaj, sestro, pjevaj, brate
zapjevajmo sada svi

Otisla si u Njemacku ti
koferi ti bili preteski
nasa ljubav nece prestati
sad kad zivis u dijaspori
 
Govore mi prijatelji svi
nece ti se ona vratiti
ma, ja im kazem bit ce svatovi
ja cu s tobom trusu povesti

Ref. 2x
Pjevaj, sestro, pjevaj, brate
zapjevajmo sada svi
udaje se Hercegovka
najljepsa je, svega mi

S mercedesom doc cu po tebe
nazvat cu te ja na mobitel
obuci cu bijele carape
kazu da nas znaju po tome

Govore mi prijatelji svi
nece ti se ona vratiti
a ja im kazem bit ce svatovi
ja cu s svojim cacom gangati

Ref. 3x","https://tekstovi.net/2,729,26550.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/pjevaj-sestro-pjevaj-brate-7006.htm,"Pjevaj sestro, pjevaj brate",,,['Ivan Mikulić'],['R. Bilinovac'],,,,"Pjevaj sestro, pjevaj brate,
Zapjevajmo sada svi!

Otišla si ti studirati,
Koferi ti bili preteški
Naša ljubavi neće prestati
Sad kad živiš u metropoli.

Govore mi prijatelji svi
Neće ti se ona vratiti
Ja im kažem bit će svatovi!
Ja ću s tobom trusu povesti

Pjevaj sestro, pjevaj brate,
Zapjevajmo sada svi!
Udaje se Hercegovka,
Najljepša je svega mi!

Kad u Zagreb pođem po tebe
Nazvat ću te ja na mobitel
Obući ću bijele čarape,
Kažu da nas znaju po tome

Govore mi prijatelji svi
Neće ti se ona vratiti
Ja im kažem bit će svatovi,
Ja ću s tvojim ćaćom gangati....","Pjevaj sestro, pjevaj brate",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/pjevaj-sestro-pjevaj-brate.html
56,+RXzsM0Y_1_56,Mate Bulić,Mate Bulić,Pjevajte sa mnom,1649,"Nisam trazio previse toga
drugi su uvijek birali prije
'ko mi je onda ukrao dusu
kad sreca na korak bila mi je

Nijednu suzu pustiti necu
jos snage imam, jos se ne dam
makar veceras nije mi lako
dok njene oci u casi gledam
 
Ref. 2x
Pjevajte sa mnom, dignimo case
nek' se do zore pije
barem je tuga siroke ruke
ako to sreca nije

Nisam trazio previse toga
i to je ono sto mi je zao
tako je malo pruzila meni
a sve sto imam njoj sam dao

Ref. 4x","https://tekstovi.net/2,729,54489.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/pjevajte-sa-mnom-7000.htm,Pjevajte sa mnom,1999 - Pjevajte sa mnom,2001 - Sve najbolje,['Dražen Zečić'],['Dražen Zečić'],2004 - Megamix,['Bratislav Zlatanović'],,,,
57,+RXzsM0Y_1_57,Mate Bulić,Mate Bulić,Pjevam i placem,5194,"Kad me neka pjesma stara
sjeti na nas dva becara 
sto smo skupa zore cekala

Ti si zivot za dom dao,
a ja sam tebi obecao 
da cu uvijek cuvat sina tvog
 
Ref. 
Pjevam ti pjesmu, prijatelju moj
pjevam i placem u veselju tom
danas ti zenim sina jedinog
volim ga, brate, kao da je moj
mirno spavaj, prijatelju moj

I sad gledam tvoga sina
a u njemu sva milina
tvoja slika, tvoje duse glas

Dok si ti kod dragog Boga 
sokola cu cuvat tvoga 
sve dok dodje i moj zadnji cas

Ref. 2x

A ti mirno spavaj","https://tekstovi.net/2,729,54492.html",,Pjevam i plačem,Ich singe und weine,,"Kad me nekad pjesma stara,
Sjeti na nas dva bećara,
Kad smo skupa zore čekali
Ti si za dom život dao,
A ja sam tebi obećao,
Da ću uvijek, čuvat sina tvog.... [Refren]
Pjevam ti pjesmu, prijatelju moj
Pjevam i plačem, u veselju tom
Danas ti ženim sina jedinog
Volim ga, brate, kao da je moj
Mirno spavaj, prijatelju moj.... I sad gledam tvoga sina,
A u njemu sva milina,
Tvoja slika, tvoje duše glas,. Dok si ti kod dragog Boga,
Sokola ću čuvat tvoga,
Sve dok dođe, i moj zadnji čas...","Wenn mich manchmal ein
altes Lied an uns zwei Rumtreiber erinnert,
als wir gemeinsam auf den Morgen gewartet haben
du hast dein Leben für die Heimat gegeben
und ich hab dir versprochen,
dass ich mich immer um deinen Sohn kümmern werde.... Refrain:
Ich sing dir ein Lied, mein Freund
singe und weine in dieser Freude
heute verheirate ich deinen einzigen Sohn
Bruder, ich liebe ihn als wär er meiner
schlaf in Frieden, mein Freund. jetzt sehe ich deinen Sohn an,
und in ihm all die Freude,
dein Bild, die Stimme deiner Seele. Während du beim lieben Gott bist
werde ich deinen Falken schützen
solange bis auch mein letzter Augenblick kommt....",https://lyricstranslate.com/en/pjevam-i-placem-ich-singe-und-weine.html,['Mate Bulić'],https://diskografija.com/pjesma/pjevam-i-placem-15402.htm,Pjevam i plačem,,,,,,,,,,
58,+RXzsM0Y_1_58,Mate Bulić,Mate Bulić,Posto poto (duet Drazen Zecic),11348,"'Zalud se za mene brinu
ja sam takav kakav jesam
dobro mi je gdje sam
i ne slusam sta se prica
pustim srce da me vuce 
godine me uce
 
U svakom danu, svakom satu
jedan drugom ko brat bratu
bili smo i bit cemo, to znamo
sve dok srca nam ne stanu
jedan drugom drzi stranu
jedan na drugoga ne damo

Ref. 2x
Posto poto zivot trosimo
svaki dan ko zadnji zivimo
posto poto, samo uzivaj
jer nam svima brzo dodje kraj

Bas se pitam ove noci 
gdje cu jutro docekati
volio bih znati
to je stvarno tesko reci 
put nas vodi na sve strane
zora dok ne svane

Ref. 4x","https://tekstovi.net/2,729,26139.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/posto-poto-12485.htm,Pošto poto,,,['Marko Perković Thompson'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
59,+RXzsM0Y_1_59,Mate Bulić,Mate Bulić,Pozdravi je ti,20024,"Jos se uvijek iz sna 
budim cesto jer ja nisam 
gdje je meni mjesto 
majka sina nije dugo srela 
ti poleti do nje ptico bijela

Ref. 2x 
Pozdravi je ti i ne zaboravi
kazi majci mojoj 
da mi ozdravi 
 
Pozdravi je ti 
i nek' je cuva Bog 
ljubav srca mog

Teret mi je na dusi sve tezi
ona tamo u samoci lezi
moje misli prema majci krenu
pa mi oko zasuzi u trenu

Ref. 4x","https://tekstovi.net/2,729,9965.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/pozdravi-je-ti-6986.htm,Pozdravi je ti,2003 - Gori borovina,2004 - Megamix,['Marko Perković Thompson'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
60,+RXzsM0Y_1_60,Mate Bulić,Mate Bulić,Prasina se dize,35374,"Ljubila me materina Mara
namigusa, becarusa stara
na oca se umetnula svoga
starog lolu kralja becarskoga

Volila je derneke i sila
prva cura u selima bila
kad se sa mnom u'vati u kolo
vrtit ce se nebo na okolo
 
Ref. 2x
Igraj Mare, prasina se dize
siri ruke okreci se brze
prasina te ovila u bilo
ajde Mare dotakni mi tilo

Krenula je u nedilju svetu
sa Kupresa prema Prgometu
zvizdan pece, pritisnula susa
putem sam je grlio i kusa

Sveti Stipan vruce litnje doba
dugo sam je ljubio i proba
prasna cesta, nebo, kamen plavi
kolo krece selo festu slavi

Ref. 2x

Ajde Mare dodirni me
primakni se blize
skoci Mare, skoci Mare 
prasina se dize

Ref. 2x","https://tekstovi.net/2,729,10019.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/igraj-mare-prasina-se-dize-6991.htm,Igraj Mare prašina se diže,2003 - Gori borovina,2004 - Megamix,['Sretan Bogdan'],['Jakov Džolić'],,['Ivo Lesić'],,,,
61,+RXzsM0Y_1_61,Mate Bulić,Mate Bulić,Pune case ispijam,30532,"Jutrom mene budi majka
ustaj, sine, zora svanula
glava boli, a ja ne znam
koja me je nocas ljubila

Tako mi je lijepo bilo 
dok mi vino dusu grijalo
ali ipak nakon svega
samo njeno ime ostalo
 
Ref.
Pune case ispijam, tudje zene osvajam
cini mi se, tako ozdravljam
kad se jutrom trijeznim ja 
shvatim da sam nesretan
tesko, tesko te zaboravljam","https://tekstovi.net/2,729,26462.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/pune-case-ispijam-7007.htm,Pune čaše ispijam,"1999 - Uživo, Split - uživo",2001 - Sve najbolje,['Dražen Zečić'],['Dražen Zečić'],2004 - Megamix,,,"Jutrom mene budi majka, ustaj sine zora svanula
Glava boli a ja ne znam koja me je noćas ljubila
Tako mi je lijepo bilo dok mi vino dušu grijalo
Ali ipak nakon svega samo njeno ime ostalo

Pune čaše ispijam, tuđe žene osvajam
Čini mi se tako ozdravljam
Kad se jutrom trijeznim ja shvatim da sam nesretan
Teško teško te zaboravljam

Kad se jutrom trijeznim ja shvatim da sam nesretan
Teško teško te zaboravljam

Kako mi je lijepo bilo dok mi vino dušu grijalo
Ali ipak nakon svega samo njeno ime ostalo",Pune čaše ispijam,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/pune-case-ispijam.html
62,+RXzsM0Y_1_62,Mate Bulić,Mate Bulić,Rob ljubavi,7269,"Zaljubi se srce moje
sada kuca za oboje
zlato zlatu, cvijece cvijecu
ti mi nosis srecu

Otkako sam sreo tebe
vise ne znam ni za sebe
za tobom umrijet cu
 
Ref. 2x
Rob ljubavi za zivota svoga
okove si bacila oko srca moga

Bez tebe mi nema lijeka
ljubit cu te sve do vijeka
zlato zlatu, cvijece cvijecu
ti mi nosis srecu

Otkako sam sreo tebe
vise ne znam ni za sebe
za tobom umrijet cu

Ref. 2x

Otkako sam sreo tebe
vise ne znam ni za sebe
za tobom umrijet cu

Ref. 2x

Okove si bacila oko srca moga","https://tekstovi.net/2,729,26651.html",,,,,,,https://lyricstranslate.com/en/language/english,['Mate Bulić'],https://diskografija.com/pjesma/rob-ljubavi-12954.htm,Rob ljubavi,1997 - Dodijalo pajdo,2001 - Sve najbolje,['Duško Kuliš'],['Bratislav Zlatanović'],,['Nikša Bratoš'],,,,
63,+RXzsM0Y_1_63,Mate Bulić,Mate Bulić,Samo jedan cvijet,10076,"Ti si sinu ime dala 
da se zove kao ja
lagala si, lagala si 
da me nisi voljela

Nisi htjela sirotana
ali protiv srca svog
zeljela si zaboravit'
al' ti nije dao Bog
 
Mene zove nebo plavo
mene zovu polja sna
kad se nocu zvijezde pale
to ti pozdrav saljem ja

Nisi htjela sirotana
ali protiv srca svog
zeljela si zaboravit'
al' ti nije dao Bog

Ref.
Samo jedan cvijet ti baci na moj dom
da bar nesto tvoje nosim sa sobom
samo jedan cvijet i casu crnog vina
da za tvoju dusu pijem s andjelima","https://tekstovi.net/2,729,26549.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/samo-jedan-cvijet-7534.htm,Samo jedan cvijet,,,['Nenad Ninčević'],['Nenad Ninčević'],,,,,,
64,+RXzsM0Y_1_64,Mate Bulić,Mate Bulić,Srce stalo,6665,"Cekao sam takvu zenu
tuznom pjesmom opcinjenu
da joj suze same krenu
i da ima ih sve vise
moj poljubac da ih brise

Setali smo niz ulicu
pahulje na njenom licu
i u kosi jos se sjaje
taj poljubac i sad traje
i noc je za zagrljaje
 
Ref.
Srce stalo, srce stalo
to je ona ljubav koja 
nema godina ni broja
ostala je uvijek moja

Srce stalo, sve je stalo
to je ona ljubav koja 
nema godina ni broja
ostala je uvijek moja

Pahulje na licu njenom
i snenom, i zaljubljenom
a i ja sam svakim trenom 
sve vise i vise znao
da sam dragu upoznao

Ref. 2x","https://tekstovi.net/2,729,26140.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/srce-stalo-12486.htm,Srce stalo,,,['Branimir Mihaljević'],['Faruk Buljubašić Fayo'],,['Branimir Mihaljević'],,,,
65,+RXzsM0Y_1_65,Mate Bulić,Mate Bulić,Srebro moje srebreno,1500,"Ja sam oblak bez svog neba
sto ga ludi vjetar nosi
zadnji putnik na toj cesti
koji mrvu srece prosi
koji mrvu srece prosi

Ref. 2x
Srebro moje srebreno
sto si mi nevjerno
nije mi, nije sudjeno
tvoje oko zeleno
 
Ja sam ptica u oluji
sto nemocno siri krila
ja sam covjek na tom putu
koga crna noc je skrila
koga crna noc je skrila

Ref. 2x","https://tekstovi.net/2,729,59440.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/srebro-moje-srebreno-12946.htm,Srebro moje srebreno,,,,,,,,,,
66,+RXzsM0Y_1_66,Mate Bulić,Mate Bulić,Sto smo duso na tom svijetu (duet Dolores),10007,"Savila se jorgovana grana
savila se jer je neubrana
a i ti ces uvenuti mala
ne budes li sa mnom ljubovala

Ref.
Sto smo duso na tom svijetu
zasto li nas rodi mati
neka drugi novce broje
a mi cemo ljubovati
 
Neka njima srebra zlata
meni tvoje ruke oko vrata
neka njima svakog blaga
a ti budi moja draga

Rodila se u planini vila
rodila se, pa je tuzna bila
na kamenu zaspala je sama
pokrilo je nebo sa zvijezdama

Ref. 2x","https://tekstovi.net/2,729,10023.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/sto-smo-duso-na-tom-svijetu-6988.htm,Što smo dušo na tom svijetu,2003 - Gori borovina,2004 - Megamix,['Nenad Ninčević'],['Nenad Ninčević'],,['Nikša Bratoš'],,,,
67,+RXzsM0Y_1_67,Mate Bulić,Mate Bulić,Sto zivota dao bi,25983,"Kad bi znao da bi ja tvoj bio 
Livanjsko bi polje pregazio
zbog tebe, zbog tebe

Presao bi preko Velebita 
preko puta strnovita
zbog tebe, zbog tebe
 
Ja sam becar, a ti vila najljepsa 
ja sam sokol, a ti
ptica bijela, golubica

Ref.
Sto zivota dao bi
 samo da me ljubis ti
 bez tebe dusa ne moze

Sto zivota dao bi 
samo da me ljubis ti 
umro bi ko prosjak ljubavi 

Samo za taj pogled tvoga oka
 isao bih za njim do Iloka
Dunava duboka

Za tobom bi sve do Palagruze
 prosipao morem zute ruze 
za tebe, za tebe

Ja sam becar, a ti vila najljepsa 
ja sam sokol, a ti
ptica bijela, golubica

Ref.","https://tekstovi.net/2,729,32376.html",,,,,,,https://lyricstranslate.com/en/translations/16?page=1,['Mate Bulić'],https://diskografija.com/pjesma/sto-zivota-dao-bi-15395.htm,Sto života dao bi',,,,,,,,"Kad bi' znao da bi ja tvoj bio
Livanjsko bi' polje pregazio
Zbog tebe, zbog tebe
Prešao bi' preko Velebita
Preko puta strnovita
Zbog tebe, zbog tebe
Ja sam bećar, a ti vila najljepša
Ja sam sokol, a ti ptica bijela golubica

Sto života dao bi' samo da me ljubiš ti
Bez tebe duša ne može
Sto života dao bi' samo da me ljubiš ti
Umro bi' k'o prosjak ljubavi, umro bi' k'o prosjak ljubavi

Samo za taj pogled tvoga oka
Išao bi' za njim do Iloka, Dunava duboka
Za tobom bi' sve do Palagruže prosipao morem
Žute ruže za tebe za tebe
Ja sam bećar, a ti vila najljepša
Ja sam sokol, a ti ptica bijela golubica

Sto života dao bi' samo da me ljubiš ti
Bez tebe duša ne može
Sto života dao bi' samo da me ljubiš ti
Umro bi' k'o prosjak ljubavi, umro bi' k'o prosjak ljubavi

Ja sam bećar, a ti vila najljepša 
Ja sam sokol, a ti ptica bijela golubica

Sto života dao bi' samo da me ljubiš ti
Bez tebe duša ne može
Sto života dao bi' samo da me ljubiš ti
Umro bi' ko prosjak ljubavi, umro bi' ko prosjak ljubavi",Sto života dao bi',https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/sto-zivota-dao-bi.html
