Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Lyrics By_discogs,Lyrics By [Croatian]_discogs,Music By_discogs,Vocals_discogs,Arranged By_discogs,Performer_discogs,Remix_discogs,Recorded By_discogs,Producer_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Prljavo Kazalište,Prljavo Kazalište,Моја Је Дјевојка Отишла У Армију,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Будала Малена,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Мој Бијели Лабуде,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Марина,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Зауставите Земљу,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Мојој Мајци	,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Radio Dubrava,4:44,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,"nan-Radio Dubrava/nan-Best Of - Live/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2010.0-Najveći Hitovi/2017.0-Antologija"
Prljavo Kazalište,Prljavo Kazalište,Anarhist,3:21,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Previše Suza U Mom Pivu,4:33,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,"nan-Radio Dubrava/nan-Best Of - Live/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2010.0-Najveći Hitovi/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Drugovima Više Ja Ne Vjerujem,4:12,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Na Živce Ide Mi,3:47,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,A Ti Idi,5:24,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava/2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Skočit Ću,4:12,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava/nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Smeđi Šećeru,4:40,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Ona Nema Vremena,6:13,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Nisam Bio Za Tebe,5:07,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Ako Odlučiš,5:30,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Vrijeme (Sporo Prolazi),4:45,Radio Dubrava,,,,,,,,,,,,,nan-Radio Dubrava,nan-Radio Dubrava
Prljavo Kazalište,Prljavo Kazalište,Moj Dom Je Hrvatska,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska/nan-Best Of - Live/2010.0-Najveći Hitovi/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,Kuda Bi Za Vikend,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Tamo Imam Prijatelje,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Šteta Što Je...,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,"nan-Moj Dom Je Hrvatska/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2010.0-Najveći Hitovi/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Kao,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska/nan-Tajno Ime/2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Previše Je Previše,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Cobra Tref,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Sava Mirno Teče,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska/nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Ima Jedan Zakon,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Sestro Slatka Sestro,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Kao Što Kaže Marija Jurić Zagorka,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Ne Bih Te Zatajio,,Moj Dom Je Hrvatska,,,,,,,,,,,,,nan-Moj Dom Je Hrvatska,nan-Moj Dom Je Hrvatska
Prljavo Kazalište,Prljavo Kazalište,Tajno Ime,3:49,Tajno Ime,,2008.0,,,,,,,,,,,2008.0-Tajno Ime,"2008.0-Tajno Ime/nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija"
Prljavo Kazalište,Prljavo Kazalište,Tajno ime,3:49,Karlovačko Live 2008,,2008.0,,,,,,,,,,,2008.0-Karlovačko Live 2008,2008.0-Karlovačko Live 2008
Prljavo Kazalište,Prljavo Kazalište,Ipak,4:48,Karlovačko Live 2008,,2008.0,,,,,,,,,,,2008.0-Karlovačko Live 2008,"2008.0-Karlovačko Live 2008/nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Ovog Jutra,4:51,Karlovačko Live 2008,,2008.0,,,,,,,,,,,2008.0-Karlovačko Live 2008,2008.0-Karlovačko Live 2008/nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Medley:,,Karlovačko Live 2008,,2008.0,,,,,,,,,,,2008.0-Karlovačko Live 2008,2008.0-Karlovačko Live 2008
Prljavo Kazalište,Prljavo Kazalište,..449,1:17,Karlovačko Live 2008,,2008.0,,,,,,,,,,,2008.0-Karlovačko Live 2008,2008.0-Karlovačko Live 2008
Prljavo Kazalište,Prljavo Kazalište,CD 1,,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,"nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Male Stvari,4:29,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,El Klinjo,3:38,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,"nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Da Mogu Ispočetka,4:35,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,"nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Zašto Kasno Dolaziš,4:55,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Ples Sa Vragom,4:07,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Šetač Snovima,4:17,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Ako Padnem,5:57,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,CD 2,,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,"nan-Tajno Ime/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Nakon...,5:34,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Možda Ti,3:20,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Dobro Došla Draga Kćeri,4:48,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Tajna Ljubavi,4:17,Tajno Ime,,,,,,,,,,,,,nan-Tajno Ime,nan-Tajno Ime
Prljavo Kazalište,Prljavo Kazalište,Live @ ZG - CD,,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,A Ti Idi (Medley),12:08,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Što Sad Ljubav Ima S Tim (Ne Zovi Mama Doktora),4:03,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,nan-Best Of - Live/nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Radujte Se Narodi,0:57,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Live @ ST - DVD,,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Subotom Uvečer,,Best Of - Live,,,,,,,,,,,,,nan-Best Of - Live,"nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Sve Je Lako,5:18,"XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009",,2009.0,,,,,,,,,,,"2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009","2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Intro Heroj Ulice,0:55,"XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009",,2009.0,,,,,,,,,,,"2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009","2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Intro Mi Pijemo,3:35,"XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009",,2009.0,,,,,,,,,,,"2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009","2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Bis,0:25,"XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009",,2009.0,,,,,,,,,,,"2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009","2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Medley: Ma Kog Me Boga Za Tebe Pitaju - Oprostio Mi Bog - Tu Noć Kad Si Se Udavala - Na Badnje Veče - Ako Tražiš Nekoga,14:37,"XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009",,2009.0,,,,,,,,,,,"2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009","2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,17. Ti Je Godina Tek,3:23,Single Collection '79 - '90 B Sides,,2010.0,,,,,,,,,,,2010.0-Single Collection '79 - '90 B Sides,2010.0-Single Collection '79 - '90 B Sides
Prljavo Kazalište,Prljavo Kazalište,Lupam Glavom O Radio,2:37,Single Collection '79 - '90 B Sides,,2010.0,,,,,,,,,,,2010.0-Single Collection '79 - '90 B Sides,2010.0-Single Collection '79 - '90 B Sides
Prljavo Kazalište,Prljavo Kazalište,Zbogom Dame Zbogom Prijatelji,4:59,Single Collection '79 - '90 B Sides,,2010.0,,,,,,,,,,,2010.0-Single Collection '79 - '90 B Sides,2010.0-Single Collection '79 - '90 B Sides
Prljavo Kazalište,Prljavo Kazalište,Oprostio Mi Bog Mogla Bi I Ti,4:41,Single Collection '79 - '90,,2010.0,,,,,,,,,,,2010.0-Single Collection '79 - '90,2010.0-Single Collection '79 - '90
Prljavo Kazalište,Prljavo Kazalište,Crno Bijeli Svijet (Live),3:05,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Mi Plešemo (Live),4:52,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Sve Je Lako Kad Si Mlad (Live),4:38,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Kiše Jesenje (Live),3:48,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Što Sad Ljubav Ima S Tim (Ne Zovi Mama Doktora) (Live),4:06,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Marina (Live),5:52,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Lupi Petama (Live),4:14,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Heroj Ulice (Live),6:39,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Bonus Tracks,,Najveći Hitovi,,2010.0,,,,,,,,,,,2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Mladić U Najboljim Godinama (Live),2:16,Najveći Hitovi,,2010.0,,,,,,,,,,Hakuna Matata (2),2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Sretno Dijete (Live),3:16,Najveći Hitovi,,2010.0,,,,,,,,,,Hakuna Matata (2),2010.0-Najveći Hitovi,2010.0-Najveći Hitovi
Prljavo Kazalište,Prljavo Kazalište,Možda Dogodine,,Možda Dogodine / Iza Mojih Prozora,,,,,,,,,,,,,nan-Možda Dogodine / Iza Mojih Prozora,nan-Možda Dogodine / Iza Mojih Prozora/nan-Možda Dogodine/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,Iza Mojih Prozora,,Možda Dogodine / Iza Mojih Prozora,,,,,,,,,,,,,nan-Možda Dogodine / Iza Mojih Prozora,nan-Možda Dogodine / Iza Mojih Prozora/nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Ljubav Je,,Live Kompilacija Najvećih Hitova + Ljubav Je...,,2012.0,,,,,,,,,,,2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je...,2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je...
Prljavo Kazalište,Prljavo Kazalište,"Tu Noć Kad Si Se Udavala... Moj Bijeli Labude... Vlakovi... Iz Nekih Starih Razloga... Zbogom Dame, Zbogom Prijatelji... Oprostio Mi Bog, Mogla Bi I Ti... 499... Na Badnje Veče... Ma Kog' Me Boga Za Tebe Pitaju",,Live Kompilacija Najvećih Hitova + Ljubav Je...,,2012.0,,,,,,,,,,,2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je...,2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je...
Prljavo Kazalište,Prljavo Kazalište,Knjiga Tajni,4:15,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,Ljubav Je...,4:11,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Prgav Il' Ne,3:56,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Ako Ti Još Jednom Oprostim,4:19,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Djevojka Od Milijun Dolara,4:14,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Voli Me,6:17,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Sjeti Me Se,3:42,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Viva,3:35,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Liker Zaborava,3:56,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Baš Kad Nije Vrijeme,5:36,Možda Dogodine,,,,,,,,,,,,,nan-Možda Dogodine,nan-Možda Dogodine
Prljavo Kazalište,Prljavo Kazalište,Tamni Slapovi,5:22,Tamni Slapovi,,2014.0,,,,,,,,,,,2014.0-Tamni Slapovi,2014.0-Tamni Slapovi/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,CD1,,Antologija,,2017.0,,,,,,,,,,,2017.0-Antologija,2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,CD2,,Antologija,,2017.0,,,,,,,,,,,2017.0-Antologija,2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,CD3,,Antologija,,2017.0,,,,,,,,,,,2017.0-Antologija,2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,"Lupi Petama, Reci Sve Za Hrvatsku (P) 1993",5:15,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Heroj Ulice (Live) (P) 2009,7:18,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Korak Po Korak (P) 1996,4:06,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Sve Je Lako (Live) (P) 2009,5:18,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Kiše Jesenje (P) 1993,3:42,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Crno Bijeli Svijet (Live) (P) 2009,3:19,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Kao Ja Da Poludiš (P) 1993,3:14,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Marina (Live) (P) 2009,7:26,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Ipak (P) 2008,4:13,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Djevojka Od Milijun Dolara (P) 2012,4:12,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,S Vremena Na Vrijeme (P) 1996,5:03,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Ako Tražiš Nekoga (P) 1998,3:36,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Ptico Malena (P) 1993,5:48,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Mojoj Majci (Live) (P) 2009,6:17,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Tu Noć Kad Si Se Udavala (P) 1993,5:52,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Uzalud Vam Trud Svirači (P) 1993,3:48,Greatest Hits Collection,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Prljavo Kazalište,Prljavo Kazalište,Medley,15:01,XL World Tour Finale - Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale - Stadion Zagreb,2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Stand By Me,3:26,XL World Tour Finale - Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale - Stadion Zagreb,2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,Zagreb Te Zove,3:21,XL World Tour Finale - Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale - Stadion Zagreb,2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,XL World Tour Finale Stadion Zagreb,,XL World Tour Finale Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale Stadion Zagreb,2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,Uvod,,XL World Tour Finale Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale Stadion Zagreb,2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,Božićni Koncert,,XL World Tour Finale Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale Stadion Zagreb,2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,"Pet Dana Ratujem, Subotom Se Zaljubljuem",,XL World Tour Finale Stadion Zagreb,,2019.0,,,,,,,,,,,2019.0-XL World Tour Finale Stadion Zagreb,2019.0-XL World Tour Finale Stadion Zagreb
Prljavo Kazalište,Prljavo Kazalište,Oprostio Mi Bog (Mogla Bi I Ti),1:47,30 Godina Od Koncerta Na Trgu - Arena Zagreb,,2020.0,,,,,,,,,,,2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb,2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Šteta Što Je ...,6:40,30 Godina Od Koncerta Na Trgu - Arena Zagreb,,,,,,,,,,,,,nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb,nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Prljavo Kazalište Za 141. Brigadu,,"Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu",,0.0,,,,,,,,,,,"0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu","0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
