Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Composed By_discogs,Arranged By_discogs,Lyrics By_discogs,Album_title_discogs,Music By_discogs,Text By_discogs,Album_year_discogs,Vocals [Guest]_discogs,Backing Vocals_discogs,Cimbalom_discogs,Programmed By_discogs,Bass_discogs,Keyboards_discogs,Acoustic Guitar_discogs,Mandolin_discogs,Tamburitza_discogs,Vocals_discogs,Written-By_discogs,Harmonica_discogs,Electric Guitar_discogs,Violin_discogs,Flute_discogs,Accordion_discogs,Directed By_discogs,Featuring_discogs,Guest_discogs,Written By_discogs,Vocals [Duet]_discogs,Album_year_title_discogs,All_albums_discogs
Miroslav Škoro,Miroslav Škoro,T'eraj Žestoko,,,,,Sve Najbolje,,,2007.0,,,,,,,,,,,,,,,,,,Slavonske Lole,,,,2007.0-Sve Najbolje,2007.0-Sve Najbolje/2013.0-Sve Najbolje!
Miroslav Škoro,Miroslav Škoro,Sve Najbolje Vol. 2,,,,,Sve Najbolje,,,2007.0,,,,,,,,,,,,,,,,,,,,,,2007.0-Sve Najbolje,2007.0-Sve Najbolje
Miroslav Škoro,Miroslav Škoro,Milo Moje (Duža Verzija),,,,,Sve Najbolje,,,2007.0,,,,,,,,,,,,,,,,,,,,,,2007.0-Sve Najbolje,2007.0-Sve Najbolje/2013.0-Sve Najbolje!
Miroslav Škoro,Miroslav Škoro,Jorgovan,4:38,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,Daleko Je Kuća Moja,4:15,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,Jeleno Lijepa,4:10,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
Miroslav Škoro,Miroslav Škoro,Oltar,5:21,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,Srce Jako Je,3:44,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2011.0-Najljepše Ljubavne Pjesme/2014.0-Ne Vjeruje Srce Pameti
Miroslav Škoro,Miroslav Škoro,Ritkaš Pustara,2:56,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,"Šil, Dil, Daj",4:02,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2013.0-Sve Najbolje!
Miroslav Škoro,Miroslav Škoro,Domovina,5:11,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!/2014.0-Od Kud Ti Pravo/nan-Domovina
Miroslav Škoro,Miroslav Škoro,Umoran Sam Anđele,5:05,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2011.0-Najljepše Ljubavne Pjesme
Miroslav Škoro,Miroslav Škoro,Sve Je Rečeno Tišinom,4:10,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje/2011.0-Najljepše Ljubavne Pjesme
Miroslav Škoro,Miroslav Škoro,Put Lubenica,3:30,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,Jorgovan (Tamb. Verzija),4:40,,,,Moje Boje,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Moje Boje,2008.0-Moje Boje
Miroslav Škoro,Miroslav Škoro,Diklo Moja!,4:44,Traditional,Ivan Piko Stančić,,Diko Moja !,,,2008.0,,,,,,,,,,,,,,,,,,,,Traditional,,2008.0-Diko Moja !,2008.0-Diko Moja !
Miroslav Škoro,Miroslav Škoro,Gori Borovina,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,E Moj Narode,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Neću Leći Prije Zore,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Iza Devet Sela,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Dabogda Se I Ti Udala,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Lijepa Li Si,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Moja Hercegovina,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Anica Kninska Kraljica,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Igraj Mare Prašina Se Diže,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Reci Brate Moj,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Zeleno Je Bilo Polje,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Ivana,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,Moj Ivane,,,,,Tri Kuma - No'1,,,2008.0,,,,,,,,,,,,,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Miroslav Škoro,Miroslav Škoro,CD 1,,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,Četiri Vitra,,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,Vrata Zapada (Cadillac),,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,CD 2,,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,Oj Oraje,,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,Kad Oči Sklopim,,,,,Stoput Bih Isto Ponovio - Autobiografija,,,2010.0,,,,,,,,,,,,,,,,,,,,,,2010.0-Stoput Bih Isto Ponovio - Autobiografija,2010.0-Stoput Bih Isto Ponovio - Autobiografija
Miroslav Škoro,Miroslav Škoro,Najbolje Godine,3:14,,,,Najljepše Ljubavne Pjesme,,,2011.0,,,,,,,,,,,,,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme/2014.0-Ne Vjeruje Srce Pameti
Miroslav Škoro,Miroslav Škoro,Bava,2:50,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Cigareta,2:04,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Čisto More,2:25,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Ježinac,2:15,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Govance,2:55,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Gliser,1:38,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Kad Sunce Zalazi,2:50,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Knjiga,2:02,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Kometa,1:53,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Ljeto Se Sunčalo,2:01,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Meduza,1:13,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Mjesec,2:17,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Morska Pjena,2:29,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Pijesak,2:00,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Plima I Oseka,2:01,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Kod Roštilja,1:30,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Vjetrić Sunce Prati,2:12,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Prskanje,1:40,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Prstaci,1:56,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Spužva,2:09,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Svjetionik,2:25,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Udica,1:59,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Uvala,2:51,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Vlasulja,1:54,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Voda Iz Lavora,1:58,,,,Čudnovate Pjesmice O Moru I Lavoru,,,2013.0,,,,,,,,,,,,,,,,,,,,,,2013.0-Čudnovate Pjesmice O Moru I Lavoru,2013.0-Čudnovate Pjesmice O Moru I Lavoru
Miroslav Škoro,Miroslav Škoro,Od Kud Ti Pravo,5:07,,,,Od Kud Ti Pravo,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Od Kud Ti Pravo,2014.0-Od Kud Ti Pravo/2014.0-Putujem Sam/nan-Domovina
Miroslav Škoro,Miroslav Škoro,Do Pakla Do Neba,4:22,,,,Od Kud Ti Pravo,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Od Kud Ti Pravo,2014.0-Od Kud Ti Pravo
Miroslav Škoro,Miroslav Škoro,Umoran Sam Anđele ,5:05,,,,Od Kud Ti Pravo,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Od Kud Ti Pravo,2014.0-Od Kud Ti Pravo
Miroslav Škoro,Miroslav Škoro,Video:,,,,,Od Kud Ti Pravo,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Od Kud Ti Pravo,2014.0-Od Kud Ti Pravo
Miroslav Škoro,Miroslav Škoro,Zašto Lažu Nam U Lice,5:21,,,,Od Kud Ti Pravo,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Od Kud Ti Pravo,2014.0-Od Kud Ti Pravo/2014.0-Putujem Sam/nan-Domovina
Miroslav Škoro,Miroslav Škoro,Putujem Sam,4:17,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,"Samo Jedna,Jedina",3:27,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,"Smijem Se,Tugu Krijem",3:18,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Fenjeri,3:18,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Kad Na Prvu Krene Bas,3:37,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Zadnja Želja,3:38,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Kad Se Laste Kući Vrate,3:56,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Bila Je Tako Lijepa,4:03,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Zlatna Polja Moga Djetinjstva,3:55,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam/nan-Domovina
Miroslav Škoro,Miroslav Škoro,Nekad Mi Dođe,3:20,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Južina Bluz,4:21,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam
Miroslav Škoro,Miroslav Škoro,Od Pakla Do Neba,4:25,,,,Putujem Sam,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Putujem Sam,2014.0-Putujem Sam/nan-Domovina
Miroslav Škoro,Miroslav Škoro,Sve Je Rečeno tišinom,4:09,,,,Ne Vjeruje Srce Pameti,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Ne Vjeruje Srce Pameti,2014.0-Ne Vjeruje Srce Pameti
Miroslav Škoro,Miroslav Škoro,"Šil. Dil, Daj",4:01,,,,Ne Vjeruje Srce Pameti,,,2014.0,,,,,,,,,,,,,,,,,,,,,,2014.0-Ne Vjeruje Srce Pameti,2014.0-Ne Vjeruje Srce Pameti
Miroslav Škoro,Miroslav Škoro,Radujte Se Narodi,3:25,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Kyrie Eleison,3:12,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Svim Na Zemlji,3:02,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Veselje Ti Navješćujem,3:21,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,U To Vrijeme Godišta,3:32,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,"Oj, Pastiri",2:33,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Djetešce Nam Se Rodilo,2:54,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Narodi Nam Se,2:42,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,"O, Betleme",2:45,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Tri Kralja Jahahu,2:58,,,,Hrvatski Božić,,,2015.0,,,,,,,,,,,,,,,,,,,,,,2015.0-Hrvatski Božić,2015.0-Hrvatski Božić
Miroslav Škoro,Miroslav Škoro,Merak,3:53,,Ivica Murat,Dino Muharemović,Merak,Dino Muharemović,,2017.0,,,,,,,,,,,,,,,,,,,,,,2017.0-Merak,2017.0-Merak
