Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Adapted By_discogs,Arranged By_discogs,Album_title_discogs,Written-By_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Adapted By [Music]_discogs,Lyrics By [dt.:]_discogs,Lyrics By [Yugoslavian]_discogs,Conductor_discogs,Orchestra_discogs,Strings_discogs,Vocals [Child]_discogs,Arranged By [Co-arranged]_discogs,Lyrics By [Co-written]_discogs,Featuring [Uncredited]_discogs,Musician_discogs,Vocals_discogs,Backing Vocals_discogs,Programmed By_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Novi Fosili,Novi Fosili,Sedam Dugih Godina,,,,Sedam Dugih Godina / Zovem Te,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Sedam Dugih Godina / Zovem Te,1988.0-Sedam Dugih Godina / Zovem Te/1988.0-Nebeske Kočije/nan-Nebeske Kočije/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Zovem Te,,,,Sedam Dugih Godina / Zovem Te,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Sedam Dugih Godina / Zovem Te,1988.0-Sedam Dugih Godina / Zovem Te/1988.0-Nebeske Kočije/nan-Nebeske Kočije/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2002.0-Balade/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Ne, Ne Može Mi Ništa",,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/nan-Najbolje Godine/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Nebeske Kočije,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/nan-Nebeske Kočije/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2002.0-Balade/2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of
Novi Fosili,Novi Fosili,"Ma, Šta Je Tebi",,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/nan-Nebeske Kočije/nan-Najbolje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Zagrli Moju Dušu,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/nan-Nebeske Kočije/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Otišo Je On,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,Ne Vjeruj Suzama Kad Gube,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Ljubav Koja Nema Kraj,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije/nan-Nebeske Kočije/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2002.0-Balade/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Novi Fosili,Novi Fosili,"Joj, Blues",,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,Dodatak Kaseti,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,Bobby No 1,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,Za Stara Dobra Vremena,,,,Nebeske Kočije,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Nebeske Kočije,1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,"E, Moj Saša",,,,Dijete Sreće,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Dijete Sreće,1988.0-Dijete Sreće/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,"Ne, Ne Može Mi Ništa...",,,,Nebeske Kočije,,,,,,,,,,,,,,,,,,,,nan-Nebeske Kočije,nan-Nebeske Kočije
Novi Fosili,Novi Fosili,Otiš'o Je On,,,,Nebeske Kočije,,,,,,,,,,,,,,,,,,,,nan-Nebeske Kočije,nan-Nebeske Kočije/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Ne Veruj Suzama Kad Gube,,,,Nebeske Kočije,,,,,,,,,,,,,,,,,,,,nan-Nebeske Kočije,nan-Nebeske Kočije
Novi Fosili,Novi Fosili,Joj Blues,,,,Nebeske Kočije,,,,,,,,,,,,,,,,,,,,nan-Nebeske Kočije,nan-Nebeske Kočije
Novi Fosili,Novi Fosili,"Obriši Suze, Generacijo",,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama"
Novi Fosili,Novi Fosili,Fine Djevojke,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Nije Ljubav,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Bu-Bu-A-Bu,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo/nan-Najbolje Godine/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)"
Novi Fosili,Novi Fosili,Vrati Se Ljeto,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Svakoga Dana,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Sanjala Sam,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo/nan-Najbolje Godine/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama"
Novi Fosili,Novi Fosili,Dunjo Mirisna,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo/nan-Najbolje Godine/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama"
Novi Fosili,Novi Fosili,"Dečki, Dečki",,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Trideset Peta,,,,"Obriši Suze, Generacijo",,Zrinko Tutić,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama"
Novi Fosili,Novi Fosili,Više Mi Ništa Ne Značiš,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Put Na Sjever,,,,"Obriši Suze, Generacijo",,,,,,,,,,,,,,,,,,,,"nan-Obriši Suze, Generacijo","nan-Obriši Suze, Generacijo"
Novi Fosili,Novi Fosili,Djeca Ljubavi,3:45,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2019.0-50 Originalnih Pjesama/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,Samo Navika,4:15,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Ispod Mjeseca Boje Trešanja,3:48,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Teške Riječi,3:45,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Papa Rap,3:55,,,Djeca Ljubavi,,Mario Mihaljević,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi
Novi Fosili,Novi Fosili,Pjevaju Šume,5:30,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Kad Budemo Ja I Ti 63,3:05,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Daj, Daj, Daj",3:29,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi
Novi Fosili,Novi Fosili,"Marina, Ne Daj Se",4:35,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Rock & Roll I Zezanje,2:11,,,Djeca Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Djeca Ljubavi,nan-Djeca Ljubavi
Novi Fosili,Novi Fosili,Mom Vojniku,,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine
Novi Fosili,Novi Fosili,Najdraže Moje (Club Mix),,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine
Novi Fosili,Novi Fosili,Popraviti Prošlost Nije Lako,,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine/2006.0-The Platinum Collection
Novi Fosili,Novi Fosili,Pola Osmijeha,,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine
Novi Fosili,Novi Fosili,Jesam Li Ta,,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine
Novi Fosili,Novi Fosili,Mi Smo Zakon,,,,Druge Godine,,,,,,,,,,,,,,,,,,,,nan-Druge Godine,nan-Druge Godine
Novi Fosili,Novi Fosili,Bijele Suze,4:01,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Sjever-Jug,3:54,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Gdje Ti Je Dom,4:46,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Mokro Je Sve,4:48,,,Bijele Suze Padaju Na Grad,,Stevo Cvikić,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Tajno Mjesto,2:56,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,Miroslav Drljača Rus,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Divlje Ruže,4:07,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Marina Iz Moje Ulice,4:33,,,Bijele Suze Padaju Na Grad,,Nenad Ninčević,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Bilo Je Prelijepo,3:51,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad
Novi Fosili,Novi Fosili,Sjećam Se Još,4:05,,,Bijele Suze Padaju Na Grad,,Fedor Boić,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,I Sad Si Sama,3:51,,,Bijele Suze Padaju Na Grad,,,,,,,,,,,,,,,,,,,,nan-Bijele Suze Padaju Na Grad,nan-Bijele Suze Padaju Na Grad/nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,"Šu, Šu",3:33,,,Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990.,,,,1998.0,,,,,,,,,,,,,,,,1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990.,1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Čuješ Li Me Jel' Ti Drago,3:29,,,Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990.,,,,1998.0,,,,,,,,,,,,,,,,1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990.,1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection
Novi Fosili,Novi Fosili,Pričaj Mi O Ljubavi,2:58,,,Pričaj Mi O Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Prijatelji Zauvijek,3:00,,,Pričaj Mi O Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Rožica Sem Bila,4:11,,,Pričaj Mi O Ljubavi,,Traditional,Traditional,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Spray,2:55,,,Pričaj Mi O Ljubavi,,Nenad Ninčević,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Vuprem Oči,3:14,,,Pričaj Mi O Ljubavi,,Traditional,Traditional,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Vrijeme,2:56,,,Pričaj Mi O Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Nije Mi Svejedno,4:28,,,Pričaj Mi O Ljubavi,,,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Zaboravi,3:56,,,Pričaj Mi O Ljubavi,,Dušan Gruborović,,,,,,,,,,,,,,,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Idemo Hrvatska,2:25,,,Pričaj Mi O Ljubavi,,Mario Mihaljević,,,,,,,,,,,,,Humane Zvijezde,Humane Zvijezde,,,,nan-Pričaj Mi O Ljubavi,nan-Pričaj Mi O Ljubavi
Novi Fosili,Novi Fosili,Jesen Je,3:33,,,Jesen,,,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Oči Tvoje Govore,3:10,,,Jesen,,Jadranka Stojaković,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Na Tuđem Ramenu,3:35,,,Jesen,,,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Daj Mi Minutu,2:40,,,Jesen,,,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Živim Ja,3:53,,,Jesen,,,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Pozdravimo Se,3:44,,,Jesen,,,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Jedna Duša,3:24,,,Jesen,,,,,,,,,,,,,,,,,Jadranka Krištof,,,nan-Jesen,nan-Jesen/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Tvoje Plave Kose,3:12,,,Jesen,,Fayo,,,,,,,,,,,,,,,,,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Guram,3:28,,,Jesen,,Robert Pilepić,,,,,,,,,,,,,,,,Rajko Dujmić,,nan-Jesen,nan-Jesen
Novi Fosili,Novi Fosili,Čuješ Li Me Jel Ti Drago,3:36,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Ana,3:32,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Kockar,3:15,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Šuti Moj Dječače Plavi,3:15,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Lili,2:55,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Zakuni Se Ljubavi,3:24,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Manuela,2:58,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,7 Dugih Godina,4:01,,,Balade,,,,2002.0,,,,,,,,,,,,,,,,2002.0-Balade,2002.0-Balade
Novi Fosili,Novi Fosili,Neveni Žuti,4:20,,,Balade,,,,2002.0,,,,,,,,,,,,,,,,2002.0-Balade,2002.0-Balade
Novi Fosili,Novi Fosili,E Moj Saša,,,,Za Dobra Stara Vremena 2005,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena 2005,nan-Za Dobra Stara Vremena 2005
Novi Fosili,Novi Fosili,Milena Generacijo,,,,Za Dobra Stara Vremena 2005,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena 2005,nan-Za Dobra Stara Vremena 2005
Novi Fosili,Novi Fosili,Šta Se Smiješ Klipane,3:03,,,The Platinum Collection,,,,2006.0,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Novi Fosili,Novi Fosili,"Reci Mi Tiho,Tiho",3:53,,,Najljepše Ljubavne Pjesme,,,,2010.0,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Novi Fosili,Novi Fosili,Čuješ Li Me Jel` Ti Drago,3:28,,,Najljepše Ljubavne Pjesme,,,,2010.0,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Novi Fosili,Novi Fosili,"Neveni Žuti,Žuti",4:20,,,Najljepše Ljubavne Pjesme,,,,2010.0,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Novi Fosili,Novi Fosili,E Da Si Barem Noćas Ovdje,4:18,,,Najljepše Ljubavne Pjesme,,,,2010.0,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Novi Fosili,Novi Fosili,"Čuješ Li Me, Jel' Ti Drago",3:24,,,Uvijek Blizu (Antologija 1969 - 2011),,,,2011.0,,,,,,,,,,,,,,,,2011.0-Uvijek Blizu (Antologija 1969 - 2011),2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"Li, La, Lo",3:14,,,Uvijek Blizu (Antologija 1969 - 2011),,,,2011.0,,,,,,,,,,,,,,,,2011.0-Uvijek Blizu (Antologija 1969 - 2011),2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Ljubav Koja Nema Kraj',4:13,,,Uvijek Blizu (Antologija 1969 - 2011),,,,2011.0,,,,,,,,,,,,,,,Đurđica Barlović,2011.0-Uvijek Blizu (Antologija 1969 - 2011),2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Kad Bog Sve Zbroji,3:14,,,Uvijek Blizu (Antologija 1969 - 2011),,,,2011.0,,,,,,,,,,,,,,,,2011.0-Uvijek Blizu (Antologija 1969 - 2011),2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Lagano, Lagano",3:52,,,Uvijek Blizu (Antologija 1969 - 2011),,,,2011.0,,,,,,,,,,,,,,,,2011.0-Uvijek Blizu (Antologija 1969 - 2011),2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Bonus Tracks,,,,Live!,,,,2013.0,,,,,,,,,,,,,,,,2013.0-Live!,2013.0-Live!
Novi Fosili,Novi Fosili,Reci Mi Tiho Tiho,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Čijes Li Me Jel Ti Drago,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Šaša,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Dobre Devojke,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Okreni Se Idi,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Neveni Žuti Žuti,,,,The Best Of,,,,2013.0,,,,,,,,,,,,,,,,2013.0-The Best Of,2013.0-The Best Of
Novi Fosili,Novi Fosili,Megamix 2005,4:37,,,Megamix 2005,,,,2017.0,,,,,,,,,,,,,,,,2017.0-Megamix 2005,2017.0-Megamix 2005
Novi Fosili,Novi Fosili,Košulja Plava,,,,Megamix 2005,,,,2017.0,,,,,,,,,,,,,,,,2017.0-Megamix 2005,2017.0-Megamix 2005
Novi Fosili,Novi Fosili,Za Ona Dobra Stara Vremena,,,,Megamix 2005,,,,2017.0,,,,,,,,,,,,,,,,2017.0-Megamix 2005,2017.0-Megamix 2005
Novi Fosili,Novi Fosili,Kad Budemo Ja I Ti,,,,50 Originalnih Pjesama,,,,2019.0,,,,,,,,,,,,,,,,2019.0-50 Originalnih Pjesama,2019.0-50 Originalnih Pjesama/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,Tu Tu Tu (Tu Me Poljubi),,,,50 Originalnih Pjesama,,,,2019.0,,,,,,,,,,,,,,,,2019.0-50 Originalnih Pjesama,2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"Neven Žuti, Žuti",,,,50 Originalnih Pjesama,,,,2019.0,,,,,,,,,,,,,,,,2019.0-50 Originalnih Pjesama,2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Noćaš Umiru Stare Ljubavi,,,,50 Originalnih Pjesama,,,,2019.0,,,,,,,,,,,,,,,,2019.0-50 Originalnih Pjesama,2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,E Moj Sasa,4:08,,,Singl Kolekcija,,,,0.0,,,,,,,,,,,,,,,,0.0-Singl Kolekcija,0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,"Suti, Moj Djecace Plavi",3:19,,,Singl Kolekcija,,,,0.0,,,,,,,,,,,,,,,,0.0-Singl Kolekcija,0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,"Su, Su",3:37,,,Singl Kolekcija,,,,0.0,,,,,,,,,,,,,,,,0.0-Singl Kolekcija,0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,Cujes Li Me Jel Ti Drago,3:29,,,Singl Kolekcija,,,,0.0,,,,,,,,,,,,,,,,0.0-Singl Kolekcija,0.0-Singl Kolekcija
