Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Music By_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
36,O93DTxfd_1_36,Miroslav Škoro,Miroslav Škoro,Molio sam Boga za te ,48832,"Prvi sam te poljubio
oko moje plavo
ime sam ti nadjenuo
i srce ti dao

Ref. 2x
Molio sam Boga za te
i on mi te dao
da te nema, sto je sreca
nikad ne bi znao
 
A kad jednom odem, zlato
kad mi slome krila
znaj da si mi u zivotu
prva radost bila

Ref. 2x","https://tekstovi.net/2,390,17273.html",,,,,,,,['Miroslav Škoro'],2003 - Milo moje,2007 - Sve najbolje vol. 2,,https://diskografija.com/pjesma/molio-sam-boga-za-te-2454.htm,Molio sam Boga za te,['Miroslav Škoro'],['Miroslav Škoro'],['Nikša Bratoš'],,,,,"Prvi sam te poljubio
oko moje plavo
ime sam ti nadjenuo
i srce ti dao

Molio sam Boga za te
i on mi te dao
da te nema, što je sreća
nikad' ne bi' znao

A kad jednom odem zlato
kad mi slome krila
znaj da si mi u životu
prva radost bila",Molio sam Boga za te,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/molio-sam-boga-za-te.html,Miroslav Škoro,Molio Sam Boga Za Te,3:28,,Milo Moje,,,,nan-Milo Moje/2007.0-Sve Najbolje/2008.0-Tri Kuma - No'1/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
37,O93DTxfd_1_37,Miroslav Škoro,Miroslav Škoro,"Mozda pijan, ali nisam jako",766,"Prosla ponoc, psi laju u mraku
neki pijet’o rano pjesmu poje
ja se vucem po nasem sokaku
trazim puta do ograde moje

Mozda pijan, ali nisam jako
Boze zdravlja, pa kuci polako
 
Svirali smo na nekom salasu
gazda dao sunke i kulina
pamtim samo jednu zgodnu snasu
ispijeno bure dobrog vina

Sad sam pijan, ali nisam jako
Boze zdravlja, pa kuci polako

Gori lampa, a Vinkovci nisu
il' je stvarnost ili mi se cini
poznam kucu, znam i vrata di su
to je moja, o hvala sudbini

Ja sam pijan, ali nisam jako
Boze, zdravlja, pa kuci polako

Cim sam us'o, zena poce buku
nema mira u to kasno doba
skace s mjesta, stade mi na ruku
oko mene okrece se soba

Zeno moja, bolje pricu skrati
da te baja pijan ne do'vati","https://tekstovi.net/2,390,61434.html",,,,,,,,['Miroslav Škoro'],1992 - Ne dirajte mi ravnicu,1993 - Mene zovu tambure,1998 - Uživo - uživo,https://diskografija.com/pjesma/mozda-pijan-ali-nisam-jako-2408.htm,"Možda pijan, ali nisam jako",,,,,,,,,,,Miroslav Škoro,"Možda Pijan, Ali Nisam Jako ",2:33,Miroslav Škoro,Ne Dirajte Mi Ravnicu,,,,nan-Ne Dirajte Mi Ravnicu/2003.0-Miroslav Škoro Uživo
38,O93DTxfd_1_38,Miroslav Škoro,Miroslav Škoro,Ne dirajte mi ravnicu,133353,"Veceras me dobri ljudi
nemojte nista pitati
neka suze tiho teku
pa ce manje boljeti.

Jos u sebi cujem majku
kako tuzna govori
kad se jednom vratis sine
ja cu te cekati.
 
Mene zovu moja polja
mene zovu tambure
prije nego sklopim oci
da jos jednom vidim sve.

Ref.

Ne dirajte mi veceras
uspomenu u meni,
ne dirajte mi ravnicu
jer ja cu se vratiti.","https://tekstovi.net/2,390,5015.html",Miroslav Skoro,Ne dirajte mi ravnicu,Don't Touch My Plain,,"Večeras me, dobri ljudi
1
nemojte ništa pitati
neka suze tiho teku
pa će manje boljeti.. Još u sebi čujem majku
kako tužna govori
kad se jednom vratiš, sine
ja ću te čekati.. Mene zovu moja polja
mene zovu tambure
prije nego sklopim oči
da još jednom vidim sve.. Ref.. Ne dirajte mi večeras
uspomenu u meni,
ne dirajte mi ravnicu
jer ja ću se vratiti.","Tonight, my good people,
don't ask me anything
let the tears flow quietly
that way it will hurt less. Deep down, I still hear my mother
telling me sadly
when you come back one day son
I will be waiting for you.. My fields are calling me
my tamburas are calling me
before I close my eyes
to see it all once more. Chorus
Don't touch tonight
the memory inside me,
don't touch my plain
because I will be back.",https://lyricstranslate.com/en/ne-dirajte-mi-ravnicu-dont-touch-my-plain.html,['Miroslav Škoro'],1992 - Ne dirajte mi ravnicu,"1992 - 16 zlatnih hitova - Najbolji Hrvatski Tamburaši
Aranžman: Josip Ivanković",1993 - Mene zovu tambure,https://diskografija.com/pjesma/ne-dirajte-mi-ravnicu-2412.htm,Ne dirajte mi ravnicu,['Miroslav Škoro'],['Miroslav Škoro'],['Jerry Grcevich'],1995 - Ako zora ne svane - Kićo,1998 - Uživo - uživo,2007 - Zlatna kolekcija - Najbolji Hrvatski Tamburaši,2007 - Sve najbolje vol. 1,"Večeras me dobri ljudi namojte ništa pitati
neka suze tiho teku pa će manje boljeti

Ne dirajte mi večeras
uspomenu u meni
ne dirajte mi ravnicu
jer ja ću se vratiti

Još u sebi čujem majku kako tužna govori
kad se jednom vratiš sine ja ću te čekati

Ne dirajte mi večeras
uspomenu u meni
ne dirajte mi ravnicu
jer ja ću se vratiti

Mene zovu moja polja mene zovu tambure
prije nego sklopim oči da još jednom vidim sve

Ne dirajte mi večeras
uspomenu u meni
ne dirajte mi ravnicu
jer ja ću se vrati",Ne dirajte mi ravnicu,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/ne-dirajte-mi-ravnicu.html,Miroslav Škoro,Ne Dirajte Mi Ravnicu,3:32,Miroslav Škoro,Ne Dirajte Mi Ravnicu,,,,nan-Ne Dirajte Mi Ravnicu/2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!/nan-Domovina
39,O93DTxfd_1_39,Miroslav Škoro,Miroslav Škoro,Ne reci ne,16643,"Ako ti jednom pokucam na vrata
i slazem nesto umjesto pozdrava
dzepova praznih, s rijecima od zlata
zamolim oprost pred tvojim nogama 

Ref.
Ne reci ne, ne, ne
ne bjezi od mene 
jer ja volim te 
na svijetu najvise
 
Ne reci ne, ne, ne
u oci gledaj me
ne mogu vise 
bez tebe

Ako ti jednom pokucam onako
bezveze i pravog razloga
tek da ti kazem da mi nije lako
i usput vidim dal' imas drugoga

Ref.

Kazu da nisam prilika i slika
onog sto majke zele kcerima
po danu spavam, a po noci skitam
sviram i pjevam tudjim zenama

Ref.

Ne vjeruj ne, ne, ne
sto ti govore
bacaju uroke 
babe lazljive

Ne vjeruj ne, ne, ne
jos malo cekaj me
doci cu s kumom 
po tebe","https://tekstovi.net/2,390,10111.html","Miroslav Skoro, Zeljko Barba",Ne Reci Ne,Don't Say No,,"Ako ti jednom pokucam na vrata
1
I slažem nešto umjesto pozdrava
Džepova praznih, s riječima od zlata
Zamolim oprost pred tvojim nogama. [Refren]
Ne reci ne, ne, ne, ne bježi od mene
Jer ja volim te na svijetu najviše
Ne reci ne, ne, ne, u oči gledaj me
Ne mogu više bez tebe. Ako ti jednom pokucam onako
Bezveze i pravog razloga
Tek da ti kažem da mi nije lako
I usput vidim da l' imaš drugoga. [Refren]
Ne reci ne, ne, ne, ne bježi od mene
Jer ja volim te na svijetu najviše
Ne reci ne, ne, ne, u oči gledaj me
Ne mogu više bez tebe. Kažu da nisam prilika i slika
Ono što majke žele kćerima
Po danu spavam, a po noći skitam
Sviram, pjevam tuđim ženama. [Refren]
Ne reci ne, ..., ne, ne bježi od mene
Jer ja volim te na svijetu najviše
Ne reci ne, ne, ne, u oči gledaj me
Ne mogu više bez tebe. Ne vjeruj ne, ne, ne, što ti govore
Bacaju uroke babe lažljive
Ne vjeruj ne, ne, ne, još malo čekaj me
Doći ću s kumom po tebe","If once I knock on your door
And lie something instead of greeting
With empty pockets, golden words
Ask for forgiveness in front of your legs. [Chorus]
Don't say no, no, no, don't run away from me
Because I love you the most on the world
Don't say no, no, no, look me in the eyes
I can't be without you anymore. If once I knock just like that
Pointlessly and with no real reason
Just to tell you it's not easy
And by the way check if you have someone else. [Chorus]
Don't say no, no, no, don't run away from me
Because I love you the most on the world
Don't say no, no, no, look me in the eyes
I can't be without you anymore. They say that I'm not opportunity and picture
Of what mothers want to daughters
During day I sleep, and during night I traipse
I play, sing to someone elses' wives. [Chorus]
Don't say no, no, no, don't run away from me
Because I love you the most on the world
Don't say no, no, no, look me in the eyes
I can't be without you anymore. Don't believe no, no, no, what they say
Village grandmothers are throwing spells
Don't believe, no, no, no, wait a little more
I will come for you with a best man",https://lyricstranslate.com/en/ne-reci-ne-dont-say-no.html,['Miroslav Škoro'],2003 - Milo moje,2007 - Sve najbolje vol. 2,,https://diskografija.com/pjesma/ne-reci-ne-2457.htm,Ne reci ne,"['Miroslav Škoro', 'Željko Barba']",['Miroslav Škoro'],"['Nikša Bratoš', 'Ivica Murat']",,,,,"Ako ti jednom pokucam na vrata
i slažem nešto umjesto pozdrava
džepova praznih, s riječima od zlata
zamolim oprost pred tvojim nogama

Ne reci ne, ne, ne, ne bježi od mene
jer ja volim te na svijetu najviše
ne reci ne, ne, ne, u oči gledaj me
ne mogu više bez tebe

Ako ti jednom pokucam onako
bezveze i pravog razloga
tek da ti kažem da mi nije lako
i usput vidim dal' imaš drugoga

Kažu da nisam prilika i slika
onog što majke žele kčerima
po danu spavam, a po noći skitam
sviram i pjevam tuđim ženama

ne vjeruj ne, ne, ne, što ti govore
bacaju uroke babe seoske
ne vjeruj ne, ne, ne, još malo čekaj me
doći ću s kumom po tebe",Ne reci ne,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/ne-reci-ne.html,Miroslav Škoro,Ne Reci Ne,2:54,Miroslav Škoro,Milo Moje,Željko Barba,,,nan-Milo Moje/2007.0-Sve Najbolje/2013.0-Sve Najbolje!
40,O93DTxfd_1_40,Miroslav Škoro,Miroslav Škoro,Ne vjeruje srce pameti,163873,"Tece noc k'o mutna rijeka 
oj, ljubavi ti daleka
opet sam ti cudno usnio 
vidjeh tebe pored mene 
nase kceri nerodjene
u goloj se vodi budio
 
Ref.
Ej, ne vjeruje 
srce pameti
ej, pa me tjera 
tamo gdje si ti

Za pokoru sto te volim 
imenom se tvojim molim
tebe molim, Boga preklinjem
gazio bi' hladan kamen
i po trnju zivi plamen
samo dahom da te dotaknem

Ref. 2x

Tece noc k'o mutna rijeka
oj, ljubavi ti daleka
opet sam ti cudno usnio 
sretna zvijezda padalica
pala preko tvoga lica
a nisam je jadan vidio

Ref. 2x","https://tekstovi.net/2,390,10112.html",Miroslav Skoro,Ne vjeruje srce pameti,Ne vjeruje srce pameti,,"Teče noć k'o mutna rijeka
1
oj, ljubavi ti daleka
opet sam ti čudno usnio
vidjeh tebe pored mene
naše kćeri nerođene
u goloj se vodi budio. Ref.
Ej, ne vjeruje
srce pameti
ej, pa me tjera
tamo gdje si ti. Za pokoru što te volim
imenom se tvojim molim
tebe molim, Boga preklinjem
gazio bi' hladan kamen
i po trnju živi plamen
samo dahom da te dotaknem. Ej, ne vjeruje
srce pameti
ej, pa me tjera
tamo gdje si ti. Ej, ne vjeruje
srce pameti
ej, pa me tjera
tamo gdje si ti. (Instrumental). Teče noć k'o mutna rijeka
oj, ljubavi ti daleka
opet sam ti čudno usnio
sretna zvijezda padalica
pala preko tvoga lica
a nisam je jadan vidio. Ej, ne vjeruje
srce pameti
ej, pa me tjera
tamo gdje si ti. Ej, ne vjeruje
srce pameti
ej, pa me tjera
tamo gdje si ti","The night is passing by as a blur river
hey, my distant love
i dreamt a miracle again
I saw you next to me
our unborn daughters
I woke up in sweat. Ref.
Hey, doesnt believe
my heart to brain
Hey, so it makes me leave
to the place where you are. For the penitence because I love you
I'm praying with your name
I'm begging you, I'm begging the God
I would step over cold stone
and over thorns, and flames
only to touch you with my breath. Ref. 2x. The night is passing by as a blur river
hey, my distant love
i dreamt a miracle again
lucky shooting star
fell over your face
and i havent seen it",https://lyricstranslate.com/en/Ne-vjeruje-srce-pameti-Ne-vjeruje-srce-pameti.html,['Miroslav Škoro'],2003 - Milo moje,2005 - Tulum za dušu Vol. 1,2007 - Sve najbolje vol. 2,https://diskografija.com/pjesma/ne-vjeruje-srce-pameti-2452.htm,Ne vjeruje srce pameti,['Miroslav Škoro'],['Miroslav Škoro'],['Nikša Bratoš'],,,,,"Teće noć k'o mutna rijeka
oj, ljubavi ti daleka
opet sam ti čudno usnio
vidjeh tebe pored mene
naše kčeri nerođene
u goloj se vodi budio

Ej, ne vjeruje srce pameti
ej, pa me tjera tamo gdje si ti

Za pokoru što te volim
imenom se tvojim molim
tebe molim Boga preklinjem
gazio bi' hladan kamen
i po trnju živi plamen
samo dahom da te dotaknem

Teće noć k'o mutna rijeka
oj, ljubavi ti daleka
opet sam ti čudno usnio
sretna zvijezda padalica
pala preko tvoga lica
a nisam je jadan vidio",Ne vjeruje srce pameti,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/ne-vjeruje-srce-pameti.html,Miroslav Škoro,Ne Vjeruje Srce Pameti,3:56,,Milo Moje,,,,nan-Milo Moje/2007.0-Sve Najbolje/2008.0-Tri Kuma - No'1/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
41,O93DTxfd_1_41,Miroslav Škoro,Miroslav Škoro,Nece grom u koprive,3644,"Takav je bio dan
znao sam od jutra rana
evo jos jednog 
od onih tuznih dana

Tek jedno sam siguran
kad rekla si da nema vise
tog su trena 
pale prve kapi kise
 
Strah te bilo kako cu
sto cu kad te vise nema
i oko posta oblak 
a kisa suza njena

Ma pusti mene lako cu
jer naviko sam vec do sada
sanjati sunce
 i kad kisa pada

    Nece grom u koprive
    ne brini se za mene
    budi samo sretna ti
    ja cu vec prezivjeti

 Nece grom u koprive
    nije niti ranije
    idi samo sretna ti
    zbogom moja mladosti

Vrijeme lijeci govore
a ljudi svasta znaju
i mozda su u pravu 
sad na kraju

Al' cim se oci otvore
ja tvoje ime tiho kazem
i jos te uvijek volim
 sto da lazem","https://tekstovi.net/2,390,42660.html",,,,,,,,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/nece-grom-u-koprive-2436.htm,Neće grom u koprive,,,,,,,,"Takav je bio dan
znao sam od jutra rana
evo još jednog od onih tužnih dana
tek jedno sam siguran
kad rekla si da nema više
tog su trena pale prve kapi kiše

Strah te bilo kako ću
što ću kad te više nema
i oko posta oblak a kiša suza njena
ma pusti mene lako ću
jer naviko sam već do sada
sanjati sunce i kad kiša pada

Neće grom u koprive
ne brini se za mene
budi samo sretna ti
ja ću već preživjeti
Neće grom u koprive
nije niti ranije
idi samo sretna ti
zbogom moja mladosti

Vrijeme lijeći govore
a ljudi svašta znaju
i možda su u pravu sad na kraju
al čim se oči otvore
ja tvoje ime tiho kažem
i još te uvijek volim što da lažem",Neće grom u koprive,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/nece-grom-u-koprive.html,Miroslav Škoro,Neće Grom U Koprive,,,Ptica Samica,,,,nan-Ptica Samica
42,O93DTxfd_1_42,Miroslav Škoro,Miroslav Škoro,Nemoj me zaboravit',46928,"Zbogom ko tiha molitva,
suza za kraj i oprostaj,
na suvoj grani bili cvit,
nemoj me zaboravit'

Ovo je srce od jada,
i zbog naseg rastanka,
na suvoj grani bili cvit,
nemoj me zaboravit'
 
Kupina divlja, prasnjava,
sakrila pute za nama,
na suvoj grani bili cvit,
nemoj me zaboravit'

I kad me svi zaborave,
a ti nemoj, cekaj me
","https://tekstovi.net/2,390,6215.html",,,,,,,,['Miroslav Škoro'],2004 - Split 2004,2005 - Svetinja,2007 - Sve najbolje vol. 2,https://diskografija.com/pjesma/nemoj-me-zaboravit-2262.htm,Nemoj me zaboravit',['Željko Barba'],['Miroslav Škoro'],['Nikša Bratoš'],,,,,,,,Miroslav Škoro,Nemoj Me Zaboravit',3:52,Miroslav Škoro,Svetinja,Željko Barba,,,nan-Svetinja/nan-Svetinja/2007.0-Sve Najbolje/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
43,O93DTxfd_1_43,Miroslav Škoro,Miroslav Škoro,Nives,8771,"Molim te, Nives, ne budi tuzna
nije ti ovo prvi put da ostajes sama
idem dok nije nijedna ruzna
il', ne daj Boze, gruba rijec pala medju nama

Nemoj me pitati kako cemo sutra
malo je kasno ovaj tren brinuti o tom
ostavljam ti Yugo, kljuæ ti je unutra
ne gledaj me tako, ja to ozbiljno, dabome
 
Ref.
Molim te, Nives, ne budi tuzna
uvijek poslije kise pojavi se duga
ne igra ti suza, promjena je nuzna
zadnje sto nam treba sad bi bila tuga
srest cemo se opet ti i ja
ma ko tu ista zna

Molim te, Nives, jos samo malo
pokupicu stvari, hajde, daj, smiri se polako
ma, nije da nije mi do tebe stalo
to samo tako dodje i onda je najbolje ovako

Ref.","https://tekstovi.net/2,390,18827.html",,,,,,,,['Miroslav Škoro'],1999 - Ptica samica,2007 - Sve najbolje vol. 2,,https://diskografija.com/pjesma/nives-2440.htm,Nives,['Miroslav Škoro'],['Miroslav Škoro'],"['Ivica Murat', 'Željko Nikolin']",,,,,"Molim te Nives, ne budi tužna
nije ti ovo prvi put da ostaješ sama
idem dok nije nijedna ružna
il ne daj Bože gruba riječ, pala među nama

Nemoj me pitati kako ćemo sutra
malo je kasno ovaj tren brinuti o tom
ostavljam ti Yugo, kljuć ti je unutra
ne gledaj me tako ja to ozbiljno dabome

Molim te Nives ne budi tužna
uvijek poslije kiše pojavi se duga
ne igraj ti suza promjena je nužna
zadnje što nam treba sad bi bila tuga
srest ćemo se opet ti i ja
ma ko tu išta zna

Molim te Nives još samo malo
pokupiću stvari hajde daj smiri se polako
ma nije da nije mi do tebe stalo
to samo tako dođe i onda je najbolje ovako",Nives,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/nives.html,Miroslav Škoro,Nives,,,Ptica Samica,,,,nan-Ptica Samica/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija
44,O93DTxfd_1_44,Miroslav Škoro,Miroslav Škoro,Od kud ti pravo,22572,"Pamtite dok mi sjecanje stize 
uvijek si bio na pravom mjestu
 i vatri blize

Po krvi brate, po kruhu vuce 
to sto sad jesi ponio nisi
 iz ove kuce
 
Ref.
Od kud ti pravo, od kud ti pravo
reci da zemlju ti ovu volis 
vise od mene

Pa(jer) nisam ni ja nikada bio
 kopile tudje vec dijete krvi 
i loze njene

Od kud ti pravo, od kud ti pravo
da svoje mrzis, znas sve a sutis
 kao zaliven

Kada ces i ti, isto k'o i ja
 jednom kada umres zastavom njenom 
biti pokriven

Gledam te kako lazes bez stida 
one sto dalje ne mogu jer su stigli
 do zida

Svi jednom plate jer ima Boga 
platit ces i ti za svaku suzu
 naroda svoga

Ref. 2x

A znas da i ti, isto k'o i ja
 jednom kad umres zastavom njenom
 bit ces pokriven","https://tekstovi.net/2,390,45098.html",,Od kud ti pravo,Where is your right (How dare you),,"Pamtite dok mi sjećanje stiže
uvijek si bio na pravom mjestu
i vatri bliže. Po krvi brate, po kruhu vuće,
to što sad jesi ponio nisi
iz ove kuće. Od kud ti pravo, od kud ti pravo
reci da zemlju ti ovu voliš
više od mene. Pa nisam ni ja nikada bio
kopile tuđe već dijete krvi
i loze njene. Od kud ti pravo, od kud ti pravo
da svoje mrziš, znaš sve a šutiš
kao zaliven. Kada ćeš i ti, isto ko i ja
jednom kada umreš zastavom njenom
biti pokriven. Gledam te kako lažeš bez stida
one što dalje ne mogu jer su stigli
do zida. Svi jednom plate jer ima Boga
platit ćeš i ti za svaku suzu
naroda svoga. Od kud ti pravo, od kud ti pravo
reci da zemlju ti ovu voliš
više od mene. Pa nisam ni ja nikada bio
kopile tuđe već dijete krvi
i loze njene. Od kud ti pravo, od kud ti pravo
da svoje mrziš, znaš sve a šutiš
kao zaliven. Kada ćeš i ti, isto ko i ja
jednom kada umreš zastavom njenom
biti pokriven. A znaš da i ti, isto ko i ja
jednom kad umreš zastavom njenom
bit ćeš pokriven","I remember you as far as i can think. you were always in the right place and closer to the fire. You my brother, what have you became. that's not how we were raised. Where is your right Where is your right
(How dare you say, how dare you say). that you love this country more than I do. I'm not a bastard,but a child from flesh and blood from her lineage. How can you, how can you live with the truth. and you are not telling it to anyone. When you die once you will be covered by it's flag just like i will. I'm looking at you shamelessly lying those who can't go further because they hit a
wall. Everyone pays once because there is God. you will pay too for every tear of your people",https://lyricstranslate.com/en/od-kud-ti-pravo-where-your-right-how-dare-you.html,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/od-kud-ti-pravo-24718.htm,Od kud ti pravo,,,,,,,,,,,Miroslav Škoro,Od Kud Ti Pravo,5:07,,Od Kud Ti Pravo,,2014.0,,2014.0-Od Kud Ti Pravo/2014.0-Putujem Sam/nan-Domovina
45,O93DTxfd_1_45,Miroslav Škoro,Miroslav Škoro,"Oj oraje, oraje",9497,"E da mi je jos jednom u ceze
ranom zorom uprec konje vrane
pa dok sitno tamburica veze
da se vozam na sve cetri strane

I da krenem putem prema tebi
oj oraje iz djetinjstva moga
cini mi se vratio se ne bi
nikad vise iz narucja tvoga
 
Ref. 2x
Oj oraje, oraje
daleko sam od tebe
svakim danom sve sam dalje
a ti siris grane
siris grane i jos cekas na me

Suze teku, a dusa me boli
jer ja nisam tamo gdje bih htio
oraj pruza grane ko da moli
da se vratim gdje sam davno bio

Upregnut cu jos jednom uceze
ranim jutrom moga konja vrana
osvanut ce opet zore plave
i nadamnom od oraja grana

Ref. 2x","https://tekstovi.net/2,390,36127.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,O93DTxfd_1_46,Miroslav Škoro,Miroslav Škoro,Oltar,6735,"Opet mi se pjeva o tebi
 moja jedina
 a najlijepsi svi su stihovi
vec u pjesmama

Na istoku kad se probudis
 u sumama starim hrastovim
 
Ti na zapad kreni ljubavi
 prema smiraju
 put kraj moje kuce prolazi
 visnje cvjetaju

 I vidjet ces sto nam dade Bog
 i sto volim vise od zivota svog

Ref.
Cekat cu, cekat cu te ja
kraj oltara iznad Zagreba
 cekat cu, cekat cu te ja
 gdje spavaju duse predaka

A s juga ka meni zaplovi
 i ne boj se ti
 od kamena bijeli gradovi
put ce kazati
 cuvat ce te bogorodica
 otoci su njena krunica

Ti vidjet ces gore velike, moji korijeni
 a kad cujes pjesmu sopile, ladju ostavi
 samo pusti neka nosi te ka sjeveru
 vjetar do mene

Ref.

Cekat cu, cekat cu te ja
 kraj oltara iznad Zagreba
 srce ti je kompas, slusaj ga

Ref.","https://tekstovi.net/2,390,35279.html",,,,,,,,,,,,,,,,,,,,,,,,Miroslav Škoro,Oltar,5:21,,Moje Boje,,2008.0,,2008.0-Moje Boje
47,O93DTxfd_1_47,Miroslav Škoro,Miroslav Škoro,Otvor zeno kapiju,103966,"Od Pozege i Zupanje
sve do Vukovara
nema nigdje
ovakih becara

Ref. 2x
Otvor, zeno, kapiju
man se Ocenasa
evo mene
i moji pajdasa
 
Mi smo momci veseli
srce nase tuce
k'o kad zica
na tamburi puce

Ref. 2x

Kad se kuci vracamo
probudimo pijetle
cijelim putem
krijesnice nam svjetle

Ref.

Otvor, zeno, kapiju
man se Ocenasa
evo sa mnom 
mojih tamburasa

I donesi rakiju
neka case zvece
pa nek pisma
sokacka potece","https://tekstovi.net/2,390,13244.html",Miroslav Skoro,"Otvor', ženo, kapiju",,Miroslav Škoro i Ravnica,"Od Požege i Županje sve do Vukovara
nema nigdi ovaki bećara
x2. Pripjev x2:
Otvor, ženo, kapiju, man se očenaša,
evo mene i moji pajdaša. Mi smo momci veseli, srce naše tuče
ko kad žica na tamburi puče
x2. Pripjev x2. Kad se kući vraćamo, probudimo pijetle
cijelim putem krijesnice nam svijetle
x2. Pripjev. Otvor, ženo, kapiju, man se očenaša,
evo sa mnom moji tamburaša. I donesi rakiju, neka čaše zveče
pa nek pisma šokačka poteče",,https://lyricstranslate.com/en/miroslav-%C5%A1koro-otvor-%C5%BEeno-kapiju-lyrics.html,"['Miroslav Škoro', 'Ravnica']",1993 - Miroslav Škoro i Ravnica,"1993 - Mene zovu tambure - Miroslav Škoro
Aranžman: Aleksandar Homoky",1998 - Uživo - uživo - Miroslav Škoro,https://diskografija.com/pjesma/otvor-zeno-kapiju-2413.htm,Otvor' ženo kapiju,['Miroslav Škoro'],['Miroslav Škoro'],,"2007 - Sve najbolje vol. 1 - Miroslav Škoro
Aranžman: Aleksandar Homoky",,,,"Od Požege i Županje, sve do Vukovara,
Nema nigdi ovaki bećara.

Otvor' ženo kapiju, man' se očenaša,
Evo mene i mojih pajdaša.

Mi smo momci veseli, srce nase tuče,
Ko kad žica na tamburi puče.

Kad se kući vraćamo, probudimo pijetle,
Cijelim putem krijesnice nam svijetle.

Otvor' ženo kapiju, man' se očenaša,
Evo lolo moji tamburaša.

I donesi rakiju, nek nam čaše zveče,
Pa nek pisma šokačka poteče.",Otvor' ženo kapiju,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/otvor-zeno-kapiju.html,Miroslav Škoro,Otvor' Ženo Kapiju,3:14,,"Otvor' Ženo Kapiju / Ej, Salaši",Miroslav Škoro,1993.0,,"1993.0-Otvor' Ženo Kapiju / Ej, Salaši/2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2013.0-Sve Najbolje!"
48,O93DTxfd_1_48,Miroslav Škoro,Miroslav Škoro,Plati pice,19342,"Plati pice da ti pricu ispricam
o covjeku s kraja proslog stoljeca
kad su zemljom tekle suze, krv i znoj
a junaka bilo k'o u pjesmi narodnoj

Sloboda je zid s cvrstim vratima
a hrabrost je kljuc sto vrata otvara
bez pitanja otis'o je medju prvima
i nije ga bilo pet dugih godina
 
Ej procvala mi ruza kalemljena
zemljo moja suzom natopljena

Ref.
U kamenu slova pisu, stoje ponosno
navik zivi onaj koji zgine posteno
i zato ne bole rane, rane duboke
bole lazi i prevare, rijeci pogane

Kad se poslije svega kuci vratio
sto puta je rukom na se krenuo
krenuo pa stao, jer i kad nemas kud'
cekaj, Bog sve vidi i nije uzalud

Ej procvala mi ruza kalemljena
zemljo moja krvlju natopljena

Ref. 2x

Za ovakve stvari krivi smo i mi
jer smo na junake svoje pljunuli
i tu prica moja ne zavrsava
plati pice prijatelju, znam ih puno ja","https://tekstovi.net/2,390,11046.html",,,,,,,,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/plati-pice-6140.htm,Plati piće,,,,,,,,,,,Miroslav Škoro,Plati Piće,4:07,,Svetinja,,,,nan-Svetinja
