Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
131,Fv0Kbouf_1_131,Crvena Jabuka,Crvena Jabuka,Puna jedra,3843,"Jedna godina je iza nas
a od tebe dobra vijest ni glas
o nemoj mi to raditi

Med i mlijeko potekli bi znaj
samo da te opet ugledam
o gdje smo sada ja i ti
 
Nebo je u bezbroj boja
ali fali boja ljubavi

Ref.
Puna jedra samo to je 
ono sto me moze vratiti
neba vedra, usne tvoje
ne znam ko to moze platiti

Puna jedra samo to je
ono sto me sada zanima
topla bedra, usne moje
hajde s proljecem u njedrima
kreni punim jedrima

Jedno sunce mi je sijalo
kao niko nikad grijalo
o sunce moje ljubavi

Ljubav je ono sto je
davno sudjeno za oboje

Ref. 2x","https://tekstovi.net/2,240,44006.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/puna-jedra-11525.htm,Puna jedra,,,,,,,,,,,,Crvena Jabuka,Puna Jedra,,Duša Sarajeva,,,,,nan-Duša Sarajeva
132,Fv0Kbouf_1_132,Crvena Jabuka,Crvena Jabuka,Pusti neka gori,25217,"Hej, pridji blize
imao sam tezak dan k'o tecno olovo
hej, opet me stize 
neka crna slutnja, javlja se ponovo

K'o da vidim nebo da se otvara
neko tamu mrvi
zvijezde pretvara u zlatni prah
nije strah, samo zebnja od vremena
 
Hej, skupi se ovdje
sviram ti pjesmu, onu staru, dobru stvar
hej, od svijeta dovde
milion
svijetlosnih godina ima bar

I k'o da vidim 
more da se smiruje
to neko buru kroti 
i dodiruje obale
njezno i neizbjezno
preteze vagu vremena

Ref. 2x
Pusti neka gori, neka izgori sve
ljubi me, ucinicu ova noc da potraje

Hej, ne slusaj price
ljudi su danas 
fini spoj zlobe i zavisti
hej, sve ih se tice
stoje u redu, cekaju svoj dio koristi

I k'o da vidim
sve se rijeke izlile
to neko zeli da se vatre pogase
al' plamen traje
i snagu daje cudesna tajna vremena

Ref. 3x","https://tekstovi.net/2,240,6782.html",,,,,,,https://lyricstranslate.com/en/songs/318/none/none?page=10,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/pusti-neka-gori-8043.htm,Pusti neka gori,['Zlatko Arslanagić'],1991 - Nekako s proljeća,2010 - Da nije ljubavi,,,,,,"Hej pridji blize
Imao sam tezak dan ko tecno olovo
Hej opet me stize
Neka crna slutnja javlja se ponovo
Ko da vidim nebo da se otvara
Neko tamu mrvi zvijezde pretvara
U zlatni prah
Nije strah
Samo zebnja od vremena

Hej skupi se ovdje
Sviram ti pjesmu onu staru dobru stvar
Hej od svijeta dovde
Milion svjetlosnih godina ima bar
I ko da vidim more da se smiruje
To neko buru kroti i dodiruje
Obale njezno
I neizbjezno
Preteze vagu vremena

Pusti neka gori
Neka izgori sve
Ljubi me ucinit cu
Ova noc da potraje

Hej ne slusaj price
Ljudi su danas fini spoj zlobe i zavisti
Hej sve ih se tice
Stoje u redu cekaju svoj dio koristi
I ko da vidim sve se rijeke izlile
To neko zeli da sve vatre pogase
Al plamen traje
I snagu daje
Cudesna tajna vremena",Pusti neka gori,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/pusti-neka-gori.html,Crvena Jabuka,Pusti Neka Gori,2:47,Nekako S Proljeća,,,,,nan-Nekako S Proljeća/2009.0-25 Godina - Da Nije Ljubavi/2013.0-Original Album Collection/nan-100 Originalnih Hitova
133,Fv0Kbouf_1_133,Crvena Jabuka,Crvena Jabuka,Radio,14894,"Ulice su se zamracile, 
pronadji pravi put usnama
Jer puno bi mi sada znacile, 
cudne biljke cvatu u nama

U tvome srcu cvijet je ljubavi,
U mom se zove ne zaboravi
Vezu nas neke srece brsljani
ovi su sati za nas birani
 
Ref. 2x
Pali me, 
ko dobri radio stari,
Pali me, da sviram ti 
najdraze stvari

Broji do tri kada zazmiris,
molim te nemoj sada da proviris,
zelim ti dati svijet na dlanu svom
zelim se buditi u krilu tvom

Znas li gdje djetinstvo prestaje
tamo gdje te osmijeh izdaje
i zato pjevaj ko nikada,
ti dobro znas ko ti pripada

Ref. 2x

Ref. 2x","https://tekstovi.net/2,240,5997.html",,,,,,,,['Tihomir Preradović'],['Faruk Buljubašić Fayo'],['Crvena Jabuka'],https://diskografija.com/pjesma/radio-9603.htm,Radio,['Nikša Bratoš'],,,,,,,,"Ulice su se zamračile
Pronađi pravi put usnama
Jer puno bi mi sada značile
Čudne biljke cvatu u nama

U tvome srcu cvijet je ljubavi
U mom se zove ne zaboravi
Vežu nas neke sreće bršljani
Ovi su sati za nas birani

Pali me, ko dobri radio stari
Pali me, da sviram ti najdraže stvari
Pali me, ko dobri radio stari
Pali me, da sviram ti najdraže stvari

Broj do tri kada zažmiriš
Molim te nemoj sada da proviriš
Želim ti dati svijet na dlanu svom
Želim se buditi u krilu tvom

Znaš li gdje djetinjstvo prestaje
Tamo gdje te osmjeh izdaje
I zato pjevaj ko nikada
Ti dobro znaš ko ti pripada",Radio,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/radio.html,Crvena Jabuka,Radio,,U Tvojim Očima,,,,,nan-U Tvojim Očima/nan-100 Originalnih Hitova
134,Fv0Kbouf_1_134,Crvena Jabuka,Crvena Jabuka,Rano moja,1215,"Gdje ljubav izadje
tu zakucat ce bol
sedam dana maja je
malo ljubavi
za taj hladan pogled tvoj

Zar nemas milosti  
zar me nisi voljela 
sedam godina sam ja
snove pravio
a ti san noci srusila
 
Ref.
Hej, rano moja, hej
ne vjeruje srce pameti
napij se, svi mi govore
na dan bar da te prebolim

Hej, moja rano, hej
njemu sad si melem, meni sol
bojim se, zora svanut ce
a necu docekati to

Ref.

Hej, rano, moja rano
njemu sad si melem, meni sol

Ref.","https://tekstovi.net/2,240,61824.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Rano Moja,4:30,Rano Moja / Kad S' Tobom Nema Me,2020.0,,,,2020.0-Rano Moja / Kad S' Tobom Nema Me/nan-Sarajevo 1985.-2020.
135,Fv0Kbouf_1_135,Crvena Jabuka,Crvena Jabuka,Reci mi,30446,"Kao u ljubavi kad se zaboravi
ono malo zrno radosti
bez daha ostanem kada te spomenem
pa nestanem

Sve sto si dala ti i sto si uzela
sve me to na tebe podsjeca
na valu ljubavi na kom smo
zaspali i otisli
 
Ne radi vrijeme za mene
svakim je danom sve teze
ne radi vrijeme za mene
svakim me danom sve vise
vraca do tebe

Ref.
Reci mi, kako si
da l' i tebi dodje to
da smo bili sretniji
kad smo bili zajedno

Reci mi, kako si
ja sve ove godine
nisam nikog volio
zbog tebe","https://tekstovi.net/2,240,12989.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/reci-mi-9594.htm,Reci mi,,1997 - Svijet je lopta šarena,2010 - Da nije ljubavi,,,,,,"Kao u ljubavi kad se zaboravi
Ono malo zrno radosti
Bez daha ostanem kada te spomenem
Pa nestanem

Sve što si dala ti i što si uzela
Sve me to na tebe podsjeća
Na valu ljubavi na kom smo zaspali
I otišli

Ne radi vrijeme za mene
Svakim je danom sve teže
Ne radi vrijeme za mene
Svakim me danom sve više vraća do tebe

Reci mi kako si, da l' i tebi dođe to
Da smo bili sretniji kad smo bili zajedno
Reci mi kako si, ja sve ove godine
Nisam nikog volio zbog tebe",Reci mi,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/reci-mi.html,Crvena Jabuka,Reci Mi,4:16,Svijet Je Lopta Šarena,,,,,nan-Svijet Je Lopta Šarena/2009.0-25 Godina - Da Nije Ljubavi
136,Fv0Kbouf_1_136,Crvena Jabuka,Crvena Jabuka,Reci mi toplinom srca (feat. Klapa Puntamika),2626,"Reci mi toplinom srca 
i zuborom nase rijeke 
da su mene zedne tvoje usne 
kao sjena meke 

Ref. 2x 
Zelim da te grlim njezno 
da osjetis miris tijela 
ljubav ce ti biti vjecna 
sto si, duso, uvijek htjela 
 
Reci mir tisinom neba 
sto ti moje ime znaci 
reci samo meni njezno 
reci tiho i ne placi 

Ref. 2x","https://tekstovi.net/2,240,53907.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Fv0Kbouf_1_137,Crvena Jabuka,Crvena Jabuka,Riznice sjecanja,34998,"Gdje me nose ove rijeke
gdje su tvoje obale
da li su mi jos daleke
dal' su iste ostale

Mene zovu daljine
al' jos ponekad vracam se
nosen dahom topline
u one nase ulice
 
Ref.
Tamo gdje, bila je, kisa i duga
nebo samo za nas
zatvorim oci i cujem ti glas
vatra velika kad ceznja otvara
riznice sjecanja

Kisa i duga, nebo samo za nas
zatvorim oci i cujem ti glas
vatra velika kad ceznja otvara
riznice sjecanja

Gdje me nosi ovo more
u kojoj kapi spavas ti
vrijeme nam stavlja bore
polako nas razdvoji

Mene zovu daljine
al' jos ponekad vracam se
nosen dahom topline
u one nase ulice

Ref.","https://tekstovi.net/2,240,12949.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/riznice-sjecanja-3808.htm,Riznice sjećanja,['Dražen Žerić'],1989 - Tamo gdje ljubav počinje,2005 - Zlatna kolekcija,2008 - The ultimate collection,2010 - Da nije ljubavi,,,,"Gdje me nose ove rijeke
Gdje su tvoje obale
Da li su mi još daleke
Da l' su iste ostale

Mene zovu daljine
Al' još ponekad vraćam se
Nošen dahom topline
U one naše ulice

Tamo gdje bila je

Kiša i duga nebo samo za nas
Zatvorim oči i čujem ti glas
Vatra velika kad čežnja otvara
Riznice sjećanja

Gdje me nosi ovo more
U kojoj kapi spavaš ti
Vrijeme nam stavlja bore
Polako nas razdvoji",Riznice sjećanja,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/riznice-sjecanja.html,Crvena Jabuka,Riznice Sjećanja,,Tamo Gdje Ljubav Počinje,,,,,nan-Tamo Gdje Ljubav Počinje/nan-Riznice Sjećanja/nan-Zlatna Kolekcija/2008.0-The Ultimate Collection/2010.0-Najljepše Ljubavne Pjesme/2013.0-Original Album Collection/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
138,Fv0Kbouf_1_138,Crvena Jabuka,Crvena Jabuka,Rodjendan,97240,"Prepoznaj me u zvizduku vjetra
pamti me po spajanju dva svijeta
i po poljupcu s okusom istine
sto nudi premalo, a trazi previse

Ref.
Vrati se na moj rodjendan
svi ce doci al' ja cu biti sam
vrati se za novu godinu
svi se raduju, a tebe nema tu
 
Vrati se na moj rodjendan
svi ce doci al' ja cu biti sam
vrati se, sad te trebam najvise
u ponoc, kada zvona zazvone
tu su znani i neznani
al' bez tebe nemam razlog slaviti
vrati se

Pronadji me u pjesmama o nama
tu smo skriveni jos od prvog dana
i obraduj se meni k'o starome drugu
dacu ti osmijeh i isprati tugu

Ref.

Vrati se
ma bilo koji dan
nikog nema
udji, zivim sam

Vrati se
sad te trebam najvise
svi su prazni, bezvezni
dani isti, prolazni

Prodju svi al' samo bol ne prolazi
vrati se","https://tekstovi.net/2,240,39983.html",,Rođendan,Birthday,Nek' bude ljubav,"Prepoznaj me u zvižduku vjetra
1
pamti me po spajanju dva svijeta
i po poljupcu s okusom istine
što nudi premalo, a traži previše
vrati se na moj rođendan
svi će doći al’ ja ću biti sam
vrati se za Novu godinu
svi se raduju, a tebe nema tu. Vrati se na moj rođendan
svi će doći al’ ja ću biti sam
vrati se, sad te trebam najviše
u ponoć kada zvona zazvone
tu su znani, neznani
al’ bez tebe nemam razlog slaviti
vrati se. Pronađi me u pjesmama o nama
tu smo skriveni još od prvog dana
i obraduj se meni k’o starome drugu
dat ću ti osmijeh i isprati tugu
vrati se na moj rođendan
svi će doći al’ ja ću biti sam
vrati se za novu godinu
svi se raduju, a tebe nema tu. Vrati se na moj rođendan
svi će doći al’ ja ću biti sam
vrati se sad te trebam najviše
u ponoć kada zvona zazvone
tu su znani, neznani
al’ bez tebe nemam razlog slaviti
vrati se. Vrati se ma bilo koji dan
nikog nema, uđi, živim sam
vrati se sad te trebam najviše
svi su prazni, bezvezni
dani isti prolazni
prođu svi al’ samo bol ne prolazi
vrati se","Recognize me by the whistle of fire
Remember me for connecting two worlds
and for kissing with the taste of the truth
That gives too little and asks for too much
Come back on my birthday
Everyone will come and I'll be alone
Come back on new years eve
Everyone's happy and you're not there. Come back on my birthday
Everyone will come and I'll be alone
Come back, I need you the most now
at midnight when the bells ring
There are known, unknown (people)
but without you I don't have a reason to celebrate
Come back. Find me in songs about us
there we're hidden since the first day
and delight in me like in an old friend
I'll give you a smile and send the sadness away
Come back on my birthday
Everyone will come and I'll be alone
Come back on new years eve
Everyone's happy and you're not there. Come back on my birthday
Everyone will come and I'll be alone
Come back, I need you the most now
at midnight when the bells ring
There are known, unknown (people)
but without you I don't have a reason to celebrate
Come back. Come back some day
There's no one, come in, I live alone
Come back I need you the most now
Everyone's empty, purposeless
The days are all the same, fading
Everyone leaves, only the pain doesn't leave
Come back",https://lyricstranslate.com/en/ro%C4%91endan-birthday.html,,,['Crvena Jabuka'],https://diskografija.com/pjesma/rodendan-16484.htm,Rođendan,,,,,,,,,,,,Crvena Jabuka,Rođendan,4:01,Nek' Bude Ljubav,,,,,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
139,Fv0Kbouf_1_139,Crvena Jabuka,Crvena Jabuka,Sa tobom znam,17193,"Moje su pjesme samo za tebe
sta ce mi pjesma ako izgubim noci
i svaku zoru sto s tobom svice
znam, ja pjevati necu moci

Od kad sam s tobom
vrijeme je stalo
pred nama, kazu
dani su dugi
 
Dok imam tebe
necu te malo
i necu cekati
k'o neki drugi

Ref.
Sa tobom znam i kad se budim
da jedno sunce krijes u sebi
sa tobom znam i kad te gubim
da svaka noc vrati me tebi

I svaki put kad sklopim oci
i kad u sebi osjetim tugu
sa tobom znam
i sta je suza sretna

Ti znas da si jedina
ja nemam drugu

Ref. 2x","https://tekstovi.net/2,240,41115.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/sa-tobom-znam-16494.htm,Sa tobom znam,,,,,,,,,"Moje su pjesme samo za tebe
Šta će mi pjesma ako izgubim noći
I svaku zoru što s tobom sviće
Znam, ja pjevati neću moći

Od kad sam s tobom
Vrijeme je stalo
Pred nama, kažu
Dani su dugi

Dok imam tebe
Neću te malo
I neću čekati
Ko neki drugi

Sa tobom znam i kad se budim
Da jedno sunce kriješ u sebi
Sa tobom znam i kad te gubim
Da svaka noć vrati me tebi

I svaki put kad sklopim oči
I kad u sebi osjetim tugu
Sa tobom znam
I šta je suza sretna

Ti znaš da si jedina
Ja nemam drugu",Sa tobom znam,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/sa-tobom-znam.html,Crvena Jabuka,Sa Tobom Znam,4:47,Nek' Bude Ljubav,,,,,nan-Nek' Bude Ljubav
140,Fv0Kbouf_1_140,Crvena Jabuka,Crvena Jabuka,Sa tvojih usana,113754,"Kad sat zazvoni
na kuli kraj Begove dzamije
ja sicu, sicu do basce
satro sljive da proberem
ti uzmi ibrik, srebrn ibrik
k'o fol vode da doneses
 
Ref. 2x
I tada priznat' cu ti sve
sapnut' rijeci te
m-m-m, volim te

Sa tvojih usana vrucina ubija
jos pamtim legende starih plemena
sto za ljubav glavu gube
i umiru kada ljube

Ref. 4x","https://tekstovi.net/2,240,4990.html",,Sa tvojih usana,From Your Lips,,"Kad sat zazvoni
1
na kuli kraj Begove džamije
ja sić' ću, sić' ću do bašće
šatro šljive da proberem.
Ti uzmi ibrik, srebrn ibrik
k'o fol vode da doneseš. (Ref x2)
I tada priznat ću ti sve
šapnut riječi te,
Mmm, volim te. Sa tvojih usana vrućina ubija.
Još pamtim legende starih plemena
što za ljubav glavu gube
i umiru kada ljube.. Ref xN","When the bell rings
On the tower beside Begova Mosque
I'll go down, go down to the garden
Just to pick the plums
You, take an ewer, a silver ewer
As if to bring some water. (Ref x2)
And then I'll confess to you everything
I'll whisper those words,
Mmm, I love you. From your lips the heat kills
I still remember the legends of the old tribes
That people lose head for love
And are dying when they kiss. Ref xN",https://lyricstranslate.com/en/sa-tvojih-usana-your-lips.html-0,,,['Crvena Jabuka'],https://diskografija.com/pjesma/sa-tvojih-usana-15603.htm,Sa tvojih usana,,,,,,,,,"Kad sat zazvoni na kuli
Sred begove dzamije
Ja sicu sicu do baste
Satro sljive da poberem
Ti uzmi ibrik, srebrn ibrik
Ko fol vode da doneses

I tada priznat cu ti sve
Sapnut rijeci te
Volim te

Sa tvojih usana
Vrucina ubija
Jos pamtim legende
Starih plemena
Sto za ljubav glavu gube
I umiru kada ljube",Sa tvojih usana,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/sa-tvojih-usana.html,Crvena Jabuka,Sa Tvojih Usana,,Crvena Jabuka,,,,,nan-Crvena Jabuka/1990.0-Sve Što Imaš Ti / Sa Tvojih Usana/nan-Uzmi Me (Kad Hoćeš Ti) Live/nan-Ima Nešto Od Srca Do Srca - 18 Originalnih Hitova/nan-Moje Najmilije/2008.0-The Ultimate Collection/2009.0-25 Godina - Da Nije Ljubavi/nan-18 Zlatnih Hitova
141,Fv0Kbouf_1_141,Crvena Jabuka,Crvena Jabuka,Sad je srce stijena,48995,"Prosli su dani, godine,
kako si mi rekla vodi me
plakale su noci kisama,
muziku je ubila tisina

Tvoje ime znali su, znali svi
sto su bar jednom sa mnom pricali
dugo nisu dolazili laki sni
nocima su plasili me koraci

Ref. 
A sad je srce stijena
i ne place
ne boji se koraka uvece
","https://tekstovi.net/2,240,5982.html",,Sad je srce stijena,Now the heart is stone,,"Prošli su dani i godine
1
Kako si mi rekla vodi me
Plakale su noći kišama
Muziku je ubila tišina. Tvoje ime znali su znali svi
Što su bar jednom sa mnom pričali
Dugo nisu dolazili laki sni
Noćima su plašili me koraci. A sad je srce stijena
I ne plače
Ne boji se koraka
Uveče","Days and years passed since
You told me: lead me.
Nights wept with rainfalls,
And music was killed by silence.. Your name was known, known to all
So at least they talked to me.
For a long time, easy dreams wouldn't call,
At night, footsteps would scare me.. And now, the heart is stone
It no longer weeps,
It's not afraid of footsteps
In the evening",https://lyricstranslate.com/en/sad-je-srce-stijena-now-heart-stone.html,['Zlatan Fazlić'],['Zlatan Fazlić'],['Crvena Jabuka'],https://diskografija.com/pjesma/sad-je-srce-stijena-9599.htm,Sad je srce stijena,['Nikša Bratoš'],1996 - U tvojim očima,2010 - Da nije ljubavi,,,,,,"Prošli su dani i godine
Kako si mi rekla vodi me
Plakale su noći kišama
Muziku je ubila tišina

Tvoje ime znali su znali svi
Što su bar jednom sa mnom pričali
Dugo nisu dolazili laki sni
Noćima su plašili me koraci

A sad je srce stijena
I ne plače
Ne boji se koraka
Uveče",Sad je srce stijena,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/sad-je-srce-stijena.html,Crvena Jabuka,Sad Je Srce Stijena,,U Tvojim Očima,,,,,nan-U Tvojim Očima/2001.0-Live Dom Sportova Zagreb/2009.0-25 Godina - Da Nije Ljubavi/nan-100 Originalnih Hitova
142,Fv0Kbouf_1_142,Crvena Jabuka,Crvena Jabuka,Samo da me ne iznevjeris ti,29413,"Ma gdje da si nocas bila
nije vazno mi
ma sta ti od mene krila
samo ce se kazati

I suvise su male rijeci
koliko si meni trebala
tanku crtu treba preci
gdje samoca novo ime dobija
 
E, sto ne mozes
da vidis mi oci
taknem ti ruke
gdje su sada bogovi

Djavo ce sam
bez poziva doci
al' meni nema
vise sta uzeti

Ref. 4x
Samo da me ne
ne iznevjeris ti","https://tekstovi.net/2,240,20564.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/samo-da-me-ne-iznevjeris-ti-8049.htm,Samo da me ne iznevjeriš ti,['Zlatko Arslanagić'],1991 - Nekako s proljeća,2010 - Da nije ljubavi,,,,,,"Ma gdje da si nocas bila
Nije vazno mi
Ma sta od mene krila
Samo ce se kazati
I suvise su male rijeci
Koliko si meni trebala
Tanku crtu treba prijeci
Gdje samoca novo ime upija

E sto ne mozes da vidis mi oci
Taknem ti ruke
Gdje su sada bogovi
Dav'o ce sam bez poziva doci
Al meni nema vise sta uzeti

Samo da me ne ne iznevjeris ti...",Samo da me ne iznevjeriš ti,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/samo-da-me-ne-iznevjeris-ti.html,Crvena Jabuka,Samo Da Me Ne Iznevjeriš Ti,3:54,Nekako S Proljeća,,,,,nan-Nekako S Proljeća/2013.0-Original Album Collection/nan-100 Originalnih Hitova
143,Fv0Kbouf_1_143,Crvena Jabuka,Crvena Jabuka,Sampanjski poljubac,79596,"Dlanovi moji pod celom tvojim
ti ljubis me pospano
sapat na kraju, topla i bosa
otisla si prerano

Na usnama stoji trag
sampanjskog poljupca
prosle su druge, kise i duge
a ti jos prva do srca
 
Ref.
Pun mjesec je nocas kao i tad
ti cujem dolazis ponovo u nas grad
ja opet bih sve sto god pozelis
kad volis, ne mislis

Pun mjesec je nocas kao i tad
za mene cuvas li onaj osmijeh i sad
i malo sampanjskog poljupca
prva do srca

Kroz moju kosu provlacis ruke
mokri su ti obrazi
zagrizes usnu u toj ljepoti
sav mi zivot prolazi

Na usnama stoji trag
sampanjskog poljupca
prosle su druge, kise i duge
a ti jos prva do srca

Ref.

Ref.

Prva do srca","https://tekstovi.net/2,240,27240.html",,Sampanjski poljubac,Champagne Kiss,,"Dlanovi moji pod čelom tvojim
1
ti ljubiš me pospano
šapat na kraju, topla i bosa
otišla si prerano. Na usnama stoji trag
šampanjskog poljupca
prošle su druge, kiše i duge
a ti još prva do srca. Ref.
Pun mjesec je noćas kao i tad
ti čujem dolaziš ponovo u naš grad
ja opet bih sve što god poželiš
kad voliš, ne misliš. Pun mjesec je noćas kao i tad
za mene čuvas li onaj osmijeh i sad
i malo šampanjskog poljupca
prva do srca. Kroz moju kosu provlačiš ruke
mokri su ti obrazi
zagrizeš usnu u toj ljepoti
sav mi život prolazi. Na usnama stoji trag
šampanjskog poljupca
prošle su druge, kiše i duge
a ti još prva do srca","My hands all over your body
You're kissing me sleepily
Whisper at the end, warm and barefoot
You left to early. On your lips there's still
A trace of champagne kiss
The other women, rain and rainbows have passed
But you're still next to my heart. CHORUS
Tonight it's the full moon like it was during that night
I hear, you're coming back to our town
I'd still do everything you want to do
When you're in love, you don't think. Tonight it's the full moon like it was during that night
Are you still keeping that smile of yours for me?
And a little bit chamapgne kiss?
Right next to my heart. You move your hands through my hair
Your cheeks are wer
You bite your lip in that beauty
My whole life's passing. On your lips there's still
A trace of champagne kiss
The other women, rain and rainbows have passed
But you're still next to my heart",https://lyricstranslate.com/en/sampanjski-poljubac-champagne-kiss.html,,,['Crvena Jabuka'],https://diskografija.com/pjesma/sampanjski-poljubac-14127.htm,Šampanjski poljubac,,,,,,,,,"Dlanovi moji pod celom tvojim
Ti ljubis me pospano
Sapat na kraju, topla i bosa
Otisla si prerano

Na usnama stoji trag
Sampanjskog poljupca
Prosle su druge kise i duge
A ti - jos prva do srca

Pun mjesec je nocas, kao i tad
Ti, cujem, dolazis ponovo u nas grad
Ja opet bih sve sto god pozelis
Kad volis, ne mislis
Pun mjesec je nocas, kao i tad
Za mene cuvas li onaj osmijeh i sad
I malo sampanjskog poljupca
Prva do srca...

Kroz moju kosu provlacis ruke
Mokri su ti obrazi
Zagrizes usnu, u toj ljepoti
Sav mi zivot prolazi

Na usnama stoji trag
Sampanjskog poljupca
Prosle su druge kise i duge
A ti - jos prva do srca",Šampanjski poljubac,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/sampanjski-poljubac.html,Crvena Jabuka,Šampanjski Poljubac,,Volim Te,,,,,nan-Volim Te/2010.0-Najljepše Ljubavne Pjesme
