Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
115,Fv0Kbouf_1_115,Crvena Jabuka,Crvena Jabuka,Ona mi se smije,19157,"Ona mi se smije 
dok pusta da je ljubim 
siguran sam da se vidim 
na tvom licu

Jednu noc il' dvije 
nisam spreman, vec se gubim 
tako nervozan i lud 
necu naci njenu pticu
 
Ref. 2x
Ona nece ljubav pravu 
ona hoce moju glavu 
ona nece ljubav cistu 
sama sebi pravi bistu

Hodam i kad spavam 
mislim, ali i sanjam 
to sto zvecka 
to su samo slova

Ona mi se smije 
a mozda i nije 
nije njena ptica 
to je samo sova

Ref. 2x

Ref. 3x","https://tekstovi.net/2,240,19766.html",,,,,,,,['Dino Šaran'],['Dino Šaran'],['Crvena Jabuka'],https://diskografija.com/pjesma/ona-mi-se-smije-15591.htm,Ona mi se smije,['Nikša Bratoš'],,,,,,,,"Ona mi se smije
dok pušta da je ljubim
siguran sam da se vidim
na tvom licu

jednu noć il' dvije
nisam spreman već se gubim tako
nervozan i lud
neću naći njenu pticu

ona neće ljubav pravu
ona hoće moju glavu
ona neće ljubav čistu
sama sebi pravi bistu

hodam i kad spavam
mislim, ali i sanjam
to što zvecka to su
samo slova

ona mi se smije
a možda i nije
nije njena ptica to je
samo sova",Ona mi se smije,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/ona-mi-se-smije.html,Crvena Jabuka,Ona Mi Se Smije,4:00,Sve Što Sanjam,,,,,nan-Sve Što Sanjam
116,Fv0Kbouf_1_116,Crvena Jabuka,Crvena Jabuka,Opet sam sam,18091,"Ljubav je k'o cigara 
ne znam ko je stvori 
sto vise uzivam
ona brze gori

Usunja se tiho 
i obuzme me cijelog 
vise ne razlikujem 
ni crno od bijelog
 
A ti spavas kao beba 
spavaj, tako mi i treba

REf. 2x
Opet sam sam, iscijedjen k'o grozdje 
umoran, al' hrdja cuva gvozdje 
lagano se oblacim 
u novu ljubav da zakoracim

","https://tekstovi.net/2,240,19767.html",,,,,,,,['Zlatan Fazlić'],['Zlatan Fazlić'],['Crvena Jabuka'],https://diskografija.com/pjesma/opet-sam-sam-15593.htm,Opet sam sam,['Nikša Bratoš'],2000 - Sve što sanjam,2010 - Da nije ljubavi,,,,,,"Ljubav je k'o cigara
ne znam ko je stvori
što više uživam
ona brže gori

ušunja se tiho
obuzme me cijelog
više ne razlikujem
ni crno od bijelog

a ti spavaš kao beba
spavaj, tako mi i treba

opet sam sam
iscijeđen k'o grožđe
umoran
al' hrđa čuva gvožđe
lagano se oblačim
u novu ljubav da zakoračim",Opet sam sam,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/opet-sam-sam.html,Crvena Jabuka,Opet Sam Sam,4:14,Sve Što Sanjam,,,,,nan-Sve Što Sanjam/2009.0-25 Godina - Da Nije Ljubavi/nan-100 Originalnih Hitova
117,Fv0Kbouf_1_117,Crvena Jabuka,Crvena Jabuka,Oprosti sto je ljubavna,61751,"Sivo jutro opet sam sam
dusa moja naceta
tamo gdje si zagrizla

Sivo jutro dobro znam
kad nekog izgubis
onda nema povratka
 
Ref.
Pjesma za tebe jedina
oprosti sto je ljubavna
oprosti sto je ljubavna

Jer ja bi sve da dam
cak i onda kada ne trebam
u rijeci sve da ubjedim te
oprosti sto jos uvijek volim te

Sivo jutro opet sam sam
ne nalazim svoj mir
kao vuk sto trazi spas

Sivo jutro dobro znam 
i kad prodje ovaj ludi pir
nece biti ni nas

Ref.

Ref.

Jer ja bi sve da dam
cak i onda kada ne trebam
u rijeci sve da ubjedim te
oprosti sto jos uvijek volim te","https://tekstovi.net/2,240,11736.html",,Oprosti što je ljubavna,Forgive me cause it's a love song,,"Sivo jutro, opet sam sam
1
duša moja načeta
tamo gdje si zagrizla. Sivo jutro, dobro znam
kad nekog izgubiš
onda nema povratka. Ref.
Pjesma za tebe jedina
oprosti što je ljubavna
oprosti što je ljubavna. Jer ja bi sve da dam
čak i onda kada ne trebam
u riječi sve da ubjedim te
oprosti što još uvijek volim te. Sivo jutro, opet sam sam
ne nalazim svoj mir
kao vuk što traži spas. Sivo jutro, dobro znam
i kad prođe ovaj ludi pir
neće biti ni nas. Ref.. Ref.. Jer ja bi sve da dam
čak i onda kada ne trebam
u riječi sve da ubjedim te
oprosti što još uvijek volim te","Gray morning,I'm alone again
my soul is commenced
there where you bit it. Gray morning,I know well
when you lose someone
there's no return. Ref.
Chorus
(This is) Only song (written) for you
forgive me cause it's a love song
forgive me cause it's a love song. Cause I would give everything
even when I don't need to
to convince you in all words
forgive me cause I still love you. Gray morning I'm alone again
I'm not finding my peace
like the wolf who is looking for salvation. Gray morning,I know well
when this crazy party passes
there wont be us neither. Ref.
Chorus. Ref.
Chorus. Cause I would give everything
even when I don't need to
to convince you in all words
forgive me cause I still love you",https://lyricstranslate.com/en/Oprosti-sto-je-ljubavna-Forgive-me-cause-its-love-song.html,['Saša Dragić'],['Saša Dragić'],['Crvena Jabuka'],https://diskografija.com/pjesma/oprosti-sto-je-ljubavna-5952.htm,Oprosti što je ljubavna,,,,,,,,,"Sivo juro opet sam sam
dusa moja naceta
tamo gdje si zagrizla
sivo jutro dobro znam
kad nekog izgubis
onda nema povratka

Pjesma za tebe jedina
oprosti sto je ljubavna
oprosti sto je ljubavna
jer ja bi sve da dam
cak i onda kada ne trebam
u rijeci sve da ubjedim te
oprosti sto jos uvijek volim te

Sivo jutro opet sam sam
ne nalazim svoj mir
kao vuk sto trazi spas
sivo jutro dobro znam
i kad prodje ovaj ludi pir
nece biti ni nas

Jer ja bi sve da dam
cak i onda kada ne trebam
u rijeci sve da ubjedim te
oprosti sto jos uvijek volim te",Oprosti sto je ljubavna,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/oprosti-sto-je-ljubavna.html,Crvena Jabuka,Oprosti Što Je Ljubavna,,Oprosti Što Je Ljubavna,,,,,nan-Oprosti Što Je Ljubavna
118,Fv0Kbouf_1_118,Crvena Jabuka,Crvena Jabuka,Osim tebe ljubavi,31890,"Meni je svejedno
jer nista nije vrijedno
osim tebe ljubavi

Svi su epizodisti
zbrisat ce cim zagusti
mi cemo ostati
hej 
","https://tekstovi.net/2,240,20565.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/osim-tebe-ljubavi-8028.htm,"Osim tebe, ljubavi",['Željko Brodarić Jappa'],1987 - Za sve ove godine,2010 - Da nije ljubavi,,,,,,,,,Crvena Jabuka,"Osim Tebe, Ljubavi",1:57,Za Sve Ove Godine,,,,,nan-Za Sve Ove Godine/2009.0-25 Godina - Da Nije Ljubavi/2013.0-Original Album Collection/nan-100 Originalnih Hitova
119,Fv0Kbouf_1_119,Crvena Jabuka,Crvena Jabuka,Osjecaj,38622,"Znas onaj osjecaj kad je prvi put vidis
ko da je izronila iz dalekog sna
i neuspjeli pokusaj da joj se svidis 
a vjetar joj u inat skloni kosu s ramena

Oduvijek sam znao 
da vrijedi cekati 
i da bez prave muzike 
ne vrijedi pjevati
 
Ref. 2x
Ako vjerujes u cuda
ona se i dese
ako vjerujes u ljubav 
pusti, neka te ponese

Ovdje je dosadno, ajmo negdje na pice
znas li da te volim, napokon sam rekao
moze biti opasno, ma, sta me se tice
to je zena iz mog sna, samo nju sam cekao","https://tekstovi.net/2,240,17217.html",,,,,,,,['Zlatan Fazlić'],['Zlatan Fazlić'],['Crvena Jabuka'],https://diskografija.com/pjesma/osjecaj-5951.htm,Osjećaj,,,,,,,,,"Znas onaj osjecaj kad je prvi put vidis
Ko da je izronila iz dalekog sna
I neuspjeli pokusaj da joj se svidis
A vjetar joj u inat skloni kosu s ramena

Oduvijek sam znao
Da vrijedi cekati
I da bez prave muzike
Ne vrijedi pjevati

Ako vjerujes u cuda
Ona se i dese
Ako vjerujes u ljubav
Pusti, neka te ponese

Ovdje je dosadno, ajmo negdje na pice
Znas li da te volim, napokon sam rekao
Moze biti opasno, ma, sta me se tice
To je zena iz mog sna, samo nju sam cekao",Osjećaj,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/osjecaj.html,Crvena Jabuka,Osjećaj,,Oprosti Što Je Ljubavna,,,,,nan-Oprosti Što Je Ljubavna
120,Fv0Kbouf_1_120,Crvena Jabuka,Crvena Jabuka,Ostani,114871,"Ostani, ostani jos ove noci
lakse ce mi san na oci
budi drug mi ti, hajde ostani

Ostani, vidi kisa na polju sapce
jos sat, dva i ona stace
budi dobra ti, hajde ostani

Pobjeci sad od svega zelim
da ovaj tren sa tobom dijelim
svi su zaspali, hajde ostani

Ostani, vidim, oci ti sjaje u mraku
i tvoje kose miris u zraku
budi moja ti, hajde ostani","https://tekstovi.net/2,240,8999.html","Miro Buljan, Boytronic, Ines Prajo, Miroslav Stanic, Miodrag Ilic, Zoran M Zivanovic, Josip Bocek",Ostani,Stay,,"Ostani, ostani jos ove noci
1
lakse ce mi san na oci
budi drug mi ti, hajde ostani. Ostani, vidi kisa na polju sapce
jos sat, dva i ona stace
budi dobra ti, hajde ostani. Pobjeci sad od svega zelim
da ovaj tren sa tobom dijelim
svi su zaspali, hajde ostani. Ostani, vidim, oci ti sjaje u mraku
i tvoje kose miris u zraku
budi moja ti, hajde ostani","Stay,stay this one night
I'll easier fall asleep
be my friend,come on,stay. Stay,see the rain outside whispers
for hour or two,and it will stop
you be good,come on,stay. To run away from everything is what I want,
To share this moment with you,
Everyone is asleep ,come on,stay. Stay,I see,your eyes shining in the dark
and feel the smell of your hair in the air
be mine ,come on,stay",https://lyricstranslate.com/en/ostani-stay.html-1,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/ostani-3805.htm,Ostani,['Zlatko Arslanagić'],1989 - Tamo gdje ljubav počinje,1998 - Largo 25 hits,2005 - Zlatna kolekcija,2008 - The ultimate collection,2010 - Da nije ljubavi,,,"Ostani, ostani još ove noći,
Lakše će mi san na oči
Budi drug mi ti, hajde ostani.

Ostani, vidi kiša na polju šapće,
Još sat dva i ona stat će,
Budi dobra ti, hajde ostani.

Pobjeći sad od svega želim,
Da ovaj tren sa tobom dijelim,
Svi su zaspali, hajde ostani.

Ostani vidi oči ti sjaje u mraku
I tvoje kose miris u zraku
Budi moja ti, hajde ostani.",Ostani,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/ostani.html,Crvena Jabuka,Ostani,3:24,Ostani,1989.0,,,,1989.0-Ostani/nan-Tamo Gdje Ljubav Počinje/nan-Uzmi Me (Kad Hoćeš Ti) Live/nan-Ima Nešto Od Srca Do Srca - 18 Originalnih Hitova/nan-Zlatna Kolekcija/2008.0-The Ultimate Collection/2009.0-25 Godina - Da Nije Ljubavi/2010.0-Najljepše Ljubavne Pjesme/2013.0-Original Album Collection/nan-100 Originalnih Hitova
121,Fv0Kbouf_1_121,Crvena Jabuka,Crvena Jabuka,Ostat cu te zeljan,2831,"Vise si sama nego s njim
mislis da ne znam
mislis da mi ne govore
namjerno to rade
samo da me razbole

Brze starim od ostalih 
nije cudo
kroz sta sve prolazim
izboralo se lice
sto od tuge, sto od nesanice
 
Ref.
Na svakom mostu
poljubac jedan
osim tebe i ovog grada
ja nikog nemam

I ova rijeka jos je tu
k'o da nas ceka
ostat cu te zeljan

Vise si sama nego s njim
mislis da ne znam
sto kasno nocu izlazis
gdje nema nigdje nikog
da se suza ne vidi

Brze starim, nije cudo
kroz sto sve prolazim
izboralo se lice
sto od tuge sto od nesanice

Ref.","https://tekstovi.net/2,240,61827.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Ostat Ću Te Željan,3:14,Tvrđava,,,,,nan-Tvrđava
122,Fv0Kbouf_1_122,Crvena Jabuka,Crvena Jabuka,Otrov,24901,"A ona, ona otrov je
ona me proganja
stanuje u mojim mislima
sa njom je svaka noc besana
s kim li se juce ljubila

Zbog nje izgubio sam drugove
i to one najbolje
zbog nje uvalih se u dugove
zbog nje ne licim vise na sebe
ima nesto u ocima 
sto dovodi do kljucanja i ludila

Ref.
Svirajte mi pjesme stare
pjesme ljubavne
ne stedite vi gitare
probudimo sve

Svirajte mi pjesme stare
pjesme ljubavne
ne stedite vi gitare
ja pjevam zbog nje

A ona, ona otrov je
pokusavam da pobjegnem
kako kad pod kozom mi stanuje
uzmem telefon i okrenem 
642 pa odustanem

Njenu sliku poderat cu
drzi me u slatkom ocaju
zbog nje srce mjenja ritmove
zbog nje ne licim vise na sebe
ima nesto u osmijehu 
sto nema veze s pamecu, poludit cu

Ref.","https://tekstovi.net/2,240,6204.html",Zlatan Arslanagić,Otrov,Poison,Za sve ove godine,"A ona, ona otrov je
1
ona me proganja
stanuje u mojim mislima
sa njom je svaka noc besana
s kim li se juce ljubila. Zbog nje izgubio sam drugove
i to one najbolje
zbog nje uvalih se u dugove
zbog nje ne licim vise na sebe
ima nesto u ocima
sto dovodi do kljucanja i ludila. Ref.
Svirajte mi pjesme stare
pjesme ljubavne
ne stedite vi gitare
probudimo sve. Svirajte mi pjesme stare
pjesme ljubavne
ne stedite vi gitare
ja pjevam zbog nje. A ona, ona otrov je
pokusavam da pobjegnem
kako kad pod kozom mi stanuje
uzmem telefon i okrenem
642 pa odustanem. Njenu sliku poderat cu
drzi me u slatkom ocaju
zbog nje srce mjenja ritmove
zbog nje ne licim vise na sebe
ima nesto u osmijehu
sto nema veze s pamecu, poludit cu","And she,she is the poison
she is chasing me
inhabiting my mind
every night with her is sleepless
with whom she kissed yesterday. I lost my friends because of her
the best ones
i'm in debts because of her
i don't look like myself because of her
there's something in her eyes
that makes me mad. Play old songs to me
love songs
make the most of guitars
let's wake up everybody. Play old songs to me
love songs
make the most of guitars
i'm singing because of her. And she,she is the poison
i'm trying to escape
but how when she's under my skin
i take the phone and dial
642 but then give up. I will tear up her picture
it keeps me in sweet despair
because of her heart is changing rhythm
i don't look like myself because of her
there's something in her smile
that has nothing to do with mind,i will go crazy",https://lyricstranslate.com/en/otrov-poison.html-0,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/otrov-8020.htm,Otrov,['Željko Brodarić Jappa'],,,,,,,,"Ona, ona otrov je

Mmm ona me proganja, stanuje u mojim mislima
Sanjam je svake noc bez sana, s kim se jucer ljubila
Zbog nje izgubio sam drugove, iz dobe najbolje
Zbog nje uvalih se u dugove
Zbog nje ne licim vise na sebe

Ima nesto u osmijehu, sto nema veze sa pamecu
Poludit cu
Svirajte mi pjesme stare, pjesme ljubavne
Ne stedite vi gitare, probudimo sve
Svirajte mi pjesme stare, pjesme ljubavne
Ne stedite vi gitare, ja pjevam zbog nje
Ona ona otrov je

Pokusavam da pobjegnem, kako kad pod kozom mi stanuje
Uzmen telefon i okrenem, 6 4 2 pa odustanem
Tu njenu sliku poderat cu, drzi me u slatkom ocaju
Skok mi srce mjenja ritmove
Zbog nje ne licim vise na sebe

Ona ona otrov je",Otrov,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/otrov.html,Crvena Jabuka,Otrov,3:19,Za Sve Ove Godine,,,,,nan-Za Sve Ove Godine/nan-Uzmi Me (Kad Hoćeš Ti) Live/2013.0-Original Album Collection
123,Fv0Kbouf_1_123,Crvena Jabuka,Crvena Jabuka,Pijane noci,2361,"Pijane noci zbog veselja
pijane noci zbog prijatelja
pijane noci iz nemoci
pijane noci u samoci
sa daba daba daba
sa daba daba daba
 
Pijane noci iz povijesti
pijane noci zbog dnevnih vijesti
pijane noci i vremena luda
a ja jos vjerujem u cuda

Ref.
Ljubav, samo moze da nas spasi
ljubav, kazi gdje se svijetlo gasi
ljubav, na svakome zidu pise
tako volim kad kraj tebe disem

Pijane noci, teski dani
a pijani smo uvijek nasmijani
pijane noci k'o i lani
volim kad ostanemo sami
sa daba daba daba
sa daba daba daba

Pijane noci, bas me briga
na internetu vazda ima giga
da pobjegnem iz ovog grada
i uvijek ostaje mi nada

Ref. 3x","https://tekstovi.net/2,240,57542.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Pijane Noći,3:45,Nocturno,,,,,nan-Nocturno
124,Fv0Kbouf_1_124,Crvena Jabuka,Crvena Jabuka,Pjesma o tebi,5179,"Kada tvoj grad utone u san
kad ne bude onih sivih likova
u stvarnu bajku odvescu te ja
gdje nema lazi, nema trikova

Ti nikad neces znati ko sam ja
ako me nisi do sad upoznala
neka sve gurnu i nek' prodju svi
tvoj ce sjaj meni ostati
 
Ref.
Daljina ti je ime, noc me podsjeca
tvoje prste jos u kosi osjecam
snovi su mi kao dvorci ukleti
al' pjesmu mi o tebi nece uzeti

Ti nikad neces znati ko sam ja
samo sklopi oci i vidjet' ces me tad
u ono vrijeme odvescu te ja
kad sam bio lud, kad sam bio mlad

Ref. 2x

Al' pjesmu mi o tebi nece uzeti","https://tekstovi.net/2,240,57543.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Pjesma O Tebi,3:52,Nocturno,,,,,nan-Nocturno
125,Fv0Kbouf_1_125,Crvena Jabuka,Crvena Jabuka,Ples nevjernih godina,19915,"Ti si drug, mjesece, daj, obasjaj ulice
da me bivsa draga lakse pronadje
ide ljeto, prolaze nasmijane djevojke
al' ova noc na staru ljubav mirise

Ref.
Ples, ples samo za nju
zadnji put neka sviraju
dok zvijezde se nebom kotrljaju
za nju i za sve nevjerne godine, godine
 
Ja na mapi svemira samo sam dio nemira
od kada je ona otisla
imam dane bolesne i skupljam noci nesnosne
sve na putu nekog finog besmisla

Ref.","https://tekstovi.net/2,240,12928.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/ples-nevjernih-godina-8041.htm,Ples nevjernih godina,['Zlatko Arslanagić'],,,,,,,,"Ti si tu mjesece
Daj obasjaj ulice
Da me bivsa draga
Lakse pronadje
Ide ljeto prolaze
Nasmijane djevojke
Al ova noc
Na staru ljubav mirise

Ples ples samo za nju
Zadnji put neka sviraju
Dok zvijezde se nebom kotrljaju
Za nju i za sve nevjerne godine, godine

Davna mati svemira
Samo sam dio nemira
Od kada
Je ona otisla
Imam dane bolesne
I skupljam noci nesnosne
Sve na putu
Nekog finog besmisla",Ples nevjernih godina,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/ples-nevjernih-godina.html,Crvena Jabuka,Ples Nevjernih Godina,4:45,Ostani,1989.0,,,,1989.0-Ostani/nan-Tamo Gdje Ljubav Počinje/2013.0-Original Album Collection
126,Fv0Kbouf_1_126,Crvena Jabuka,Crvena Jabuka,Pratim njene tragove,22014,"Pratim njene tragove
sto za sobom ostavlja
mirise na makove
a i ne predpostavljam da boli
sad kad drugog voli

Uvijek pored jezera
ulazim u zemlju sna
slusam svirku dzezera
Jarun nase tajne zna
a doci nece ove noci
 
Ref.
Nocas ubijam
nocas ljubav nije drug
ona, bol i ja
taj zacarani krug

Nebo kisu proliva
tesku poput olova
onaj koji voli je
zna lijek protiv bolova na tren
dok ljubi kosu njenu

Ref.

Precice je trazilo
srce da zaboravi
travom rane blazio
da brze se oporavi
a nije, volim je k'o prije

Ref. 2x
","https://tekstovi.net/2,240,27361.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/pratim-njene-tragove-14120.htm,Pratim njene tragove,,,,,,,,,,,,Crvena Jabuka,Pratim Njene Tragove,,Volim Te,,,,,nan-Volim Te
127,Fv0Kbouf_1_127,Crvena Jabuka,Crvena Jabuka,Pravi ljudi,20749,"Svi su moji nekud otisli
odveli ih neki vragovi
otisli, al' opet ostali
u dusi kao tragovi

Ljubio sam, malo ljubio
volio, pa prebolio
mnogo toga ja sam prosao
i cist pred Boga dosao
 
Ref. 2x
I tuge i srece istim vlakom dolaze
ali pravi ljudi nikada ne prolaze
oni mogu, oni znaju, oni sve razumiju
samo oni mogu da me pjesmom ubiju

Jos su zivi, trajno u meni
moji dani naivni
djecaci zaneseni
jos pjevaju o jeseni

Samo oni dobro znaju gdje
prije zore otici
samo oni mogu sve
rusit' me i opet podici

Ref. 2x","https://tekstovi.net/2,240,27360.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/pravi-ljudi-14118.htm,Pravi ljudi,,,,,,,,,"Svi su moji nekud otisli
Odveli ih neki vragovi
Otisli, al' opet ostali
U dusi kao tragovi

Ljubio sam... malo ljubio
Volio, pa prebolio
Mnogo toga ja sam prosao
I cist pred Boga dosao

I tuge i srece istim vlakom dolaze
Ali pravi ljudi nikada ne prolaze
Oni mogu, oni znaju, oni sve razumiju
Samo oni mogu da me pjesmom ubiju

Jos su zivi, trajno u meni
Moji dani naivni
Djecaci zaneseni
Jos pjevaju o jeseni

Samo oni dobro znaju gdje
Prije zore otici
Samo oni mogu sve
Rusit' me i opet podici",Pravi ljudi,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/pravi-ljudi.html,Crvena Jabuka,Pravi Ljudi,,Volim Te,,,,,nan-Volim Te
128,Fv0Kbouf_1_128,Crvena Jabuka,Crvena Jabuka,Principessa,82397,"Lutao sam gradovima
cega sve na svijetu ima
puno suza, premalo smijeha

Mogao sam da poludim
samom sebi da presudim
slatka bjese jabuka grijeha
 
Uzavrela krv vozi se venama
al' prepoznah te za tren
medju svim tim zenama

Ref.
Da nisam sreo tebe principessa
sve sto imao sam kule su od pijeska
dok nisam sreo tebe principessa
da te nisam upoznao 
i na ludi kamen stao

Plesala si lakonoga
cista mezimica Boga
nisam znao da takve postoje

Nikad pomislio ne bih
da cu postat' dobar sebi
rekle su mi sve oci tvoje

Tijelo dusi hram, lako je postalo
necu ni da znam 
sta bi od mene ostalo

Ref.

Ref. 2x


","https://tekstovi.net/2,240,19769.html",,Principessa,Princess,,"Lutao sam gradovima
1
čega sve na svijetu ima
Previše suza,
Premalo smijeha
Mogao sam da poludim
Samom sebi da presudim
Slatka bješe jabuka grijeha
Uzavrela krv vozi se venama
Al prepoznah te za tren
Među svim tim ženama. Da nisam sreo tebe
Principessa
Sve što imao sam
Kule su od pijeska
Dok nisam sreo tebe
Principessa
Da te nisam upoznao
I na ludi kamen stao. Plesala si lakonoga
čista mezimica boga
Nisam znao da takve postoje
Nikad pomislio ne bih
Da ću postat dobar sebi
Rekle su mi sve oči tvoje
Tijelo duši hram
Lako je postalo
Neću ni da znam
Šta bi od mene ostalo","I've wandered through cities
What all this world has
Too many tears
Not enough smiles
I could have went crazy
To sentence my own self (suicide)
The apple of sins seems sweet
Boiling blood runs through veins
But i recognized you in an instant
Among all of those women. If i hadnt encountered you
Princess
Everything that I have now
Are castles of sand
Until i had encountered you
Princess
If i hadnt met you
And stood on a crazy rock. You danced easy-legged
Clearly God's beloved
I didnt know that those kind exist
I would never have thought
That I would become good to myself
Your eyes told me everything
Body became temple of the soul easily
I dont want to even know
What would have been left of me",https://lyricstranslate.com/en/principessa-princess.html,['Dino Šaran'],['Dino Šaran'],['Crvena Jabuka'],https://diskografija.com/pjesma/principessa-3825.htm,Principessa,['Nikša Bratoš'],2002 - Tvojim željama vođen,2005 - Zlatna kolekcija,2010 - S druge strane sjećanja - video,,,,,"Lutao sam gradovima
Čega sve na svijetu ima
Previše suza,
Premalo smijeha
Mogao sam da poludim
Samom sebi da presudim
Slatka bješe jabuka grijeha
Uzavrela krv vozi se venama
Al' prepoznah te za tren
Među svim tim ženama

Da nisam sreo tebe
Principessa
Sve što imao sam
Kule su od pijeska
Dok nisam sreo tebe
Principessa
Da te nisam upoznao
I na ludi kamen stao

Plesala si lakonoga
Čista mezimica boga
Nisam znao da takve postoje
Nikad pomislio ne bih
Da ću postat dobar sebi
Rekle su mi sve oči tvoje
Tijelo duši hram
Lako je postalo
Neću ni da znam
Šta bi od mene ostalo",Principessa,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/principessa.html,Crvena Jabuka,Principessa,4:40,Tvojim Željama Vođen,,,,,nan-Tvojim Željama Vođen/nan-Zlatna Kolekcija/2010.0-S Druge Strane Sjećanja
129,Fv0Kbouf_1_129,Crvena Jabuka,Crvena Jabuka,Priznat cu joj sve (duet Rusko),14463,"Osjetim jos miris kasmira
i njen ruz na usnama
nocas tako hladno je
sve se mijenja i nestaje
moja ljubav ne prestaje
samo sjecanje ostaje
 
Ref.
I priznat cu joj sve
zelim da zna da volim je
zelim da zna da boli me
hladan vjetar budi me
a ti najbolje znas
kako se vara i pretvara
tiho tajno nestala
mjesecina u mraku kruzila

Vrijeme bi' vratio za tren
a taj tren je zarobljen
i na san osudjen
sve se mijenja i nestaje
tvoja ljubav ne prestaje
cekas, a nema je

Ref. 2x 

Priznat cu joj sve","https://tekstovi.net/2,240,33410.html",,,,,,,,,,,,,,,,,,,,,"Osjetim jos miris kasmira
I njen ruz na usnama,
Nocas tako hladno je...

Sve se mijenja i nestaje,
Moja ljubav ne prestaje,
Samo sjecanje ostaje...

I priznat cu joj sve,
Zelim da zna da volim je,
Zelim da zna da boli me,
Hladan vjetar, budi me...

A ti najbolje znas,
Kako se vara i pretvara,
Tiho tajno nestala,
Mjesecina u mraku kruzila...

Vrijeme bi' vratio za tren,
A taj tren je zarobljen
I na san osudjen...

Sve se mijenja i nestaje,
Tvolja ljubav ne prestaje,
Cekas a nema je...

Priznat cu joj sve",Priznat ću joj sve (duet Rusko),https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/priznat-cu-joj-sve-duet-rusko.html,,,,,,,,,
130,Fv0Kbouf_1_130,Crvena Jabuka,Crvena Jabuka,Pssst,2621,"Cekao sam da se smrkne
preko oraha u bastu
spustio sam se polako
jednu bobu dzuhra grozdja
za nju ubrao sam usput
sta cu kad je volim jako
 
Ovdje dugo nisam bio
da li cu je naci
godinama sam se krio
koliko joj sada znacim

Zaobis’o sam basamake
rasklimane, iste, stare
sigurno jos uvijek skripe
preskocio sam zute lale
kadificu, zambak, jasmin
pored stare lipe

Tiho gurnuo sam kanat
da je probudim polako 
ugledah je kako spava
Bog zna otkad nisam plak’o
govorio sam sebi

Ref. 2x
Psst
tiho, nemoj da je budis
pred tobom je sva ljepota

Psst
mozes jastuk da joj ljubis
buditi je bas grehota

Sanjao sam godinama
kako cu je ukrast' a sad
samo zelim gledat’ je jos malo
sva mirise na dud i dunje
i sljivike u beharu
slatko voce sto se nekad kralo

Zaljulj’o se salandzak,
otvorila je oci
stisla se uz mene cvrsto
znala je da cu doci
jos govorim sam sebi

Ref. 4x","https://tekstovi.net/2,240,53695.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Pssst,3:32,Crvena Jabuka 2016,,Zlatan Fazlić,,,nan-Crvena Jabuka 2016
