Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Backing Vocals_discogs,Conductor_discogs,Lyrics By_discogs,Orchestra_discogs,Backing Band_discogs,Written-By_discogs,Ensemble_discogs,Congas_discogs,Edited By_discogs,Engineer_discogs,Keyboards_discogs,Mixed By_discogs,Soprano Vocals [Intro]_discogs,Bass Guitar_discogs,Drums_discogs,Guitar_discogs,Producer_discogs,Technician_discogs,Piano_discogs,Tenor Saxophone_discogs,Electric Guitar_discogs,Electric Guitar [12 String]_discogs,Electric Piano_discogs,Mixed By [Final Mix]_discogs,Organ [Hammond B3]_discogs,Percussion_discogs,Recorded By_discogs,Orchestrated By_discogs,Musician_discogs,Programmed By [Emulator Ii Hd]_discogs,Programmed By_discogs,Programmed By [EMULATOR II and EMAX]_discogs,Guitar [Solo]_discogs,Programmed By [PPG WAVE 2.3]_discogs,Drum Programming [YAMAHA R-20]_discogs,Programmed By [EMAX]_discogs,Baritone Saxophone_discogs,Programmed By [EMULATOR II]_discogs,Programmed By [OBERHEIM MATRIX 6_discogs,YAMAHA DX7]_discogs,Vocals_discogs,Featuring_discogs,Adapted By_discogs,Drum_discogs,Trombone_discogs,Trumpet_discogs,Arranged By [Stings]_discogs,Acoustic Guitar_discogs,Organ_discogs,Arranged By [Winds]_discogs,Soprano Saxophone_discogs,Remix_discogs,Acoustic Guitar [Solo]_discogs,Saxophone_discogs,Double Bass_discogs,Vibraphone_discogs,Saxophone [Alto]_discogs,Lyrics By [Additional]_discogs,Lyrics By [Translated]_discogs,Album_year_title_discogs,All_albums_discogs
Josipa Lisac,Josipa Lisac,"CD 4 Live In ""Lap""",,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,CD 5 Život,,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Pjesma Za Tebe (E-Base Fluid Mix),4:45,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-Base (2),,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,CD 6 Živim Po Svome,,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Tu,,,...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio,2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,CD 1 (1968.-1979.),,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Voljeti To Je Radost – ℗ 1968,2:34,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Što Me Čini Sretnom – ℗ 1968,3:38,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Niko Nije Kao Ti – ℗ 1969,2:30,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Krenule Su Lađe – ℗ 1969,3:21,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Život Moj – ℗ 1970,5:47,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Oluja – ℗ 1970,4:30,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Večernja Elegija – ℗ 1970,4:40,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Mreže Ljubavi – ℗ 1971,2:37,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Dok Razmišljam O Nama – ℗ 1972,3:38,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Još Te Čekam – ℗ 1972,2:51,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ležaj Od Suza – ℗ 1973,4:35,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Veče U Luna Parku – ℗ 1973,4:25,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,"Niz Polje Idu, Babo, Sejmeni – ℗ 1974",5:11,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ave Maria – ℗ 1975,4:15,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ljubavna Pjesma – ℗ 1975,4:19,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac, Intima / Intime – ℗ 1976,3:46,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Nema Sunca / Ain’t No Sunshine – ℗ 1976,2:30,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Čovjek – ℗ 1976,3:19,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,"Čudno, Vrlo Čudno – ℗ 1977",3:03,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ti Si Genije – ℗ 1979,4:01,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Čarobna Moć Mjeseca / Moondance – ℗ 1979,3:00,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,CD 2 (1980.-1996.),,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Magla – ℗ 1980,4:20,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Make Up – ℗ 1980,3:30,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,I Mama Mi Je Rekla To – ℗ 1982,3:34,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Mali Ključ Od Zlata – ℗ 1982,2:46,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ti Znaš – ℗ 1983,3:33,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Kraljica Divljine – ℗ 1986,4:47,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Dobre Vibracije – ℗ 1986,4:00,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Gdje Dubav Ljubi Nebo – ℗ 1987,3:02,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Nismo Mi Bez Cilja – ℗ 1987,3:54,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Jutro – ℗ 1987,3:38,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Danas Sam Luda – ℗ 1987,3:21,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ja Bolujem – ℗ 1987,4:32,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Blijede Sjene / Whiter Shade Of Pale – ℗ 1987,4:00,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Sloboda I Mir – ℗ 1991,4:26,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Rušila Sam Mostove Od Sna – ℗ 1993,5:40,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Kao Mir – ℗ 1994,4:49,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Vila Velebita – ℗ 1996,7:11,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,CD 3 (2000.-2019.),,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ispočetka (DJ Remix) – ℗ 2000,4:28,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Život Je Samo Most – ℗ 2000,4:10,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Traje Noć – ℗ 2002,5:25,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Paučina – ℗ 2001,4:35,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Posve Slobodna – ℗ 2005,5:00,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,1000 Razloga – ℗ 2007,4:55,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Svijet Oko Nas – ℗ 2008,4:26,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Živim Po Svome – ℗ 2009,5:15,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Zvira Voda – ℗ 2009,6:10,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Ljubav – ℗ 2013,4:52,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Tu – ℗ 2015,4:27,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Moja Magija – ℗ 2016,4:12,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Tebi Putujem – ℗ 2017,6:43,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Soundtrack Za Život – ℗ 2018,4:24,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Vjerujem Ti Sve – ℗ 2018,5:39,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Arestantova Oda Steničici / Prisoner’s Ode To The Bedbug – ℗ 2019,3:29,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,CD 4 (1969.-2019.),,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Igra Valova U Mom Sjećanju / Playing Solitaire With My Memories – ℗ 1969,3:30,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Stormy Weather – ℗ 1992,5:12,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Over The Rainbow – ℗ 1992,3:02,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Sreća – ℗ 1992,5:02,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Kyrie Eleison – ℗ 1992,3:09,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Daj Mi Riječ – ℗ 1995,5:42,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Janino Ludilo – ℗ 1995,8:43,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Da Li Sam Ti Rekla Da Te Volim – ℗ 1995,4:45,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Nek Se Dijete Zove Kao Ja – ℗ 1996,2:38,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Na Na Na Na – ℗ 1988,4:22,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,O Jednoj Mladosti – ℗ 2002,7:17,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,"Đelem, Đelem – ℗ 2005",3:54,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Helena Lijepa I Ja U Kiši – ℗ 2009,6:15,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Neon (Shusuglao) – ℗ 2011,6:03,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Jano Mori – ℗ 2019,10:00,,Diskobiografija,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Diskobiografija,2020.0-Diskobiografija
Josipa Lisac,Josipa Lisac,Iz Zbirke: Ispovjest Huligana,,,Ne Daj Se Ines,,,,,Сергей Есенин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Djevojčici Mjesto Igračke (Ljerka),,,Ne Daj Se Ines,,,Josipa Lisac,,Antun Gustav Matoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Annabel Lee,,,Ne Daj Se Ines,,,,,Edgar Allan Poe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Barbara,,,Ne Daj Se Ines,,,,,Fabrizio De André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvonimir Golob,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Ne Daj Se Ines,,,Ne Daj Se Ines,,,,,,,,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Anastazija,,Mario Bogliuni,Ne Daj Se Ines,,,,,Enes Kišević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Popodnevna Pjesma,,,Ne Daj Se Ines,,,,,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsen Dedić,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Pa To Je Krasno,,,Ne Daj Se Ines,,,Zdenka Kovačiček,,Enes Kišević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Čekaj Me,,,Ne Daj Se Ines,,,,,Константин Симонов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
Josipa Lisac,Josipa Lisac,Svakidašnja Jadikovka,,,Ne Daj Se Ines,,,,,Tin Ujević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ne Daj Se Ines,nan-Ne Daj Se Ines
