Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Backing Vocals_discogs,Conductor_discogs,Lyrics By_discogs,Orchestra_discogs,Backing Band_discogs,Written-By_discogs,Ensemble_discogs,Congas_discogs,Edited By_discogs,Engineer_discogs,Keyboards_discogs,Mixed By_discogs,Soprano Vocals [Intro]_discogs,Bass Guitar_discogs,Drums_discogs,Guitar_discogs,Producer_discogs,Technician_discogs,Piano_discogs,Tenor Saxophone_discogs,Electric Guitar_discogs,Electric Guitar [12 String]_discogs,Electric Piano_discogs,Mixed By [Final Mix]_discogs,Organ [Hammond B3]_discogs,Percussion_discogs,Recorded By_discogs,Orchestrated By_discogs,Musician_discogs,Programmed By [Emulator Ii Hd]_discogs,Programmed By_discogs,Programmed By [EMULATOR II and EMAX]_discogs,Guitar [Solo]_discogs,Programmed By [PPG WAVE 2.3]_discogs,Drum Programming [YAMAHA R-20]_discogs,Programmed By [EMAX]_discogs,Baritone Saxophone_discogs,Programmed By [EMULATOR II]_discogs,Programmed By [OBERHEIM MATRIX 6_discogs,YAMAHA DX7]_discogs,Vocals_discogs,Featuring_discogs,Adapted By_discogs,Drum_discogs,Trombone_discogs,Trumpet_discogs,Arranged By [Stings]_discogs,Acoustic Guitar_discogs,Organ_discogs,Arranged By [Winds]_discogs,Soprano Saxophone_discogs,Remix_discogs,Acoustic Guitar [Solo]_discogs,Saxophone_discogs,Double Bass_discogs,Vibraphone_discogs,Saxophone [Alto]_discogs,Lyrics By [Additional]_discogs,Lyrics By [Translated]_discogs,Album_year_title_discogs,All_albums_discogs
Josipa Lisac,Josipa Lisac,Samo Iluzija,,Nenad Vilović,Samo Iluzija / Vir,1991.0,Zlatko Tanodi,,,Nenad Vilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0-Samo Iluzija / Vir,1991.0-Samo Iluzija / Vir
Josipa Lisac,Josipa Lisac,Vir,,Ivo Pupačić,Samo Iluzija / Vir,1991.0,Tomaž Kozlevčar,,,Zvonimir Pupačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0-Samo Iluzija / Vir,1991.0-Samo Iluzija / Vir
Josipa Lisac,Josipa Lisac,Yesterday,,,Live In »Lap«,,,,,,,,Lennon-McCartney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Stormy Weather,,,Live In »Lap«,,,,,,,,Ted Koehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Over The Rainbow,,,Live In »Lap«,,,,,,,,Harold Arlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Moondance,,,Live In »Lap«,,,,,,,,Van Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Round Midnight,,,Live In »Lap«,,,,,,,,Thelonious Monk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Stand By Me,,,Live In »Lap«,,,,,,,,Leiber & Stoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,The Lady Is A Tramp,,,Live In »Lap«,,,,,,,,Rodgers & Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In »Lap«,nan-Live In »Lap«/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Kyrie Eleison,3:10,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Veseli Se, Majko Božja",2:21,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,U Se Vrijeme Godišta,5:12,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Tiha Noć,4:38,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Tri Kralja Jahahu,3:33,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Narodi Nam Se,4:37,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Djetešce Ti Moje Drago,3:42,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Spavaj Sinko,3:04,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić
Josipa Lisac,Josipa Lisac,Radujte Se Narodi,4:25,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić
Josipa Lisac,Josipa Lisac,Svim Na Zemlji,3:27,,Čestit Božić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Čestit Božić,nan-Čestit Božić/1997.0-Antologija
Josipa Lisac,Josipa Lisac,Janino Ludilo,8:43,,Koncert U Čast Karla Metikoša,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert U Čast Karla Metikoša,"nan-Koncert U Čast Karla Metikoša/1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,"Voljeti, To Je Radost ('67.)",2:42,,Antologija Vol. 1,1997.0,,,,,,,Frano Parać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatni Akordi,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Što Me Čini Sretnom (Opatija '68.),3:40,,Antologija Vol. 1,1997.0,Pajo Kanižaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Krenule Su Lađe (Split '69.),3:17,,Antologija Vol. 1,1997.0,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Igra Valova U Mom Sjećanju (Split '69.),3:26,,Antologija Vol. 1,1997.0,,,,,,,Bill Martin & Phil Coulter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesna Lukatela,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Još Te Čekam (Eurovizija '69.),2:50,Mario Bogliuni,Antologija Vol. 1,1997.0,,,,Pajo Kanižaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Život Moj (Zagreb '70.),5:45,,Antologija Vol. 1,1997.0,Neven Mijat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Oluja (Opatija '70.),4:20,,Antologija Vol. 1,1997.0,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Kapetane Moj (Split '70.),4:16,,Antologija Vol. 1,1997.0,,,,Tomislav Zuppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"I Teče, Teče Vrijeme (Zagreb '70.)",3:53,Marija Radić,Antologija Vol. 1,1997.0,,,,M. Adnim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Dok Razmišljam O Nama (Zagreb '72.),3:35,,Antologija Vol. 1,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"Bez Tebe (Without You), '72.",3:19,,Antologija Vol. 1,1997.0,Igor Savin,,,,,,Tom Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"NA, NA, NA, NA (Eurovizija '73.)",2:52,,Antologija Vol. 1,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Blijede Sjene (White Shade Of Pale) '81.,3:56,,Antologija Vol. 1,1997.0,,,,,,,Keith Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvije Glojnarić,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"Ja Bolujem, '87.",7:20,,Antologija Vol. 1,1997.0,,,,Alka Vuica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,Welcome My Friend (Dobro Mi Došel Prijatel) '87.,3:35,Vilibald Čaklec,Antologija Vol. 1,1997.0,Krešimir Klemenčić,,,Viki Glovacki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"Pismo (Zagreb '80., Večer Šansone)",7:27,,Antologija Vol. 1,1997.0,,,,,,,Zlatko Tanodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"Rušila Sam Mostove Od Sna (Dino I Josipa, '93.)",5:40,Dino Dvornik,Antologija Vol. 1,1997.0,Dino Dvornik,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. 1,1997.0-Antologija Vol. 1
Josipa Lisac,Josipa Lisac,"Album ""Josipa Lisac & B. P. Convention Big Band""",,,Antologija Vol. IV,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. IV,1997.0-Antologija Vol. IV
Josipa Lisac,Josipa Lisac,"Album ""Made In USA""",,,Antologija Vol. IV,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. IV,1997.0-Antologija Vol. IV
Josipa Lisac,Josipa Lisac,"Album ""Hoću Samo Tebe"" 1983.",,,Antologija Vol. VI,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. VI,1997.0-Antologija Vol. VI
Josipa Lisac,Josipa Lisac,"Album ""Boginja"" 1987.",,,Antologija Vol. VI,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. VI,1997.0-Antologija Vol. VI
Josipa Lisac,Josipa Lisac,"Album ""Hir, Hir, Hir""",,,Antologija Vol. V,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. V,1997.0-Antologija Vol. V
Josipa Lisac,Josipa Lisac,Randez-Vous Sa Sotonom,,,Antologija Vol. V,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. V,1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,"Album ""Lisica""",,,Antologija Vol. V,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija Vol. V,1997.0-Antologija Vol. V
Josipa Lisac,Josipa Lisac,Antologija Vol. I – Najveći Uspjesi – ℗ 1974,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Voljeti, To Je Radost – Recorded 1967",2:42,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Što Me Čini Sretnom – Recorded 1968,3:40,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Krenule Su Lađe – Recorded 1969,3:17,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Igra Valova U Mom Sjećanju (Playing Solitaire With My Memories) (Live) – Recorded 1969,3:26,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Još Te Čekam – Recorded 1969,2:50,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Život Moj – Recorded 1970,5:45,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Oluja – Recorded 1970,4:20,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Kapetane Moj – Recorded 1970,4:16,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"I Teče, Teče Vrijeme – Recorded 1970",3:53,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Dok Razmišljam O Nama – Recorded 1972,3:35,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Bez Tebe (Without You) – Recorded 1972,3:19,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Na, Na, Na, Na – Recorded 1973",2:52,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Blijede Sjene (White Shade Of Pale) – Recorded 1981,3:56,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Ja Bolujem – Recorded 1987,7:20,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Welcome My Friend (Dobro Mi Došel Prijatel) – Recorded 1987,3:35,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Pismo (Live) – Recorded 1988,7:27,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Rušila Sam Mostove Od Sna – Recorded 1993,5:40,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. II – Dnevnik Jedne Ljubavi – ℗ 1973,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. III – Gubec Beg – Rock Opera – ℗ 1975,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Uvertira,3:32,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Legenda O Dori Orlandovoj,5:30,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Mogaićeva Molba,2:25,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,U Tahyjevom Taboru,4:00,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Ave Marija,4:10,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Hitovi/2007.0-The Platinum Collection
Josipa Lisac,Josipa Lisac,Pijanci,5:14,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Gupčeva Zakletva Maču,6:22,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Finale,4:20,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,"1997.0-Antologija/nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Ljubavna Pjesma,4:01,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Balada O Nesretnoj Ljubavi,3:10,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Bratska Zakletva,2:59,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Naricaljka Nad Obješenima,2:38,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. IV – Josipa Lisac & B. P. Convention Big Band & Made In USA – ℗ 1976 & 1979,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Josipa Lisac & B. P. Convention Big Band – ℗ 1976,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Nema Sunca (Ain’t No Sunshine),2:34,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Zar Ne? (Didn’t We?),2:42,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Made In USA – ℗ 1979,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac, Ti Si Genije (You’re My Handy Man),3:58,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Budi Dobar (He’s My Pilot),2:51,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Opet Sam Slobodna (I’m Over You),3:30,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Antologija Vol. V – Hir, Hir, Hir & Lisica – ℗ 1980 & 1982 ",,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Hir, Hir, Hir – ℗ 1980",,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Lisica – ℗ 1982,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. VI – Hoću Samo Tebe & Boginja – ℗ 1983 & 1987,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Hoću Samo Tebe – ℗ 1983,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Boginja – ℗ 1987,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija/2020.0-Diskobiografija
