Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Vocals [Duet]_discogs,Lyrics By_discogs,Album_year_discogs,Featuring_discogs,Written-By_discogs,Music By_discogs,Vocals_discogs,Written By_discogs,Lyrics By [Co-written]_discogs,Arranged By_discogs,Album_year_title_discogs,All_albums_discogs
Goran Karan,Goran Karan,Prvi Poljubac,,Komplet 4 CDa,,,2013.0,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Goran Karan,Goran Karan,Dok Je Tebe I Ljubavi,,Komplet 4 CDa,,,2013.0,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Goran Karan,Goran Karan,U Ritmu Ljubavi,,Komplet 4 CDa,,,2013.0,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Goran Karan,Goran Karan,Par Je Božji Dar,3:54,Čovik Tvoj,,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Serenada U Ponoć,3:51,Čovik Tvoj,,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Prijatelju,4:44,Čovik Tvoj,Tomislav Bralić,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Ljubav Čuvaj,4:07,Čovik Tvoj,,Goran Karan,,,,Remo Cartagine,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Čovik Tvoj,3:42,Čovik Tvoj,,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Zaboravi,4:37,Čovik Tvoj,Helena Bastić,Helena Bastić,,,,Goran Karan,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Pomalo,4:00,Čovik Tvoj,,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Kad Mrak Mi Oprosti,4:10,Čovik Tvoj,,,,,,,,,,Remo Cartagine,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Digni Me,4:17,Čovik Tvoj,,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Adam I Eva,3:36,Čovik Tvoj,Ana Rucner,,,,,,,,,,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Nevera,4:03,Čovik Tvoj,,,,,,,,,,Remo Cartagine,nan-Čovik Tvoj,nan-Čovik Tvoj
Goran Karan,Goran Karan,Nikola Tesla (Hrv),3:54,Nikola Tesla,,,2017.0,,,,,,,,2017.0-Nikola Tesla,2017.0-Nikola Tesla
Goran Karan,Goran Karan,Nikola Tesla (Eng),3:54,Nikola Tesla,,,2017.0,,,,,,,,2017.0-Nikola Tesla,2017.0-Nikola Tesla
Goran Karan,Goran Karan,"Dobro ti jutro, ljubavi",3:51,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Moja košulja,4:01,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Još si lipa,4:02,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Glas sa juga,4:06,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Sta je svit,3:25,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Gorko more,4:35,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Moj slatki lopove,3:32,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Mali mulac,4:31,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,U 4 oka,4:10,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Sanjaj,3:47,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,Štorija,3:52,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga/2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Ako to je sve,4:05,Glas Sa juga,,,2018.0,,,,,,,,2018.0-Glas Sa juga,2018.0-Glas Sa juga
Goran Karan,Goran Karan,CD1,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Glas Sa Juga,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Moja Košulja,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Još Si Lipa,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Mali Mulac,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,"Dobro Ti Jutro, Ljubavi",,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,U 4 Oka,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Manta Me Jubav,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Tu Non Llores Mi Querida (Feat. Petar Grašo),,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,CD2,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Gorko More,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Ostani,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Sta Je Svit (Feat. Severina),,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Naše Malo Misto,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,"Živila Nan Jubav (Feat. Severina, Providenca, Petar Grašo)",,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Ako To Je Sve,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Malaguena Salerosa,,Jedna Noć U Zagrebu,,,2020.0,,,,,,,,2020.0-Jedna Noć U Zagrebu,2020.0-Jedna Noć U Zagrebu
Goran Karan,Goran Karan,Bohemian Rhapsody (Rough Mix),,Bohemian Rhapsody,,,0.0,,,,,,,,0.0-Bohemian Rhapsody,0.0-Bohemian Rhapsody
