Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written-By_discogs,Music By_discogs,Backing Vocals_discogs,Lyrics By_discogs,Synthesizer [Juno 106]_discogs,Piano_discogs,Synthesizer [Yamaha Dx7]_discogs,Vocals_discogs,Drums_discogs,Percussion_discogs,Composed By_discogs,Written By_discogs,Producer_discogs,Vocals [Vocal Sample]_discogs,Choir_discogs,Lead Guitar_discogs,Guitar [Lap Steel]_discogs,Trumpet_discogs,Violin_discogs,Performer [Dj]_discogs,Trombone_discogs,Bass Guitar_discogs,Guitar [Solo]_discogs,Cello_discogs,Tenor Saxophone_discogs,Banjo_discogs,Album_year_title_discogs,All_albums_discogs
Psihomodo Pop,Psihomodo Pop,Jeee! Jeee! Jeee!,1:22,Jeee! Jeee! Jeee!,,,Pat Collier,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Jurim! Jurim!,2:00,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Bol,3:43,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Stabilno...,4:12,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Smrdi Na Prevaru,3:43,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Tužni Klaun,2:19,Jeee! Jeee! Jeee!,,Davor Slamnig,,Davor Slamnig,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,DVD,,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Stabilno,,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Boeing 747,,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,"Jurim, Jurim",,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Baš Kao,,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,CD,,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Jurim Jurim,2:07,'Ste Dobro?,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-'Ste Dobro?,2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Supstance,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Ona Ludo Pati,,Ćiribu Ćiriba,,,,,,Neven Kepeski,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Donna,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Bejbi,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,"Bunim Se, Bunim Se!!",,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,Zločest K'o Pas,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,Hajde,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,Kiša,,Ćiribu Ćiriba,,,,Lennon-McCartney,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,"Pleši, Pleši",,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,Bezosjećajna Kuja,,Ćiribu Ćiriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribu Ćiriba,nan-Ćiribu Ćiriba
Psihomodo Pop,Psihomodo Pop,Godina Zmaja,,Original Album Collection,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection,2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,"Hej, Djevojko 	2:30 ",2:30,Original Album Collection,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection,2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Tko Je Ubio Mickey Mousea?,,Original Album Collection,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection,2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,"Molim Vas, Striček... ",2:09,Original Album Collection,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection,2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Unpljugd,,Original Album Collection,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection,2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,CD1,,Live - Unpljugd 2 Gavella,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live - Unpljugd 2 Gavella,2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,"Bunim Se, Bunim Se",2:23,Live - Unpljugd 2 Gavella,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live - Unpljugd 2 Gavella,2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,CD2,,Live - Unpljugd 2 Gavella,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live - Unpljugd 2 Gavella,2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Totalno Sam lud,,Live - Unpljugd 2 Gavella,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live - Unpljugd 2 Gavella,2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Making Off,,Live - Unpljugd 2 Gavella,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live - Unpljugd 2 Gavella,2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Digitalno Nebo,3:06,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Mirno Spavaš,3:10,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Brz K'o Munja,2:13,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Vampir,3:29,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Tuga,3:24,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Deja Vu,3:11,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,"Red, Rad i Mir",3:06,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Sve Će Biti U Redu,3:55,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Ako Želiš Biti Moja,3:27,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,La La La,2:39,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Banana,2:46,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Ona Me Ne Voli,2:27,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Alkohol,3:55,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Oko 6 Ujutro,4:16,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Sretan Božić,2:56,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
Psihomodo Pop,Psihomodo Pop,Narodna,1:56,Digitalno Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Digitalno Nebo,nan-Digitalno Nebo
