Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Written-By_discogs,Backing Vocals_discogs,Guitar_discogs,Music By_discogs,Rap_discogs,Lyrics By [Rap]_discogs,Programmed By_discogs,Recorded By_discogs,Mixed By_discogs,Arranged By [Backing Vocals]_discogs,Saxophone_discogs,Lyrics By_discogs,Producer_discogs,Remix_discogs,Arranged By_discogs,Keyboards_discogs,Drums [Def]_discogs,Piano_discogs,Engineer_discogs,Remix [Credited To]_discogs,Arranged By [Co-arranged]_discogs,Featuring_discogs,Arranged By [Additional]_discogs,Arranged By [Vocals]_discogs,Edited By [Vocals]_discogs,Bass_discogs,Percussion_discogs,Drums_discogs,Other [Sound Supervisor]_discogs,Mixed By [Assistant]_discogs,Edited By_discogs,Recorded By [Instruments]_discogs,Recorded By [Vocals]_discogs,Vocals [Duet]_discogs,Featuring [Vocals]_discogs,Acoustic Guitar_discogs,Double Bass_discogs,Mandolin_discogs,Arranged By [Brass]_discogs,Trumpet_discogs,Edited By [Drums]_discogs,Piano [Jazz]_discogs,Accordion_discogs,Mixed By [Vocals]_discogs,Organ [Hammond]_discogs,Recorded By [Hammond Organ]_discogs,Arranged By [Strings]_discogs,Drums [Asma Davul]_discogs,Other [Duduk]_discogs,Strings_discogs,Chorus_discogs,Orchestrated By [Brass]_discogs,Orchestrated By [Strings]_discogs,Cello_discogs,Violin_discogs,Mixed By [Instruments]_discogs,Supervised By [Sound]_discogs,Co-producer_discogs,Vocals [Guest]_discogs,Trombone_discogs,Harmonica_discogs,Guitar [Pedal Steel]_discogs,Synthesizer_discogs,Electric Guitar_discogs,Programmed By [Keyboards_discogs,Additional]_discogs,Bass Guitar_discogs,Engineer [Pre-production]_discogs,Album_year_title_discogs,All_albums_discogs
Nina Badrić,Nina Badrić,Bonus Video,,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Unicef - Svako Dijete Treba Obitelj (Promotional Video),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,THT - Brand Image (Promotional Video),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,THT - Tarife 100 | 150 (Promotional Video),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,THT - Bebe (Promotional Video),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Da Se Opet Tebi Vratim,4:15,Da Se Opet Tebi Vratim,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Da Se Opet Tebi Vratim,2007.0-Da Se Opet Tebi Vratim/nan-07/nan-Platinum Collection/2013.0-Komplet 4 CDa/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Kralj Života Mog,4:24,07,,,Jadranka Krištof,,Nina Badrić,,,Baby Dooks,Miro Vidović,Miro Vidović,,,Nina Badrić,Baby Dooks,,Baby Dooks,,,,,,,,,,Miro Vidović,,,,Baby Dooks,,Baby Dooks,,,,Ljiljana Petrović - Buttler,Ante Gelo,Mladen Baraković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Osjećaj,3:57,07,,,Jadranka Krištof,Ante Gelo,Nina Badrić,,,Baby Dooks,Miro Vidović,Baby Dooks,,,Nina Badrić,Baby Dooks,,Baby Dooks,Goran Kovačić (2),,,,,,,,,Miro Vidović,Baby Dooks,,,Baby Dooks,,Baby Dooks,,,,,,,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07/2008.0-Osjećaj
Nina Badrić,Nina Badrić,Nek Voda Nosi Ljubav,3:52,07,,,,,Gordan Muratović,,,Mario Takoushis,Miro Vidović,Zoran Vračević,,Glen Berger,Gordan Muratović,Srđan Kurpjel,,Srđan Kurpjel,,,,,,,,,,,Mario Takoushis,,,,,,,,,,,,,Steve Sidwell,Steve Sidwell,Zoran Vračević,Mario Takoushis,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Ne Dam Te Nikom,4:09,07,,,Jadranka Krištof,Ante Gelo,Nina Badrić,,,,Miro Vidović,Miro Vidović,,,Nina Badrić,Ante Gelo,,Ante Gelo,Goran Kovačić (2),,,,,,,,,Miro Vidović,Robert Vrbančić,,Marko Matošević,,,,,,,,,,,,,,,Ninoslav Ademović,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Moje Ludilo,3:38,07,,,,Ante Gelo,Aleksandra Milutinović,,,,Miro Vidović,Miro Vidović,,,Aleksandra Milutinović,Ante Gelo,,Ante Gelo,Goran Kovačić (2),,,,,,,,,Miro Vidović,,,Marko Matošević,,,,,,,,,Robert Vrbančić,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Dodiri Od Stakla,3:22,07,,,Jadranka Krištof,Ante Gelo,Aleksandra Milutinović,,,,Miro Vidović,Miro Vidović,,,Aleksandra Milutinović,Ante Gelo,,Ante Gelo,Goran Kovačić (2),,,,,,,,,Miro Vidović,Robert Vrbančić,,Marko Matošević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07/nan-Platinum Collection/2013.0-Komplet 4 CDa/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Sila Prirode,3:57,07,,,Andrea Čubrić,,Andrea Čubrić,,,Srđan Kurpjel,,Miro Vidović,,,Andrea Čubrić,Srđan Kurpjel,,Srđan Kurpjel,Srđan Kurpjel,,,,,,,,,,,,Srđan Kurpjel,,,Zoran Vračević,,,,,,,,,,,,,,,,,Volkan Ganakkaleli,,,Klapa Subrenum,,,,,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Iz Inata,3:45,07,,,Jadranka Krištof,Dalibor Matošević,Nina Badrić,,,Baby Dooks,Miro Vidović,Miro Vidović,,,Nina Badrić,Baby Dooks,,Baby Dooks,Goran Kovačić (2),,,,,,,,,Miro Vidović,Robert Vrbančić,,Marko Matošević,Baby Dooks,,,,,,,,,,,,,,,,,,,,,,,Goran Kovačić (2),Goran Kovačić (2),,,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Imati Pa Nemati,4:01,07,,,Mirza Tetarić,Matija Miletić,Nina Badrić,,,Dash (3),Miro Vidović,Miro Vidović,,,Nina Badrić,Dash (3),,Dash (3),,,,,,,,,,Miro Vidović,,,,Dash (3),,Dash (3),,,,,,,,,,,,,,,,,,,,,,,Thomas Burić,Matija Miletić,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Ne Dam Te Nikom',5:05,07,,,Jadranka Krištof,Ante Gelo,Nina Badrić,,,,Miro Vidović,Miro Vidović,,,Nina Badrić,Ante Gelo,,Ante Gelo,Goran Kovačić (2),,,,,,,,,Miro Vidović,Robert Vrbančić,,Marko Matošević,,,,,,,Montell Jordan,,,,,,,,Ninoslav Ademović,,,,,,,,,,,,,,,,,,,,,,,,,,nan-07,nan-07
Nina Badrić,Nina Badrić,Ti Neznaš Kako Je,4:40,Platinum Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Platinum Collection,nan-Platinum Collection
Nina Badrić,Nina Badrić,Ttrebam Te,4:48,Platinum Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Platinum Collection,nan-Platinum Collection
Nina Badrić,Nina Badrić,Moje Oči Pune Ljubavi,5:13,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi/nan-Nebo/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Ako Kažeš Da Me Ne Voliš (Live),4:24,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Nek Ti Bude Kao Meni (Live),5:10,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi/2021.0-Live In Studio.
Nina Badrić,Nina Badrić,Neka Te Voli (Live),3:30,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Moja Ljubav (Live),5:29,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Čarobno Jutro (Live),4:08,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Ti Ne Znaš Kako Je (Live),4:33,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Za Dobre I Loše Dane (Live),3:55,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Takvi Kao Ti (Live),6:36,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Moje Oči Pune Ljubavi (D'Knock & Slow Mo't. Edit),3:49,U Ritmu Ljubavi,2011.0,,,,,,,,,,,,,,Slow Mo't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-U Ritmu Ljubavi,2011.0-U Ritmu Ljubavi
Nina Badrić,Nina Badrić,Neopisivo,4:54,Nebo,,,,Tihomir Preradović,,,,,,,,,,,,,Marko Petrović,,,,,,,,,,,,,,,Tihomir Preradović,,,,,,,,,,,,,,,,,,,,,,,,,D'Knock,Tihomir Preradović,Tihomir Preradović,Blak Twang,,,,,,,,,,nan-Nebo,nan-Nebo/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Ljudi Od Ljubavi,4:04,Nebo,,,,,,,,,,,,,,,,,Ante Gelo,,Zlatan Došlić,,,,,,,,,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miron Hauser,,,,,,,,,nan-Nebo,nan-Nebo/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Sve Je U Redu,5:42,Nebo,,,,,,,,,,,,,,,,,,,Zlatan Došlić,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvjezdan Ružić,,,,,,,,,,Ivana Penić Defar,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Nebo,3:47,Nebo,,,,Gordan Dragić,,,,,,,,,,,,Gordan Dragić,Siniša Reljić,,,,,,,,,,,,,,,Tihomir Preradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Sanjam Da Smo Skupa Mi,4:21,Nebo,,,,,,,,,,,,,,,,,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,Antonio Geček,,,,,,,,,,,,,,,Ivana Penić Defar,,,,,Marin Ferketin,,,,,,,,,nan-Nebo,nan-Nebo/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Na Zidu Plača,4:21,Nebo,,,,Ivan Pelivanović,Aleksandra Milutinović,,,Denyken,Denyken,Denyken,,,Aleksandra Milutinović,Denyken,,,Paul Kempf,,,,,,,,,,Karlo Kurtalj,,Matko Gaće,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Sve Mi Pamti,4:14,Nebo,,,,Ivan Pelivanović,Aleksandra Milutinović,,,Denyken,Denyken,Denyken,,,Aleksandra Milutinović,Denyken,,,Paul Kempf,,,,,,,,,,Karlo Kurtalj,,Matko Gaće,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Dat' Će Nam Bog,3:45,Nebo,,,,,Branimir Mihaljević,,,,,,,,Antonija Šola,Branimir Mihaljević,,Branimir Mihaljević,Branimir Mihaljević,,,,,,,,,,,,Dalibor Marinković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Pokazat' Ću Ti Kako Da Se Vratiš,3:41,Nebo,,,Mike Harvey (3),Rastko Milošev,Rastko Milošev,,,,,,,,Rastko Milošev,Rastko Milošev,,Rastko Milošev,,,,,,,,,,,Alen Svetopetrić,,Damir Šomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davor Rodik,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Velika Ljubav,5:48,Nebo,,,,,Aleksandra Milutinović,,,,Zvjezdan Marjanović,,,,Aleksandra Milutinović,,,,,,Zvjezdan Ružić,,,,,,,,Zvjezdan Marjanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvjezdan Ružić,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Prospi Riječi,4:06,Nebo,,,,,Dino Muharemović,,,Nikša Bratoš,,Nikša Bratoš,,,Dino Muharemović,Nikša Bratoš,,,Nikša Bratoš,,,Nikša Bratoš,,,,,,,Nikša Bratoš,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,,,,,,,Massimo Savić,,,,,Massimo Savić,Silvio Pasarić,Silvio Pasarić,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Znam Te Ja,4:52,Nebo,,,,Nikša Bratoš,Toše Proeski,,,Nikša Bratoš,,Silvio Pasarić,,,Miroslav Drljača Rus,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alen Svetopetrić,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Mama,4:17,Nebo,,,,,,,,,,Baby Dooks,,,,Baby Dooks,,,,,,,,,,,,D'Knock,,,,,,,,D'Knock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baby Dooks,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Nebo (Eurovision 2012),3:00,Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo/nan-Nebo
Nina Badrić,Nina Badrić,Nebo (Eurovision 2012 Karaoke Version),3:00,Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Nebo (Eurovision 2012 Instrumental Version),3:00,Nebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Nebo (D'Knock & Kosta Radman Club Edit),4:01,Nebo,,,,,,,,,,,,,,,Kosta Radman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nebo,nan-Nebo
Nina Badrić,Nina Badrić,Nina Badrić - Hitovi,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Severina - Hitovi,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Pogled Ispod Obrva,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Virujen U Te,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Ko Je Kriv,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Rođena Da Budem Prva,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Rastajem Se Od Života,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Mala Je Dala,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Ja Samo Pjevam,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Krivi Spoj,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Ajde, Ajde, Zlato Moje",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Da Si Moj,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Daj Mi , Daj",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Kreni,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Tvoja Prva Djevojka,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Dodirni Mi Koljena,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Severina Mega Mix,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Sija Sunce, Trava Miriše",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Daj, Da Biram",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Mili Moj,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Goran Karan - Hitovi,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Kada Zaspu Anđeli (Ostani),,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Kazna Mi Je Što Te Ljubim,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Kao Da Te Ne Volim,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Lipa Si, Lipa",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Jubin Te, Jubin",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Prozor Kraj Đardina,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,"Partenca (Ay, Ay, Ay)",,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Ja Sam Samo Vagabundo,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Tu Non Llores Mi Querida,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Od Jubavi Sam Duša Ranjena,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Još Uvijek Vjerujem Da Ljubav Postoji,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Uvelo Lišće,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Kad Jesen Dođe,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
