Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,All_albums_discogs
58,vOntpwRZ_1_58,Gazde,Gazde,U snu i ljubavi,21974,"Jos uvijek cujem tvoje rijeci
sve ce ovo jednom proci
nasa ljubav, nasi snovi
neće nikad uspjeti

Ti si meni jednom rekla
da sam tebi navika
moje ruke u samoci
jos za tobom lutaju
 
Ref.
Sve jos pamtim
sve kroz mene prolazi 
tvoje tijelo 
u sobi gdje smo zivjeli ti i ja
u snu ljubavi

Za tebe ja sam bio dijete
samo igra naivna
boja neba, miris noci
vraca misli na tebe

Ref. 2x
","https://tekstovi.net/2,962,19592.html",,U snu i ljubavi,,,"Jos uvijek cujem tvoje rijeci
sve ce ovo jednom proci
nasa ljubav, nasi snovi
neće nikad uspjeti. Ti si meni jednom rekla
da sam tebi navika
moje ruke u samoci
jos za tobom lutaju. Ref.
Sve jos pamtim
sve kroz mene prolazi
tvoje tijelo
u sobi gdje smo zivjeli ti i ja
u snu ljubavi. Za tebe ja sam bio dijete
samo igra naivna
boja neba, miris noci
vraca misli na tebe",,https://lyricstranslate.com/en/gazde-u-snu-i-ljubavi-lyrics.html,['Vjekoslav Dimter'],['Vjekoslav Dimter'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/u-snu-i-ljubavi-7694.htm,U snu i ljubavi,1997 - Bit će bolje,2005 - Zlatna kolekcija,,"Još uvijek čujem tvoje riječi
Sve će ovo jednom proći,
Naša ljubav, naši snovi
Neće nikad uspjeti

Ti si meni jednom rekla
Da sam tebi navika,
Moje ruke u samoći
Još za tobom lutaju

I sve još pamtim,
Sve kroz mene prolazi,
Tvoje tijelo,
U sobi gdje smo živjeli
Ti i ja,
U snu ljubavi

Za tebe ja sam bio dijete,
Samo igra naivna,
Boja neba, miris noći
Vraća misli na tebe",U snu i ljubavi,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/u-snu-i-ljubavi.html,Gazde,U Snu I Ljubavi,3:35,Bit Će Bolje,,,nan-Bit Će Bolje/2000.0-12 Hitova/2005.0-Zlatna Kolekcija
59,vOntpwRZ_1_59,Gazde,Gazde,Usne boje vina,10584,"Ja svijetom skitam
za tebe pitam
i srce tebi 
na dlanu nosim

I svi mi kazu
skitnice luda
svoj dom potrazi
nemas vise kuda
(2x)
 
Ref.
Usne boje vina 
zaboravit' necu
donijele su ljubav
a uzele srecu

Usne boje vina
tko ih sad ljubi
ne zna da ga lazu
ne zna da ih gubi

Od vjetra nemam
boljega druga
pred nama noc je
i cesta duga

I svima kazem
zbogom, adio
jer tebe ljubim
a to nisam smio
(2x)

Ref. 2x

Ne zna da ga lazu
ne zna da ih gubi
","https://tekstovi.net/2,962,19602.html",,,,,,,,"['Rajko Dujmić', 'Nenad Ninčević']","['Rajko Dujmić', 'Nenad Ninčević']",['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/usne-boje-vina-7713.htm,Usne boje vina,,,,"Ja svijetom skitam
Za tebe pitam
I srce tebi
Na dlanu nosim

I svi mi kazu
Skitnice luda
Svoj dom potrazi
Nemas vise kuda

Usne boje vina
Zaboravit' necu
Donijele su ljubav
A uzele srecu

Usne boje vina
Tko ih sad ljubi
Ne zna da ga lazu
Ne zna da ih gubi

Od vjetra nemam
Boljega druga
Pred nama noc je
I cesta duga

I svima kazem
Zbogom, adio
Jer tebe ljubim
A to nisam smio

Ne zna da ga lazu
Ne zna da ih gubi",Usne boje vina,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/usne-boje-vina.html,Gazde,Usne Boje Vina,3:15,Na Dnu Duše Moje,1999.0,Rajko Dujmić,1999.0-Na Dnu Duše Moje
60,vOntpwRZ_1_60,Gazde,Gazde,Vazda gazda,13260,"Vazda gazda, gazda sam ja
becar, lola, skitnica
vazda gazda, sto mi fali
kome smeta nek se zali
vazda gazda, gazda sam ja
hej, hej, hej, hej
 
Da imam milijun ja
ne znam sto bi s njim
ne znam sto bi s njim
dzaba svega ako ja
mladjan poludim, mladjan poludim

Da mi daju vlast 
fala im za cast
tko bi gore sad je dolje
lako moze past'

Ref.
Vazda gazda, gazda sam ja
becar, lola, skitnica
mene znade svaka seka
sve odavde do Osijeka
vazda gazda, gazda sam ja

Vazda gazda, gazda sam ja
becar, lola, skitnica
vazda gazda, sto mi fali
kome smeta nek se zali
vazda gazda, gazda sam ja","https://tekstovi.net/2,962,18279.html",,,,,,,,"['Rajko Dujmić', 'Nenad Ninčević']","['Rajko Dujmić', 'Nenad Ninčević']",['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/vazda-gazda-7708.htm,Vazda gazda,1999 - Na dnu duše moje,2005 - Zlatna kolekcija,,,,,Gazde,Vazda Gazda,2:58,Na Dnu Duše Moje,1999.0,Rajko Dujmić,1999.0-Na Dnu Duše Moje/2000.0-12 Hitova/2005.0-Zlatna Kolekcija
61,vOntpwRZ_1_61,Gazde,Gazde,Za ljubav tvoju,13311,"Pogledaj me opet kao nekad prije
i ne reci nista sto bilo nije
pogledaj me jos jednom za srecu
lagao sam druge, tebi lagat' necu

Pogledaj me opet i mirnija budi
znam da nije tako sto govore ljudi
pogledaj me opet, jos jednom za srecu
lagao sam druge, tebi lagat' necu
 
Ref.
Za ljubav tvoju nek tambure ore
ista ce se pjesma pjevati do zore
za ljubav tvoju i sretnije lice
svirat ce se nocas dok ne puknu zice

Pogledaj me opet i mirnija budi
znam da nije tako sto govore ljudi
pogledaj me opet, jos jednom za srecu
lagao sam druge, tebi lagat' necu

Ref.

Za ljubav tvoju i sretnije lice
svirat ce se nocas dok ne puknu zice
","https://tekstovi.net/2,962,19593.html",,,,,,,,['Zdravko Šljivac'],['Duško Gruborović'],"['Zdravko Šljivac', 'Damir Mihovec']",['Gazde'],https://diskografija.com/pjesma/za-ljubav-tvoju-7685.htm,Za ljubav tvoju,1995 - Za ljubav tvoju,2005 - Zlatna kolekcija,,"Pogledaj me opet kao nekad prije
I ne reci nista sto bilo nije
Pogledaj me jos jednom za srecu
Lagao sam druge, tebi lagat' necu

Pogledaj me opet i mirnija budi
Znam da nije tako sto govore ljudi
Pogledaj me opet, jos jednom za srecu
Lagao sam druge, tebi lagat' necu

Za ljubav tvoju nek tambure ore
Ista ce se pjesma pjevati do zore
Za ljubav tvoju i sretnije lice
Svirat ce se nocas dok ne puknu zice

Pogledaj me opet i mirnija budi
Znam da nije tako sto govore ljudi
Pogledaj me opet, jos jednom za srecu
Lagao sam druge, tebi lagat' necu

Za ljubav tvoju i sretnije lice
Svirat ce se nocas dok ne puknu zice",Za ljubav tvoju,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/za-ljubav-tvoju.html,Gazde,Za Ljubav Tvoju,,Za Ljubav Tvoju,,Dušan Gruborović,nan-Za Ljubav Tvoju/2000.0-12 Hitova/2005.0-Zlatna Kolekcija
62,vOntpwRZ_1_62,Gazde,Gazde,Za tebe,10089,"Zivot moj prazan brod
zivot kao tamni svod
zivot moj pusti vrt
kao zemlja suh i skrt

Zivot moj zelen list
zivot kao suza cist
zivot moj, moje sve
dao bih za tebe
 
Ref. 2x
Nekoga moram voljeti
nekome se radovati
s nekim ja moram mastati
nekome moram prastati

Zivot moj meda vrc
zivot gorak kao zuc
zivot moj, moje sve
dao bih za tebe

Ref. 2x

Za tebe
","https://tekstovi.net/2,962,20236.html",,,,,,,,['Željko Krušlin'],['Željko Krušlin'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/za-tebe-7686.htm,Za tebe,,,,,,,Gazde,Za Tebe,,Za Ljubav Tvoju,,Željko Krušlin,nan-Za Ljubav Tvoju
63,vOntpwRZ_1_63,Gazde,Gazde,Zagorska,2209,"Kaj me pitas kaj zagorje ima
kaj me pitas gde su bregi ti
srce voli ono kaj je sveto
to si meni zagorje ti

Kad pri kleti vidis da se svetli
ti navrni, ne bu tebi zal
pajdasija svakomu je draga
zagorec bu sve za tebe dal
 
Ref. 2x
Zagorci smo mi, nek nas cuju svi
tu pri nase hize svi su veseli
zagorski je dom tu pri srcu mom
vrnul bum se navek bregu svom

Put me vodil gde sam se ja rodil
od tem kraju, povedal bum ti sad
sve sam videl, celog sveta presel
nigde nije lepse neg je tu

Dok na nebu lampasi svetiju
dok mi srce bude kucalo
ja bum ljubil svoju dedovinu
to vam veli srce zagorsko

Ref. 2x","https://tekstovi.net/2,962,49956.html",,,,,,,,"['D. Popović', 'Marko Bujanović']",['D. Popović'],"['D. Popović', 'Marko Bujanović']",['Gazde'],https://diskografija.com/pjesma/zagorska-3185.htm,Zagorska,,,,,,,Gazde,Zagorska,,Zbogom Za Zbogom,,,nan-Zbogom Za Zbogom
64,vOntpwRZ_1_64,Gazde,Gazde,Zaplakat ces,9731,"Sto mi brises s usne rijeci
radost tvoja je u tome
glasnike sto tugu nose
sto mi saljes da me lome

Sto mi gasis svijetlo rano
sto nam je od Boga dano
zar ti ljubav vise nije
gdje je srce bilo prije
 
Ref. 2x
Zaplakat' ces 
kad se sjetis sto je bilo
slomit ce te svaka suza moje milo

Sto mi gazis cvijet sto cvjeta
ostavljas mi gole grane
sto mi skidas s duse zlato
ne volis me to je zato 

Ref. 3x","https://tekstovi.net/2,962,32150.html",,,,,,,,['Marko Bujanović'],['Željko Krznarić'],['Marko Bujanović'],['Gazde'],https://diskografija.com/pjesma/zaplakat-ces-12596.htm,Zaplakat ćeš,,,,,,,Gazde,Zaplakat Ćeš,,Milijun Poljubaca,2010.0,,2010.0-Milijun Poljubaca
65,vOntpwRZ_1_65,Gazde,Gazde,Zauvijek,9047,"Usnama sam ljubav dobio
suzu s tvoga lica skinuo
jedan zivot kratak mi je
bez tebe i k'o da nije

Gore negdje medju zvijezdama
nasa svijeca vec dogorjela
nek' nas nose krila bijela
toplo mi je od tvog tijela
nosim te u dusi zauvijek
 
Ref. 2x
Nek' mi sve odnesu godine
dok si tu ne bojim se
tvoja ruka topla, mala
sto je tuga izbrisala
nosim te u dusi zauvijek

Gore negdje medju zvijezdama
nasa svijeca vec dogorjela
nek' nas nose krila bijela
toplo mi je od tvog tijela
nosim te u dusi zauvijek

Ref. 2x
","https://tekstovi.net/2,962,19893.html",,,,,,,,['Zdravko Šljivac'],['Željko Krznarić'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/zauvijek-7690.htm,Zauvijek,1995 - Za ljubav tvoju,2005 - Zlatna kolekcija,,"Usnama sam ljubav dobio,
suza sam s' tvog lica skinuo.
Jedan život kratak mi je,
Bez tebe i ko da nije.
Bez tebe i ko da nije.

Gore negdje među zvjezdama,
naša svijeća već dogorjela.
Nek nas nose krila bijela,
toplo mi je od tvog tijela.
Nosim te u duši zauvjek.

Nek mi sve, odnesu godine.
Dok si tu ne boji se.
Tvoja ruka topla, mala,
sto je tuga izbrisala.
Nosim te u duši zauvjek.",Zauvijek,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/zauvijek.html,Gazde,Zauvijek,,Za Ljubav Tvoju,,Željko Krznarić,nan-Za Ljubav Tvoju/2005.0-Zlatna Kolekcija
66,vOntpwRZ_1_66,Gazde,Gazde,Zbog tebe sam to sto jesam,27384,"Pokidali prsti zice
pa su pjesme pune tuge
nije za nas bilo srece
sreca je za ljude druge

Ref. 2x
Zbog tebe sam to sto jesam
valjda Bog je tako htio
pa me znaju svi birtasi
kod njih sam zbog tebe bio
 
Tako ce me zivot jednom
iznad neba ostaviti
tko ce zice popraviti
pjesmu tebi zapjevati

Ref. 2x

Zbog tebe sam to sto jesam","https://tekstovi.net/2,962,12269.html",,Zbog tebe sam to što jesam,I am what I am because of you,,"Pokidali prsti žice
Da su pjesme pune tuge
Nije za nas bilo sreće
Sreća je za ljude druge.. Zbog tebe sam to što jesam
Valjda Bog je tako htio
Pa me znaju svi birtaši
Kod njih sam zbog tebe pio.. Kod njih sam zbog tebe pio.. Tako će me život jednom
Iznad neba ostaviti
Tko će žice popraviti
Pjesmu tebi zapjevati.. Zbog tebe sam to što jesam
Valjda Bog je tako htio
Pa me znaju svi birtaši
Kod njih sam zbog tebe pio.. Zbog tebe sam to sto jesam..","The fingers have broken the strings
So the songs are full of sadness
There was no happiness for us
Happiness is for other people.. I am what I am because of you
I guess it was God's will
And so all the saloonkeepers know me
I was drinking at their saloons because of you.. I was drinking at their saloons because of you.. Like that, life will one day
Leave me above the sky
Who will repair the strings
Sing a song to you. I am what I am because of you
I guess it was God's will
And so all the saloonkeepers know me
I was drinking at their saloons because of you.. I am what I am because of you...",https://lyricstranslate.com/en/zbog-tebe-sam-sam-jesam-i-am-what-i-am-because-you.html,['Zdravko Šljivac'],['Željko Krznarić'],"['Zdravko Šljivac', 'Damir Mihovec']",['Gazde'],https://diskografija.com/pjesma/zbog-tebe-sam-to-sto-jesam-7673.htm,Zbog tebe sam to što jesam,1994 - Zbog tebe sam to što jesam,2005 - Zlatna kolekcija,,"Pokidali prsti žice
Da su pjesme pune tuge
Nije za nas bilo sreće
Sreća je za ljude druge.

Zbog tebe sam to što jesam
Valjda Bog je tako htio
Pa me znaju svi birtaši
Kod njih sam zbog tebe pio.

Kod njih sam zbog tebe pio.

Tako će me život jednom
Iznad neba ostaviti
Tko će žice popraviti
Pjesmu tebi zapjevati.

Zbog tebe sam to što jesam
Valjda Bog je tako htio
Pa me znaju svi birtaši
Kod njih sam zbog tebe pio.

Zbog tebe sam to sto jesam.",Zbog tebe sam to što jesam,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/zbog-tebe-sam-to-sto-jesam.html,Gazde,Zbog Tebe Sam To Što Jesam,2:53,Zbog Tebe Sam To Što Jesam,,,"nan-Zbog Tebe Sam To Što Jesam/nan-Gazde Zagrebu, Koncert Iz Doma Športova/nan-Gazde Zagrebu, Koncert Iz Doma Športova/2000.0-12 Hitova/2005.0-Zlatna Kolekcija"
67,vOntpwRZ_1_67,Gazde,Gazde,Zbogom za zbogom,39047,"Na grozdje sve mirise
jesen je oko nacela
da l' moje ime pise
tamo gdje si se budila

Tvoje je pola svijeta
dao Bog da budes sretnija
samo nek' ti bude sveta
uspomena naseg sna
 
Ref. 2x
Zbogom za zbogom
jos samo to nam ostaje
bila je ljubav
al' ona dugo ne traje

Zbogom za zbogom
da nam se duse pozdrave
da se usne napiju
jer u ljubav neciju
 tvoje vise vjeruju

Ref. 2x","https://tekstovi.net/2,962,19891.html",,,,,,,,['Željko Krušlin'],['Željko Krznarić'],['Marko Bujanović'],['Gazde'],https://diskografija.com/pjesma/zbogom-za-zbogom-3179.htm,Zbogom za zbogom,,,,"Na grožđe sve miriše, jesen je oko načela
Da l' moje ime piše tamo gdje si se budila
Tvoje je pola svijeta, dao Bog da budeš sretnija
Samo nek ti bude sveta uspomena našeg sna

Zbogom, za zbogom još samo to nam ostaje
Bila je ljubav al' ona dugo ne traje
Zbogom, za zbogom da nam se duše pozdrave
Da se usne napiju, jer u ljubav nečiju, tvoje više vjeruju",Zbogom za zbogom,https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/zbogom-za-zbogom.html,Gazde,Zbogom Za Zbogom,,Zbogom Za Zbogom,,,nan-Zbogom Za Zbogom
68,vOntpwRZ_1_68,Gazde,Gazde,"Zoro, vec mi svanulo",5491,"Sve je tako brzo proslo
preklinjem sad zivot svoj
drugo vrijeme sad je doslo
al' u njemu nisam tvoj

Ref. 2x
Zoro, vec mi svanulo
s tobom sam najvise bio
samo tebi istinu sam rek'o
a od drugih suze krio
 
Zelio bih, kad bih mog'o
kad bih suza imao
pustio bih vrisak boli
al' sa zorom sve bi nestalo

Ref.  2x
","https://tekstovi.net/2,962,20237.html",,,,,,,,['Petar Crljen'],['Stjepan Kralj'],['Zdravko Šljivac'],['Gazde'],https://diskografija.com/pjesma/zoro-vec-mi-svanulo-7692.htm,"Zoro, već mi svanulo",,,,"Sve je tako brzo proslo
Preklinjem sad zivot svoj
Drugo vrijeme sad je doslo
Al' u njemu nisam tvoj

Zoro, vec mi svanulo
S tobom sam najvise bio
Samo tebi istinu sam rek'o
A od drugih suze krio

Zelio bih, kad bih mog'o
Kad bih suza imao
Pustio bih vrisak boli
Al' sa zorom sve bi nestalo","Zoro, već mi svanulo",https://cuspajz.com//tekstovi-pjesama/pjesma/gazde/zoro-vec-mi-svanulo.html,Gazde,"Zoro, Već Mi Svanulo",,Za Ljubav Tvoju,,Petar Crljen,nan-Za Ljubav Tvoju
