Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Aranžman_diskografija,Album_7_diskografija,Album_8_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
26,D7roOOt+_1_26,Josipa Lisac,Josipa Lisac,Hazarder,8041,"Od rodjenja s vatrom igras se ti
i ni malo se ne plasis nje
skromnost nije ti vrlina, ne
od zivota uvijek trazis sve

Ti ne znas sto je strah i bol
i ne zelis nikad nista na pol
tu igru katkad ne igras fer
 
Ref.
K'o hazarder, k'o hazarder
k'o hazarder, k'o hazarder
na kocku uvijek stavljas sve

Kad ruleta pocne vrtjet se ta
u tvom oku vidim ludi sjaj
sve il' nista citam na licu tvom
za te je moguc samo jedan kraj

Sve uvijek mora bit' po tvoj
tajna uspjeha i lezi u tom
put naprijed, tvoj je jedini smjer

Ref.

Za te prepreka nema, ne
ti tvrdoglava si zvijer
spreman razbiti glavom zid

K'o hazarder, k'o hazarder
k'o hazarder, k'o hazarder
profesionalac-hazarder

Mediokritete ne trpis ti
mlakost ide ti na zivce, znam
ziherastvo mrzis vise od sveg
svoje bitke uvijek vodis sam

Za kompromise ne znas ti
najjaci si kad te napadnu svi
znam, ne moze se uvijek bit' fer

K'o hazarder, k'o hazarder
k'o hazarder, k'o hazarder
profesionalac-hazarder","https://tekstovi.net/2,383,22195.html",,Hazarder,Gambler,Lisica,"Od rođenja s vatrom igraš se ti
1
i nimalo se ne plašiš nje.
Skromnost nije ti vrlina, ne,
od života uvijek tražiš sve.
Ti ne znaš što je strah i bol
i ne želiš nikad ništa na pol.
Tu igru katkad ne igraš fer -
ko' hazarder... ko' hazarder...
ko' hazarder... ko' hazarder
na kocku uvijek stavljaš sve.. Kad ruleta počne vrtjet se ta,
u tvom oku vidim ludi sjaj:
""Sve il' ništa!"" - čitam na licu tvom,
za te je moguć samo jedan kraj.
Sve uvijek mora biti po tvom,
tajna uspjeha i leži u tom.
Put naprijed tvoj je jedini smjer -
ko' hazarder... ko' hazarder...
ko' hazarder... ko' hazarder
na kocku uvijek stavljaš sve.. Za te prepreka nema, ne!
Ti tvrdoglava si zvijer,
spreman razbiti glavom zid,
ko' hazarder... (ko' hazarder)
ko' hazarder... (ko' hazarder)
profesionicalac-hazarder.. Mediokritete ne trpiš ti,
mlakost ide ti na živce, znam;
ziheraštvo mrziš više od sveg,
svoje bitke uvijek vodiš sam;
za kompromise ne znaš ti,
najjači si kad te napadnu svi.
Znam, ne može se uvijek biti fer-
ko' hazarder... ko' hazarder...
ko' hazarder... ko' hazarder...
profesionalac-hazarder.","You play with fire ever since the day you were born
And you're not afraid of it not one bit
Humility is not a virtue of yours, no
You always look for everything out of life
You don't know about fear and pain
And you never want anything half way
You're not always fair when playing this game -
Like a gambler... like a gambler...
Like a gambler... like a gambler...
You always go all in. When roulette starts to turn
I see that crazy glow in your eye
""All or nothing"" - reads on your face
There's only one possible outcome for you
Everything must always be your way
That is the key to success
Right ahead is your only direction
Like a gambler... like a gambler...
Like a gambler... like a gambler...
You always go all in. There are no obstacles for you, no!
You are a stubborn beast
Prepared to demolish the wall using your head
Like a gambler... (like a gambler...)
Like a gambler... (like a gambler...)
Professional - gambler. You can't stand mediocre people
Lukewarm gets you in the nerve, I know,
You hate playing safe more than anything
You always fight your own battles
You don't know what a compromise is
You're the strongest when everyone attacks you
I know, you can't always be fair -
Like a gambler... like a gambler...
Like a gambler... like a gambler...
Professional - gambler",https://lyricstranslate.com/en/hazarder-gambler.html,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],1982 - Lisica,"1996 - Koncert u čast Karla Metikoša - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/hazarder-3558.htm,Hazarder,2002 - Zvuk osamdesetih Pop i Rock 1982 - 1983,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",2007 - The platinum collection,,['Branislav Živković'],,,"Od rođenja s vatrom igraš se ti
I ni malo se ne plašiš nje
Skromnost nije ti vrlina, ne
Od života uvijek tražiš sve
Ti ne znaš što je stah i bol
I ne želiš nikad ništa na pol
Tu igru katkad ne igraš fer -
Ko hazarder, ko hazarder
Ko hazarder, ko hazarder
Na kocku uvijek stavljaš sve

Kad ruleta poćne vrtjet se ta
U tvom oku vidim ludi sjaj
Sve il' ništa - čitam na tvom licu
Za te je moguć samo jedan kraj
Sve uvijek mora biti po tvom
Tajna uspjeha i leži u tom
Put naprijed tvoj je jedini smjer
Ko hazarder, ko hazarder
Ko hazarder, ko hazarder
Na kocku uvijek stavljaš sve

Za te prepreka nema, ne
Ti tvrdoglava si zvijer
Spreman razbiti glavom zid
Ko hazarder, ko hazarder
Ko hazarder, ko hazarder
Profesionalac - hazarder

Mediokritete ne trpiš ti
Mlakost ide ti na živce znam
Žiherastvo mrziš više od sveg
Svoje bitke uvijek vodiš sam
Za kompromise ne znaš ti
Najjači si kad te napadnu svi
Zname, ne može se uvijek biti fer -
Ko hazarder, ko hazarder
Ko hazarder, ko hazarder
Profesionalac - hazarder",Hazarder,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/hazarder.html
27,D7roOOt+_1_27,Josipa Lisac,Josipa Lisac,"Hir, hir, hir",9557,"Sve sto kazem, sve sto cinim
sve je kazu hir
svaka rijec i svaka kretnja
sve je samo hir

Ref. 2x
Hir, hir, hir
sve je samo hir
 
Od frizure do odijela
sve je samo hir
preko glazbe pa do jela
sve je samo hir

Preko stvari koje volim
pa do drustva mog
sve sto citam i sto slusam
sve ih smeta to

Kad me bilo sto ponese
kao divlji vir
zao jezik spremno kaze
opet njezin hir

Ref. 2x

Sve od sminke na mom licu
pa do glasa mog
sve sto zelim, sve sto trazim
od zivota svog

Ref. 2x

Kad sam tuzna, il' se smijesim
sve je samo hir
il' u pravu, il' kad grijesim
sve je samo hir

Cak i kada mislim glasno
kazem bilo sto
svaki pogled, korak svaki
sve ih smeta to

Ref. 2x","https://tekstovi.net/2,383,19396.html",,"Hir, hir, hir","Whim, whim, whim","Hir, hir, hir","Sve što kažem, sve što činim,
1
sve je, kažu, hir.
Svaka riječ i svaka kretnja,
sve je samo hir.
Hir, hir, hir...
sve samo hir!. Od frizure do odijela
sve je samo hir.
Preko glazbe pa do jela,
sve je samo hir.. Preko stvari koje volim
pa do društva mog,
sve što čitam i što slušam,
sve ih smeta to.. Čak i za to što sam sama
i što volim mir,
zao jezik spremno kaže -
opet njezin hir!. Hir, hir, hir...
sve je, kažu, hir!
Hir, hir, hir...
sve je samo hir!. Sve od šminke na mom licu
pa do glasa mog,
sve što želim, sve što tražim
od života svog.... Hir, hir, hir...
sve je, kažu, hir!
Hir, hir, hir...
sve je samo hir!. Kad sam tužna il' se smiješim,
sve je, kažu, hir.
Il' u pravu il' kad griješim -
sve je samo hir.. Čak i kada mislim glasno,
kažem bilo što,
svaki pogled, korak svaki,
sve ih smeta to!. Kad me bilo što ponese
kao divlji vir,
zlobni jezik spremno kaže
opet njezin hir!
Hir, hir, hir...","Whatever I say, whatever I do
everything's, as they say, a whim
every word and every move
everything's just a whim
whim, whim, whim
everything's just a whim. From my hairstyle to my outfit
everything's just a whim
over the music to the food
everything's just a whim. Over the stuff I love
to my friends
everything I read or listen to
everything bothers them. Even because I am alone
and because I love peace
the evil tongue is ready to say -
again her whim!. Whim, whim, whim
everything's, as they say, a whim
whim, whim, whim
everything's a whim. From the make up on my face
to my voice
everything I desire, everything I demand
from my life. Whim, whim, whim
everything's, as they say, a whim
whim, whim, whim
everything's a whim. When I'm sad or if I'm smiling
everything's, as they say, a whim
when I'm right or if I'm in the wrong
everything's a whim. Even if I think out loud
say no matter what
each look, each step
everything bothers them. When something grabs me
like a crazy whirl
the evil tongue is ready to say -
again her whim!. Whim, whim, whim...",https://lyricstranslate.com/en/hir-hir-hir-whim-whim-whim.html,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],"1980 - Hir, hir, hir","1992 - Live in Lap - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/hir-hir-hir-3570.htm,"Hir, hir, hir",1998 - The best of,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",2007 - The platinum collection,,"['Davor Črnigoj', 'A. Mažuran', 'S. Sadiković']",,,"Sve što kažem, sve što činim,
Sve je, kažu, hir.
Svaka riječ i svaka kretnja,
Sve je samo hir.
Hir, hir, hir
Sve samo hir!
Od frizure do odijela
Sve je samo hir.
Preko glazbe pa do jela,
Sve je samo hir.
Preko stvari koje volim
Pa do društva mog,
Sve što čitam i što slušam,
Sve ih smeta to.
Čak i za to što sam sama
I što volim mir,
Zao jezik spremno kaže -
Opet njezin hir!
Hir, hir, hir
Sve je, kažu, hir!
Hir, hir, hir
Sve je samo hir!

Sve od šminke na mom licu
Pa do glasa mog,
Sve što želim, sve što tražim
Od života svog
Hir, hir, hir
Sve je, kažu, hir!
Hir, hir, hir
Sve je samo hir!
Kad sam tužna il' se smiješim,
Sve je, kažu, hir.
Il' u pravu il' kad griješim -
Sve je samo hir.
Čak i kada mislim glasno,
Kažem bilo sto,
Svaki pogled, korak svaki,
Sve ih smeta to!
Kad me bilo što ponese
Kao divlji vir,
Zlobni jezik spremno kaže
Opet njezin hir!
Hir, hir, hir","Hir, hir, hir",https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/hir-hir-hir.html
28,D7roOOt+_1_28,Josipa Lisac,Josipa Lisac,Hocu da te pratim svud,9022,"Trazim nasu prvu sliku
hocu neku drugu pricu
ljepsi zaplet
koji nema kraj

Ti si danas ljut i tuzan
ja sam sama, ne znam kuda
ruzan strah u meni
mijenja sve
 
Hajde, daj mi nadu 
koja ne bjezi
daj mi nadu onog crnog 
koji svira blues

Hajde, daj mi let
koji se leti
daj mi neku drugu pricu
koju zelim ja, od koje gubim dah

Ref.
Jer hocu da te pratim svud
i kada te nema
jer hocu da te pratim svud
i kada si tu
jer hocu da te pratim svud

Jer ja sam tu, jer ja te znam
jer ja sam tvoj dom
jer ti si moj dom
i hocu to da znas","https://tekstovi.net/2,383,22266.html",,Hoću da te pratim svud,I Want To Follow You Everywhere,Hoću samo tebe,"Tražim našu prvu sliku
hoću neku drugu priču
ljepši zaplet
koji nema kraja. Ti si danas ljut i tužan
ja sam sama, ne znam kuda
ružan strah u meni
mijenja sve. Hajde, daj mi nadu
koja ne bježi
daj mi nadu onog crnog
koji svira blues. Hajde, daj mi let
koji se leti
daj mi neku drugu priču
koju želim ja, od koje gubim dah. Jer hoću da te pratim svud
i kada te nema
jer hoću da te pratim svud
i kada si tu
jer hoću da te pratim svud. Jer ja sam tu, jer ja te znam
jer ja sam tvoj dom
jer ti si moj dom
i hoću to da znaš","I look for our first photo
I want some different story
A nicer twist
That has no end.. You're angry and sad today
I'm alone, I've got nowhere to go
An uglay fear inside me
Changes everything.. Come on, give me hope
That doesn't run away,
Give me the hope of the black man
Playing the blues. Come on, give me a flight
To be flown
Give me some different story
The one I want, one that makes you lose you breath.. Because I want to follow you everywhere
Even when you're gone
Because I want to follow you everywhere
Even when you're here
Because I want to follow you everywhere. Because I'm here, because I know you
Because I'm your home
Because you're my home
And I want you to know that.",https://lyricstranslate.com/en/ho%C4%87u-da-te-pratim-svud-i-want-follow-you-everywhere.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/hocu-da-te-pratim-svud-3545.htm,Hoću da te pratim svud,,,,,,,,"Trazim nasu prvu sliku
Hocu neku drugu pricu
Ljepsi zaplet
Koji nema kraj

Ti si danas ljut i tuzan
Ja sam sama, ne znam kuda
Ruzan strah u meni
Mijenja sve

Hajde, daj mi nadu
Koja ne bjezi
Daj mi nadu onog crnog
Koji svira blues

Hajde, daj mi let
Koji se leti
Daj mi neku drugu pricu
Koju zelim ja, od koje gubim dah

Jer hocu da te pratim svud
I kada te nema
Jer hocu da te pratim svud
I kada si tu
Jer hocu da te pratim svud

Jer ja sam tu, jer ja te znam
Jer ja sam tvoj dom
Jer ti si moj dom
I hocu to da znas",Hoću da te pratim svud,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/hocu-da-te-pratim-svud.html
29,D7roOOt+_1_29,Josipa Lisac,Josipa Lisac,Hocu samo tebe,22832,"Ne vjeruj mi kad placem
ne trazi da ti pricam
ne vjeruj mi kad bjezim
zar ne shvacas da volim

Ref.
I kad hodam, i kad stanem
i kad mislim, i kad placem
uvijek hocu samo tebe
iste dane, istu sebe
 
Uvijek hocu samo jedno
da ti budes moje nebo
uvijek hocu samo tebe
iste dane, istu sebe

Ref.","https://tekstovi.net/2,383,21825.html",,Hoću samo tebe,I Want Only You,Hoću samo tebe,"Ne vjeruj mi kad plačem,
ne traži da ti pričam,
ne vjeruj mi kad bježim,
zar ne shvaćaš da volim?. I kad hodam, i kad stanem,
i kad mislim, i kad lažem,
uvijek hoću samo tebe,
iste dane, istu sebe.. Uvijek hoću samo jedno,
da ti budeš moje nebo.
Uvijek hoću samo tebe,
iste dane, istu sebe.","Don't believe me when I cry,
don't ask me to talk to you,
don't believe me when I'm running,
don't you get that I love you?. And when I'm walking, and when I'm standing
and when I'm thinking, and when I'm lying,
I want only you,
the same days, the same you.. I always just want one thing
that is for you to be my sky.
I always only want you,
the same days, the same you.",https://lyricstranslate.com/en/ho%C4%87u-samo-tebe-i-want-only-you.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/hocu-samo-tebe-3548.htm,Hoću samo tebe,,,,,,,,"Ne vjeruj mi kad placem
Ne trazi da ti pricam
Ne vjeruj mi kad bjezim
Zar ne shvacas da volim

I kad hodam, i kad stanem
I kad mislim, i kad placem
Uvijek hocu samo tebe
Iste dane, istu sebe

Uvijek hocu samo jedno
Da ti budes moje nebo
Uvijek hocu samo tebe
Iste dane, istu sebe",Hoću samo tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/hocu-samo-tebe.html
30,D7roOOt+_1_30,Josipa Lisac,Josipa Lisac,I mama mi je rekla to,10663,"Od pocetka su govorili mi svi
ovaj momak nije za te, znaj
mijenja cure kao rublje svaki dan
za vjernost jednoj zeni ne zna taj

I zato ne, ne zaljubljuj se ti
on ti moze donijet' samo zlo
prekini s njim
i mama mi je rekla to
 
Svi do jednog su se slagali u tom
da si negativan skroz naskroz
brojat' skalpove i praviti se vazan
da je oduvijek tvoj glavni stos

U jedan glas su ponavljali svi
on ti moze donijet' samo zlo
prekini s njim
i mama mi je rekla to

Ref.
Grakcu, grakcu na me cijeli dan
cavke, cavke oko mene svud
to sto krijeste napamet vec znam
mala, okani se njega
vuk nikad ne mijenja cud

Nije on za tebe, nije
nije on za tebe, nije
nije on, i mama mi je rekla to

","https://tekstovi.net/2,383,21640.html",,I mama mi je rekla to,,Lisica (1982),"Od početka su govorili mi svi:
""Ovaj momak nije za te, znaj.
Mijenja cure kao rublje svaki dan,
za vjernost jednoj ženi, ne zna taj.
I zato - ne, ne zaljubljuj se ti,
on ti može donijet samo zlo.
Prekini s njim!""
I mama mi je rekla to.. Svi do jednog su se slagali u tom,
da si negativan skroz naskroz,
brojat skalpove i praviti se važan,
da je oduvijek tvoj glavni štos.
U jedan glas su ponavljali svi:
""On ti može donijet samo zlo.
Prekini s njim!""
I mama mi je rekla to.. Grakću, grakću na me cijeli dan,
čavke, čavke oko mene svud.
To što kriješte napamet već znam:
""Mala, okani se njega,
vuk nikad ne mijenja ćud!"". ""Nije on za tebe, nije!
Nije on za tebe, nije!
Nije on za tebe, nije!
Nije on za tebe, nije!
Nije on...!""
I mama mi je rekla to.",,https://lyricstranslate.com/en/josipa-lisac-i-mama-mi-je-rekla-lyrics.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/i-mama-mi-je-rekla-to-3553.htm,I mama mi je rekla to,,,,,,,,"Od početka su govorili mi svi
Ovaj momak nije za te, znaj
Mijenja cure kao rublje svaki dan
Za vjernost jednoj ženi ne zna taj
I zato ne, ne zaljubljuj se ti
On ti može donijeti samo zlo
Prekini s njim
I mama mi je rekla to.

Svi do jednog su se slagali u tom
Da si negativan skroz naskroz
Brojat skalpove i praviti se važan
Da je oduvjek tvoj glavni štos
U jedan glas su ponavljali svi
On ti može donijeti samo zlo
Prekini s njim
I mama mi je rekla to.

Grakću, grakću na me cijeli dan
Cavke, cavke oko mene svud
To što krijeste napamet već znam
Mala, okani se njega, vuk nikad ne mijenja čud.

Nije on za tebe, nije
Nije on za tebe, nije
Nije on za tebe, nije
Nije on za tebe, nije
Nije on
I mama mi je rekla to",I mama mi je rekla to,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/i-mama-mi-je-rekla-to.html
31,D7roOOt+_1_31,Josipa Lisac,Josipa Lisac,"I tece, tece vrijeme",11821,"Posljednja ulica, posljednji krov
posljednja svjetla grada
stojim na raskrscu tuzna i sama
i pitam se, kuda sada, o

Zelim da nadjem nekakav put
koji ce povest' me k tebi
htjela bih cuti opet tvoj smijeh
da te privinem k sebi
 
Ref.
O, tece, tece vrijeme
i idu, i idu sati
nekome zaborav nose
a netko vjecno pamti

I tece, tece vrijeme
i idu, i idu sati
netko ne dodje nikada
a netko se ipak vrati

Dan prije rastanka bili smo tu
sjecam se kao sada
rek'o si mirno, kad izgubis sve
ipak ce ostati nada

Ref.
","https://tekstovi.net/2,383,21667.html",,"I teče, teče vrijeme",And the Time Flies By,Najveći uspjesi 68/73,"Posljednja ulica, posljednji krov,
posljednja svjetla grada.
Stojim na raskršću tužna i sama,
i pitam se, kuda sada.. Želim da nađem nekakav put,
koji će povest' me k tebi.
Htjela bih čuti opet tvoj smijeh,
kad te privinem k sebi.. O, teče, teče vrijeme,
i idu, i idu sati.
Nekome zaborav nose,
a netko vječno pati.. I teče, teče vrijeme,
i idu, idu sati.
Netko ne dođe nikada,
a netko se ipak vrati.. Dan prije rastanka bili smo tu,
sjećam se kao sada.
Rek'o si mirno: „Kad izgubiš sve,
ipak će ostati nada”.. Jer teče, teče vrijeme…","The last street, the last roof,
the last city lights.
I stand on the crossroads sad and lonely
And ask myself: Where to now?. I want to find some way
that will take me to you.
I would like to hear your laughter again
when I hold you again.. Oh, the time flies, flies by,
and the hours pass.
They bring oblivion to someone
and someone suffers eternally.. And the time flies, flies by
and the hours pass.
Someone never arrive,
and someone yet returns.. A day before breaking up we were here
I remember it, like it was now.
You told me calmly: ""When you loose everything,
the hope will remain."". Because the time flies, flies by...",https://lyricstranslate.com/en/i-tece-tece-vrijeme-and-time-flies.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/i-tece-tece-vrijeme-3658.htm,"I teće, teće vrijeme",,,,,,,,"Posljednja ulica, posljednji krov
Posljednja svjetla grada
Stojim na raskrscu tuzna i sama
I pitam se, kuda sada, o

Zelim da nadjem nekakav put
Koji ce povest' me k tebi
Htjela bih cuti opet tvoj smijeh
Da te privinem k sebi

O, tece, tece vrijeme
I idu, i idu sati
Nekome zaborav nose
A netko vjecno pamti

I tece, tece vrijeme
I idu, i idu sati
Netko ne dodje nikada
A netko se ipak vrati

Dan prije rastanka bili smo tu
Sjecam se kao sada
Rek'o si mirno, kad izgubis sve
Ipak ce ostati nada","I teče, teče vrijeme",https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/i-tece-tece-vrijeme.html
32,D7roOOt+_1_32,Josipa Lisac,Josipa Lisac,I'm over you,6558,"Look at me
I'm not hurt anymore
can't you see
I left my heart at your frontdoor

Ref.
I'm over you, the crying, just stand it
I'm threw, I'm over you
I'm not under your spell anymore
 
Night and day
I was loving you and then
you went away
and now that you're come back again

Ref.

Now I'm so happy with somebody else
I'm not a fool anymore
I got a hold of myself

Ref. ","https://tekstovi.net/2,383,21866.html",,,,,,,,,,,,,,,,,,,,,,"Look at me
I'm not hurt anymore
Can't you see
I left my heart at your frontdoor

I'm over you, the crying, just stand it
I'm threw, I'm over you
I'm not under your spell anymore

Night and day
I was loving you and then
You went away
And now that you're come back again

Now I'm so happy with somebody else
I'm not a fool anymore
I got a hold of myself",I'm over you,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/im-over-you.html
33,D7roOOt+_1_33,Josipa Lisac,Josipa Lisac,Ides,7364,"Ti opet nocas nekud ides
i odnosis sa sobom sve
radi neke ludosti
ti opet krivis me

A vec osjecam u zraku
ti nocas plakat ces u mraku
zvonit ce telefon moj
i pricat ces o svemu, znam
 
Ref. 
Hej, zasto opet bjezis
i tako glupo grijesis
hej, zasto opet krijes
da me ipak volis
da me ipak zelis

O, kako je to glupo
glupo, glupo
kao mali djecak ti si jos
i kao da bas nista ne znas
ti odlazis u hladnu noc

Ref.","https://tekstovi.net/2,383,21880.html",,Ideš,You're Leaving,Hoću samo tebe,"Ti opet noćas nekud ideš,
i odnosiš sa sobom sve.
Radi neke ludosti,
ti opet kriviš me.. A već osjećam u zraku,
ti noćas plakat ćeš u mraku.
Zvonit će telefon moj,
i pričat češ o svemu, znam.. Hej, zašto opet bježiš,
i tako glupo griješiš.
Hej, zašto opet kriješ,
da me ipak voliš,
da me ipak zeliš.. O, kako je to glupo,
kao mali djecak ti si još,
i kao da baš ništa ne znaš,
ti odlaziš u hladnu noć.","You're going somewhere tonight again,
and you take everything with you.
You do something crazy
and you blame me again.. But I already feel it in the air,
tonight you'll cry in the dark.
My phone will ring,
and you'll talk about everything, I know.. Hey, why are you running again,
and make such stupid mistakes.
Hey, why are you hiding again,
do you still love me,
do you still want me.. Oh, how stupid is that,
you're still like a little boy,
and as if you don't know anything,
you're leaving at night when it's cold.",https://lyricstranslate.com/en/ide%C5%A1-youre-leaving.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/ides-3551.htm,Ideš,,,,,,,,"Ti opet nocas nekud ides
I odnosis sa sobom sve
Radi neke ludosti
Ti opet krivis me

A vec osjecam u zraku
Ti nocas plakat ces u mraku
Zvonit ce telefon moj
I pricat ces o svemu, znam

Hej, zasto opet bjezis
I tako glupo grijesis
Hej, zasto opet krijes
Da me ipak volis
Da me ipak zelis

O, kako je to glupo
Glupo, glupo
Kao mali djecak ti si jos
I kao da bas nista ne znas
Ti odlazis u hladnu noc",Ideš,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/ides.html
34,D7roOOt+_1_34,Josipa Lisac,Josipa Lisac,Igra valova u mom sjecanju,9776,"Samo prazan dom i moras uc'
srusen za mene je svijet
neki stari brod i usnuli skolj
znam da te zalud cekam ja
znam dobro ja, da lazna je ta

Ref.
Igra valova u mom sjecanju
kad tebe nema tu
igra sjecanja nase ljubavi
sve je sto imam ja
 
Ja sam sama sad, ti nisi tu
sto je ostalo od nas
svi ti sretni sni su proslost za nas
ljubavi nema za taj svijet
i sve sto ja znam su sjecanja ta

Ref.

To je znak da zivot s tobom 
nije laz i nije san
a more zna da zivot s tobom nije san
i zasto sam tebe voljela
o, znam dobro ja da lazna je ta

Ref.","https://tekstovi.net/2,383,22275.html",,Igra valova u mom sjećanju,Game Of Waves In My Memory,Najveći uspjesi 68/73,"Samo prazan dom i mora šum.
Srušen za mene je svijet,
Neki stari brod i usnuli škoj.
Zna da te zalud čekam ja,
znam dobro ja, da lažna je ta.... Igra valova u mom sjećanju,
kad tebe nema tu.
Igra sjećanja naše ljubavi,
sve je što imam ja.. Ja sam sama sad, ti nisi tu,
što je ostalo od nas?
Svi ti sretni sni su prošlost za nas,
ljubavi nema za taj svijet,
i sve što ja znam su sjećanja ta.. Igra valova u mom sjećanju,
kad tebe nema tu.
Igra sjećanja naše ljubavi,
sve je što imam ja.. More zna da život s tobom
nije laž i nije san.
More zna zašto plačem za tobom
i zašto sam tebe voljela!. O, znam dobro ja da lažna je ta.... Igra valova u mom sjećanju,
kad tebe nema tu.
Igra sjećanja naše ljubavi,
sve je što imam ja","just an empty home and the sea murmur
World is shattered for me
Some old boat and an island asleep
Know i wait for you in vain
I know it well, that it's untruthful, that.... Game of waves in my memory
When you're not there
Game of memories of our love is
All I have. I'm alone now, you're not here
What is left of us?
All those happy dreams are past to us,
There's no love for that world
And all I know are those memories. Game of waves in my memory
When you're not there
Game of memories of our love is
All I have. The sea knows that life with you is
Not a lie and not a dream
The sea knows why I cry for you
And why I loved you!. Oh, I know it all too well that it is untruthful, that.... Game of waves in my memory
When you're not there
Game of memories of our love is
All I have",https://lyricstranslate.com/en/igra-valova-u-mom-sje%C4%87anju-game-waves-my-memory.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/igra-valova-u-mom-sjecanju-3654.htm,Igra valova u mom sjećanju,,,,,,,,"Samo prazan dom i moras uc'
Srusen za mene je svijet
Neki stari brod i usnujis to
Znaj da te zauvijek cekam ja
Znam dobro ja, al' lazna je ta

Igra valova u mom sjecanju
Kad tebe nema tu
Igra sjecanja nase ljubavi
Sve je sto imam ja

Ja sam sama sad, ti nisi tu
Sto je ostalo od nas
Svi ti sretni sni su proslost za nas
Ljubavi nema za taj svijet
I sve sto ja znam su sjecanja ta

To je znak da zivot s tobom
Nije laz i nije san
More zna zasto placem za tobom
I zasto sam te voljela
O, znam dobro ja da lazna je ta",Igra valova u mom sjećanju,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/igra-valova-u-mom-sjecanju.html
35,D7roOOt+_1_35,Josipa Lisac,Josipa Lisac,Intima,8658,"Potrazi sa mnom novi put
kraj neke rijeke tihi put

Oazu gdje bi nasli mi
ljepotu prirode i njezne muzike
daleko od svih ti i ja
u ostvarenju davnog sna
 
I dajem sve
za jedan dan s tobom tu
intimno i strogo ampanue

Ref.
Nek' svijet bude trka za njih
za vostane snobove
te vjecne robove
civilizacije bez relaksacije

Nas bijeg od svega
mozda bit' ce dug
jer vezani smo
cvrsto u taj krug

Al' nek nas vodi zelja ta
u svijetu mira ti i ja
u dvoje sad mi podjimo kroz taj svijet
intimno i uvijek tete a tete

Ref.","https://tekstovi.net/2,383,22340.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/intima-3661.htm,Intima,,,,,,,,"Potrazi sa mnom novi put
Kraj neke rijeke tihi put

Oazu gdje bi nasli mi
Ljepotu prirode i njezne muzike
Daleko od svih, ti i ja
U ostvarenju davnog sna

I dajem sve
Za jedan dan s tobom tu
Intimno i strogo ampanue

Nek' svijet bude trka za njih
Za vostane snobove
Te vjecne robove
Civilizacije bez relaksacije

Nas bijeg od svega
Mozda bit' ce dug
Jer vezani smo
Cvrsto u taj krug

Al' nek nas vodi zelja ta
U svijetu mira ti i ja
Udvoje sad mi podjimo kroz taj svijet
Intimno i uvijek tete a tete",Intima,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/intima.html
