Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Arranged By_discogs,Music By_discogs,Backing Vocals_discogs,Written By_discogs,Conductor_discogs,Orchestra_discogs,Performer_discogs,Choir_discogs,Ensemble_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Adapted By (Text)_discogs,Transferred By_discogs,Adapted By_discogs,Music By [Miscredited]_discogs,Music By [Uncredited]_discogs,Engineer_discogs,Producer_discogs,Backing Band_discogs,Guest_discogs,Composed By_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Tiho,Tiho,Uspomeno",3:37,,Najljepše Ljubavne Pjesme,2010.0,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tvoj Dječak Je tužan,2:58,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Mili Bože,3:21,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Oj, Curice Šil Dil Daj",3:42,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Baranje Se Ne Bi Odrekao,3:56,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Hej, Bećari",2:22,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,CD 3,,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Rusule Ti Nosin,4:47,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Zlatni Snovi,3:32,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Moj Marjane, Adio",3:14,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Good Bye Amerika, Good Bye",3:34,,50 Originalnih Pjesama,2015.0,,,,,,,,,,,,,,,,,,,,,,,,2015.0-50 Originalnih Pjesama,2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Cilog Su Života Tonule Mi Lađe,4:06,,Cvijet Čežnje - Kićo Dalmaciji,2017.0,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Cvijet Čežnje - Kićo Dalmaciji,2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Zlatna Jesen,3:50,,Cvijet Čežnje - Kićo Dalmaciji,2017.0,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Cvijet Čežnje - Kićo Dalmaciji,2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bonus Tracks:,,,Cvijet Čežnje - Kićo Dalmaciji,2017.0,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Cvijet Čežnje - Kićo Dalmaciji,2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Dalmatinska Elegija,4:56,,Cvijet Čežnje - Kićo Dalmaciji,2017.0,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Cvijet Čežnje - Kićo Dalmaciji,2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Proplakat Će Zora,3:22,,Cvijet Čežnje - Kićo Dalmaciji,2017.0,,,,,,,,,,,,,,,,,,,,,,,"Klapa ""Bonaca""",2017.0-Cvijet Čežnje - Kićo Dalmaciji,2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Три Сладки Думи,,,Изпълнения На Круно Слабинац,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0-Изпълнения На Круно Слабинац,0.0-Изпълнения На Круно Слабинац
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Свири Музиканте, Свири",,,Изпълнения На Круно Слабинац,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0-Изпълнения На Круно Слабинац,0.0-Изпълнения На Круно Слабинац
