Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
42,LC92qBcX_1_42,Vlado Kalember,Vlado Kalember,Otkad si otisla,23262,"Nemoj me zvati, ne, ti nisi bila fer
tebi sam bio stvar, u srcu podstanar
tvoje su ljubavi uzmi pa ostavi
ovo je mali grad, jos manji bice ti sad

Onog dana kad si nestala
bila je nedjelja
niti korak nisi zastala
kad sam te zvao ja
 
Ref.
Otkad si otisla ja nemam nikoga
a tebi zelim ludjaka 
kome ista je svaka
koji nije kao ja

Otkad si otisla niko mi ne treba
a tebi zelim kretena
hajde budi mu zena
to si zasluzila

Plakaces satima, lupaces vratima
zvaces me sto, sto put na dan
al' neces naci me, mrtav sam za tebe
makar zauvijek ostao sam","https://tekstovi.net/2,642,9845.html",,Otkad si otišla,Since you left,,"Nemoj me zvati, ne, ti nisi bila fer
Tebi sam bio stvar, u srcu podstanar
Tvoje su ljubavi - uzmi pa ostavi
Ovo je mali grad, još manji bit će ti sad. Onog dana kad si nestala
Bila je nedjelja
Niti korak nisi zastala
Kad sam te zvao ja. (Refren)
Otkad si otišla, ja nemam nikoga
A tebi želim luđaka
Kome ista je svaka
Koji nije kao ja. Otkad si otišla, nitko mi ne treba
A tebi želim kretena
Hajde, budi mu žena
To si zaslužila. Plakat ćeš satima, lupat ćeš vratima
Zvat ćeš me sto, stoput na dan
Al' nećeš naći me, mrtav sam za tebe
Makar zauvijek ostao sam","Don't call me, no, you weren't fair
I was just an object to you, a boarder in your heart
Your love is ""take it and leave it""
This is a small town, it's going to get even smaller for you now. The day you disappeared
It was Sunday
You didn't even stop
When I called you. Chorus:
Since you left, I don't have anyone
And for you, I want a mad man
Who thinks that all the girls are the same
Who isn't like me. Since you left, I don't need anyone
And for you, I want a jerk
C'mon, be his wife
You deserved it. You'll cry for hours, you'll bang the doors
You'll call me a hundred, hundred times a day
But you won't find me, I'm dead for you
Even if I stay alone forever",https://lyricstranslate.com/en/otkad-si-otisla-you-left.html,,,,,,,,,,,,,"Nemoj me zvati, ne, ti nisi bila fer
Tebi sam bio stvar, u srcu podstanar
Tvoje su ljubavi uzmi pa ostavi
Ovo je mali grad, još manji bit će ti sad

Onog dana kad si nestala
Bila je nedjelja
Niti korak nisi zastala
Kad sam te zvao ja

Otkad si otišla, ja nemam nikoga
A tebi želim luđaka
Kome ista je svaka
Koji nije kao ja

Otkad si otišla, nitko mi ne treba
A tebi želim kretena
Hajde, budi mu žena
To si zaslužila

Plakat ćeš satima, lupat ćeš vratima
Zvat ćeš me sto, stoput na dan
Al' nećeš naći me, mrtav sam za tebe
Makar zauvijek ostao sam",Otkad si otišla,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/otkad-si-otisla.html,Vlado Kalember,Odkad Si Otišla,3:49,Rano Mi Je Zaspati,,,,,nan-Rano Mi Je Zaspati/2002.0-Največji Hiti
43,LC92qBcX_1_43,Vlado Kalember,Vlado Kalember,Padam u ponore,493,"Nitko me ne zna 
ranu kojim prolazim
svaku vece 
istim putem dolazim

Nitko ne ceka 
moj povratak na vratima
tisina slusa 
odjek mojih koraka
 
Slomljena vesala 
na morima bez obala
ostavljen struji 
i nemilosti vjetrova

Slucajan susret 
i nada koja prolazi
ne znace mnogo 
za vrijeme koje dolazi

Ref.
Padam u ponore 
za svijetlom koje nestaje
padam u ponore
te neprekidne prevare

U dugoj potrazi 
za nekim mirnim lukama
ostajem porazen 
sa vjecno praznim rukama

Prolazan kao 
zeljeznicka stanica
zarobljen vjecno 
u igrama bez granica

Proslost sve mjenja 
a sve se vec dogodilo
suvise kasno 
da bi nesto znacilo

Ref.","https://tekstovi.net/2,642,61854.html",,,,,,,,['Vlado Kalember'],https://diskografija.com/pjesma/padam-u-ponore-4461.htm,Padam u ponore,['Vlado Kalember'],['J. Kekelj'],"['Nikša Bratoš', 'Vlado Kalember']",,,,,,,,,,Vlado Kalember,Padam U Ponore,5:25,Vino Na Usnama,Jadranka Kekelj,,Vlado Kalember,,nan-Vino Na Usnama/1988.0-Vino Na Usnama
44,LC92qBcX_1_44,Vlado Kalember,Vlado Kalember,Po tebi znam sto je zena,6894,"Po tebi znam sto je zena
po tebi znam sto je to
da te ima kad te nema
probudjena ili snena

Po tebi znam sto je zena
po tebi znam sto je bol
kad si tu i kad te nema
i s drugim srecom opijena
po tebi znam sto je zena
 
Ref.
Kad te nema, kad sam tuzan
k'o da ljubav sam ti duzan
zauvijek sam tvoja sjena
po tebi znam sto je zena

Kad me mucis nemirima
kad me palis dodirima
sve si moje svakog trena
po tebi znam sto je zena

Po tebi znam sto je zena
po tebi znam sto je bol
kad si tu i kad te nema 
i s drugim srecom opijena
po tebi znam sto je zena

Ref.","https://tekstovi.net/2,642,22563.html",,Po tebi znam što je žena,"По тебе знаю, что такое женщина",,"Po tebi znam što je žena
po tebi znam što je to
da te ima kad te nema
probuđena ili snena. Po tebi znam što je žena
po tebi znam što je bol
kad si tu i kad te nema
i s drugim srećom opijena
po tebi znam što je žena. [Refren]
Kad te nema, kad sam tužan
k'o da ljubav sam ti dužan
zauvijek sam tvoja sjena
po tebi znam što je žena. Kad me mučiš nemirima
kad me pališ dodirima
sve si moje svakog trena
po tebi znam što je žena. Po tebi znam što je žena
po tebi znam što je bol
kad si tu i kad te nema
i s drugim srećom opijena
po tebi znam što je žena. [Refren]","По тебе знаю, что такое женщина,
По тебе знаю, что это.
Когда ты есть и когда тебя нет,
Бодрствуешь ты или спишь.. По тебе знаю, что такое женщина.
По тебе знаю, что такое боль.
Когда ты здесь и когда тебя нет,
И с другим ты опьянена счастьем.
По тебе знаю, что такое женщина.. Припев:
Когда тебя нет, когда я в печали,
Когда должен тебе любви.
Всегда я буду тебе как тень,
По тебе знаю, что такое женщина.. Когда ты мучишь меня беспокойством,
Когда меня распаляешь касаниями.
Ты моё всё каждое мгновение.
По тебе знаю, что такое женщина.. По тебе знаю, что такое женщина.
По тебе знаю, что такое боль.
Когда ты здесь и когда тебя нет,
И с другим ты опьянена счастьем.
По тебе знаю, что такое женщина.. Припев.",https://lyricstranslate.com/en/po-tebi-znam-%C5%A1to-je-%C5%BEena-%D0%BF%D0%BE-%D1%82%D0%B5%D0%B1%D0%B5-%D0%B7%D0%BD%D0%B0%D1%8E-%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D0%B6.html,['Vlado Kalember'],https://diskografija.com/pjesma/po-tebi-znam-sto-je-zena-10921.htm,Po tebi znam što je žena,['Davor Jelavić Dado'],['Željko Krznarić'],['Vlado Kalember'],2007 - Hrvatski Radijski Festival 2007 -Zabavna i narodna,2012 - 2012 - Srebrna Krila,,,,,,,,,,,,,,,,
45,LC92qBcX_1_45,Vlado Kalember,Vlado Kalember,Ponoc otkucava,5980,"Ponoc otkucava
s kim mi draga spava
cije tijelo grije
kao moje prije 

Sit sam zena, gladan ljubavi
jer ni jedna od njih nisi ti
sit sam ljubit, gladan voljeti
tebe imat, a ne imati
 
Ref.
Ponoc otkucava
s kim mi draga spava
tko joj ljubi rane
da li misli na me

Ponoc otkucava
s kim mi draga spava
cije tijelo grije
kao moje prije

Sit sam lazi, gladan istine
pored svake mislim na tebe
sit sam cekat tvoje korake
biti s drugom, a bit' kraj tebe

Ref.

Sto imena na mom ramenu
al' nijedno od njih u srcu
sto pobjeda svojih slavit cu
al' u dusi poraz nosit cu

Ref. 2x","https://tekstovi.net/2,642,21294.html",,Ponoć otkucava,Midnight is ticking,,"Ponoć otkucava
S kim mi draga spava?
Čije tijelo grije
kao moje prije?. Sit sam žena, gladan ljubavi
jer ni jedna od njih nisi ti
sit sam ljubit, gladan voljeti
tebe imat, a ne imati. [Refren]
Ponoć otkucava
s kim mi draga spava?
Tko joj ljubi rame?
Da li misli na me?
Ponoć otkucava
s kim mi draga spava?
Čije tijelo grije
kao moje prije?. Sit sam laži, gladan istine
pored svake mislim na tebe
sit sam čekat tvoje korake
biti s drugom, a bit' kraj tebe. [Refren]. Sto imena na mom ramenu
al' nijedno od njih u srcu
sto pobjeda svojih slavit ću
al' u duši poraz nosit ću. [Refren]","Midnight is ticking
Who is my lady sleeping with
Who's body she's warming up
Like she did mine. I'm fed up of women, but hungry for love
Because none of them is you
I'm fed up of kissing, hungry to love
To have you, but not to have you. Chorus
Midnight is ticking
Who is my lady sleeping with
Who is kissing her shoulder
Is she thinking of me. Midnight is ticking
Who is my lady sleeping with
Who's body she's warming up
Like she did mine. I'm fed up with lies, hungry for truth
Of all women i'm thinking of you
I'm fed up with waiting for your steps
To be with the other, but to be with you. Chorus. A hundred names on my shoulder
But none of them in my heart
A hundred of victories i will celebrate
But carry a defeat i'm my soul",https://lyricstranslate.com/en/ponoc-otkucava-midnight-ticking.html,['Vlado Kalember'],https://diskografija.com/pjesma/ponoc-otkucava-7011.htm,Ponoć otkucava,,,,,,,,,,"Ponoć otkucava
S kim mi draga spava
Cije tijelo grije
Kao moje prije

Sit sam žena, gladan ljubavi
Jer ni jedna od njih nisi ti
Sit sam ljubit', gladan voljeti
Tebe imat', a ne imati

Ponoć otkucava
S kim mi draga spava
Tko joj ljubi rane
Da li misli na me

Ponoć otkucava
S kim mi draga spava
Cije tijelo grije
Kao moje prije

Sit sam laži, gladan istine
Pored svake mislim na tebe
Sit sam čekat' tvoje korake
Biti s drugom, a bit' kraj tebe

Sto imena na mom ramenu
Al' nijedno od njih u srcu
Sto pobjeda svojih slavit ću
Al' u duši poraz nosit ću",Ponoć otkucava,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/ponoc-otkucava.html,Vlado Kalember,Ponoć Otkucava,3:35,Ponoć Otkucava,,,,,nan-Ponoć Otkucava
46,LC92qBcX_1_46,Vlado Kalember,Vlado Kalember,Prijatelju (duet Vladimir Kocis Zec),7039,"Godine su prolazile, a mi lutali
prijatelji dobri bili, sve smo dijelili
prosli smo sve i svasta, dobro, a i zlo
sve dok nije dosla ona pa se desilo

Ref.
Nije lako, prijatelju, bila mi je sve
i nemoj da se nasi dani slome radi nje
pusti pticu da odleti i s drugim nadje spas
sreca nek je svuda prati, a tuga je za nas
 
Jedno drugom uvijek kad je bilo potrebno
pruzili smo ruku, srce nije pitalo
sad je doslo drugo vrijeme, mijenjas li se to
mozda bi te srce njeno i promijenilo

Ref.","https://tekstovi.net/2,642,18784.html",,Prijatelju,,,"Godine su prolazile, a mi lutali
prijatelji dobri bili, sve smo dijelili
prošli smo sve i svašta, dobro, a i zlo
sve dok nije došla ona pa se desilo. Ref.
Nije lako, prijatelju, bila mi je sve
i nemoj da se naši dani slome radi nje
pusti pticu da odleti i s drugim nađe spas
sreća nek je svuda prati, a tuga je za nas. Jedno drugom uvijek kad je bilo potrebno
pružili smo ruku, srce nije pitalo
sad je došlo drugo vrijeme, mijenjaš li se to
možda bi te srce njeno i promijenilo. Ref.",,https://lyricstranslate.com/en/vlado-kalember-prijatelju-lyrics.html,"['Vlado Kalember', 'Vladimir Kočiš Zec']",https://diskografija.com/pjesma/prijatelju-6245.htm,Prijatelju,['Vladimir Kočiš Zec'],['Željko Krznarić'],,2004 - Koprivnica 2004,"2004 - Zlatna kolekcija Inventura
Aranžman: Vladimir Kočiš Zec",,,,,"Godine su prolazile, a mi lutali
Prijatelji dobri bili, sve smo dijelili
Prošli smo sve i svašta, dobro, a i zlo
Sve dok nije došla ona pa se desilo

Nije lako, prijatelju, bila mi je sve
I nemoj da se naši dani slome radi nje
Pusti pticu da odleti i s drugim nađe spas
Sreća nek je svuda prati, a tuga je za nas

Jedno drugom uvijek kad je bilo potrebno
Pružili smo ruku, srce nije pitalo
Sad je došlo drugo vrijeme, mijenjaš li se to
Mozda bi te srce njeno i promijenilo",Prijatelju (duet Vladimir Kočiš Zec),https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/prijatelju-duet-vladimir-kocis-zec.html,,,,,,,,,
47,LC92qBcX_1_47,Vlado Kalember,Vlado Kalember,Pusti mene lutalicu,2491,"Hej, dobar dan ti ljubavi
sto mi radis, kako si
jos si kao gutljaj vina
jos si lijepa, jos si fina
a proslo je tol'ko godina

Hej, dobar dan ti mladosti
daj se probaj sjetiti
pjesme, vina i gitara
starih slika iz ormara
a na njima ljubav ti i ja
 
Ref.
Pusti mene, mene
pusti mene lutalicu
ja ti imam nesanicu
skita svuda glava luda

Dobar dan ti mladosti
daj se probaj sjetiti
pjesme, vina i gitara
starih slika iz ormara
a na njima ljubav ti i ja

Ref. 3x","https://tekstovi.net/2,642,36550.html",,Pusti Mene Lutalicu,"Отпусти меня, бродягу",,"Hej, dobar dan ti ljubavi
što mi radiš, kako si
još si kao gutljaj vina
još si lijepa, još si fina
a prošlo je tol'ko godina. Hej, dobar dan ti mladosti
daj se probaj sjetiti
pjesme, vina i gitara
starih slika iz ormara
a na njima ljubav ti i ja. Ref.
Pusti mene, mene
pusti mene lutalicu
ja ti imam nesanicu
skita svuda glava luda. Dobar dan ti mladosti
daj se probaj sjetiti
pjesme, vina i gitara
starih slika iz ormara
a na njima ljubav ti i ja. Ref. 3x","Эй, добрый день тебе, любовь,
Что ты со мной делаешь, как твои дела?
Ты ещё как глоток вина,
Ты ещё красива и изыскана,
А прошло столько лет.. Эй, добрый день тебе, молодость,
Давай попробуй вспомнить
Песни, вина и гитары,
И старых фото из шкафа,
А на них любовь, ты и я.. ПРИПЕВ:
Отпусти меня. меня,
Отпусти меня, бродягу;
У меня бессонница,
И скитается всюду дурная голова.. Эй, добрый день тебе, молодость,
Давай попробуй вспомнить
Песни, вина и гитары,
И старых фото из шкафа,
А на них любовь, ты и я.. (Припев:) 3х",https://lyricstranslate.com/en/pusti-mene-lutalicu-%D0%BE%D1%82%D0%BF%D1%83%D1%81%D1%82%D0%B8-%D0%BC%D0%B5%D0%BD%D1%8F-%D0%B1%D1%80%D0%BE%D0%B4%D1%8F%D0%B3%D1%83.html,['Vlado Kalember'],https://diskografija.com/pjesma/pusti-mene-lutalicu-14089.htm,"Pusti mene, lutalicu",,,,,,,,,,,,,Vlado Kalember,"Pusti Mene, Lutalicu",2:46,Za Ljubav Me Ne Pitaj,,,,,nan-Za Ljubav Me Ne Pitaj
48,LC92qBcX_1_48,Vlado Kalember,Vlado Kalember,Pusti otok,4513,"E, da znam za neki otok
gdje nikoga nema
otis'o bih ja do njega
ovog istog trena

Pijesak, palme, jata ptica
toplog sunca sjaj 
i uz svijecu kolibica
obecani raj
 
Ref.
Tu bih se skrivao, suncao, plivao
u mrezi uzivao za spavanje
tu bih sanjario, ni za sta mario
na miru stario, i bez tebe
o, o, i bez tebe

E, da znam za pusti otok
usred oceana
gdje Kolumba nije bilo
niti Magellana

Svijet je blesav pa ce nestat'
ista si i ti
pa od svega, i od tebe
pobjegao bih

Ref. 2x","https://tekstovi.net/2,642,26709.html",,Pusti otok,,,"E, da znam za neki otok
gdje nikoga nema
otiš'o bih ja do njega
ovog istog trena. Pijesak, palme, jata ptica
toplog sunca sjaj
i uz svijeću kolibica
obećani raj. [Refren]
Tu bih se skrivao, sunčao, plivao
u mreži uživao za spavanje
tu bih sanjario, ni za šta mario
na miru stario, i bez tebe
o, o, i bez tebe. E, da znam za pusti otok
usred oceana
gdje Kolumba nije bilo
niti Magellana. Svijet je blesav pa će nestat'
ista si i ti
pa od svega, i od tebe
pobjegao bih. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-pusti-otok-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/pusti-otok-7015.htm,Pusti otok,,,,,,,,,,"E, da znam za neki otok
Gdje nikoga nema
Otis'o bih ja do njega
Ovog istog trena

Pijesak, palme, jata ptica
Toplog sunca sjaj
I uz svijecu kolibica
Obecani raj

Tu bih se skrivao, suncao, plivao
U mrezi uzivao za spavanje
Tu bih sanjario, ni za sta mario
Na miru stario, i bez tebe
O, o, i bez tebe

E, da znam za pusti otok
Usred oceana
Gdje Kolumba nije bilo
Niti Magellana

Svijet je blesav pa ce nestat'
Ista si i ti
Pa od svega, i od tebe
Pobjegao bih",Pusti otok,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/pusti-otok.html,Vlado Kalember,Pusti Otok,3:45,Ponoć Otkucava,,,,,nan-Ponoć Otkucava
49,LC92qBcX_1_49,Vlado Kalember,Vlado Kalember,Rano mi je zaspati,5305,"Pita mene moja mati
kud ces, sine, ti
vec je proslo dvanaest sati
hajde spavati

Isto mi je je li ponoc
ili sunce sja
doslo mi je, neka mi je
izlazim ti ja
 
Ref.
Rano, rano, rano mi je, rano zaspati
ja cu nocas vino piti, zoru cekati
rano, rano, rano mi je, rano zaspati
najsladje je kad se ljubi iza ponoci

I da legnem, mila mati 
necu zaspati
ni na nebu, ni na zemlji nema pomoci

Ref. 2x","https://tekstovi.net/2,642,26330.html",,Rano mi je zaspati,,,"Pita mene moja mati
kud ćeš, sine, ti
već je prošlo dvanaest sati
hajde spavati. Isto mi je je li ponoć
ili sunce sja
došlo mi je, neka mi je
izlazim ti ja. [Refren]
Rano, rano, rano mi je, rano zaspati
ja ću noćas vino piti, zoru čekati
rano, rano, rano mi je, rano zaspati
najslađe je kad se ljubi iza ponoći. I da legnem, mila mati
neću zaspati
ni na nebu, ni na zemlji nema pomoći. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-rano-mi-je-zaspati-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/rano-mi-je-zaspati-14096.htm,Rano mi je zaspati,,,,,,,,,,"Pita mene moja mati
Kud ces, sine, ti
Vec je proslo dvanaest sati
Hajde spavati

Isto mi je je li ponoc
Ili sunce sja
Doslo mi je, neka mi je
Izlazim ti ja

Rano, rano, rano mi je, rano zaspati
Ja cu nocas vino piti, zoru cekati
Rano, rano, rano mi je, rano zaspati
Najsladje je kad se ljubi iza ponoci

I da legnem, mila mati
Necu zaspati
Ni na nebu, ni na zemlji nema pomoci",Rano mi je zaspati,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/rano-mi-je-zaspati.html,Vlado Kalember,Rano Mi Je Zaspati,3:09,Rano Mi Je Zaspati,,,,,nan-Rano Mi Je Zaspati/2002.0-Največji Hiti
50,LC92qBcX_1_50,Vlado Kalember,Vlado Kalember,Sjeti se mene,11033,"Pamtis li jos one noci
kad nismo htjeli kuci poci
kad smo se ljubili, glave izgubili

Pamtis li jos one dane
kad nismo imali mane
samo vrline, slatke i fine
 
Ref. 2x
Sjeti se mene kad ti je najteze
kada te oko srca tuga steze
sjeti se mene kad ti je najljepse
sjeti se onog ja te volim najvise

Pamtis li jos ono vrijeme
kad nije bilo dileme
da li sam ja, covijek za tebe

Pamtis li jos ona jutra 
kad nije bilo vazno sutra
samo danas, a gdje smo danas

Ref. 2x","https://tekstovi.net/2,642,19976.html",,Sjeti se mene,Вспомни меня,,"Pamtiš li još one noći
kad nismo htjeli kući poći
kad smo se ljubili, glave izgubili. Pamtiš li još one dane
kad nismo imali mane
samo vrline, slatke i fine. [Refren]
Sjeti se mene kad ti je najteže
kada te oko srca tuga steže
sjeti se mene kad ti je najljepše
sjeti se onog ja te volim najviše. Pamtiš li još ono vrijeme
kad nije bilo dileme
da li sam ja čovjek za tebe. Pamtiš li još ona jutra
kad nije bilo važno sutra
samo danas, a gdje smo danas. [Refren]","Помнишь ли ты те ночи,
Когда мы не хотели пойти домой;
Когда мы от поцелуев потеряли голову?. Помнишь ли ты те дни.
Когда у нас не было недостатков.
Лишь достоинства, нежные и классные?. ПРИПЕВ: 2х
Вспомни меня когда тебе хуже всего,
И когда тебя стиснет печаль около сердца;
Вспомни меня когда тебе лучше всего,
Вспомни то, что я люблю тебя всего превыше.. Помнишь ли ты ещё то время,
Когда не было дилеммы:
Я ли мужчина для тебя?. Помнишь ли ты ещё те утра,
Когда не было важно завтра,
Лишь сегодня, а где мы сегодня?. (Припев:) 2х",https://lyricstranslate.com/en/sjeti-se-mene-%D0%B2%D1%81%D0%BF%D0%BE%D0%BC%D0%BD%D0%B8-%D0%BC%D0%B5%D0%BD%D1%8F.html,['Vlado Kalember'],https://diskografija.com/pjesma/sjeti-se-mene-4264.htm,Sjeti se mene,['Vlado Kalember'],['Vlado Kalember'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,"Pamtis li jos one noci
Kad nismo htjeli kuci poci
Kad smo se ljubili, glave izgubili

Pamtis li jos one dane
Kad nismo imali mane
Samo vrline, slatke i fine

Sjeti se mene kad ti je najteze
Kada te oko srca tuga steze
Sjeti se mene kad ti je najljepse
Sjeti se onog ja te volim najvise

Pamtis li jos ono vrijeme
Kad nije bilo dileme
Da li sam ja, covijek za tebe

Pamtis li jos ona jutra
Kad nije bilo vazno sutra
Samo danas, a gdje smo danas",Sjeti se mene,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/sjeti-se-mene.html,Vlado Kalember,Sjeti Se Mene,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
51,LC92qBcX_1_51,Vlado Kalember,Vlado Kalember,Snjezana,7447,"Kad ja vidim bijele pahulje
kad napolju pada prvi snijeg
ja pomislim, mala, na tebe
sklopim oci pa se sjetim sveg'

Kako si mi ove godine
svi se zale, kazu, tesko je
al' je meni ipak najteze
svak' je s nekim, a ja bez tebe
a ja bez tebe
 
Ref.
Dok snijeg pada, Snjezana
snijeg iz nasih godina 
tvoje ime doziva
tko te zove voljena 
tko te snenu pokriva
dok snijeg pada, Snjezana","https://tekstovi.net/2,642,26312.html",,Snježana,,,"Kad ja vidim bijele pahulje
kad napolju pada prvi snijeg
ja pomislim, mala, na tebe
sklopim oči pa se sjetim sveg. Kako si mi ove godine
svi se žale, kažu, teško je
al' je meni ipak najteže
svak je s nekim, a ja bez tebe
a ja bez tebe. [Refren]
Dok snijeg pada, Snježana
snijeg iz naših godina
tvoje ime doziva
tko te zove voljena
tko te snenu pokriva
dok snijeg pada, Snježana",,https://lyricstranslate.com/en/vlado-kalember-snjezana-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/snjezana-14085.htm,Snježana,,,,,,,,,,"Kad ja vidim bijele pahulje
Kad napolju pada prvi snijeg
Ja pomislim, mala, na tebe
Sklopim oči pa se sjetim sveg'

Kako si mi ove godine
Svi se žale, kažu, teško je
Al' je meni ipak najteže
Svak' je s nekim, a ja bez tebe
A ja bez tebe

Dok snijeg pada, Snježana
Snijeg iz naših godina
Tvoje ime doziva
Tko te zove voljena
Tko te snenu pokriva
Dok snijeg pada, Snježana",Snježana,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/snjezana.html,Vlado Kalember,Snježana,3:54,Za Ljubav Me Ne Pitaj,,,,,nan-Za Ljubav Me Ne Pitaj/2013.0-Najljepše Ljubavne Pjesme/nan-The Best Of Collection
52,LC92qBcX_1_52,Vlado Kalember,Vlado Kalember,Srest cemo se opet,13244,"Zadnja slika koju pamtim
ti i ja na stanici
vlak za pet minuta krece
tebe odnosi

K'o na kraju tuznog filma
sve mi izgleda
samo sto mi nismo glumci
sve je istina
 
Tristo misli u minuti
a nijedna rijec
svijet bi dao kad bi znao
sto ti sada rec'

Ref.
Srest' cemo se opet
zagrliti jako
ni meni, ni tebi tada
nece biti lako

Srest' cemo se opet
vjeruj, bit' ce tako
vrijeme lijeci sve
al' samo jedno ne
to je sjecanje

Putuj i javi se

K'o na kraju tuznog filma
sve mi izgleda
samo sto mi nismo glumci
sve je istina

Tristo misli u minuti
a nijedna rijec
svijet bi dao kad bi znao
sto ti sada rec'

Ref. 2x

Putuj i javi se","https://tekstovi.net/2,642,20687.html",,Srest ćemo se opet,,,"Zadnja slika koju pamtim
ti i ja na stanici
vlak za pet minuta kreće
tebe odnosi. K'o na kraju tužnog filma
sve mi izgleda
samo što mi nismo glumci
sve je istina. Tristo misli u minuti
a nijedna riječ
svijet bi dao kad bi znao
što ti sada reć'. [Refren]
Srest ćemo se opet
zagrliti jako
ni meni, ni tebi tada
neće biti lako. Srest ćemo se opet
vjeruj, bit će tako
vrijeme liječi sve
al' samo jedno ne
to je sjećanje. Putuj i javi se. K'o na kraju tužnog filma
sve mi izgleda
samo što mi nismo glumci
sve je istina. Tristo misli u minuti
a nijedna riječ
svijet bi dao kad bi znao
što ti sada reć'. [Refren]. Putuj i javi se",,https://lyricstranslate.com/en/vlado-kalember-srest-cemo-se-opet-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/srest-cemo-se-opet-14087.htm,Srest ćemo se opet,,,,,,,,,,"Zadnja slika koju pamtim
Ti i ja na stanici
Vlak za pet minuta kreće
Tebe odnosi

K'o na kraju tužnog filma
Sve mi izgleda
Samo što mi nismo glumci
Sve je istina

Tristo misli u minuti
A nijedna riječ
Svijet bih dao kad bih znao
Što ti sada reć'

Srest' ćemo se opet
Zagrliti jako
Ni meni ni tebi tada
Neće biti lako

Srest' ćemo se opet
Vjeruj, bit će tako
Vrijeme liječi sve
Al' samo jedno ne
To je sjećanje

Putuj i javi se

K'o na kraju tužnog filma
Sve mi izgleda
Samo što mi nismo glumci
Sve je istina

Tristo misli u minuti
A nijedna riječ
Svijet bih dao kad bih znao
Što ti sada reć'",Srest ćemo se opet,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/srest-cemo-se-opet.html,Vlado Kalember,Srest Ćemo Se Opet,,Ćao Amore,,1984.0,,,1984.0-Ćao Amore/nan-The Best Of Collection
