Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Strings_discogs,Album_year_discogs,Recorded By_discogs,Producer_discogs,Engineer_discogs,Guitar_discogs,Backing Vocals_discogs,Vocals_discogs,Mixed By_discogs,Brass_discogs,Harp_discogs,Keyboards_discogs,Bass_discogs,Bagpipes_discogs,Drums_discogs,Interviewee_discogs,Interviewer_discogs,Album_year_title_discogs,All_albums_discogs
Bijelo Dugme,Bijelo Dugme,"Lipe Cvatu, Sve Je Isto K'o I Lani",3:26,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004/2004.0-1974 - 2004/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Ćiribiribela,4:12,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/2005.0-Antologija 2 ('84 - '89)/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe 14.11.14 Sampler/2016.0-40
Bijelo Dugme,Bijelo Dugme,Šta Ima Novo,5:21,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40
Bijelo Dugme,Bijelo Dugme,Neću To Na Brzaka,4:10,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/2014.0-Bijelo Dugme/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Evo Zakleću Se,5:53,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Đurđevdan Je A Ja Nisam S Onom Koju Volim,3:55,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Napile Se Ulice,2:49,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/nan-Nakon Svih Ovih Godina/nan-Rock & Roll/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40/0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Ako Ima Boga,5:18,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Nakon Svih Ovih Godina,4:40,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Antologija - 18 Najvećih Hitova/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-The Ultimate Collection/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Lijepa Naša,3:18,Ćiribiribela,,,,,,,,,,,,,,,,,,,,,,nan-Ćiribiribela,nan-Ćiribiribela/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Zaboravi Ako Možeš,,Nakon Svih Ovih Godina,,,,,,,,,,,,Željko Bebek,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina
Bijelo Dugme,Bijelo Dugme,Lipe Cvatu,,Nakon Svih Ovih Godina,,,,,,,,,,,,,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina/nan-Antologija - 18 Najvećih Hitova/nan-Kompilacija Bijelo Dugme/nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,Jer Kad Ostariš,,Nakon Svih Ovih Godina,,,,,,,,,,,,,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/2016.0-40/0.0-..Kad Smo Bili
Bijelo Dugme,Bijelo Dugme,Da Te Bogdo Ne Volim,,Nakon Svih Ovih Godina,,,,,,,,,,,,,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Ružica Si Bila,,Nakon Svih Ovih Godina,,,,,,,,,,,,,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina/nan-Antologija - 18 Najvećih Hitova/nan-Kompilacija Bijelo Dugme/0.0-..Kad Smo Bili
Bijelo Dugme,Bijelo Dugme,Đurđevdan,,Nakon Svih Ovih Godina,,,,,,,,,,,,,,,,,,,,,,nan-Nakon Svih Ovih Godina,nan-Nakon Svih Ovih Godina
Bijelo Dugme,Bijelo Dugme,"Ne Spavaj, Mala Moja, ...",,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,"Tako Ti Je Mala Moja, ...",,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,"Bekrija Si, ...",,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,"Eto, Bas Hocu!",,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,Na Zadnjem Sjedistu Moga Auta,,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,Cudesno Jutro ...,,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,Ha-Ha-Ha,,Rock & Roll,,,,,,,,,,,,,,,,,,,,,,nan-Rock & Roll,nan-Rock & Roll
Bijelo Dugme,Bijelo Dugme,"Jer, Kad Ostariš",5:40,Ima Neka Tajna Veza,,,,,,,,,,,,,,,,,,,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza
Bijelo Dugme,Bijelo Dugme,Padaju Zvijezde,4:40,Ima Neka Tajna Veza,,,,,,,,,,,,,,,,,,,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-Box Set Deluxe/nan-Box Set Deluxe 14.11.14 Sampler/2016.0-40
Bijelo Dugme,Bijelo Dugme,Čudesno Jutro U Krevetu Gospođe Petrović,2:27,Ima Neka Tajna Veza,,,,,,,,,,,,,,,,,,,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza
Bijelo Dugme,Bijelo Dugme,"Ružica Si Bila, Sada Više Nisi",3:47,Ima Neka Tajna Veza,,,,,,,,,,,,,,,,,Nenad Stefanović,,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza/2005.0-Antologija 2 ('84 - '89)/2016.0-40
Bijelo Dugme,Bijelo Dugme,Lipe Cvatu (Sve Je Isto K'o I Lani),4:00,Ima Neka Tajna Veza,,,,,,,,,,,,,,,,,,Pece Atanasovski,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza
Bijelo Dugme,Bijelo Dugme,"Đurđevdan Je, Al' Ja Nisam Sa Onom Koju Volim",3:55,Ima Neka Tajna Veza,,,,,,,,,,,Prvo Beogradsko Pevačko Društvo,,,Orkestar Feata Sejdića,,,,,,,,nan-Ima Neka Tajna Veza,nan-Ima Neka Tajna Veza
Bijelo Dugme,Bijelo Dugme,Sve Će To Mila Moja ...,8:00,Hitovi 3,,Ranko Rihtman,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Ako Možeš Zaboravi,4:08,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/nan-Bijelo Dugme 2/2004.0-1974 - 2004/2005.0-Antologija 1 ('75 - '83)/2005.0-Antologija 1 ('75 - '83)/nan-Najlepše Balade - 17 Nezaboravnih Balada/nan-Turneja 2005 Sarajevo Zagreb Beograd/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Ipak Poželim Neko Pismo,4:32,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/nan-Bijelo Dugme 2/0.0-..Kad Smo Bili/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Doživeti Stotu,3:15,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Čudesno Jutro U Krevetu Gđe. Petrović,2:32,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Kad Bi Bio Bijelo Dugme,10:25,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/nan-Bijelo Dugme 2/2004.0-10 Albuma/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Zažmuri I Broj Do Sto,3:46,Hitovi 3,Goran Bregović,,,,,,,,,,,,,,,,,,,,,nan-Hitovi 3,nan-Hitovi 3/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Doživjeti stotu,3:10,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Izgledala je malo čudno u kaputu žutom krojenom bez veze,4:42,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Došao sam da ti kažem da odlazim,3:39,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1/2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Ne gledaj me tako i ne ljubi me više,5:07,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1/2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Eto! Baš hoću!,3:53,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1/2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Ništa mudro,2:32,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Kad zaboraviš juli,4:28,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Loše vino,2:37,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Koliko si ih imala do sada,4:20,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Ove ću noći naći blues,4:20,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1/2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Sve ću da ti dam, samo da zaigram",4:58,The Best Of 1,,,,,,1999.0,,,,,,,,,,,,,,,,1999.0-The Best Of 1,1999.0-The Best Of 1
Bijelo Dugme,Bijelo Dugme,Tako Ti Je Mala Moja Kad Ijubi Bosanac,3:51,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Ne Gledaj Me Tako I Ne Ijubi Me Više,6:47,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Sanjao Sam Nočas Da Te Nemam,6:52,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme/nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,Slatko Li Je Ljubit' Tajno,4:34,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,"Sve Če To Mila Moja Prejkriti Ruzmarin , Snjegovi I Šaš",7:54,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Na Zadnjem Sjedištu Moga Muta,3:54,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Bekrija Si Cijelo Selo Viče,2:46,Bijelo Dugme 2,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme 2,nan-Bijelo Dugme 2
Bijelo Dugme,Bijelo Dugme,Da Mi Je Znat Koji Joj Je Vrag,2:41,Bijelo Dugme 2,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme 2,nan-Bijelo Dugme 2
Bijelo Dugme,Bijelo Dugme,A Koliko Si Ih Imala Do Sada,4:16,Bijelo Dugme 2,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme 2,nan-Bijelo Dugme 2
Bijelo Dugme,Bijelo Dugme,"Dobro Vam Jutro, Petrovic Petre",2:27,Bijelo Dugme 2,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme 2,nan-Bijelo Dugme 2
Bijelo Dugme,Bijelo Dugme,Minijatura Za Moju Majku,1:40,Bijelo Dugme 2,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme 2,nan-Bijelo Dugme 2
Bijelo Dugme,Bijelo Dugme,Šta Bi Da Si Dao Na Mom Mjestu,,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/nan-Prvih Šest Studijskih Albuma
Bijelo Dugme,Bijelo Dugme,"Bekrija Si Cijelo Selo Viče E Pa Jesam, Šta Se Koga Tiče",2:47,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma
Bijelo Dugme,Bijelo Dugme,Koncert Kod Hajduccke Ccesme,,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,"Patim, Evo, Deset Dana",4:28,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Ala Je Glupo Zaboravit' Njen Broj,3:53,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma
Bijelo Dugme,Bijelo Dugme,5. April '81.,,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Uspavanka Za Radmilu M,,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/nan-Prvih Šest Studijskih Albuma
Bijelo Dugme,Bijelo Dugme,Singlice 1974-1980 (2CD),,10 Albuma,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-10 Albuma,2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Bijelo Dugme,,1974 - 2004,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-1974 - 2004,2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Pediculis Pubis,4:25,1974 - 2004,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-1974 - 2004,2004.0-1974 - 2004/nan-Kompilacija Bijelo Dugme/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,Aiaio Radi Radio,2:53,1974 - 2004,,,,,,2004.0,,,,,,,,,,,,,,,,2004.0-1974 - 2004,2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,Glavni Junak Jedne Knjige ,1:51,Antologija 1 ('75 - '83),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 1 ('75 - '83),2005.0-Antologija 1 ('75 - '83)
Bijelo Dugme,Bijelo Dugme,"Prista Sam, Biću Sve Što Hoće",2:33,Antologija 1 ('75 - '83),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 1 ('75 - '83),2005.0-Antologija 1 ('75 - '83)
Bijelo Dugme,Bijelo Dugme,Polubauk Kruži Poluevropom,3:35,Antologija 1 ('75 - '83),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 1 ('75 - '83),2005.0-Antologija 1 ('75 - '83)
Bijelo Dugme,Bijelo Dugme,Lipe Cvatu (Sve Je Isto Ko I Lani),4:23,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,Pebiculis Pubis,4:10,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,"Pljuni I Zapjevaj, Moja Jugoslavijo",,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,Padaj Silo I Nepravdo,0:42,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,"Pljuni Zapjevaj, Moja Jugoslavijo",5:22,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,"Te Noći Kad Umrem, Kada Odem, Kad Me Ne Bude",5:02,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,Đurđevdan Je (A Ja Nisam S Onom Koju Volim),4:29,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)/2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,"Evo, Zakleću Se",5:37,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)
Bijelo Dugme,Bijelo Dugme,Bonus,,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)/nan-Box Set Deluxe 14.11.14 Sampler
Bijelo Dugme,Bijelo Dugme,"Mramor, Kamen I Željezo",1:59,Antologija 2 ('84 - '89),,,,,,2005.0,,,,,,,,,,,,,,,,2005.0-Antologija 2 ('84 - '89),2005.0-Antologija 2 ('84 - '89)/2016.0-40
Bijelo Dugme,Bijelo Dugme,"Dede, Bona Sjeti Se, De Tako Ti Svega",4:56,"'Ajmo Curice, 'Ajmo Dječaci!",,,,,,,,,,,,,,,,,,,,,,"nan-'Ajmo Curice, 'Ajmo Dječaci!","nan-'Ajmo Curice, 'Ajmo Dječaci!"
Bijelo Dugme,Bijelo Dugme,"Bekrija Si Celo Selo Viče, E Pa Jesam Šta Se Koga Tiče",2:47,"'Ajmo Curice, 'Ajmo Dječaci!",,,,,,,,,,,,,,,,,,,,,,"nan-'Ajmo Curice, 'Ajmo Dječaci!","nan-'Ajmo Curice, 'Ajmo Dječaci!"
Bijelo Dugme,Bijelo Dugme,"Aiaio, Radi Radio",,Kompilacija Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Kompilacija Bijelo Dugme,nan-Kompilacija Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,A I Ti Me Izneveri,,Kompilacija Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Kompilacija Bijelo Dugme,nan-Kompilacija Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Jedna Zima S Kristinom,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Stanica Podlugovi,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Ne Lomite Mi Bagrenje,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Ti Si Mi U Krvi,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Na Volim Januar,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,"E Draga, Draga",,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Pjesmo Moja,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Bezdan,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Zagrli Me,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Tvoje Oči,,Najlepše Balade - 17 Nezaboravnih Balada,,,,,,,,,,,,,,,,,,,,,,nan-Najlepše Balade - 17 Nezaboravnih Balada,nan-Najlepše Balade - 17 Nezaboravnih Balada
Bijelo Dugme,Bijelo Dugme,Kada Odem Kad' Me Ne Bude,5:05,Turneja 2005 Sarajevo Zagreb Beograd,,,,,,,,,,,,,,,,,,,,,,nan-Turneja 2005 Sarajevo Zagreb Beograd,nan-Turneja 2005 Sarajevo Zagreb Beograd
Bijelo Dugme,Bijelo Dugme,"Sve Će To O Mila Moja Prekriti Ruzmarin, Snjegovi I Šaš",7:24,Turneja 2005 Sarajevo Zagreb Beograd,,,,,,,,,,,,,,,,,,,,,,nan-Turneja 2005 Sarajevo Zagreb Beograd,nan-Turneja 2005 Sarajevo Zagreb Beograd
Bijelo Dugme,Bijelo Dugme,Ha Ha Ha,3:50,Turneja 2005 Sarajevo Zagreb Beograd,,,,,,,,,,,,,,,,,,,,,,nan-Turneja 2005 Sarajevo Zagreb Beograd,nan-Turneja 2005 Sarajevo Zagreb Beograd
Bijelo Dugme,Bijelo Dugme,"A, Milicija Trenira Strogoću",3:06,Turneja 2005 Sarajevo Zagreb Beograd,,,Duško Trifunović,,,,,,,,,,,,,,,,,,,nan-Turneja 2005 Sarajevo Zagreb Beograd,nan-Turneja 2005 Sarajevo Zagreb Beograd
Bijelo Dugme,Bijelo Dugme,Hop Cup,2:18,The Ultimate Collection,,,,,,,,,,,,,,,,,,,,,,nan-The Ultimate Collection,nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,Drugarice I Drugovi,3:35,The Ultimate Collection,,,,,,,,,,,,,,,,,,,,,,nan-The Ultimate Collection,nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,U Vrijeme Otkazanih  Letova,3:41,The Ultimate Collection,,,,,,,,,,,,,,,,,,,,,,nan-The Ultimate Collection,nan-The Ultimate Collection
