Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Music By_discogs,Written-By_discogs,Written By_discogs,Composed By_discogs,Text By_discogs,Featuring_discogs,Guest_discogs,Vocals_discogs,Album_year_title_discogs,All_albums_discogs
Mate Bulić,Mato Bulić,Moj Ivane,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Molio Sam Boga Za Te,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Domu Mom,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom/2013.0-Zlatna Kolekcija/2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,Dvije Lude,,,Domu Mom,2011.0,,,,,,,Maja Šuput,,,2011.0-Domu Mom,2011.0-Domu Mom/2013.0-Zlatna Kolekcija/2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,Sto Života Dao Bi',,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Hvala Ti Za Sve (Mojoj Ženi),,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom/2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,Svatovska (Mojoj Kćeri),,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Grijeh Mladosti,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Ilindan,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Ženo,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Ljubim Tebe Slavonijo,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,Pjevam I Plačem,,,Domu Mom,2011.0,,,,,,,,,,2011.0-Domu Mom,2011.0-Domu Mom
Mate Bulić,Mato Bulić,CD 1,,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,"Ej, Sudbino Sestro",,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija/2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,Čaša Bila Razbila Se,,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Bećar (Uživo),,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Bog Samo Zna (Uživo),,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,"Mala Moja, Oko Plavo (Uživo)",,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,CD 2,,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Samo Pjesmu Noćas Tražim (Ej Kavano Kućo Stara),,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Prokleta Bila U Ljubavi,,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Krila Mladosti,,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,"Igraj Mare, Prašina Se Diže",,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,"Daj, Ne Čekaj",,,Zlatna Kolekcija,2013.0,,,,,,,,,,2013.0-Zlatna Kolekcija,2013.0-Zlatna Kolekcija
Mate Bulić,Mato Bulić,Konobari znaju moje navike,02:57,,Konobari znaju moje navike,2015.0,,,,,,,,,,2015.0-Konobari znaju moje navike,2015.0-Konobari znaju moje navike
Mate Bulić,Mato Bulić,"Eh, Da Je Srce Stijena",3:28,Denis Dumančić,The Best Of Collection,2015.0,Branimir Mihaljević,Miroslav Škoro,,,,,,,,2015.0-The Best Of Collection,2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,"Samo Pjesmu Noćas Tražim (Ej, Kavano Kućo Stara)",3:37,Toni Lasan,The Best Of Collection,2015.0,Toni Lasan,Bratislav Zlatanović,,,,,,,,2015.0-The Best Of Collection,2015.0-The Best Of Collection
Mate Bulić,Mato Bulić,I ja sam čovjek,4:03,,I ja sam čovjek,2017.0,,,,,,,,,,2017.0-I ja sam čovjek,2017.0-I ja sam čovjek
Mate Bulić,Mato Bulić,Božić U Tuđini,4:00,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Radujte Se Narodi,3:09,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Svim Na Zemlji,2:49,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Pastorella,3:24,,"Sretan Božić, Moj Narode",2017.0,,,,,,,Sestre Palić,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Narodi Nam Se Kralj Nebeski,4:01,,"Sretan Božić, Moj Narode",2017.0,,,,,,,Pero Galić,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Kyrie Eleison,4:08,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Veselje Ti Navješćujem,3:58,,"Sretan Božić, Moj Narode",2017.0,,,,,,,Ivana Marić,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Rodio Se Bog I Čovjek,3:44,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,"Zdravo Budi, Mladi Kralju",1:45,,"Sretan Božić, Moj Narode",2017.0,,,,,,,,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,U Sve Vrijeme Godišta,3:49,,"Sretan Božić, Moj Narode",2017.0,,,,,,,Vokalisti Svetog Josipa,,,"2017.0-Sretan Božić, Moj Narode","2017.0-Sretan Božić, Moj Narode"
Mate Bulić,Mato Bulić,Na livade rosa pala,03:40,,Na livade rosa pala,2018.0,,,,,,,,,,2018.0-Na livade rosa pala,2018.0-Na livade rosa pala
Mate Bulić,Mato Bulić,Ja Sam Na Te Ponosan,03:54,,Ja Sam Na Te Ponosan,2019.0,,,,,,,,,,2019.0-Ja Sam Na Te Ponosan,2019.0-Ja Sam Na Te Ponosan
