Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Organ_discogs,Arranged By_discogs,Vocals_discogs,Saxophone [Solo]_discogs,Recorded By_discogs,Mixed By_discogs,Timbales_discogs,Percussion_discogs,Piano_discogs,Guitar [Solo]_discogs,Saxophone_discogs,Trombone_discogs,Trumpet_discogs,Orchestra_discogs,Orchestrated By_discogs,Conductor_discogs,Organ [Hammond]_discogs,Producer_discogs,Loops_discogs,Synthesizer [Brass]_discogs,Guitar_discogs,Vocals [Guest]_discogs,Backing Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Parni Valjak,Parni Valjak,Mijenjam Se	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Prolazi Sve Zar Ne	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,A Gdje Je Ljubav	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Sunčanom Stranom	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Samo Ti Norma Belle	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Samo Da Znaš	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Lutka Za Bal	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Ugasi Me	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Za Malo Nježnosti	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Jesen U Meni	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Prokleta Nedjelja Što Je Iza Oblaka	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Sve Još Miriše Na Nju	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Ljubav,3:19,,,Ljubav,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Ljubav,2017.0-Ljubav/nan-Vrijeme
Parni Valjak,Parni Valjak,Vrijeme,4:43,,,Vrijeme,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Vrijeme,2017.0-Vrijeme/nan-Vrijeme
Parni Valjak,Parni Valjak,CD1 Baladerstvo,,,,Antologija,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija,nan-Antologija
Parni Valjak,Parni Valjak,CD2 Iskoraci,,,,Antologija,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija,nan-Antologija
Parni Valjak,Parni Valjak,Bolja Vremena / ...I Na Kraju,,,,Antologija,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija,nan-Antologija
Parni Valjak,Parni Valjak,CD3 Rockologija,,,,Antologija,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija,nan-Antologija
Parni Valjak,Parni Valjak,CD4 Popistika,,,,Antologija,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija,nan-Antologija
Parni Valjak,Parni Valjak,Dok Si Pored Men,4:20,,,Greatest Hits Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Greatest Hits Collection,nan-Greatest Hits Collection
Parni Valjak,Parni Valjak,Kad Nemaš Kud,3:14,,,Kad Nemaš Kud,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,Kristina Kresnik,2018.0-Kad Nemaš Kud,2018.0-Kad Nemaš Kud/nan-Vrijeme
Parni Valjak,Parni Valjak,Otkud Ti Pravo,4:00,,,Otkud Ti Pravo,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,2018.0-Otkud Ti Pravo,2018.0-Otkud Ti Pravo/nan-Vrijeme
Parni Valjak,Parni Valjak,Hotel Apatija,4:19,,,Vrijeme,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vrijeme,nan-Vrijeme
Parni Valjak,Parni Valjak,Dosta Mi Je Tog,3:23,,,Vrijeme,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vrijeme,nan-Vrijeme
Parni Valjak,Parni Valjak,Tko To Krade?,0:45,,,Vrijeme,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vrijeme,nan-Vrijeme
Parni Valjak,Parni Valjak,Nema Signala,3:34,,,Vrijeme,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vrijeme,nan-Vrijeme
Parni Valjak,Parni Valjak,A Ja Neću (Nikada),3:27,,,Vrijeme,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vrijeme,nan-Vrijeme
Parni Valjak,Parni Valjak,Ponovo,3:41,,,Ponovo,,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,2022.0-Ponovo,2022.0-Ponovo
