Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Piano_discogs,Producer_discogs,Panpipes [Sikus]_discogs,Remix_discogs,Arranged By_discogs,Lyrics By [Co-written]_discogs,Lyrics By_discogs,Music By_discogs,Voice [Dracula]_discogs,DJ Mix_discogs,Guitar_discogs,Featuring_discogs,Vocals [Duet With]_discogs,Engineer_discogs,Instruments [Additional]_discogs,Vocals [French]_discogs,Featuring [Rap]_discogs,Backing Vocals_discogs,Tamburitza [Brač_discogs,Bugarija_discogs,Prim]_discogs,Arranged By [Tambura]_discogs,Vocals_discogs,Saxophone_discogs,Guest_discogs,Album_year_title_discogs,All_albums_discogs
Colonia,Colonia,Ahoj! Lipi Galebe Moj,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Colonia,Colonia,Colonia - Gold Edition,,Komplet 4 CDa,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Colonia,Colonia,Tako Ti Je Mali Moj,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava/2014.0-The Best Of Collection
Colonia,Colonia,Laž Za Laž,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Anđele,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Kap Tvoje Ljubavi,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Srce Nikad Ne Laže,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Hladna Soba,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Barem Da Si Malo Moj,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Sretni Ljudi,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Gad,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Pusti Me Sad,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Tvrđava,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Dvije Žene,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Marioneta,,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,1001 Noć (2013 Rework),,Tvrđava,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Colonia,Colonia,Zima Je,,The Best Of Collection,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-The Best Of Collection,2014.0-The Best Of Collection
Colonia,Colonia,Feniks,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Tragovi,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Crveni Ruž,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Stotine Razloga,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Za Šaku Dukata,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Nije Ljubav Film,,Feniks,,,,,,,,,,,,,,,,,,,Dragan Brnas,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Pameti Bye Bye ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Mala Kišna Kap ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Ljubavnici ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,Sinovi Ravnice,nan-Feniks,nan-Feniks
Colonia,Colonia,Sretna I Nasmijana ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Oprosti Mi Za Sve ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Naga ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Tidabudibuda 2015 ,,Feniks,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Feniks,nan-Feniks
Colonia,Colonia,Lei Lei,4:09,Lei Lei,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Lei Lei,2016.0-Lei Lei
Colonia,Colonia,Zlatni Dvori,3:36,Zlatni Dvori,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Zlatni Dvori,2016.0-Zlatni Dvori
Colonia,Colonia,Que Sera,3:49,Que Sera,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Que Sera,2017.0-Que Sera/nan-Nova Era
Colonia,Colonia,Que Sera - Extended,5:46,Que Sera,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Que Sera,2017.0-Que Sera
Colonia,Colonia,Maskenbal,4:23,Maskenbal,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Maskenbal,2017.0-Maskenbal/nan-Nova Era
Colonia,Colonia,Maskenbal (Extended Version),6:56,Maskenbal,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Maskenbal,2017.0-Maskenbal
Colonia,Colonia,Melem,3:58,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Zumbuli,3:54,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Zadnja Suza,3:52,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era/nan-Zadnja Suza
Colonia,Colonia,Brodolom,3:53,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Luda Glava,4:14,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Alarmantno,3:40,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Miris Parfema,4:09,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Ljetni Dan,3:51,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Nevidljiva Žena,3:37,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,"Malo Mi Je, Malo",3:06,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Daleko Od Oka,3:54,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Pokaži Mi Svoje Pravo Lice,3:18,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Ti I Ja (2018 Rework),3:40,Nova Era,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nova Era,nan-Nova Era
Colonia,Colonia,Tidabudibuda,,C'est La Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-C'est La Vie,nan-C'est La Vie
Colonia,Colonia,Najbolje Od Svega,,C'est La Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-C'est La Vie,nan-C'est La Vie
Colonia,Colonia,Dok Je Tebe I Ljubavi (RMX),,The Best Of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0-The Best Of,0.0-The Best Of
