Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Backing Vocals_discogs,Arranged By_discogs,Music By_discogs,Producer_discogs,Guest_discogs,Lyrics By_discogs,Featuring_discogs,Backing Vocals [Additional]_discogs,Choir_discogs,Engineer [Additional Backing Vocals Recordings]_discogs,Engineer [Dobro Recordings]_discogs,Engineer [Gospel Choir Vocals Recordings]_discogs,Engineer [Vocals Recordings]_discogs,Guitar [Dobro]_discogs,Vocals [Choir Solo Parts]_discogs,Vocals [Choir]_discogs,Arranged By [Vocals]_discogs,Engineer [Guitars_discogs,Keyboards_discogs,Drum Programming Recordings]_discogs,Engineer [Sitar_discogs,Mandolins_discogs,E-bow Guitars Recordings]_discogs,Guitar [E-bow]_discogs,Sitar_discogs,Mandolin_discogs,Organ [Hammond]_discogs,Vocals_discogs,Lyrics By [Italian Lyrics]_discogs,Piano_discogs,Vocals [Featuring]_discogs,Written By [Italian Translation]_discogs,Engineer [Dobro_discogs,Performer [Boomerang]_discogs,Written-By_discogs,Engineer [Mandolins Recordings]_discogs,Engineer [Violin Recordings]_discogs,Lyrics By [Svahili]_discogs,Bass_discogs,Engineer [Drums And Bass Recordings]_discogs,Flute [Irish Flute]_discogs,Engineer [Piano Recordings]_discogs,Violin_discogs,Programmed By_discogs,Bass [Acoustic Bass]_discogs,Bass [Electric Bass]_discogs,Congas_discogs,Engineer [Drums And Bass_discogs,Piano Recordings]_discogs,Engineer [Vocals_discogs,Additional Backing Vocals_discogs,Congas Recordings]_discogs,Guitar_discogs,Guitar [Lead]_discogs,Drum Programming_discogs,Violins_discogs,Percussion Recordings]_discogs,Percussion_discogs,Engineer_discogs,Performer_discogs,Acoustic Guitar_discogs,Electric Guitar_discogs,Synthesizer_discogs,Drums_discogs,Electric Guitar [Solo]_discogs,Electric Piano_discogs,Featuring [Guest]_discogs,Acoustic Guitar [Solo]_discogs,Guitar [Nylon]_discogs,Cello_discogs,Viola_discogs,Organ_discogs,Harmonica_discogs,Bouzouki [Irish]_discogs,Violin [Pizzicato]_discogs,Organ [Solo]_discogs,Piano [Acoustic]_discogs,Accordion_discogs,Arranged By [Co-arranged]_discogs,Clarinet_discogs,Saxophone_discogs,Saxophone [Sopran]_discogs,Effects [Boomerang]_discogs,Guitar [Flamenco_discogs,Solo]_discogs,Piano [Solo]_discogs,Trumpet_discogs,Mixed By_discogs,Remix_discogs,Lyrics By [English]_discogs,Lyrics By [French]_discogs,Vocals [Duet]_discogs,Didgeridoo_discogs,Drums [Additional]_discogs,Vocals [Special Guest]_discogs,Arranged By [Choir]_discogs,Guitar [Laid Back]_discogs,Guitar [Pedal Steel]_discogs,Brass_discogs,Pedal Steel Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Gibonni,Zlatan Stipišić Gibonni,Nije Vrime Od Nedije Za U Polje Poći,,Koncert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert
Gibonni,Zlatan Stipišić Gibonni,Što Je Meni Tvoja Nevjera?,,Koncert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert
Gibonni,Zlatan Stipišić Gibonni,Morski Pas,,Koncert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert
Gibonni,Zlatan Stipišić Gibonni,U Ljubav Vjere Nemam,,Koncert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert/2000.0-HTisdn Millennium Koncert/nan-ZG Mirakul Live!/nan-Kolekcija/2006.0-The Platinum Collection/nan-Live Acoustic:Electric/2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Nek Se Dijete Zove Kao Ja,,Koncert,,,,,,Josipa Lisac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert
Gibonni,Zlatan Stipišić Gibonni,Cijelu Noć Sam Molio Nebo,4:52,24 Karata ! 18 Velikih (1991-1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-24 Karata ! 18 Velikih (1991-1998),nan-24 Karata ! 18 Velikih (1991-1998)/nan-The Best Of Gibonni
Gibonni,Zlatan Stipišić Gibonni,Nije Vrime Od Nedije Za U Poje Poći,4:02,24 Karata ! 18 Velikih (1991-1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-24 Karata ! 18 Velikih (1991-1998),nan-24 Karata ! 18 Velikih (1991-1998)/nan-Kolekcija/nan-Kolekcija/2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,"Što Je Meni Tvoja Nevjera (Doručak I Ručak, Večera)",3:45,24 Karata ! 18 Velikih (1991-1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-24 Karata ! 18 Velikih (1991-1998),nan-24 Karata ! 18 Velikih (1991-1998)
Gibonni,Zlatan Stipišić Gibonni,"Projdi, Vilo",4:19,24 Karata ! 18 Velikih (1991-1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-24 Karata ! 18 Velikih (1991-1998),nan-24 Karata ! 18 Velikih (1991-1998)
Gibonni,Zlatan Stipišić Gibonni,Činim Pravu Stvar,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje/2000.0-HTisdn Millennium Koncert/nan-ZG Mirakul Live!/nan-The Best Of Gibonni/2006.0-The Platinum Collection/nan-Live Acoustic:Electric/2013.0-Slavim Ove Dane Što Si Tu (Live) / Ain't Bad Enough For R'N'R"
Gibonni,Zlatan Stipišić Gibonni,Miss Croatia,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,Projdi Vilo (A Capella),,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,"Judi, Zviri I Beštimje",,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje/nan-ZG Mirakul Live!/2006.0-The Platinum Collection"
Gibonni,Zlatan Stipišić Gibonni,Divji Cvit,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje/2000.0-HTisdn Millennium Koncert/nan-ZG Mirakul Live!/2013.0-20th Century Man & Live"
Gibonni,Zlatan Stipišić Gibonni,Nije Tajna,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,I Ja Ću Budan Sanjati,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,"Šuti, Umukni",,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,Ne Znam Plesat,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje"
Gibonni,Zlatan Stipišić Gibonni,Posoljeni Zrak I Razlivena Tinta,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje/nan-ZG Mirakul Live!/nan-Live Acoustic:Electric/2013.0-20th Century Man & Live"
Gibonni,Zlatan Stipišić Gibonni,Projdi Vilo,,"Judi, Zviri I Beštimje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Judi, Zviri I Beštimje","nan-Judi, Zviri I Beštimje/2000.0-HTisdn Millennium Koncert/nan-ZG Mirakul Live!/nan-The Best Of Gibonni/2006.0-The Platinum Collection"
Gibonni,Zlatan Stipišić Gibonni,Tempera,2:17,HTisdn Millennium Koncert,2000.0,,,,,,,Klapa Cambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert/2000.0-HTisdn Millennium Koncert/nan-ZG Mirakul Live!/nan-Live Acoustic:Electric/2013.0-Live
Gibonni,Zlatan Stipišić Gibonni,Judi Zviri i Beštimje,2:40,HTisdn Millennium Koncert,2000.0,,,,,,,Klapa Cambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert/2000.0-HTisdn Millennium Koncert
Gibonni,Zlatan Stipišić Gibonni,Sve Ću Preživit,4:27,HTisdn Millennium Koncert,2000.0,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Posoljeni Zrak i Razlivena Tinta,6:52,HTisdn Millennium Koncert,2000.0,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert
Gibonni,Zlatan Stipišić Gibonni,Dalmatino Povišću Pritrujena,3:30,HTisdn Millennium Koncert,2000.0,,,,,,,Klapa Cambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert
Gibonni,Zlatan Stipišić Gibonni,Kao Kakao,6:54,HTisdn Millennium Koncert,2000.0,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-HTisdn Millennium Koncert,2000.0-HTisdn Millennium Koncert
Gibonni,Zlatan Stipišić Gibonni,Oprosti,4:46,Mirakul,,,,,,,,,Špiro Jurić,Praise And Worship Team,Tomislav Mrduljaš,Muc Softić,Silvio Pasarić,Tomislav Mrduljaš,Nikša Bratoš,Jackie Liles-McGhee,Ralph Hodnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul/nan-ZG Mirakul Live!/nan-ZG Mirakul Live!/2006.0-The Platinum Collection/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Libar,5:28,Mirakul,,,,,,,,,,,,,,,,,,Miranda Đaković,Dragan Brnas,Joško Gujinović,Dragan Brnas,Muc Softić,Muc Softić,Muc Softić,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Joško Gujinović,Putokazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul/nan-ZG Mirakul Live!/nan-ZG Mirakul Live!/nan-The Best Of Gibonni/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Ne Odustajem (Non Rinuncio A Lei),5:11,Mirakul,,Teo Brajčić,,,,,,,,,Tomislav Mrduljaš,,,,,,,,,,,,,,,,,,,Saverio Grandi,Fedor Boić,Gaetano Curreri,V. Križan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Tajna Vještina,5:20,Mirakul,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,Muc Softić,Nikša Bratoš,,,Joško Gujinović,,,Joško Gujinović,,,Muc Softić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul/nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Mirakul Intro,0:52,Mirakul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoffrey Oryema,,,,,,Vlatko Stefanovski,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Mirakul,6:06,Mirakul,,Muc Softić,,,,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,Geoffrey Oryema,,,,,,Vlatko Stefanovski,,Muc Softić,Nikša Bratoš,Geoffrey Oryema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul/nan-ZG Mirakul Live!/nan-ZG Mirakul Live!/nan-Live Acoustic:Electric/2013.0-Live/2013.0-Live/2013.0-20th Century Man & Live
Gibonni,Zlatan Stipišić Gibonni,Za Ljubav Izgorit',4:40,Mirakul,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fedor Boić,,,,,,,,,Zorislav Preksavec,Nikša Bratoš,Nikša Bratoš,Davor Amerza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Ono Nešto,0:55,Mirakul,,,,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Ramljak,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Kao Časna Riječ,5:00,Mirakul,,Zlatan Stipišić Gibonni,,,,,,,,,,,,Tomislav Mrduljaš,,,,,Dragan Brnas,Joško Gujinović,Dragan Brnas,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Svi Moji Punti Kad Se Zbroje,5:11,Mirakul,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Došlić,,,,,,,,,,,,,,,Sven Buić,Marko Reljanović,Matko Petrić,Zoran Švigir,Zoran Švigir,Joško Gujinović,Joško Gujinović,Joško Gujinović,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul/nan-ZG Mirakul Live!/nan-ZG Mirakul Live!/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Kad Mi Nebo Bude Dom,4:14,Mirakul,,Joško Gujinović,,Vlatko Stefanovski,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,Vlatko Stefanovski,Joško Gujinović,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,Sven Buić,Zoran Švigir,,,,,,,,,,Joško Gujinović,,,,Vlatko Stefanovski,Vlatko Stefanovski,Joško Gujinović,Joško Gujinović,Matko Petrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Libar Od Mojega Duga,4:19,Mirakul,,,Vlatko Stefanovski,Zlatan Stipišić Gibonni,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlatko Stefanovski,,,,,,Ivica Čović Pipo,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Oprosti (A Capella),2:57,Mirakul,,,Rajmir Kraljević,,Rajmir Kraljević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ante Dorić,Klapa Cambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Mirakul,nan-Mirakul
Gibonni,Zlatan Stipišić Gibonni,Zg Mirakul Live,,Svi moji punti kad se zbroje,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Svi moji punti kad se zbroje,2003.0-Svi moji punti kad se zbroje
Gibonni,Zlatan Stipišić Gibonni,MIRAKUL,,Svi moji punti kad se zbroje,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Svi moji punti kad se zbroje,2003.0-Svi moji punti kad se zbroje
Gibonni,Zlatan Stipišić Gibonni,HT ISDN Millenium koncert,,Svi moji punti kad se zbroje,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Svi moji punti kad se zbroje,2003.0-Svi moji punti kad se zbroje
Gibonni,Zlatan Stipišić Gibonni,"Judi, zviri i beštimje",,Svi moji punti kad se zbroje,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Svi moji punti kad se zbroje,2003.0-Svi moji punti kad se zbroje
Gibonni,Zlatan Stipišić Gibonni,Koncert,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Ne Odustajem,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!/nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Spotovi,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Bonus,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!/nan-The Best Of Collection
Gibonni,Zlatan Stipišić Gibonni,Stvaranje Mirakula,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Opatija 12. 6. 2002,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Pred ZG Mirakul Live! 12. 2. 2003,,ZG Mirakul Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Mirakul Live!,nan-ZG Mirakul Live!
Gibonni,Zlatan Stipišić Gibonni,Kula Od Karti,05:34,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Pesna Za Prijatelot,05:06,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Ova E Balkan,04:53,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,"Verba, Nadež, Ljubov",05:14,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Nostalgija,04:14,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,"Ne, Ne, Ne",04:09,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Januarska Balada,05:41,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,California,04:54,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Daydream,04:09,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
Gibonni,Zlatan Stipišić Gibonni,Goodbye George,01:40,Kula Od Karti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kula Od Karti,nan-Kula Od Karti
