Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija
nkaHNg1X_1_26,Petar Grašo,Petar Grašo,Nece nas zauvik bit',5674,"Ref. 2x
Nece nas, nece nas
zauvik bit'
trosin se i zivin
razlog da se smirin
ja ne vidin
 
Nece nas, nece nas
zauvik bit'
bija bos il' bija car
moj je zivot dar - mar
al' je zivit' najboja stvar

Prolazi, prolazi, prolazi sve
da san ti, zivote sve o' sebe
sad u zadnji dzep
za me stavi jos minuta pet

Pa da vratin sve
prvu jubav, smij, veselje
i sve prijateje
bez nji' sve je prazno, prolazno

Ref.

Sad u zadnji dzep
za me stavi jos minuta pet

Pa da vratin sve
opet zovnen kumpaniju
pa da kontra sviju
cilo srce damo
jer znamo

Ref.

Al' je zivit' najboja stvar","https://tekstovi.net/2,221,61767.html",,Neće nas zauvik bit,We Won't Be Around Forever,,"Neće nas, neće nas zauvik bit
1
Trošin se i živin
Razlog da se smirin
Ja ne vidin. Neće nas, neće nas zauvik bit
Bija bos, il bija car
Moj je život dar-mar
Al' je živit najbolja stvar. Prolazi, prolazi, prolazi sve
Da san ti, živote, sve od sebe
Sad u zadnji džep
Za me stavi još minuta pet
Pa da vratin sve
Prvu ljubav, smij, veselje
Ionako sve je bez ljubavi prazno,
Prolazno.... Neće nas, neće nas zauvik bit
Trošin se i živin
Razlog da se smirin
Ja ne vidin. Neće nas, neće nas zauvik bit
Bija bos, il' bija car
Moj je život dar-mar
Al' je živit najbolja stvar. Pa da vratin sve
Opet zoven kumpaniju
Pa da kontra sviju
Cilo srce damo jer znamo. Neće nas zauvik bit...","We won't, we won't be around forever
I spend myself and I live
I don't see
A reason to settle down. We won't, we won't be around forever
Whether I am poor or an emperor
My life is a mess
But to live is the greatest thing. Everything goes, goes , goes by
I gave you, my life, all I had
Now put five more minutes
For me in your back pocket
So I could give back everything
First love, laughter, joy
Everything is anyway empty without love,
Transient.... We won't, we won't be around forever
I spend myself and I live
I don't see
A reason to settle down. We won't, we won't be around forever
Whether I am poor or an emperor
My life is a mess
But to live is the greatest thing. I want to give back everything...
I call my friends again
So we would give our whole heart
In spite to them all cause we know. We won't be around forever...",https://lyricstranslate.com/en/nece-nas-zauvik-bit-we-wont-be-around-forever.html,,,,,,,,,,,
nkaHNg1X_1_27,Petar Grašo,Petar Grašo,Nek' pisma ostane,10941,"Mozda je bilo rana 
al' rane zacijele 
a tuge lipih dana 
mene su nacele 

Bilo je suza, vina 
zivot ukrade sve 
al' srce nije stina 
vrime ga razbije 
 
Ref.
Judi, nek' vas cuva Bog 
ostavljan van pismu 
ka' komad srca svog 
i nek ona vrati me 
vrati dane, dane 
kad ste bili kraj mene 

Zivot bija mi je drag
ostavljan vam pismu 
ka' zvizda nebom trag 
i nek' ona vrati me 
vrati dane, dane 
kad ste bili kraj mene 

Zavrsi svaka prica 
polako nestane 
kad gasne moja svica 
nek' pisma ostane

Ref.

Vrati dane, dane
kad ste bili kraj mene","https://tekstovi.net/2,221,5711.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/nek-pisma-ostane-1112.htm,Nek pisma ostane,1999 - Utorak,2005 - Da te mogu pismom zvati - Libar I,,,,,,
nkaHNg1X_1_28,Petar Grašo,Petar Grašo,Nevista,65155,"Da si, da si moja nevista
ne bi prazna bila postelja 
od moga tila 

Ne bi sad kad zivot privrtim
ima zelju da sve ostavim
da jos jednon okusin 

Ref.
Misno vino s tvojih usana 
Bog i loza da da me opija 
pet, sest dana jos bi patija
sedmi puka ja, pa te molija 
da mi budes ti moja nevista","https://tekstovi.net/2,221,5708.html",,Nevista,Bride,,"Da si, da si moja nevista
Ne bi prazna bila postelja
Od moga tila
Ne bi sad kad život privrtim
Ima želju da sve ostavim
Da još jednon okusin. Misno vino s tvojih usana
Bog i loza da
Da me opija
Pet, šest dana još bi patija
Sedmi puka ja pa te molija
Da mi budeš ti moja nevista
Da mi budeš ti moja nevista. Da si, da si moja nevista
Ne bi prazna bila postelja
Od moga tila
Ne bi sad kad život privrtim
Ima želju da sve ostavim
Da još jednon okusin. [Pripjev]
Misno vino s tvojih usana
Bog i loza da
Da me opija
Pet, šest dana još bi patija
Sedmi puka ja pa te molija. Misno vino s tvojih usana
Bog i loza da
Da me opija
Pet, šest dana još bi patija
Sedmi puka ja pa te molija
Da mi budeš ti moja nevista
Da mi budeš ti moja nevista. [Pripjev]","If you were to be, to be my bride
Bed wouldn't be empty
When it comes to my body
I wouldn't have the wish,
After rewinding my life, to leave everything and
To taste once more. Sacramental wine from your lips
God and the vine to
To intoxicate me
I would hurt for five, six more days
I would explode the seventh day and than beg you
To be my bride
To be my bride. If you were to be, to be my bride
Bed wouldn't be empty
When it comes to my body
I wouldn't have the wish,
After rewinding my life, to leave everything and
To taste once more. [Refrain]
Sacramental wine from your lips
God and the vine to
To intoxicate me
I would hurt for five, six more days
I would explode the seventh day and than beg you. If you were to be, to be my bride
Bed wouldn't be empty
When it comes to my body
I wouldn't have the wish,
After rewinding my life, to leave everything and
To taste once more. [Refrain]",https://lyricstranslate.com/en/nevista-bride.html,['Petar Grašo'],https://diskografija.com/pjesma/nevista-1117.htm,Nevista,1999 - Utorak,2005 - Uvertira,2005 - Da te mogu pismom zvati - Libar III,,,,,
nkaHNg1X_1_29,Petar Grašo,Petar Grašo,Ni mrvu srice,22966,"Zlatna ti zora bilo lice ljubi
ka' rosa cvice, ka' rosa cvice
kad lipo sanjas zasto mi te budi
zasto vec svice, zasto vec svice
pred tobom klece andjeli i ljudi
moja ces biti tako nebo sudi
 
Ref.
I pojdi, pojdi za mene
jer toliko te jubim
pojdi, pojdi za mene
da kraj tebe se budim
ni mrvu srice ja ne bi' ima
da mi te nima

Zlatna ti kosa pala sa kusina
na moje rame, na moje rame
od miliun ruza jedna dusu ima
i cvita za me, i cvita za me
pred tobom klece andjeli i ljudi
moja ces biti tako nebo sudi

Ref.","https://tekstovi.net/2,221,5707.html",,"Ni Mrvu Sriće (I Pojdi, Pojdi Za Mene)","Not a little bit of luck (And marry, marry me)",,"Zlatna ti zora bilo lice jubi,
Ka rosa cviće, ka rosa cviće
Kad lipo sanjaš zašto mi te budi,
Zašto već sviće, zašto već sviće.... Prid tobom kleče anđeli I judi,
Moja ćeš biti, tako nebo sudi.. Ti pojdi, pojdi za mene,
Jer toliko te jubin
I pojdi, pojdi za mene,
Da kraj tebe se budin .
Ni mrvu sriće ja ne bi ima
Da mi te nima.. Zlatna ti kosa pala sa kušina,
Na moje rame, na moje rame.
Od mijun ruža jedna dušu ima
I cvita za me I cvita za me...","The golden dawn kisses your white face,
Like the dew kisses the flowers, like dew the flowers
While you dream sweetly why would I wake you,
Why does it dawn already, why does it dawn already.... In front of you men and angels kneel,
You will be mine, the Heaven wants it that way. You marry, marry me,
Because I love you so much
And marry, marry me,
So I would wake beside you.
I wouldn't have even a little bit of luck
If I wouldn't have you.. Your golden hair fell of the cushion,
Onto my shoulder, onto my shoulder.
Of a million roses one has a soul
And it blooms for me, and it blooms for me...",https://lyricstranslate.com/en/ni-mrvu-sri%C4%87e-i-pojdi-pojdi-za-mene-not-little-bit-luck-and-marry-marry-me.html,['Petar Grašo'],https://diskografija.com/pjesma/ni-mrvu-srice-1131.htm,Ni mrvu sriće,2001 - Neizrecivo dobro izdanje,2001 - Dora 2001,2003 - Šporke riči,2005 - Uvertira,2006 - Da te mogu pismom zvati - Libar VI,['Zdenko Runjić'],['Nenad Ninčević'],['Nikša Bratoš']
nkaHNg1X_1_30,Petar Grašo,Petar Grašo,Nisan vise ja sa njom (duet Dino Radjo),24958,"Nisan vise ja sa njon
ne smin naglas reci to
da se ne cujen, kada zaplacen
i kad zadrcen za njon

Nisan vise ja sa njon
ne smin naglas reci to
svi pomozite, svi joj recite
da cu umrit s' tugon tom

Ide zivot, sta cu s njin
bez nje ja ne postojin
njeno tilo fali mom
spavan ja sa nemiron
nisan vise ja sa njon","https://tekstovi.net/2,221,5709.html",,Nisam više ja sa njon,I'm not with her anymore,,"Nisan više ja sa njon
1
Ne smin naglas reći to
Da se ne čuje kada zaplačen
I kad zadrćen za njon. Nisan više ja sa njon
Ne smin naglas reći to
Svi pomozite, svi joj recite
Da ću umrit s tugon ton. Nisan više ja sa njon. Ide život šta ću s njin
Bez nje ja ne postojin
Njeno tilo fali mon
Spavan ja sa nemiron","I'm not with her anymore
I can't say that on loud
So nobody can hear when I cry
And when I tremble for her. I'm not with her anymore
I can't say that on loud
Help me, everybody, all of you tell her
That I will die with this sadness. I'm not with her anymore. The life is going on
Without her I doesn't exist
I miss her body
I sleep with unrest",https://lyricstranslate.com/en/nisan-vise-ja-sa-njon-im-not-her-anymore.html,,,,,,,,,,,
nkaHNg1X_1_31,Petar Grašo,Petar Grašo,Odlucio sam slijediti Krista,15839,"Ljubavlju vjecnom ljubim te
zato ti sacuvah milost 

Ref. 2x
Odlucio sam slijediti Krista
odlucio sam slijediti Krista
odlucio sam slijediti Krista
necu se vratit' nikada
 
Ref.

Da niko nece ja idem za njim
da niko nece ja idem za njim
da niko nece ja idem za njim
necu se vratit' nikada

Krist je preda mnom, a svijet je za mnom
Krist je preda mnom, a svijet je za mnom
Krist je preda mnom, a svijet je za mnom
necu se vratit' nikada

Ref.

Aleluja, aleluja, aleluja, aleluja, aleluja
aleluja, aleluja, aleluja, aleluja, aleluja, aleluja

Uzmite sav svijet, dajte mi Krista
uzmite sav svijet, dajte mi Krista
uzmite sav svijet, dajte mi Krista
necu se vratit' nikada

Ref. 2x

Ref.

Ref. 4x","https://tekstovi.net/2,221,19643.html",,,,,,,,,,,,,,,,,,
nkaHNg1X_1_32,Petar Grašo,Petar Grašo,Otkad nije mi tu,14375,"Ljubiti il' gubiti
sasvim svejedno je sad
ostati il' nestati
negdje u daleki grad

Jer ja, otkad sam sam
ja ne znam sto donosi dan
novu ljubav i jos jednu bol
 
Ref,
Ne vidim, ja ne vidim
otkada nije mi tu
ali i kad progledam
vidjet cu nju, samo nju

Jer dan, dobar je dan
tek kada se nasmijem ja
Boze, daj mi, da kraj mene sja

Prijatelj si jedini
reci mi kako bez nje
previse sam brinuo
previse dao za nas

A, kad pogresnu znas
i pogresno ljubav ti das
znaj da jednom
ti ostat ces sam","https://tekstovi.net/2,221,5710.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/otkad-nije-mi-tu-1102.htm,Otkad nije mi tu,1996 - Dora 1996,1997 - Mjesec iznad oblaka,,,,['Petar Grašo'],['Vjekoslava Huljić'],
nkaHNg1X_1_33,Petar Grašo,Petar Grašo,Prije bi umra,18662,"Evo me opet 
di mislin na nas 
nevin ka' dite
a bisan ka' pas 

I zaborav zoven
a staje mi dah
jer posli tebe ostaje 
tek pepel i prah 
 
Ref.
Prije bi umra, umra, umra 
nego ti prizna sve 
prizna da rasula si me
prizna da lud sam bez tebe 

Godine idu, idu, idu 
ja vise nisam svoj 
'ko me je natira na nju 
zivote moj 

Tece nan vrime
ka' pjescani sat 
sritnima brzo 
tuznim nikada stat' 

Ja plovin i tonen 
u isti mah
jer posli tebe ostaje 
tek pepel i prah 

Ref.

K'o pustinja suv
ni vodu, ni kruh 
na putu svon ne vidin ja 
ja gazin svoj put
jos za me ces cut' 
jos do kraja nisan se da ","https://tekstovi.net/2,221,5712.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/prije-bi-umra-1114.htm,Prije bi umra,,,,,,,,
nkaHNg1X_1_34,Petar Grašo,Petar Grašo,Prokleto sam,16527,"Svega tvoga, evo se, odricem
odavno drugoj govorim da sam njen
i da se takve kao ti pribole za tren
kupujem ljubav lazima
al' presutim to sto samo Bog zna

Ref. 2x
Nista mi ne znaci k'o ti
molim te, ne placi, kriva si
kriva za svaki dan sta zivim sa njom
a prokleto sam
 
Zivot vraca sve
oko za oko, zub za zub
sada kajes se ti
al' ova bol je preskupa 
da suzama joj vratis dug

Ref.

Ova prevara me kostala zivota
i tvoje suze samo tvoja su sramota
jer si kriva za svaki dan sta zivim sa njom
a prokleto sam","https://tekstovi.net/2,221,20859.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/prokleto-sam-9120.htm,Prokleto sam,,,,,,['Tonči Huljić'],['Petar Grašo'],['Nikša Bratoš']
nkaHNg1X_1_35,Petar Grašo,Petar Grašo,Prosjak ljubavi,24541,"Ja san disperan
ni jednom mistu na tom svitu ja ne pripadan
 bila noc il' dan
meni je pisma ka i vino, od nje ja san pjan

 Mlad i umoran, ja ne znam kako
 ali znan da moran dalje sam
 nosit' ovaj kriz bez mrve kajanja
 al' da se opet rodin isti put bi izabra
 
Ja san disperan
al' mozda vise od zivota ja i ne tribam
 sve sto zelin ja
 je bokun sunca i jedno srce da mu svoje dam

Sam i nevojan i zadnju kapju 
ove duse ne bi zalia
za nju bolova i za nju zivija
al' da se opet rodin isti put bi izabra

Ref.
Ja nisam prosjak ljubavi
al' putem srca ja cu poci
da sricu sebi pronadjem
jer bez nje dalje necu moci

Ja nisam prosjak ljubavi
ali kad se konti zbroje
i kada dodje sve na svoje
vidim da sam sam
izblidija je san, ja san disperan","https://tekstovi.net/2,221,8878.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/prosjak-ljubavi-1103.htm,Prosjak ljubavi,1997 - Mjesec iznad oblaka,2005 - Uvertira,2005 - Da te mogu pismom zvati - Libar II,2008 - Ljubav se zove imenom tvojim,,,,
nkaHNg1X_1_36,Petar Grašo,Petar Grašo,Sad te se samo rijetko sjetim (feat. Arsen Dedic),91930,"Uvijek tako pocinje, polja cvatu
cuvaj tamne bisere na svom vratu
prva si rekla ti ""s tobom cu stajati""
i kada bogovi dignu glas
prva si rekla ti ""to mora trajati""
jednom davno smo imali nas
 
Ref.
Sad te se samo rijetko sjetim
prolaze dani, vrijeme leti
kako se poruse sni 
a isto smo sanjali

Sad te se samo rijetko sjetim
gdje li si zimi, gdje si ljeti
vec je hladno, ruke mi zgrij

Uvijek sve zavrsava blize bolu
mrvice od ljubavi na tvom stolu
jednom si rekla ti ""zbogom, oprosti mi""
i sve je nestalo ko za cas
jednom si rekla ti ""ne znam se kajati""
jednom davno smo imali nas

Ref.

Vec je hladno, moje slabe ruke zgrij 

Ref.

Vec je hladno ruke mi zgrij
uvijek sve zavrsava 
blize bolu 
blize bolu","https://tekstovi.net/2,221,2695.html",,Sad te se samo rijetko sjeti,Now I only rarely remember you,,"Uvijek tako počinje, polja cvatu
1
čuvaj tamne bisere na svom vratu
Prva si rekla ti s tobom ću stajati
I kada bogovi dignu glas
Prva si rekla ti to mora trajati
Jednom davno smo imali nas. Sad te se samo rijetko sjetim
Prolaze dani, vrijeme leti
Kako se poruše sni a isto smo sanjali
Sad te se samo rijetko sjetim
Gdje li si zimi gdje si ljeti
Već je hladno ruke mi zgrij. Uvijek sve završava bliže bolu
Mrvice od ljubavi na tvom stolu
Jednom si rekla ti zbogom oprosti mi
I sve je nestalo ko za čas
Jednom si rekla ti ne znam se kajati
Jednom davno smo imali nas. Sad te se samo rijetko sjetim
Prolaze dani, vrijeme leti
Kako se poruše sni a isto smo sanjali
Sad te se samo rijetko sjetim
Gdje li si zimi gdje si ljeti
Već je hladno ruke mi zgrij
(već je hladno, moje slabe ruke zgrij)","It always begins like that - fields are flourishing.
Keep safe those dark pearls around your neck.
You were the first who said: ''It must last
even when goods rise their voice.''
You were the first who said: ''I will stand by you.''
Once upon a time we had us.. Now I only rarely remember you,
Days are passing away, time is flying.
How easy dreams are ruined and we dreamed the same (dreams).
Now I only rarely remember you,
Where are you during winter, where are you during summer?
It's already cold, warm up my hands.. Everything always ends closer to pain,
Crumbs of love on your table.
You once said: ''Goodbye, forgive me.''
And everything disappeared in a moment
You once said: ''I don't know how to repent.''
Once upon a time we had us.. Now I only rarely remember you,
Days are passing away, time is flying.
How easy dreams are ruined and we dreamed the same (dreams).
Now I only rarely remember you,
Where are you during winter, where are you during summer?
It's already cold, warm up my hands.
(It's already cold, warm up my hands.)",https://lyricstranslate.com/en/sad-te-se-samo-rijetko-sjeti-now-i-only-rarely-remember-you.html,['Petar Grašo'],https://diskografija.com/pjesma/sad-te-se-samo-rijetko-sjetim-1126.htm,Sad te se samo rijetko sjetim,2003 - Šporke riči,2005 - Uvertira - Petar Grašo & Arsen Dedić,,,,,,
nkaHNg1X_1_37,Petar Grašo,Petar Grašo,Sporke rici,29566,"Sidi da ti kazen sve
za sve puste godine
za sve ono sta san ja
davno skupija, tu u grudima

Stalno nanosis mi bol
valjda to je nacin tvoj
svaka nasa vecera 
ima okus nemira ka' i poslidnja
vrag nek me odnija 
sta sam sve podnija ja
 
Ref.
Sporke rici svaki dan
casu bisa priliva
ne triba mi to
ne triba mi to, ne triba mi to

Sporke rici svaki dan
casu bisa prilivan
more tuge, suza sto 
od nas ostalo, od nas ostalo
a ne triba mi to

Da bar nisam s tobom tu
samo pljucan prasinu
da je srce isprati 
s' malo ciste jubavi
sta isporkala si ti
vrag nek me odnija
sta sam sve podnija ja

Ref.

Sidi da ti kazen sve
za sve puste godine
za sve ono sta san ja
davno skupija, tu u svojim grudima

Ref.","https://tekstovi.net/2,221,5773.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/sporke-rici-1123.htm,Šporke riči,,,,,,,,
nkaHNg1X_1_38,Petar Grašo,Petar Grašo,Srce za vodica (feat. Hana Huljic),10525,"Sto sam sve propustio
dok te nisam vidio
oci sam otvorio i odmah znao

Jedan na jedan, to smo ja i ti
sad se ne bojim ti reci ni priznati
makar mi nije to lako
 
Ref.
Ja uzimam srce za vodica
ne pitaj, znam da smo srodna bica
to ljubav je sto se rijetko vidja
i to je nasa prica

Da l' je sve to istina
bojim se bit' radostan
nada se izgubila odavno, odavno

Al' nekad nebesa znaju mijenjati svoj plan
andjeo cuvar je dovoljan jedan
da zivot na drukcije gledam

Ref. 2x","https://tekstovi.net/2,221,51661.html",,Srce za vodiča,Heart for a Guide,,"Što sam sve propustio
1
Dok te nisam vidio...
Oči sam otvorio i odmah znao
Jedan na jedan, to smo ja i ti.
Sad se ne bojim ti reći ni priznati
Makar mi nije to lako.... (Pripjev)
Ja uzimam srce za vodiča
Ne pitaj, znam da smo srodna bića
To ljubav je što se rijetko viđa
I to je naša priča. Dal' je sve to istina?
Bojim se bit' radostan.
Nada se izgubila odavno, odavno,
Al' nekad nebesa znaju mijenjati svoj plan.
Anđeo čuvar je dovoljan jedan
Da život-na drukčije gledam. (Pripjev)","Everything I've missed
Until I saw you
I opened my eyes and I already knew
One on one, just you and I
Now I'm not afraid to tell you or confess
Although it's not easy. (Chorus)
I'm taking a heart for a guide
Don't ask, I know we're soulmates
That love is rarely seen
And that's our story. Is everything there true?
I'm afraid to be happy
Hope was lost a long, long time ago
But sometimes heavens can change their plan
Guardian angel, just one is enough
For me to look at life differently. (Chorus)",https://lyricstranslate.com/en/srce-za-vodi%C4%8D-heart-guide.html,['Petar Grašo'],https://diskografija.com/pjesma/srce-za-vodica-26577.htm,Srce za vodiča,,,,,,,,
nkaHNg1X_1_39,Petar Grašo,Petar Grašo,Sta je tribalo mi to,22440,"Kad ugrize nas zub 
od vrimena i pomuti sjaj
znam da nije svak' 
pametan i jak
kad se cuti kraj

Al' kako mozes ic' 
i priko svega pric'
bez da pustis glas
i prigorit sve lipe godine
sta su iza nas
 
Ref.
Sta je tribalo mi to
da te jubin toliko
i da dicjin ocima
ovu jubav gledan ja

Sta je tribalo mi to
da te jubin toliko
ja san triba prije znat'
da se ne smin cili dat'
ni u jude virovat'

Da sam bestija
dno od covika
lakse bilo bi jer proda' 
bi i cast za lazi i za strast
i bija bi ka' ti

Ref.","https://tekstovi.net/2,221,5774.html",,,,,,,https://lyricstranslate.com/en/translator/marina0166?page=1&sort=asc&order=Artist,['Petar Grašo'],https://diskografija.com/pjesma/sta-je-tribalo-mi-to-1122.htm,Šta je tribalo mi to,,,,,,,,
nkaHNg1X_1_40,Petar Grašo,Petar Grašo,Sta ti je svit,33719,"Sve lipe sate
provela mi dusa s tvojon
zivila za te
polili je ladnon vodon

Sta ti je svit
ne daju mi s tobom bit'
zivot moga' bi bit' lip
al' ima dana za umrit'
 
Sve zelje moje
zive isprid tvojih vrata
'di smo nas dvoje
sta je ostalo od zlata

Sta ti je svit
ne daju mi s tobon bit'
zivot moga' bi bit' lip
al' ima dana za umrit'","https://tekstovi.net/2,221,14568.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/sta-ti-je-svit-5099.htm,Šta ti je svit,,,,,,,,
nkaHNg1X_1_41,Petar Grašo,Petar Grašo,Sto je to od mene ostalo (duet Doris Dragovic),47739,"Da je srce list duhana
pepeo i tama
da se zivo spalilo
i ne vrijedi da to znam
covjek kriv je sebi sam
sto je to od mene ostalo
 
Da ja ne vidim ni sjen
i nijednu zenu
pored zdravih ociju
i ne vrijedi da to znam
ja sam tobom zacaran
i sto je to, to od mene ostalo

Vidis i ti, sto i ja
da mi zivot propada
vidis i ti, sto i ja
zivot moj ti pripada
sto je to, to od mene ostalo","https://tekstovi.net/2,221,5777.html",,Što Je To Od Mene Ostalo,What's That That's Left Of Me,The Platinum Collection,"Da je srce list duhana
Pepeo i tama
Da se živo spalilo
I ne vrijedi da to znam
Čovjek kriv je sebi sam
Što je to od mene ostalo. Da ja ne vidim ni sjenu
I nijednu ženu
Pored zdravih očiju
I ne vrijedi da to znam
Ja sam tobom začaran
I što je to, to od mene ostalo. Vidiš i ti, što i ja
Vidiš i ti, što i ja
Što i ja
Da mi život propada
Da mi život propada
I propada
Vidiš i ti, što i ja
Vidiš i ti
Život moj ti pripada
Što je to, što je to
to od mene ostalo. Da je srce list duhana
Pepeo i tama
Da se živo spalilo
I ne vrijedi da to znam
Ja sam tobom začaran
I što je to, to od mene ostalo. I ne vrijedi da to znam
Čovjek kriv je sebi sam
Što je to od mene ostalo. Vidiš i ti, što i ja
Vidiš i ti, što i ja
Što i ja
Da mi život propada
Da mi život propada
I propada
Vidiš i ti, što i ja
Vidiš i ti
Život moj ti pripada
Što je to, što je to
To od mene ostalo. Vidiš i ti, što i ja
Vidiš i ti, što i ja
Što i ja
Da mi život propada
Da mi život propada
I propada
Što je to, što je to
To od mene ostalo. Da je srce list duhana
Pepeo i tama
Da se živo spalilo
I ne vrijedi da to znam
Ja sam tobom začaran
I što je to, to od mene ostalo","(D.D.)That the heart is a tobacco leaf,
Ashes and darkness,
That it was burned down alive -
And no use for me from knowing all that.
A person is to blame oneself.
What's that that's left of me?. (P.G. )For me not to see even a shadow
And no woman,
Although my sight is not impared,
And no use for me from knowing all that.
I'm enchanted by you.
And what is that, that that's left of me?. (Together) You see what I also see
You see what I also see
What I also see
That my life is going down
That my life is going down
And going down
You see what I also see
You see it also
My life belongs to you
What is that? What is that
That's left of me?. That the heart is a tobacco leaf,
Ashes and darkness,
That it was burned down alive -
And no use for me from knowing all that.
I'm enchanted by you.
And what is that, that that's left of me?. And there's no use for me to know that
A person is to blame oneself.
What's that that's left of me?. You see what I also see
You see what I also see
What I also see
That my life is going down
That my life is going down
And going down
You see what I also see
You see it too
My life belongs to you
What is that? What is that
That's left of me?. You see what I also see
You see what I also see
What I also see
That my life is going down
That my life is going down
And going down
What is that? What is that
That's left of me?. That the heart is a tobacco leaf,
Ashes and darkness,
That it was burned down alive -
And no use for me from knowing all that.
I'm enchanted by you.
And what is that, that that's left of me?",https://lyricstranslate.com/en/%C5%A1-je-od-mene-ostalo-whats-thats-left-me.html,,,,,,,,,,,
nkaHNg1X_1_42,Petar Grašo,Petar Grašo,Sve nas manje ima tu,26850,"Ako je volit bija grih
ja svoju kaznu sam platija
sve svoje dugove mu vratija
ka' lancun ja sam cist
i nek me judi ostave

Nad mojim suzama nek gustaju
nek' konci tuge me ne pustaju
nek' ne znan sta je smih
ako je volit bija grih
 
Ref.
Godinu po godinu
sve nas manje ima tu
i sve prazniji je sto
a cipa bol, a cipa bol

Pa se oci napune
kad ih tudje ne vide
i samoca zapriti
a falis ti, a falis ti
sve nas manje ima tu
godinu po godinu

Otvori dusu jubavi
da cujem jeku svoga imena
jer nema neba, nema vrimena
sto jude rastavi 
jer jubav uvik nastavi

Ref.","https://tekstovi.net/2,221,5776.html",,Sve nas manje ima tu,If to love was a sin,,"Ako je volit bija grih
ja svoju kaznu sam platija
sve svoje dugove mu vratija
ka' lancun ja sam čist
i nek me judi ostave. Nad mojim suzama nek guštaju
nek' konci tuge me ne puštaju
nek' ne znam šta je smih
ako je volit bija grih. Ref.
Godinu po godinu
sve nas manje ima tu
i sve prazniji je sto
a cipa bol, a cipa bol. Pa se oči napune
kad ih tuđe ne vide
i samoća zapriti
a fališ ti, a fališ ti
sve nas manje ima tu
godinu po godinu. Otvori dušu jubavi
da čujem jeku svoga imena
jer nema neba, nema vrimena
što jude rastavi
jer jubav uvik nastavi","If to love was a sin,
Then my sentence was served
My debts were all repaid
From shackles I was released
If only people now let me be. Let tears still fall down
In the sorrow to drown
Laughter to be unknown
If to love was a sin. [refrain]
Year after year
There are fewer of us left
The table is emptier
And pain leaves us bereft. Let tears fill your eyes
When strangers can't see
And loneliness threatens
I miss you so, miss you so much
There are fewer of us left
Year after year. Open your soul, beloved,
Let me hear the sound of my name
Neither heavens nor time exist
That can separate us
Because love is everlasting",https://lyricstranslate.com/en/sve-nas-manje-ima-tu-if-love-was-sin.html,['Petar Grašo'],https://diskografija.com/pjesma/sve-nas-manje-ima-tu-1132.htm,Sve nas manje ima tu,2000 - Split 2000,2000 - Tonika Hit No. 4,2003 - Šporke riči,2005 - Uvertira,,['Petar Grašo'],['Petar Grašo'],
nkaHNg1X_1_43,Petar Grašo,Petar Grašo,Trebam nekoga,83067,"Vracam ti se opet, Boze moj
da pokazes mi put
jer si jedini sto zna
da stjeran sam u kut

Nekog trebam ja trebam nekoga
nek prestane boljeti
nekog trebam ja trebam nekoga
ko ce me voljeti ja trebam nekoga
 
Ref.
Jer sam ja ko i svi
samo jedna dusa malena, uboga
i ja trebam nekog da me zagrli, utjesi
jer bez ljubavi i moje srce vene
ja trebam nekoga da bude kraj mene

Ja ne mogu vise, Boze moj
tu samocu podnijeti
kad bi mog'o novi dan
malo sunca donijeti","https://tekstovi.net/2,221,9140.html",Grašo Petar,Trebam nekoga,I need somebody,,"Vračam ti se opet, Bože moj
1
da pokažeš mi put
jer si jedini što zna
da stjeran sam u kut. Nekog trebam ja trebam nekoga
nek prestane boljeti
nekog trebam ja trebam nekoga
ko će me voljeti ja trebam nekoga. Ref.
Jer sam ja ko i svi
samo jedna duša malena, uboga
i ja trebam nekog da me zagrli, utješi
jer bez ljubavi i moje srce vene
ja trebam nekoga da bude kraj mene. Ja ne mogu više, Bože moj
tu samoću podnijeti
kad bi mog'o novi dan
malo sunca donijeti","I'm coming back to you, my God
to show me the way
beacuse You're the only one who knows
that I'm cornered. I need somebody, need somebody
to stop the pain
I need somebody, need somebody
who will love me, I need somebody. Because I'm like everyone else
just one little, poor soul
and I need somebody to hug me, to comfort me
because without love my heart fades
I need somebody to stand by my side. I can't anymore, my God
stand that loneliness
if only the new day could
bring some sun",https://lyricstranslate.com/en/trebam-nekoga-i-need-somebody.html,['Petar Grašo'],https://diskografija.com/pjesma/trebam-nekoga-1108.htm,Trebam nekoga,1997 - Mjesec iznad oblaka,2005 - Uvertira,2008 - 10 godina Zadarfesta,,,,,
