Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Written-By_discogs,Backing Vocals_discogs,Guitar_discogs,Vocals_discogs,Album_year_discogs,Guest_discogs,Violin_discogs,Written By_discogs,Featuring_discogs,Arranged By_discogs,Vocals [Duet]_discogs,Film Director_discogs,Conductor_discogs,Leader_discogs,Orchestra_discogs,Performer_discogs,Acoustic Guitar_discogs,Mandolin_discogs,Bass Guitar_discogs,Electric Guitar_discogs,Keyboards_discogs,Programmed By_discogs,Producer_discogs,Drum_discogs,Recorded By_discogs,Mixed By_discogs,Mastered By_discogs,Clarinet_discogs,Kaval_discogs,Trumpet_discogs,Accordion_discogs,Cello_discogs,Viola_discogs,Album_year_title_discogs,All_albums_discogs
Severina,Severina,Još I Sad,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ako Kažeš Da Me Ne Voliš,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ja Sam Vlak,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Godine Nestvarne,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ostavljam Ti Sve,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Budi Tu,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Na Kraj Svijeta,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ti Ne Znaš Kako Je,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ne Daj Mi Da Odem,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ne Dam Te Nikom,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Poljubi Me,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Severina - Hitovi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,"Daj Mi , Daj",,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Severina Mega Mix,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Goran Karan - Hitovi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Kada Zaspu Anđeli (Ostani),,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Kazna Mi Je Što Te Ljubim,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Kao Da Te Ne Volim,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,"Lipa Si, Lipa",,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,"Jubin Te, Jubin",,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Prozor Kraj Đardina,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,"Partenca (Ay, Ay, Ay)",,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ja Sam Samo Vagabundo,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Tu Non Llores Mi Querida,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Od Jubavi Sam Duša Ranjena,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Još Uvijek Vjerujem Da Ljubav Postoji,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Uvelo Lišće,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Kad Jesen Dođe,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Bolero,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,To Je Drugo Lice Ljubavi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Kako Da Te Zaboravin,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Dalmatinske Suze,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Pristajem Na Sve,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ružo Moja Bila,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ahoj! Lipi Galebe Moj,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Colonia - Gold Edition,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Sve Oko Mene Je Grijeh,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa/2013.0-Komplet 4 CDa
Severina,Severina,Njeno Ime Ne Zovi U Snu,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Deja Vu,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Za Tvoje Snene Oči,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Oduzimaš Mi Dah,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Plamen Od Ljubavi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Ti Da Bu Di Bu Da,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Medley Hit Mix,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Dio Nje,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,C'est La Vie,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Svijetla Grada,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Svijet Voli Pobjednike,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Nikad Više,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Zadnji Let Za Pariz,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Nevjera,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Prvi Poljubac,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Dok Je Tebe I Ljubavi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,U Ritmu Ljubavi,,Komplet 4 CDa,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Komplet 4 CDa,2013.0-Komplet 4 CDa
Severina,Severina,Hurem,4:06,Hurem,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Hurem,2013.0-Hurem/2014.0-Brazil
Severina,Severina,CD 1,,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,CD 2,,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,Srce Je Moje Veliko K’o Kuća,3:48,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,Spreman Na To,3:58,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,’Ko Je Kriv,4:46,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,CD 3,,50 originalnih pjesama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-50 originalnih pjesama,nan-50 originalnih pjesama
Severina,Severina,Brazil,,Brazil,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Brazil,2014.0-Brazil
Severina,Severina,Alcatraz,,Brazil,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Brazil,2014.0-Brazil
Severina,Severina,Uno Momento,3:28,Uno Momento,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Uno Momento,2014.0-Uno Momento/2014.0-Dobrodošao U Klub - Live
Severina,Severina,Harlem Shake,,Dobrodošao U Klub - Live,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live
Severina,Severina,Tango,,Dobrodošao U Klub - Live,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live
Severina,Severina,Gardelin,,Dobrodošao U Klub - Live,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live
Severina,Severina,Šta Me Sad Pitaš Što Mi Je?,,Dobrodošao U Klub - Live,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live
Severina,Severina,Maestro Dance Crew,,Dobrodošao U Klub - Live,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live
Severina,Severina,More Tuge,,Dobrodošao U Klub - Live,Miloš Smiljanić Žuća,Saša Matić,,,,,2014.0,,,,Saša Matić,Dejan Abadić,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Dobrodošao U Klub - Live,2014.0-Dobrodošao U Klub - Live/2014.0-More Tuge
Severina,Severina,Generale,3:11,Generale,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-Generale,2014.0-Generale
Severina,Severina,Calimero,3:15,Calimero,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Calimero,2015.0-Calimero
Severina,Severina,Sekunde,3:41,Sekunde,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Sekunde,2016.0-Sekunde
Severina,Severina,Silikoni,,Silikoni,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Silikoni,2016.0-Silikoni
Severina,Severina,Otrove,3:53,Otrove,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Otrove,2017.0-Otrove/nan-Halo
Severina,Severina,Kao,3:42,Kao,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Kao,2017.0-Kao/nan-Halo
Severina,Severina,Mrtav Bez Mene,3:03,Mrtav Bez Mene,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Mrtav Bez Mene,2017.0-Mrtav Bez Mene/nan-Halo
Severina,Severina,Kuda Za Vikend,3:17,Kuda Za Vikend,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Kuda Za Vikend,2017.0-Kuda Za Vikend
Severina,Severina,Hazarder,2:51,Hazarder,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Hazarder,2017.0-Hazarder
Severina,Severina,Unaprijed Gotovo,4:38,Unaprijed Gotovo,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0-Unaprijed Gotovo,2018.0-Unaprijed Gotovo
Severina,Severina,Od Leta Do Leta,3:30,Od Leta Do Leta,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0-Od Leta Do Leta,2018.0-Od Leta Do Leta
Severina,Severina,Tutorial,3:33,Tutorial,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0-Tutorial,2018.0-Tutorial/nan-Halo
Severina,Severina,'Oću S Tobon Živit,,Halo,Vjekoslava Huljić,Tonči Huljić,,Vladimir Pavelić,,,,,,,,Ivan Popeskić,,Ljubba,,,,,Ivan Pešut,Nikša Bratoš,Henry Radanović,Ivan Pešut,Ivan Popeskić,Ivan Popeskić,Ivan Popeskić,,,,,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Popila,,Halo,Dušan Bačić,Dušan Bačić,,Tanja Vasiljević,Petar Trumbetaš,,,,Ana Vurcer,,,Bojan Dragojević,,Ljubba,,,,,,,Bojan Dragojević,,Bojan Dragojević,,Bojan Dragojević,Bojan Dragojević,Bojan Dragojević,Bojan Dragojević,,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Halo,,Halo,Jasmin Fazlić Jala,Jasmin Fazlić Jala,,,,,,,,,,Marko Dragić,,Ljubba,,,,,,,,,,,,,,Tedi Lazarević,Tedi Lazarević,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Unaprijed Gotovo ,,Halo,Marina Tucaković,Goran Ratković,,Mari Mari,,,,,,,Petar Grašo,Daniel Bogdanović,,,,,,,Uroš Teofilović,,,Goran Ratković,Aleksandar Stojnev,,,,,,,Eljez Šabani,Aleksandar Stojnev,,,,,nan-Halo,nan-Halo
Severina,Severina,Bijela Vrana,,Halo,Vjekoslava Huljić,Tonči Huljić,,Jadranka Krištof,Mirza Redžepagić,,,,,,,Slobodan Veljković,,Ljubba,,,,,,,,,,,,,,Jan Magdevski,,,,Miloš Nikolić (3),,,,nan-Halo,nan-Halo
Severina,Severina,Fatamorgana,,Halo,Milan Radulović,The Outsiders (37),,Darko Dimitrov,,,,,,,,Darko Dimitrov,,Ljubba,,,,,,,,,Darko Dimitrov,Darko Dimitrov,Darko Dimitrov,,,Darko Dimitrov,Darko Dimitrov,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Daleko Ti Kuća,,Halo,Jasmin Fazlić Jala,Jasmin Fazlić Jala,,Darko Dimitrov,,,,,,,,Darko Dimitrov,,Ljubba,,,,,,,,,Darko Dimitrov,Darko Dimitrov,Darko Dimitrov,,,Darko Dimitrov,Darko Dimitrov,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Kuma,,Halo,Marina Tucaković,,Κωνσταντίνος Γίτσης,Bojan Dragojević,,,,,,,,Bojan Dragojević,,,,,,,,,,,,,Bojan Dragojević,,Bojan Dragojević,Bojan Dragojević,,,,Miloš Nikolić (3),,,,nan-Halo,nan-Halo
Severina,Severina,Losha,,Halo,Goran Ratković,Goran Ratković,,,,,,,,,,Darko Dimitrov,,,,,,,,,,,Darko Dimitrov,Darko Dimitrov,Darko Dimitrov,,,Darko Dimitrov,Darko Dimitrov,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Kafana,,Halo,Saša Lazić,Saša Lazić,,Suzana Branković,Nenad Gajin,,,,,,,Saša Lazić,,Ljubba,,,,,,,,,,,,,,Lazar Milić,,,,Miloš Nikolić (3),Aleksandar Krsmanović,,,nan-Halo,nan-Halo
Severina,Severina,Mirna,,Halo,Dušan Bačić,Dušan Bačić,,Irina Milovanović,,,,,,,,Bojan Dragojević,,,,,,,,,Bojan Dragojević,,Bojan Dragojević,,Bojan Dragojević,Bojan Dragojević,Bojan Dragojević,Bojan Dragojević,,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Imaš Pravo,,Halo,Marina Tucaković,,Ελένη Γιαννατσούλια,Vladimir Pavelić,Ivan Pešut,,,,,,,Ivan Popeskić,,,,,,,,,Henry Radanović,,Ivan Popeskić,,Bojan Dragojević,Damir Šomen,,,,,,,,,,nan-Halo,nan-Halo
Severina,Severina,Magija,,Halo,Jasmin Fazlić Jala,Jasmin Fazlić Jala,,,,,,,,,Jasmin Fazlić Jala,RimDa,,,,,,,,,,,,,,,,KC Blaze,KC Blaze,,,,,,,nan-Halo,nan-Halo
Severina,Severina,’ko Je Kriv,4:46,The Best Of Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Collection,nan-The Best Of Collection
