Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
119,PZ5KqfC1_1_119,Parni Valjak,Parni Valjak,Sve jos mirise na nju,452209,"Ne pitaj me nocas nista
pusti me da sutim
ja nocas trebam mir

Stare rane opet peku
moje bitke dalje teku
duso, ti nemas nista s tim
 
Sa tvojeg izvora moja se dusa napila
zedna tvojih godina, i sada mamurna 
pita gdje je utjeha
gdje je mladost nestala

Idu dani, ja ih pratim
ponekad do tebe svratim
duso, trazim zaborav

Molim sate da se vrate
tragovima njenim hodam tiho
kao da je tu

Ref.
Sve jos mirise na nju
i dan i jutro sto ce doci
nakon ove noci, noci bez sna
i dvjesto godina, da ih brojim u samoci 
otkako je otisla

U mojim venama jos je njenog otrova
jos je doza prejaka
a tebe ljubim da ne poludim
samo da zaboravim

Ref. 2x","https://tekstovi.net/2,581,8737.html",,Sve još miriše na nju,It all still scents of her,Buđenje,"Ne pitaj me noćas ništa, pusti me da šutim
1
Ja noćas trebam mir
Stare rane opet peku moje bitke dalje teku, dušo,
Ti nemaš ništa s tim. Sa tvojeg izvora moja se duša napila
Žedna tvojih godina
I sada mamurna pita gdje je utjeha
Gdje je mladost nestala. Idu dani, ja ih pratim, ponekad do tebe svratim
Dušo, tražim zaborav
Molim sate da se vrate, tragovima njenim hodam
Tiho, kao da je tu. Sve još miriše na nju, i dan, i jutro što će doći
Nakon ove noći, noći bez sna
I dvjesto godina da ih brojim u samoći
Otkako je otišla.. U mojim venama još je njenog otrova
Još je doza prejaka
A tebe ljubim, da ne poludim
Da zaboravim. Sve još miriše na nju, i dan, i jutro što će doći
Nakon ove noći, noći bez sna
I dvjesto godina da ih brojim u samoći
Otkako je otišla.. Sa tvojeg izvora moja se duša napila
Žedna tvojih godina
I sada mamurna pita gdje je utjeha
Gdje je mladost nestala. U mojim venama još je njenog otrova
Još je doza prejaka
A tebe ljubim, da ne poludim
Samo da zaboravim","Ask me nothing tonight, let me be in silence
Tonight I need my peace
Old wounds sting again, my battles rage on, darling
You have nothing to do with it. From your spring my soul had drank its fill
Thirsty for your youth
And now, hung over, asks where's the solace
Where did the youth go?. The days go on - I follow, sometimes I stop by you
Darling, I seek oblivion
I beg the hours to return, in her footsteps I walk
Silently, as though she were here. It all still scents of her, the day, and the morning to come
After this night, sleepless night
And two hundred years to count in solitude
Since she had left. In my veins still her venom remains
The dose is still too strong
And you I'm loving so that I don't go mad
That I would forget. It all still scents of her, the day, and the morning to come
After this night, sleepless night
And two hundred years to count in solitude
Since she had left. From your spring my soul had drank its fill
Thirsty for your youth
And now, hung over, asks where's the solace
Where did the youth go?. In my veins still her venom remains
The dose is still too strong
And you I'm loving so that I don't go mad
Only that I would forget",https://lyricstranslate.com/en/sve-jos-mirise-na-nju-it-all-still-scents-her.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1994 - Buđenje,1995 - Live in ZeKaeM - uživo,1998 - Largo 25 hits,https://diskografija.com/pjesma/sve-jos-mirise-na-nju-1017.htm,Sve još miriše na nju,,2005 - Koncentrat 1984. - 2005.,,,,,,,"Ne pitaj me noćas ništa,
pusti me da šutim,
ja noćas trebam mir.

Stare rane opet peku,
moje bitke dalje teku,
dušo ti nemaš ništa s tim.

Sa tvojeg izvora,
moja se duša napila,
žedna tvojih godina,
i sada mamurna
pita gdje je utjeha,
gdje je mladost nestala.

Idu dani, ja ih pratim,
ponekad do tebe svratim,
dušo tražim zaborav.

Molim sate da se vrate,
tragovima njenim hodam,
kao da je tu.

Sve jos miriše na nju,
i dan, i jutro što će doći,
nakon ove noći, noći bez sna,
i dvjesta godina,
da ih brojim u samoći,
otkako je otišla.

U mojim venama još je njenog otrova,
još je doza prejaka,
a tebe ljubim
da ne poludim,
da zaboravim.",Sve još miriše na nju,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/sve-jos-mirise-na-nju.html
120,PZ5KqfC1_1_120,Parni Valjak,Parni Valjak,Tanki zivci,11879,"Citaj mi sa usana ponovo
ni ovaj put nam nije uspjelo
citaj mi sa usana ponovo
vidis da je krivo krenulo

Ref.
Pa imam tanke zivce
tako tanke zivce
jako tanke zivce
imam ja
 
Nije vrijeme, porez nema varanja
kada jednom prodje, proslo je
i uvijek netko dodje svijetla ugasi
jos jucer klinci, sad smo odrasli

Ref.

Uslo je u ljude nesto prokleto
nesto crno, nesto nesretno
nedostaje mi okus radosti
nedostaje mi miris mladosti

Ref.

I kome reci sto ti je na dusi
kad dusu nitko ne slusa
i sad smo tu gdje nikad nismo bili
nekad mislim nije istina

I kome reci sto ti je na dusi
kad dusu nitko ne slusa
i sad smo tu gdje nikad nismo bili
ti si mi jedina utjeha
oprosti
sto imam tanke zivce
oprosti
ti si mi jedina utjeha

Ref.","https://tekstovi.net/2,581,40116.html",,,,,,,,,,['Parni Valjak'],,,,https://diskografija.com/pjesma/tanki-zivci-16466.htm,Tanki živci,,,,,,,,,,,
121,PZ5KqfC1_1_121,Parni Valjak,Parni Valjak,Ti povuci prvi potez,5248,"Ti si sve sto nisam
zelio da budes
lijepo ime u losoj pjesmi

Ti si sve sto nisam
zelio da budes
bogat okvir, prazno platno
 
Ref.
Ti, ti si uvijek ta koja
nekog vraga, nekog Boga zna
imas nesto za reci u krivo vrijeme
do ludila si me dovela

Kako to da vise
ne vidim nista
od onog sto sam nekada volio

Sad si sve sto nisam
zelio da budes
samo znam da pobjeci zelim

Ref.

Ipak ti povuci prvi potez
ipak ti budi ta
ja nemam snage, nemam volje
gotovo je","https://tekstovi.net/2,581,45213.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1980 - Vruće igre,2005 - Koncentrat 1977. - 1983.,,https://diskografija.com/pjesma/ti-povuci-prvi-potez-2662.htm,Ti povuci prvi potez,,,,,,,,,,,
122,PZ5KqfC1_1_122,Parni Valjak,Parni Valjak,Trebas mi,11976,"Mogla si i bolje proci
nemam mnogo da ti dam
ne znam sto mi nosi sutra
samo jedno znam -
da trebas mi

Ref.
Molim te, ne odlazi jer
trebas mi, 'ajde se predomisli
 
Imam tako nekih dana
ne znam sto sa sobom
zadnja stvar sto zelim
svadje su sa tobom

Oprosti sto ponekad
ne biram rijeci
ja ne mislim tako
ti znas da trebas mi

Ref.

Pitas da l' ce nasa
ljubav trajati
ne znam, budi uz mene
tako, tako cemo saznati
ja, ja, pomalo sam umoran
ja, ja, duso, suvise sam nervozan

Ref. 4x","https://tekstovi.net/2,581,46104.html",,Trebaš mi,I need you,,"Mogla si i bolje proći
1
nemam mnogo da ti dam
ne znam što mi nosi sutra
samo jedno znam
da trebaš mi
molim te ne odlazi jer trebaš mi
ajde se predomisli. Ima tako nekih dana
ne znam što sa sobom
zadnja stvar što želim
svađe su sa tobom. Oprosti što ponekad ne biram riječi
ja ne mislim tako
ti znaš da trebaš mi
molim te ne odlazi jer trebaš mi
ajde se predomisli. Pitaš dal će naša ljubav trajati
Ne znam, budi uz neme
tako, tako ćemo saznati. Ja, ja, pomalo sam umoran
ja, ja dušo suviše sam nervozan
Oprosti što ponekad ne biram riječi
ja ne mislim tako
ti znaš da trebaš mi
molim te ne odlazi jer trebaš mi
ajde se predomisli jer trebaš mi
molim te ne odlazi jer trebaš mi
ajde se predomisli jer trebaš mi
Trebaš mi
Ajde, ajde se predomisli
Trebaš mi","You could live better
I don't have much to give you
I don't know what tomorrow will bring
but one thing I know
that I need you
please don't go because I need you
come on, change your mind. There are days
when I don’t know what to do with myself
the last thing I want is
to quarrel with you. Sorry, but sometimes don’t mince my words
I don’t mean that way
you know I need you
please don’t go because I need you
come on, change your mind. You ask if our love will last
I don’t know, stay with me
this is the only way we will know. I, I am a little bit tired
I, I am, honey, too nervous
Sorry, but sometimes I don’t mince my words
I don’t mean that way
you know I need you
please don’t go because I need you
come on, change your mind
please don’t go because I need you
come on, change your mind
I need you
come on, change your mind
I need you",https://lyricstranslate.com/en/trebas-mi-i-need-you.html-0,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/trebas-mi-2633.htm,Trebaš mi,,,,,,,,,,,
123,PZ5KqfC1_1_123,Parni Valjak,Parni Valjak,Tvoji koraci,6403,"Jos jedno vece tece uzalud
osluskujem da li ces mi doci
oko mene tihi grad
mirno je, gluho doba noci

Osluskujem, nitko da glavu digne
spavaju, kako to neobicno zvuci
sjene sjeku ulice
u moje snove ne moze se uci
 
Odjekuju koraci
lagano kroz noc
samo tvoji koraci
kao zlatni udarci

Ref.
Pomozi mi da se probudim
ja sam negdje daleko
ja letim visoko

Duboko uvlacim zadnji dim
uz tebe sam naucio da letim
sjene sjeku ulice
poljubi me
pomozi mi da sletim

Ref. 2x","https://tekstovi.net/2,581,45346.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/tvoji-koraci-2604.htm,Tvoji koraci,,,,,,,,,"Jos jedno vece tece uzalud
Osluskujem da li ces doci
Oko mene tihi grad,
Mirno je gluho doba noci
Osluskujem

Nitko da glavu digne
Spavaju kako to neobicno zvuci
Sjene sjeku ulice
U moje snove ne moze se uci
Odjekuju koraci
Lagano kroz noc, lagano

Samo tvoji koraci kao zlatni udarci
Pomozi mi da se probudim
Ja sam negdje daleko ja letim visoko

Duboko uvlacim zadnji dim
Uz tebe sam naucio da letim
Sjene sjeku ulice
Poljubi me
Pomozi mi da sletim
Odjekuju koraci
Lagano, kroz noc lagano",Tvoji koraci,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/tvoji-koraci.html
124,PZ5KqfC1_1_124,Parni Valjak,Parni Valjak,U ljubav vjerujem,142035,"Stavi malo boje, malo crvene
crvene k'o ljubav sto ne prestaje
pa onda malo zute, za suncan dan
a za vedro nebo boju znas i sam

Kazi da sam blesav, pjevam pjesme naivne
al' ne mozes mi nista, smijem se
nadji sretne misli kao Petar Pan
letjeti je lako kad si bezbrizan
ma dodaj malo boje u ovaj sivi san
pogledaj u nebo, nisi vise sam
 
Ref.
Kazi da sam blesav, pjevam pjesme naivne
al' ne mozes mi nista, smijem se
jer ja u ljubav vjerujem
 ja sam opet zaljubljen

Stavi malo boje, malo crvene
crvene k'o ljubav da ne prestane
ma dodaj malo boje u ovaj sivi san
ako isto mislis, neces biti sam","https://tekstovi.net/2,581,8565.html",,U ljubav vjerujem,I Believe In Love,,"Stavi malo boje, malo crvene
1
crvene ko' ljubav što ne prestaje
pa onda malo žute za sunčan dan
a za vedro nebo boju znaš i sam. Kaži da sam blesav, pjevam pjesme naivne
al' ne možeš mi ništa, smijem se
nađi sretne misli kao Petar Pan
letjeti je lako kad si bezbrižan
ma dodaj malo boje u ovaj sivi dan
pogledaj u nebo, nisi više sam. Kaži da sam blesav, pjevam pjesme naivne
al' ne možeš mi ništa, smijem se
jer ja u ljubav vjerujem
jer ja sam opet zaljubljen. Stavi malo boje, malo crvene
crvene ko' ljubav da ne prestane
ma dodaj malo boje u ovaj sivi dan
ako isto misliš nećeš biti sam","Put a little colour, a bit of red
red like love, that's not going away
and then a little bit of yellow, for a sunny day
and for clear sky, you know it yourself. Tell me I am silly, singing gullible songs
but you can't do anything to me, I am laughing
find happy thoughts like Peter Pan
Flying is easy when you are careless
come on, put a little colour into this gray day
look into the sky, you are no longer alone. Tell me I am silly, singing gullible songs
but you can't do anything to me, I am laughing
because I believe in love
because I'm in love again. Put a little colour, a little bit of red
red like love, so that it doesn't stop
come on put a little colour into this gray day
if you feel the same, you won't be alone",https://lyricstranslate.com/en/u-ljubav-vjerujem-i-believe-love.html-0,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],2000 - Zastave,2005 - Turky party - prvih 10 godina 2,2005 - Koncentrat 1984. - 2005.,https://diskografija.com/pjesma/u-ljubav-vjerujem-1064.htm,U ljubav vjerujem,,,,,,,,,"Stavi malo boje
Malo crvene
Crvene ko' ljubav
Što ne prestaje
Pa onda malo žute
Za sunčan dan
A za vedro nebo
Boju znaš I sam

Kaži da sam blesav
Pjevam pjesme naivne
Al' ne možeš mi ništa - smijem se

Nađi sretne misli
Kao petar pan
Letjeti je lako
Kad si bezbrižan
Ma dodaj malo boje
U ovaj sivi san
Pogledaj u nebo
Nisi više sam

Kaži da sam blesav
Pjevam pjesme naivne
Al' ne možeš mi ništa - smijem se

Jer ja u ljubav vjerujem
Jer ja sam opet zaljubljen

Stavi malo boje
Malo crvene
Crvene ko' ljubav
Da ne prestane
Ma dodaj malo boje
U ovaj sivi san
Ako isto misliš
Nećeš biti sam",U ljubav vjerujem,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/u-ljubav-vjerujem.html
125,PZ5KqfC1_1_125,Parni Valjak,Parni Valjak,U prolazu,76349,"Ja samog sebe nebi nikad cekao
jos bi manje samom sebi vjerovao
i nikad ti necu reci istinu
jer volim tvoju ruku na svom ramenu

Kad kazem da te volim, pazi prevara
ja sam samo zeljan tvojih dodira
i nikad ti necu reci istinu
jer ja sam tu u prolazu
 
Ref.
U prolazu, u prolazu
jednom nogom tu
drugom prema izlazu

Svidja mi se kako nocas izgledas
svidja mi se to sto mi pripadas
i nikad ti necu reci istinu
jer ima nesto lijepo u tvom pogledu

A ja, ja, ja, ja sam samo klaun
i nikome ne govorim sta osjecam
al' jednom cu ti ipak reci istinu
jer ja sam tu u prolazu

Ref. 6x","https://tekstovi.net/2,581,13719.html",,U prolazu,Just passing by,,"Ja samog sebe ne bih nikad čekao
Još bi manje samom sebi vjerovao
I nikada ti neću reći istinu
Jer volim tvoju ruku na svom ramenu. Kad kažem da te volim, pazi prevara
Ja sam samo željan tvojih dodira
I nikada ti neću reći istinu
Jer ja sam tu u prolazu. U prolazu, u prolazu
Jednom nogom tu, drugom prema izlazu. Sviđa mi se kako noćas izgledaš
Sviđa mi se to što mi pripadaš
I nikada ti neću reći istinu
Jer ima nešto lijepo u tvom pogledu. A ja, ja, ja, ja sam samo klaun
Nikome ne govorim što osjećam
Jednom ću ti ipak reći istinu
Jer ja sam tu u prolazu","I would never wait for myself
I would believe to myself even less
And I'll never tell you the truth
Because I love your hand on my shoulder. When I tell you that I love you, watch out, it's fraud
I just wish for your touches
And I'll never tell you the truth
Because I'm just passing by. Just passing by, just passing by
One leg here, other next to the exit. I like the way you look tonight
I like the fact that you belong to me
And I'll never tell you the truth
Because there's something beautiful in your glance. And I, I, I, I'm just a clown
I don't tell anyone what I feel
Still, one time I'll tell you the truth
Because I'm just passing by",https://lyricstranslate.com/en/u-prolazu-just-passing.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1990 - Lovci snova,1995 - Live in ZeKaeM - uživo,2005 - Koncentrat 1984. - 2005.,https://diskografija.com/pjesma/u-prolazu-1047.htm,U prolazu,,,,,,,,,"Ja samog sebe ne bih nikad cekao
Jos bi manje samom sebi vjerovao
I nikad ti necu reci istinu
Jer volim tvoju ruku na svom ramenu

Kad kazem da te volim, pazi prevara
Ja sam samo zeljan tvojih dodira
I nikad ti necu reci istinu
Jer ja sam tu u prolazu

U prolazu, u prolazu
Jednom nogom tu, drugom prema izlazu

Svida mi se kako nocas izgledas
Svida mi se to po stomu pripadas
I nikada ti necu reci istinu
Jer ima nesto lijepo u tvom pogledu

A ja, ja, ja, ja sam samo klaun
Nitko mene govori sto osjecam
Jednom cu ti ipak reci istinu
Jer ja sam tu u prolazu",U prolazu,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/u-prolazu.html
126,PZ5KqfC1_1_126,Parni Valjak,Parni Valjak,Ugasi me (duet Nina Badric),91542,"Ugasi me 
zar ne vidis da gorim 
smiri me 
zar ne znas da se bojim

Povedi me 
sa tobom cu do kraja 
povedi me 
za tobom cu do kraja
 
Kako je dobro da te imam 
kako je dobro da te imam
smiri me, onaku kako znas

Imas ruke, koje govore 
ruke koje vide sve
tvojim ocima ja vjerujem 
povedi me, povedi me

Povedi me 
sa tobom cu do kraja 
povedi me 
za tobom cu do kraja

Smiri me 
onako kako znas
ugasi me 
samo ti to znas
(2x)","https://tekstovi.net/2,581,14164.html",,Ugasi me,Extinguish me,,"Ugasi me, zar ne vidiš da gorim?
1
Smiri me, zar ne znaš da se bojim?
Povedi me, sa tobom ću do kraja,
povedi me, sa tobom ću do kraja.. Kako je dobro da te imam,
kako je dobro da te imam,
smiri me onako kako znaš.. Imaš ruke koje govore,
ruke koje vide sve,
tvojim očima ja vjerujem,
povedi me, povedi me.. Ugasi me, zar ne vidiš da gorim?
Smiri me, zar ne znaš da se bojim?
Povedi me, sa tobom ću do kraja,
povedi me, sa tobom ću do kraja.. Kako je dobro da te imam,
kako je dobro da te imam,
smiri me onako kako znaš,
Ugasi me, samo ti to znaš.
Smiri me onako kako znaš,
Ugasi me, samo ti to znaš.","Extinguish me, don't you see that I'm on fire?
Calm me down, don't you know that I'm scared?
Take me, I'll go with you till the end,
take me, I'll go with you till the end.. It's so good that I've got you,
it's so good that I've got you,
calm me down like you know how.. You have hands that talk,
hands that see everything.
I believe your eyes,
take me, take me.. Extinguish me, don't you see that I'm on fire?
Calm me down, don't you know that I'm scared?
Take me, I'll go with you till the end,
take me, I'll go with you till the end.. It's so good that I've got you,
it's so good that I've got you,
calm me down like you know how.
Extinguish me, only you know how,
calm me down like you know how,
extinguish me, only you know how.",https://lyricstranslate.com/en/ugasi-me-extinguish-me.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1985 - Pokreni se,2002 - Zvuk osamdesetih Pop i Rock 1986 - 1987,2005 - Koncentrat 1984. - 2005.,https://diskografija.com/pjesma/ugasi-me-2622.htm,Ugasi me,['Husein Hasanefendić Hus'],2007 - Tulum za dušu Vol. 5,2013 - Nema predaje - uživo,,,,,,,,
127,PZ5KqfC1_1_127,Parni Valjak,Parni Valjak,Uhvati ritam,106890,"Ne govori nista, prepusti se, uhvati ritam
zazmiri i zazeli cijeli svijet, uhvati ritam
sanjas o lijepim stvarima
zar ne znas da su one u nama

Igraj svoju igru, opusti se, uhvati ritam
nitko nam nista ne moze, uhvati ritam
prije ili kasnije
bit' ce svima jasnije
 
Ref.
Slusaj ljubav kako dolazi
ljubav ce nas jednog dana voditi
iz daljine ponekad se cuje glas
strpi se jos malo, doci ce red na nas

Ti i ja, suncan dan, eto razloga za smijeh
mislit' svojom glavom ponekad, nije grijeh
kad bi mene pitali
svi bi stalno plesali

Ref.","https://tekstovi.net/2,581,26384.html",,Uhvati ritam,Catch the rhythm,,"Ne govori ništa, prepusti se, uhvati ritam
1
Nitko nam ništa ne može, uhvati ritam
Sanjaš o lijepim stvarima
Zar ne znaš da su one u nama
Igraj svoju igru, opusti se, uhvati ritam
Nitko nam ništa ne može, uhvati ritam
Prije ili kasnije
Bit će svima jasnije. Slušaj ljubav kako dolazi
Ljubav će nas jednog dana voditi
Iz daljine ponekad se čuje glas
Strpi se još malo doći će red na nas. Ti i ja sunčan dan, eto razloga za smijeh
Mislit' svojom glavom, ponekad, nije grijeh
Kad bi mene pitali
Svi bi stalno plesali. Igraj svoju igru, opusti se, uhvati ritam
Nitko nam ništa ne može, uhvati ritam
Prije ili kasnije
Bit će svima jasnije","Don't say nothing, just let yourself go, catch the rhythm
Nobody can't hurt us, catch the rhythm
You are dreaming of beautiful things
Don't you know they are inside us?
Play your game, relax, catch the rhythm
Soon or later
everybody will understand. Listen love how it's coming
Love will guide us one day
from the distance sometimes you can hear a voice
Be patient, our turn will come soon. You and me, and sunny day, these are reasons to smile
Thinking with your head sometimes is not a sin
If I would be asked
Everyone would always dance. Play your game, relax, catch the rhythm
Nobody can't hurt us, catch the rhythm
Soon or later
everybody will understand",https://lyricstranslate.com/en/uhvati-ritam-catch-rhythm.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1984 - Uhvati ritam,1995 - Live in ZeKaeM,2002 - Zvuk osamdesetih Pop i Rock 1984 - 1985,https://diskografija.com/pjesma/uhvati-ritam-1042.htm,Uhvati ritam,['Husein Hasanefendić Hus'],2005 - Koncentrat 1984. - 2005.,,,,,,,"Ne govori ništa, prepusti se, uhvati ritam
Nitko nam ništa ne može, uhvati ritam
Sanjaš o lijepim stvarima
Zar ne znaš da su one u nama

Igraj svoju igru, opusti se, uhvati ritam
Nitko nam ništa ne može, uhvati ritam
Prije ili kasnije
Bit će svima jasnije

Slušaj ljubav kako dolazi
Ljubav će nas jednog dana voditi
Iz daljine ponekad se čuje glas
Strpi se još malo doći će red na nas

Ti i ja sunčan dan, eto razloga za smijeh
Mislit' svojom glavom, ponekad, nije grijeh
Kad bi mene pitali
Svi bi stalno plesali

Igraj svoju igru, opusti se, uhvati ritam
Nitko nam ništa ne moće, uhvati ritam
Prije ili kasnije
Bit će svima jasnije",Uhvati ritam,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/uhvati-ritam.html
128,PZ5KqfC1_1_128,Parni Valjak,Parni Valjak,Ulicne tuce,3967,"Pocele su opet ulicne tuce
gradske klince neko ludilo vuce
zvijezde su izgleda u disonanci
nekad prijatelji, sada znanci

Parole, parole bez pokrica
u dimu, u dimu nasega kafica
neki su se defintivno
otkacili u zemlji
oni zmire, oni zmire
 
Ref.
Blago budalama
njima je lako
jer ne misle kako

A ni ovaj grad ne
vrijedi pisljiva boba
vukovi i ovce, pokvarena roba
kultura dotirana, zabava negirana
da moramo sami, moramo sami

Ref.

Ref.","https://tekstovi.net/2,581,45350.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1979 - Gradske priče,1982 - Koncert - uživo,2005 - Koncentrat 1977. - 1983.,https://diskografija.com/pjesma/ulicne-tuce-2667.htm,Ulične tuče,,,,,,,,,,,
129,PZ5KqfC1_1_129,Parni Valjak,Parni Valjak,Uvijek ista prica,4880,"Skoro ista prica
iz dana u dan
njen strogi tata
ne pusta je van

Ref. 2x
A vani sunce
pravi ljetnji dan
sjedim na klupi
grijem kosti sam
 
Uvijek ista prica
iz noci u noc
cekam u nadi
da ce barem proc'

Ref. 2x
A nje nema
nema ni za lijek
pusti me da cekam
cekam citav vijek

I tako stalno
nikad s njom na cistom
svakog ljetnog dana
dogadja se isto

Ref. 2x","https://tekstovi.net/2,581,45193.html",,Uvijek ista priča,Always the same old story,Glavom kroz zid,"Skoro ista priča
Iz dana u dan:
Njen strogi tata
Ne pušta je van.. A vani sunce,
Pravi ljetni dan,
Sjedim na klupi,
Grijem kosti sam. (2x). Uvijek ista priča
Iz noći u noć:
Čekam u nadi
Da će barem proć'.. A nje nema,
Nema ni za lijek,
Pušta me da čekam,
Čekam čitav vijek. (2x). I tako stalno,
Nikad s njom na čistom,
Svakog ljetnog dana
Događa se isto.. A vani sunce...","Almost the same story
Day in, day out:
Her strict dad
Won't let her go out.. But the sun is shining outside,
A real summer's day,
I'm sitting on the bench,
Soaking in the warmth alone. (2x). Always the same old story
From night to night:
I'm waiting and hoping
That she might at least walk by.. But she's not there,
Not even a trace of her,
She makes me wait,
Wait for an eternity. (2x). And it keeps happening,
Things are never clear with her,
Every summer's day
The same thing happens.. But the sun is shining outside...",https://lyricstranslate.com/en/uvijek-ista-prica-always-same-old-story.html,['Jurica Pađen'],['Jurica Pađen'],['Parni Valjak'],,,,https://diskografija.com/pjesma/uvijek-ista-prica-2676.htm,Uvijek ista priča,,,,,,,,,,,
130,PZ5KqfC1_1_130,Parni Valjak,Parni Valjak,Uvijek kad ostanem sam,6153,"Uvijek kad ostanem sam
sam bez sunca sto krasi dan
tad mastam o mjestu
gdje sunce vecno sja
gdje tuga stran je gost

Da l' postoji mjesto
gdje sunce vecno sja
na ljude kao ja

Da l' postoji mjesto
gdje da nadjem srecu i mir
i ostvarim svoj san","https://tekstovi.net/2,581,45337.html",,Uvijek kad ostanem sam,Every Time I Stay Alone,,"Uvijek kad ostanem sam,
Sam bez sunca što krasi dan,
Tad maštam o mjestu
Gdje Sunce vječno sja
Gdje tuga stran je gost. (Pripjev)
Zar postoji mjesto
gdje da nađem sreću i mir
i ostvarim svoj san?. Uvijek kad ostanem sam
Kad ptice i cvijeće tonu u san
Tad maštam o mjestu
Gdje Sunce vječno sja
I njegovi zraci krase svod.. (Pripjev). Zar postoji mjesto
Gdje Sunce vječno sja
I njegovi zraci krase svod?
Zar ima mjesta
Gdje Sunce vječno sja
Na ljude kao ja?. Uvijek kad ostanem sam,
Sam bez sunca što krasi dan,
Tad maštam o mjestu
Gdje Sunce vječno sja
Gdje tuga stran je gost.. (Pripjev)","Every time I stay alone,
Alone without the sun that ornaments the day,
I dream of a place
Where the sun eternally shines
Where sadness is an unknown guest.. (Chorus)
Is there really a place
Where I could find happiness and peace
And fulfill my dream?. Every time I stay alone,
While birds and flowers are falling to sleep
I dream of a place
Where the sun eternally shines
And his rays embellish the ceiling.. (Chorus). Is there really a place
Where sun eternally shines
And his rays embellish the ceiling?
Is there really a place
Where sun eternally shines
Over people like me?. Every time I stay alone,
Alone without the sun that ornaments the day,
I dream of a place
Where the sun eternally shines
Where sadness is an unknown guest.. (Chorus)",https://lyricstranslate.com/en/uvijek-kad-ostanem-sam-every-time-i-stay-alone.html,['Dragutin Mlinarec'],['Dragutin Mlinarec'],['Parni Valjak'],1988 - Sjaj u očima,2004 - 16 originala '67 - '68 - Grupa 220,,https://diskografija.com/pjesma/uvijek-kad-ostanem-sam-2610.htm,Uvijek kad ostanem sam,,,,,,,,,,,
131,PZ5KqfC1_1_131,Parni Valjak,Parni Valjak,Veceras trebam drustvo,4776,"Veceras trebam drustvo
primam bilo sto
imam punu bocu
imam prazan stan

Veceras trebam drustvo
primam bilo sto
moze i za razgovor
 
Imam tako nekih noci
kada naprosto
ne mogu ostati sam

Kad tebe nema
treba mi neko
da kako tako docekam dan

Veceras trebam nesto njezno
nesto sto ce pomoci
da ublazim bol
veceras trebam drustvo ocajno
ti nisi tu","https://tekstovi.net/2,581,45336.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1981 - Vrijeme je na našoj strani,1982 - Koncert - uživo,2005 - Koncentrat 1977. - 1983.,https://diskografija.com/pjesma/veceras-trebam-drustvo-2642.htm,Večeras trebam društvo,,,,,,,,,"Veceras trebam drustvo, primam bilo sto
Imam punu bocu, imam prazan stan
Veceras trebam drustvo, primam bilo sto
Moze i za razgovor.

Ima tako nekih noci
Kada naprosto ne mogu ostati sam
Kad tebe nema, treba mi netko
Da kako-tako docekam dan.

Veceras trebam nesto njezno
Nesto sto ce pomoci da ublazim bol
Veceras trebam drustvo ocajno
Ti nisi tu.

Ima tako nekih noci
Kada naprosto ne mogu ostati sam
Kad tebe nema, treba mi netko
Da kako-tako
Da kako-tako docekam dan.",Večeras trebam društvo,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/veceras-trebam-drustvo.html
