Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written By_discogs,Written-By_discogs,Backing Vocals_discogs,Conductor_discogs,Orchestra_discogs,Backing Band_discogs,Choir_discogs,Lyrics By [Croatian]_discogs,Trumpet [Solo]_discogs,Engineer_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Lyrics By [Original]_discogs,Arranged By [Original]_discogs,Bass Guitar_discogs,Adapted By_discogs,Written By [Music]_discogs,Text By_discogs,Performer_discogs,Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Mišo Kovač,Mišo Kovač,Bila Je Kao Pjesma,,Željko Pavičić,Dušan Šarac,"Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše",1979.0,,,,,,,,,,,,,,,,,,,,,,,"1979.0-Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše","1979.0-Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše"
Mišo Kovač,Mišo Kovač,"Duge Tuge, Tihe Kiše",,Željko Sabol,Rajmond Ruić,"Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše",1979.0,,,,,,,,,,,,,,,,,,,,,,,"1979.0-Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše","1979.0-Bila Je Kao Pjesma / Duge Tuge, Tihe Kiše"
Mišo Kovač,Mišo Kovač,Da Li Je To Ljubav Prava,4:18,,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Varljivo Ljeto,3:21,Bratislav Zlatanović,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Igrajmo Zadnji Tango,3:11,Željko Pavičić,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Mogli Smo Više,3:38,Željko Krznarić,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Uvijek Ima Nešto Dalje,4:06,Željko Krznarić,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,U Svakoj Te Ženi Pokušavam Naći,3:48,Ivica Flesch,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ove Noći Svi Su Sretni,4:15,,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,"Zbog Tebe, Ljubavi Moja",3:43,,Dušan Šarac,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2010.0-Najljepše Ljubavne Pjesme/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Što Nas Tako Veže,3:31,,,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Romantika,3:02,Mario Mihaljević,Mario Mihaljević,Uvijek Ima Nešto Dalje,,,,,,,,,,,,,,,,,,,,,,,,nan-Uvijek Ima Nešto Dalje,nan-Uvijek Ima Nešto Dalje/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,"Dobra Ti Večer, Mati Moja",,,,"Dobra Ti Večer, Mati Moja / Dite Moje",1980.0,Dušan Šarac,,,,,,,,,,,,,,,,,,,,,,"1980.0-Dobra Ti Večer, Mati Moja / Dite Moje","1980.0-Dobra Ti Večer, Mati Moja / Dite Moje"
Mišo Kovač,Mišo Kovač,Dite Moje,,,,"Dobra Ti Večer, Mati Moja / Dite Moje",1980.0,Mladen Jeličić,,,,,,,,,,,,,,,,,,,,,,"1980.0-Dobra Ti Večer, Mati Moja / Dite Moje","1980.0-Dobra Ti Večer, Mati Moja / Dite Moje"
Mišo Kovač,Mišo Kovač,"Drugi Joj Raspliće Kosu, A Ja Je Volim",,,,Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mišo Kovač,nan-Mišo Kovač/1997.0-Najbolje/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,"Živim Danas, Ne Mislim Na Sutra",,,,Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mišo Kovač,nan-Mišo Kovač
Mišo Kovač,Mišo Kovač,Jedina Prava Bila Je Ona,2:40,Saša Eraković,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/1987.0-Ti Si Pjesma Moje Duše/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ja Te Čuvam,3:33,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Sanjari,3:11,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Svirajte Pjesme,2:58,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Neki Crni Konjanici,5:37,Željko Pavičić,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/nan-Grobovi Im Nikad Oprostiti Neće/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Jednostavno Reci Ćao,2:56,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Pokušajmo Još Jednom,3:58,Krsto Juras,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Čovjek Bez Adrese,3:13,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Od Svega Te Volim Više,4:27,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Još Se Sjećam One Noći,3:23,,,Čovjek Bez Adrese,,,,,,,,,,,,,,,,,,,,,,,,nan-Čovjek Bez Adrese,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Nikoga Nisam Volio Tako,3:42,Saša Eraković,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/1984.0-Nikoga Nisam Volio Tako/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ne Traži Da Ti Budem Prijatelj,3:49,Zoran Bašić,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2010.0-Najljepše Ljubavne Pjesme/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Kad Se Sjetim Tebe,4:32,Jakša Fiamengo,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/1984.0-Nikoga Nisam Volio Tako/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Nikad Ti Neću Reći Zbogom,4:12,,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Odlaze Sanjari,3:56,Željko Krznarić,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Jači Od Vjetra,4:33,,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Samo Me Nemoj Pitati Za Ljubav,4:09,,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ljetna Noć,3:42,,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Odlazi Još Jedno Ljeto,4:10,,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Balada O Kapetanu,3:29,Momčilo J. Popadić,,Jači Od Vjetra,,,,,,,,,,,,,,,,,,,,,,,,nan-Jači Od Vjetra,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Početak,,,,Jugoton Express,1982.0,,,,,,,,,,,,,,,,,,,,,,,1982.0-Jugoton Express,1982.0-Jugoton Express/1982.0-Jugoton Express/1985.0-Jugoton Express/1985.0-Jugoton Express
Mišo Kovač,Mišo Kovač,Nastavak,,,,Jugoton Express,1982.0,,,,,,,,,,,,,,,,,,,,,,,1982.0-Jugoton Express,1982.0-Jugoton Express/1982.0-Jugoton Express/1985.0-Jugoton Express/1985.0-Jugoton Express
Mišo Kovač,Mišo Kovač,Na Teraci,3:14,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2009.0-Jedan Dan Života - Live Collection/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Dalmacija U Mom Oku,3:03,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Grobovi Im Nikad Oprostiti Neće/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection/2019.0-Original Album Collection – Vol. 1/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,"To Je Tako, Mala Moja",3:39,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Šibenske Kale,3:54,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Stiga Je Brod,3:36,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Smokva Pokraj Kuće,3:11,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Lanterna,3:36,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Volin Te Za Sva Vrimena,3:14,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Materina Dota,3:44,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Gondule Naše Mladosti,3:47,,,Dalmacija U Mom Oku,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmacija U Mom Oku,nan-Dalmacija U Mom Oku/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Lagali Smo Jedno Drugom,,,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Adios Amor,,,Tex Shultzieg,Osjećam Te,,,,,,,,,,,,,,,Kurt Feltz,Tex Shultzieg,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Posadi Cvijet,,Mario Mihaljević,,Osjećam Te,,,,,Klapa Šibenik,,,,,,,Hrvoje Hegedušić,,,,,Branko Kezele,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Kad Ti Jednom Teško Bude,,Adam Rajzl,Mario Mihaljević,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Ostani Svoja,,Nenad Ninčević,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Noćas Si Lijepa,,Nenad Ninčević,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te/2010.0-Ne Tražim Istinu/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Teško Mi Je Kad Se Sjetim,,,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Osjećam Te,,,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Pjesma Mi Snagu Daje,,Bratislav Zlatanović,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,"Laku Noć, Marija",,,,Osjećam Te,,,,,,,,,,,,,,,,,,,,,,,,nan-Osjećam Te,nan-Osjećam Te
Mišo Kovač,Mišo Kovač,Moja Kristina,,Zrinko Tutić,Đorđe Novković,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Potraži Me U Pjesmi,,Bratislav Zlatanović,,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Budi Jaka,,Bratislav Zlatanović,,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi
Mišo Kovač,Mišo Kovač,Ne Sudi Mi,,Krsto Juras,Dušan Šarac,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi
Mišo Kovač,Mišo Kovač,Pamtit Ću Te,,Saša Eraković,,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Žena S Juga,,Krsto Juras,Dušan Šarac,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi
Mišo Kovač,Mišo Kovač,Zaplešimo Stara,,Zrinko Tutić,Đorđe Novković,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi
Mišo Kovač,Mišo Kovač,Zašto,,Saša Eraković,,Potraži Me U Pjesmi,,,,,,,,,,,,,,,,,,,,,,,,nan-Potraži Me U Pjesmi,nan-Potraži Me U Pjesmi/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Kaži Mi Kaži,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Dalmatinac,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Kad Se Drugi Put Rodim,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Poslije Toliko Godina,,,Gunther Mende,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Na Suroj Hridi,,,Traditional,Zajedno Smo,,,,,,,,,,,,,,,,,,Željko Sabol,,,,,,nan-Zajedno Smo,nan-Zajedno Smo/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Život Je Grub,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Djetinjstvo Moje,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Zajedno Smo,,,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Ja Sam Igrač Na Sreću,,Željko Krznarić,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Okreni Stranu,,Željko Krznarić,,Zajedno Smo,,,,,,,,,,,,,,,,,,,,,,,,nan-Zajedno Smo,nan-Zajedno Smo
Mišo Kovač,Mišo Kovač,Jedan Dan Života,2:57,Slavko Perović,Traditional,Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Ostala Si Uvijek Ista,"nan-Ostala Si Uvijek Ista/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Grobovi Im Nikad Oprostiti Neće/1997.0-Najbolje/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Vrijeme Plakanja,2:45,Dragutin Britvić,"Alvis E. Owens, Jr.",Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Ostala Si Uvijek Ista,nan-Ostala Si Uvijek Ista/nan-Koncert/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Zelena Trava Doma Mog,3:22,Ivica Krajač,Curly Putman,Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Ostala Si Uvijek Ista,nan-Ostala Si Uvijek Ista/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Što Znači Život Moj,3:21,N. Perić,,Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,Gibson,,,,,nan-Ostala Si Uvijek Ista,nan-Ostala Si Uvijek Ista/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Ja Nemam Više Razloga Da Živim,4:07,,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,"nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/1987.0-Ja Nemam Više Razloga Da Živim/nan-Koncert/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Ti Si Pjesma Moje Duše,4:12,Ivica Kasumović,Troy Seals,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/1997.0-Najbolje/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Jelena,3:26,,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Vrelo Mog Života,3:50,Krsto Juras,Dušan Šarac,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert
Mišo Kovač,Mišo Kovač,Sakrij Me,3:05,Domenika Vanić,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše
Mišo Kovač,Mišo Kovač,Nebu Puštam Bijelu Pticu,3:38,Zlatko Sabolek,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,"nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/1987.0-Ja Nemam Više Razloga Da Živim/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova"
Mišo Kovač,Mišo Kovač,Ako Me Ostaviš,5:25,Željko Pavičić,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Grobovi Im Nikad Oprostiti Neće/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Odavno Više Ne Plačem Zbog Tebe,3:14,,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Ne Brini Se,3:05,,,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše
Mišo Kovač,Mišo Kovač,Zali To Cvijeće Suzama Sreće,3:05,Dragutin Britvić,Stjepan Mihaljinec,Ti Si Pjesma Moje Duše,,,,,,,,,,,,,,,,,,,,,,,,nan-Ti Si Pjesma Moje Duše,nan-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection
