Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written By_discogs,Written-By_discogs,Backing Vocals_discogs,Conductor_discogs,Orchestra_discogs,Backing Band_discogs,Choir_discogs,Lyrics By [Croatian]_discogs,Trumpet [Solo]_discogs,Engineer_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Lyrics By [Original]_discogs,Arranged By [Original]_discogs,Bass Guitar_discogs,Adapted By_discogs,Written By [Music]_discogs,Text By_discogs,Performer_discogs,Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Mišo Kovač,Mišo Kovač,Pusti Samo Jednu Suzu,3:29,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Tvoja Mala,3:08,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Hej Živote, Što Me Snađe",4:07,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,E Viva L’amor,3:13,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Kad Plačeš I Kad Se Smiješ,3:01,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Gondole Naše Mladosti,3:45,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Vraćan Ti Se Dalmacijo Mati,3:35,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Oj Ti Dušo Moje Duše,3:16,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Oj More, Duboko",3:01,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Mi Smo Lišće S Iste Grane,,,,Mi Smo Lišće S Iste Grane,2013.0,,,,,,,,,,,,,,,,,,,,,,,2013.0-Mi Smo Lišće S Iste Grane,2013.0-Mi Smo Lišće S Iste Grane
Mišo Kovač,Mišo Kovač,Mi Smo Lišće S Iste Grane (Instrumental),,,,Mi Smo Lišće S Iste Grane,2013.0,,,,,,,,,,,,,,,,,,,,,,,2013.0-Mi Smo Lišće S Iste Grane,2013.0-Mi Smo Lišće S Iste Grane
Mišo Kovač,Mišo Kovač,Takav Sam Rođen,3:24,Fayo,,"Dobra Večer, Prijatelji Moji...",2016.0,,,,,,,,,,,,,,,,,,,,,,,"2016.0-Dobra Večer, Prijatelji Moji...","2016.0-Dobra Večer, Prijatelji Moji..."
Mišo Kovač,Mišo Kovač,Da Se Dvaput Vrate,3:41,Nenad Ninčević,,"Dobra Večer, Prijatelji Moji...",2016.0,,,,,,,,,,,,,,,,,,,,,,,"2016.0-Dobra Večer, Prijatelji Moji...","2016.0-Dobra Večer, Prijatelji Moji..."
Mišo Kovač,Mišo Kovač,Nek' Šute Svi,3:10,Fayo,,"Dobra Večer, Prijatelji Moji...",2016.0,,,,,,,,,,,,,,,,,,,,,,,"2016.0-Dobra Večer, Prijatelji Moji...","2016.0-Dobra Večer, Prijatelji Moji..."
Mišo Kovač,Mišo Kovač,Mišo Kovač,,,,Original Album Collection – Vol. 1,2019.0,,,,,,,,,,,,,,,,,,,,,,,2019.0-Original Album Collection – Vol. 1,2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Proplakat Će Zora – ℗ 1971,3:36,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Dalmacija U Mom Oku – ℗ 1982,3:03,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Šibenske Kale – ℗ 1982,3:55,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Mogu Prestat Da Te Volim (I Can’t Stop Loving You) – ℗ 1964,2:40,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Neki Crni Konjanici (San) – ℗ 1980,5:43,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Što Nas Tako Veže – ℗ 1979,3:35,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Dam Gušta Svitu (Lidija) – ℗ 2006,3:39,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Duša Mi Je Prazna – ℗ 1987,3:39,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Osjećam Te – ℗ 1983,2:50,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Kad Se Drugi Put Rodim – ℗ 1984,3:43,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Čemu Da Živim – ℗ 1985,3:41,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Južnjačke Sam Krvi – ℗ 1987,3:53,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Sudi Mi – ℗ 1984,3:34,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ako Tvoja Duša Moju Pjesmu Sluša – ℗ 1989,2:42,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ovo Je Naša Noć – ℗ 1977,4:00,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Od Kavane Do Kavane – ℗ 1995,3:18,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Laku Noć, Marija – ℗ 1983",2:38,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Svirajte Mi, Marijači – ℗ 1990",3:09,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Sićaš Li Se Splita Grada – ℗ 1996,3:37,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Dalmacijo, Sveto Ime – ℗ 1994",4:11,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Noćas Ćemo Zemlji Ko Materi Reći (Live) – ℗ 1988,3:11,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Poljubi Zemlju – ℗ 1987,4:28,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ostala Si Uvijek Ista – ℗ 1985,4:02,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Malo Mi Je Jedan Život S Tobom – ℗ 1987,4:07,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,San Francisko – ℗ 1968,2:50,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Odlazi Još Jedno Ljeto – ℗ 1981,4:12,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Gdje Su Sada One Noći – ℗ 1977,2:58,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Neka Te Čuvaju Anđeli – ℗ 1990,3:52,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Poslije Toliko Godina – ℗ 1984,3:05,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Kad Ti Jednom Teško Bude – ℗ 1983,3:04,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ti Si Za Me Rođena – ℗ 1989,3:25,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Adios Amor – ℗ 1983,3:21,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Obriši Suze – ℗ 1995,3:18,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Sve Što Mi Život Pruža – ℗ 1985,2:45,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Čuvajte Mi Pismu – ℗ 1999,3:15,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Kralju Nebeski – ℗ 1994,4:16,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Budite Me Danas – ℗ 1994,4:41,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Pitaj Me Razlog Mojoj Tuzi – ℗ 1996,4:00,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Vrijeme Plakanja – ℗ 1985,2:50,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Od Svega Te Volim Više – ℗ 1980,4:30,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"To Je Tako, Mala Moja – ℗ 1982",3:40,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Serenada – ℗ 1971,3:37,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Odvest Ću Te Na Vjenčanje – ℗ 1973,3:34,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Odavno Više Ne Plačem Zbog Tebe (Live) – ℗ 1988,3:18,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Najljepše Su Oči Moje Majke – ℗ 1974,3:07,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Nemam Više Razloga Da Živim – ℗ 1986,4:08,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Što Znači Život Moj – ℗ 1985,3:22,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,La Paloma – ℗ 1988,3:23,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Više Se Nećeš Vratiti – ℗ 1985,3:31,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ako Si Pošla Spat – ℗ 1996,3:49,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Noćas Si Lijepa – ℗ 1983,4:15,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Pisma U Ponoć – ℗ 2001,2:45,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Okreni Stranu – ℗ 1984,3:12,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Lagali Smo Jedno Drugom – ℗ 1983,3:33,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Bez Tebe Sreće Nemam – ℗ 1994,4:07,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Ti Želim Laku Noć – ℗ 1996,3:01,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Potraži Me U Pjesmi – ℗ 1984,3:28,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Tiha Noć – ℗ 1989,4:20,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ivana – ℗ 1994,5:03,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Tiho Noći – ℗ 1996,4:48,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Gitaro Moja, Jedini Druže – ℗ 1977",3:42,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Uvijek Ima Nešto Dalje – ℗ 1979,4:10,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Noćas Sam Te Sanjao – ℗ 1989,3:09,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Sutra Mi Sude – ℗ 1987,4:13,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Samo Nas Nebo Rastavit Može – ℗ 1989,3:36,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ti Si Pjesma Moje Duše – ℗ 1986,4:14,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Još I Danas Teku Suze Jedne Žene (Live) – ℗ 1988,3:08,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač, Pismo Moja – ℗ 2017,3:13,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač, Budi Čovjek Dobre Volje – ℗ 1999,3:27,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Oprosti Mi, Ti Gitaro – ℗ 1995",3:05,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Vrati Ljepotu – ℗ 1997,4:08,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Sam Igrač Na Sreću – ℗ 1984,2:56,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Rođen Sam Da Volim – ℗ 1977,2:49,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Žena S Juga – ℗ 1984,3:17,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Odlazim (Live) – ℗ 1988,2:43,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Pozdravi Mi Ženu Plave Kose – ℗ 1977,3:44,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,U Svakoj Te Ženi Pokušavam Naći – ℗ 1979,3:53,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Kad Se Sjetim Tebe – ℗ 1981,4:32,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Samo Tihe Zvijezde Znaju – ℗ 1997,4:10,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Za Kim Zvono Plače – ℗ 1990,3:48,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Svim Mojim Divnim Ženama – ℗ 2004,3:47,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Vrbe – ℗ 1971,3:16,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Bog Mi Daje, Bog Mi Uzima – ℗ 1994",4:36,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Daj Da Te Ostavim – ℗ 2004,3:51,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Proljeće Je, Meni Nije – ℗ 1989",3:56,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Slušaj Majko, Moju Pjesmu – ℗ 1987",3:39,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Ne Mogu Drugo Nego Da Je Ljubim – ℗ 1975,3:40,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ako Me Ostaviš – ℗ 1986,5:38,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Drugi Joj Raspliće Kosu (Live) – ℗ 1988,3:37,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Zelena Trava Doma Mog – ℗ 1985,3:24,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Nek Teku Vode – ℗ 1972,2:52,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Budi Jaka – ℗ 1984,2:49,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Jači Od Vjetra – ℗ 1981,4:35,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Takav Sam Rođen – ℗ 2016,3:25,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Sam Kovač Svoje Sreće – ℗ 2006,3:35,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Kako Mi Je, Dobro Znaju – ℗ 1999",3:14,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Svanula Je Zora – ℗ 1989,2:47,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Hej, Živote, Što Me Snađe – ℗ 1994",4:09,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Traži Da Ti Budem Prijatelj – ℗ 1981,3:50,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Košulja Do Zlata – ℗ 1977,3:38,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Na Prozor Zamagljen – ℗ 1995,2:44,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Oj Ti, Dušo Duše Moje – ℗ 1996",3:15,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Nikad Ti Neću Reći Zbogom – ℗ 1981,4:13,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Da Li Je To Ljubav Prava – ℗ 1979,4:24,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Moram Li Da Umrem – ℗ 1990,3:44,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Da Te Sretnem Za Sto Godina – ℗ 2004,3:24,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Kaži Mi Kaži – ℗ 1984,3:52,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Nitko Ne Zna, Kako Mi Je – ℗ 1987",2:39,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Jedina Prava Bila Je Ona – ℗ 1980,2:41,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Svi Pjevaju, Ja Ne Čujem – ℗ 1987",4:11,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Nikoga Nisam Volio Tako – ℗ 1981,3:43,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Mogli Smo Više – ℗ 1979,3:42,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ljetna Noć – ℗ 1981,3:42,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ove Noći Svi Su Sretni – ℗ 1979,4:19,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ja Te Čuvam – ℗ 1980,3:34,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Ne Brini Se – ℗ 1986,3:06,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,"Dobra Ti Večer, Mati Moja – ℗ 1980",3:30,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Pokušajmo Još Jednom – ℗ 1980,3:56,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Sretan Ti Put I Zbogom – ℗ 1999,3:21,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
Mišo Kovač,Mišo Kovač,Nije Vrijeme Da Se Rastajemo – ℗ 1990,3:24,,,Antologija,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Antologija,2020.0-Antologija
