Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Arranged By_discogs,Orchestra_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Ensemble_discogs,Producer_discogs,Vocals_discogs,Guest_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Zlatko Pejaković,Zlatko Pejaković,Pjesma Ličkog Junaka,2:51,,,,,"Ličanin Sam, Govor Me Odaje",,2007.0,,,,,,"2007.0-Ličanin Sam, Govor Me Odaje","2007.0-Ličanin Sam, Govor Me Odaje"
Zlatko Pejaković,Zlatko Pejaković,Ličanin Sam...,3:16,,,,,"Ličanin Sam, Govor Me Odaje",,2007.0,,,,,,"2007.0-Ličanin Sam, Govor Me Odaje","2007.0-Ličanin Sam, Govor Me Odaje"
Zlatko Pejaković,Zlatko Pejaković,Brinje Moje,3:23,,,,,"Ličanin Sam, Govor Me Odaje",,2007.0,,,,,,"2007.0-Ličanin Sam, Govor Me Odaje","2007.0-Ličanin Sam, Govor Me Odaje"
Zlatko Pejaković,Zlatko Pejaković,"Rano, Rano",3:12,,,,,"Ličanin Sam, Govor Me Odaje",,2007.0,,,,,,"2007.0-Ličanin Sam, Govor Me Odaje","2007.0-Ličanin Sam, Govor Me Odaje"
Zlatko Pejaković,Zlatko Pejaković,"Siromah sam, nije me sramota",,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Zalud živim,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Stara moja,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Imam malo želja,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,"Doviđenja, doviđenja",,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Daj da se pije,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Žena,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Kome trebam ja,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Sretno ti bilo,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Ranom zorom,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Dunjo mirisna,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Dosta mi je,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Pomoć,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Fenomenalno,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
Zlatko Pejaković,Zlatko Pejaković,Treba vremena,,,,,,Zlatko 2010,,2010.0,,,,,,2010.0-Zlatko 2010,2010.0-Zlatko 2010
