Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Url_diskografija,Song_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
20,wNGUjqQ7_1_20,Zlatko Pejaković,Zlatko Pejaković,Kad prodje sve,586,"Kad prodje sve
godine i ljudi
kad se nema kamo poci
a na vrata nitko nece doci

Kad prodje sve
 
Ref. 2x
Samo jednu zelju imam
moj zivote ludi
kad mi ona u san dodje
da se ne probudim

Kad prodje sve
godine i ljudi
kad mi umor sklopi oci
kad ostanem sam zbog ove noci

Kad prodje sve

Ref. 3x

Kad mi ona u san dodje
da se ne probudim","https://tekstovi.net/2,685,61974.html",,Kad prođe sve,When Everything Passes,,"Kad prođe sve, godine i ljudi
Kad se nema kamo poći
A na vrata nitko neće doći
Kad prođe sve. Samo jednu želju imam
moj živote ludi
Kad mi ona u san dođe
da se ne probudim
Samo jednu želju imam
moj živote ludi
Kad mi ona u san dođe
da se ne probudim. Kad prođe sve, godine i ljudi
Kad mi umor sklopi oči
Kad ostanem sam ko ove noći
Kad prođe sve. Samo jednu želju imam
moj živote ludi
Kad mi ona u san dođe
da se ne probudim
Samo jednu želju imam
moj živote ludi
Kad mi ona u san dođe
da se ne probudim","When everything passes, years and people
When there's nowhere to go
And no one to come to the door
When everything passes. I have only one wish,
My crazy life,
When she comes into my dream
I don't want to wake up.
I have only one wish,
My crazy life,
When she comes into my dream
I don't want to wake up.. When everything passes, years and people
When weariness closes my eyes
When I'm left alone like tonight
When everything passes. I have only one wish,
My crazy life,
When she comes into my dream
I don't want to wake up.
I have only one wish,
My crazy life,
When she comes into my dream
I don't want to wake up.",https://lyricstranslate.com/en/kad-pro%C4%91e-sve-when-everything-passes.html,['Tonči Huljić'],['Bratislav Zlatanović'],['Aleksandar Radulović'],['Zlatko Pejaković'],1990 - Kad prođe sve,1993 - Zlatko Pejaković '93,1996 - Sve najbolje,1996 - Uspomene,https://diskografija.com/pjesma/kad-prode-sve-7632.htm,Kad prođe sve,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,,,"Kad prođe sve, godine i ljudi
Kad se nema kamo poći, a na vrata niko neće doći
Kad prođe sve

Samo jednu želju imam, moj živote ludi
Kad mi ona u san doše da se ne probudim
Samo jednu želju imam, moj živote ludi
Kad mi ona u san doše da se ne probudim

Kad prođe sve, godine u ljudi
Kad mi umor sklopi oči, kad ostanem sam zbog ove noći
Kad prođe sve

Samo jednu želju imam, moj živote ludi
Kad mi ona u san doše da se ne probudim
Samo jednu želju imam, moj živote ludi
Kad mi ona u san doše da se ne probudim
Kad mi ona u san doše da se ne probudim",Kad prođe sve,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/kad-prodje-sve.html
21,wNGUjqQ7_1_21,Zlatko Pejaković,Zlatko Pejaković,Kaldrme i jorgovani,2137,"Fali mi srece, fali mi meraka
da ti korak cujem malo prije mraka
fali mi, fali sati i minuta
docekati necu da se vratis s puta

Ref. 
Na kaldrme pali jorgovani
hej, cekali te, cekali od lani
davno za te ih nisam krao
uvenuli, a ja ti ih nisam dao
 
Fali mi pjesma kad se zora dani
al' najvise sto se ne javljas od lani
boli me, boli, nije srce krivo
sto bez tebe nece da ostane zivo

Ref. 2x","https://tekstovi.net/2,685,54154.html",,,,,,,,,,,,,,,,,,,,,,,,,
22,wNGUjqQ7_1_22,Zlatko Pejaković,Zlatko Pejaković,Kao da me nema,11428,"Ne budi me vise
ni istinom, ni lazi
sve davno je proslo
sad drugi ti je drazi

Meni bol
okus poznat odavno
a bez tebe
sve do neba mi ravno
 
Ref.
I kao da me nema
ja svijet ne osjecam 
zora se sprema
a noci se i ne sjecam

I kao da me nema
jer sve sam dao njoj 
i tuga mi drijema
buditi je nemoj

Ne ljubi me vise
ne, dugo nemoj tako
jer sve sad je gorko
a bilo nam je slatko

Meni bol
okus poznat odavno
a bez tebe
sve do neba mi ravno

Ref.","https://tekstovi.net/2,685,16869.html",,,,,,,,['Amir Kazić Leo'],['Faruk Buljubašić Fayo'],,['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/kao-da-me-nema-12152.htm,Kao da me nema,,,,,,"Ne budi me više ni istinom, ni laži
sve davno je prošlo
sad drugi joj je draži
meni bol okus poznat odavno
a bez nje, sve do neba mi ravno.

Ne ljubi me više, ne dugo, nemoj tako
jer sve sad je gorko
a s njom, bilo je slatko
meni bol, okus poznat odavno
a bez nje, sve do neba mi ravno.

I kao da me nema
ja svijet ne osjećam
zora se sprema
a, noći se i ne sjećam
I kao da me nema
jer sve sam dao njoj
i tuga mi drijema
buditi je nemoj.",Kao da me nema,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/kao-da-me-nema.html
23,wNGUjqQ7_1_23,Zlatko Pejaković,Zlatko Pejaković,Kao lani,9309,"Jesam, volio sam one noci
kako nikad necu moci
djevojku u suzama
nije htjela niti da mi mahne
nisam priznao da strah me
sto se nije ni okrenula
 
Cekao sam, proci ce
al' sto put vise boli me

Ref.
Sve je kao lani, prolaze mi dani
sve je kao nekada
iste su nam pjesme
radim sto se ne sm'je
dusa mi ne oprasta

Doslo mi je sebi da presudim
ako prije ne poludim
ako ne zaboravim
tebi u zivotu zelim srecu
ali ipak nikad necu
moci da si oprostim","https://tekstovi.net/2,685,8293.html",,,,,,,,['Branimir Mihaljević'],"['Branimir Mihaljević', 'Sandra Mihaljević']",['Branimir Mihaljević'],['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/kao-lani-12195.htm,Kao lani,,,,,,"Jesam, volio sam one noci
kako nikad necu moci
djevojku u suzama
nije htjela niti da mi mahne
nisam priznao da strah me
sto se nije ni okrenula

Cekao sam, proci ce
al' sto put vise boli me

Sve je kao lani, prolaze mi dani
sve je kao nekada
iste su nam pjesme
radim sto se ne sm'je
dusa mi ne oprasta

Doslo mi je sebi da presudim
ako prije ne poludim
ako ne zaboravim
tebi u zivotu zelim srecu
ali ipak nikad necu
moci da si oprostim",Kao lani,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/kao-lani.html
24,wNGUjqQ7_1_24,Zlatko Pejaković,Zlatko Pejaković,Kceri moja,4486,"Kceri moja, rodjendan dok slavis
neka za sve oprosti mi Bog
i dok svijece na kolacu palis
znaj da ti si dio srca mog

Nocas svi su veseli darove ti donijeli
ali dusa boli te, nema oca kraj tebe
 
Ref.
Tvoje mlade godine
ne bi mene shvatile
ali jedno znat ces ti
sto sve zivot
donosi

Kceri moja, sto ti mogu dati
samo suze, ne zna im se broj
kad svi odu, a ti podjes spati
znaj da s tobom tad je otac tvoj

Ref. 2x","https://tekstovi.net/2,685,49441.html",,,,,,,,['Zdenko Runjić'],['Bratislav Zlatanović'],['Hrvoje Grčević'],['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/kceri-moja-7637.htm,Kćeri moja,,,,,,,,
25,wNGUjqQ7_1_25,Zlatko Pejaković,Zlatko Pejaković,"Komad za glas, klavir i gitaru",92,"Ne znaci mi nista kad se
pojavis na vratima
udjes, tu si pokraj mene
i cutimo satima

I poljupce reda radi
pogledi nam sputaju
tek poneka rec bez veze
dok misli nam lutaju
 
Ref.
Umoran k'o pseto, pun tudjeg parfema
dolazim da pricam da te volim strasno
tu cak ni lj od ljubavi nema
al' to niko od nas ne sme reci glasno

Svakodnevno bivsa ljubav
unistava se, sazima
sami sebe zamaramo
voleci se lazima

Ref.

Drzim tvoju ruku, tek da nesto imam
i sapucem nezne, besmislene reci
bezvoljno i prazno zagrljaj tvoj primam
i to niko od nas ne ume da spreci","https://tekstovi.net/2,685,65075.html",,,,,,,,,,,['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/komad-za-glas-klavir-i-gitaru-12120.htm,"Komad za glas, klavir i gitaru",,,,,,,,
26,wNGUjqQ7_1_26,Zlatko Pejaković,Zlatko Pejaković,Kreni kiso,2964,"Kreni kiso i operi
rane sto sam nanio
jednoj zeni koju znam da
jedinu sam volio

Kreni kiso i odnesi
suze neisplakane
sve joj moje ti pokloni
pjesme neotpjevane
 
Ref. 2x
Kap po kap, kao slap
teku suze istine
samo onaj tko te nema
za tebe se pobrine

Kap po kap, kao slap
teku suze istine
samo onaj tko te voli
za tebe se pobrine

Kreni kiso i poljubi
nju mi, makar dan je siv
kreni kiso pa mi reci
priznajem za sve sam kriv","https://tekstovi.net/2,685,32903.html",,,,,,,,['Branimir Mihaljević'],['Mario Mihaljević'],['Branimir Mihaljević'],['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/kreni-kiso-7650.htm,Kreni kišo,,,,,,"Kreni kiso i operi
Rane sto sam nanio
Jednoj zeni koju znam da
Jednu sam volio

Kreni kiso i odnesi
Suze neisplakane
Sve joj moje ti pokloni
Pjesme neotpjevane

Kap po kap, kao slap
Teku suze istine
Samo onaj tko te nema
Za tebe se pobrine

Kap po kap, kao slap
Teku suze istine
Samo onaj tko te voli
Za tebe se pobrine

Kreni kiso i poljubi
Nju mi, makar dan je siv
Kreni kiso pa mi reci
Priznajem za sve sam kriv",Kreni kišo,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/kreni-kiso.html
27,wNGUjqQ7_1_27,Zlatko Pejaković,Zlatko Pejaković,Kriva si,248,"Rodjen sam da budem kralj
u zivotu svom
da me sreca srecom casti
ljubav baksisom

Nije mene slomilo
sto druge dokrajci
iz svakog poraza
izis´o sam jaci
 
U mojim venama
radost tekla je u krvi
gdje se lomilo
ja sam uvijek bio prvi
sve dok nisi dosla ti

Ref.
Kriva si, sto nikom ne valjam
sto na cijeli svijet zaboravljam
kriva si, sto vise ne sanjam
sto bol mi obruc oko srca steze
iz dana u dan, zivjeti je teze
u tuzi i nesretni bjeze

S cim si me zacarala
k´o tezak kriz te nosim
dok se druge nude same
od tebe ljubav prosim

Probao sam milijun puta
da te mijenjam drugom
pobjegle su od budale
ludjak zivi s tugom

Ref. 2x","https://tekstovi.net/2,685,63640.html",,,,,,,,,,,,,,,,,,,,,,,,,
28,wNGUjqQ7_1_28,Zlatko Pejaković,Zlatko Pejaković,Kriz na dusi,9471,"Ja i nocas nemam sna
glas me njezin doziva
ne pomazu molitve
sto su za njom krenule
sve su rijeci suvisne
kad ih ona ne cuje
 
Nisam znao ljubiti
kao drugi sretnici
godine me slomile
tuge me udomile
kao zadnjeg prosjaka
ispod crnih oblaka

Ref.
Kriz na dusi nosim ja
nosim za zivota dva
a na srcu suza svaka
k'o da je od suhog zlata
k'o da je od kamena

Pustite me, pustite
ona mi je bila sve
nek' u njeno padnem krilo
makar mi i zadnje bilo
pustite me pustite

Zbogom svima odlazim
da se vise ne vratim
godine me slomile
tuge me udomile
kao zadnjeg prosjeka
ispod crnih oblaka

Ref.

Moje mjesto je kraj nje
kriz na dusi nosim ja
nosim za zivota dva","https://tekstovi.net/2,685,23414.html",,,,,,,,,,,,,,,,,,,,,,,"Ja i nocas nemam sna
glas me njezin doziva
ne pomazu molitve
sto su za njom krenule
sve su rijeci suvisne
kad ih ona ne cuje

Nisam znao ljubiti
kao drugi sretnici
godine me slomile
tuge me udomile
kao zadnjeg prosjaka
ispod crnih oblaka

Kriz na dusi nosim ja
nosim za zivota dva
a na srcu suza svaka
k'o da je od suhog zlata
k'o da je od kamena

Pustite me, pustite
ona mi je bila sve
nek' u njeno padnem krilo
makar mi i zadnje bilo
pustite me pustite

Zbogom svima odlazim
da se vise ne vratim
godine me slomile
tuge me udomile
kao zadnjeg prosjeka
ispod crnih oblaka

Moje mjesto je kraj nje
kriz na dusi nosim ja
nosim za zivota dva",Križ na duši,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/kriz-na-dusi.html
29,wNGUjqQ7_1_29,Zlatko Pejaković,Zlatko Pejaković,Krv si mi popila,7439,"Ref. 3x
Hej, Ana, Ana, krv si mi popila
u crno zavila ti si
hej Ana, Ana, drugog si zeljela
a mene htjela nisi

Ostaj mi dobro, ostaj daleko
neka ti vjeruje ludji neko
sto ti je, sto ti je u lijepoj glavi
to sto me gnjavi, to sto me gnjavi
 
Mene nisi voljela
za drugim si patila
a mene nisi zalila

Ref. 3x

Ref. 2x","https://tekstovi.net/2,685,33448.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Hrvoje Grčević'],['Zlatko Pejaković'],1994 - Zlatko Pejaković '94,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,https://diskografija.com/pjesma/krv-si-mi-popila-7638.htm,Krv si mi popila,,,,,,,,
30,wNGUjqQ7_1_30,Zlatko Pejaković,Zlatko Pejaković,Lagala je,13213,"Prsten sam joj dao
na vjecnu ljubav mi se klela
tad jos nisam znao
voljeti me nije smijela

Ti trenuci srece 
vratiti se nece
prsten sam joj dao
ali nisam znao
drugom sam je krao
 
Ref.
Jer ona lagala je da me voli
lagala je da me treba 
lagala da bit ce mi zena
jer ona drugom vec je zena bila
drugom vec je ljubav dala
pravu ljubav meni krila

Ja necu zaliti sto otisla je 
plakati sto sad je nema
moliti je da se vrati
ma, neka lagala je, ja je volim
lagala je, sve joj prastam
lagala, al' bilo je lijepo

Sedam ludih dana
dok jedne noci dosla nije
ja jos nisam znao
zasto tad i gdje se krije

Ti trenuci tuge 
prate noci duge
prsten sam joj dao 
ali nisam znao 
drugom sam je krao

Ref.

Lagala je da me voli","https://tekstovi.net/2,685,26799.html",,,,,,,,,,,['Zlatko Pejaković'],1996 - Uspomene,2007 - The platinum collection,,,https://diskografija.com/pjesma/lagala-je-12145.htm,Lagala je...,,,,,,,,
31,wNGUjqQ7_1_31,Zlatko Pejaković,Zlatko Pejaković,Lako je umrit,7227,"Miruj more, ja ti dolazim u miru
jer u jude i u svit izgubia sam viru
miruj more, dusi triba malo mira
virova san, vira mi prisudila

Ref.
Lako je umrit
 kad ti zivot ide na ruku
pa ti jednu za drugom
 salje nevoju za nevojom
 
Neki stisnu zube i produze
 neko ni disat ne moze
a vrime nista ne lici
 vrime tu ne pomaze

Miruj more
 primi me ko dragog gosta
umoran san
 od lipote malo posta

Ref.

Miruj more
 nemoj mislit, nemoj zalit
zagrli me, jer ja necu nikom falit
jer ja necu nikom falit","https://tekstovi.net/2,685,44586.html",,,,,,,,,,,['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/lako-je-umrit-20169.htm,Lako je umrit,,,,,,,,
32,wNGUjqQ7_1_32,Zlatko Pejaković,Zlatko Pejaković,Ma nije moguce,6106,"Jer gdje si sve dosada bila 
i mladost me je prosla
starost je bojama sijedim
 kroz moju kosu prosla 

I lice se naboralo
 i srce jer je moralo 
i pritisle su godine
godine i sudbine
 
Ref. 
Ma nije moguce da cu sam ostariti
ma nije moguce i ti ces me ostaviti
ma nije moguce pa zar tako mora biti
da nema nikoga tko ce sa mnom nazdraviti

Ma nije moguce da cu sam ostariti
ma nije moguce i ti ces me ostaviti
znam, umrijet cu sam

Zenim se pa rastavljam
kraj sa krajem sastavljam 
pijem da se napijem 
jer trijezan sebi ne valjam

Sam sa sobom samujem
 i gdje stignem stanujem
dosla si da zaboli 
da te ko nikog zavolim

Ref.","https://tekstovi.net/2,685,33449.html",,Nije moguće,It's Not Possible,,"Jer gdje si sve dosada bila
i mladost me je prošla
starost je bojama sijedim
kroz moju kosu prošla. I lice se naboralo
i srce jer je moralo
i pritisle su godine
godine i sudbine. Ma nije moguće da ću sam ostariti
ma nije moguće i ti ćeš me ostaviti
ma nije moguće pa zar tako mora biti
da nema nikoga tko će sa mnom nazdraviti. Ma nije moguće da ću sam ostariti
ma nije moguće i ti ćeš me ostaviti
znam, umrijet ću sam. Ženim se pa rastavljam
kraj sa krajem sastavljam
pijem da se napijem
jer trijezan sebi ne valjam. Sam sa sobom samujem
i gdje stignem stanujem
došla si da zaboli
da te ko nikog zavolim. Ma nije moguće da ću sam ostariti
ma nije moguće i ti ćeš me ostaviti
ma nije moguće pa zar tako mora biti
da nema nikoga tko će sa mnom nazdraviti. Ma nije moguće da ću sam ostariti
ma nije moguće i ti ćeš me ostaviti
znam, umrijet ću sam","Cause where were you till now
Even my youth passed me by
Old age went through my hair
With grey colors. And the face wrinkled
So did the heart cause it had to
And the years pushed themselves
Years and destinies. No, it's not possible I'll grow old alone
No, it's not possible, you'll leave me too
No, it's not possible, does it really have to be that way?
That there's no one to raise a toast with me. No, it's not possible I'll grow old alone
No, it's not possible, you'll leave me too
I know, I'll die alone. I get married then divorced
I make ends meet
I drink to get drunk
Because I'm no good to myself sober. I'm alone lonely with myself
I live where I can
You came so it would hurt me
So I'd love you like I did no one. No, it's not possible I'll grow old alone
No, it's not possible, you'll leave me too
No, it's not possible, does it really have to be that way?
That there's no one to raise a toast with me. No, it's not possible I'll grow old alone
No, it's not possible, you'll leave me too
I know, I'll die alone",https://lyricstranslate.com/en/nije-mogu%C4%87e-its-not-possible.html,['Branimir Mihaljević'],['Faruk Buljubašić Fayo'],['Branimir Mihaljević'],['Zlatko Pejaković'],2000 - Zlatko 2000,2007 - The platinum collection,,,https://diskografija.com/pjesma/ma-nije-moguce-12158.htm,"Ma, nije moguće",,,,,,,,
33,wNGUjqQ7_1_33,Zlatko Pejaković,Zlatko Pejaković,Malena,121,"Sluti se jesen, dolaze kise
a u meni dise ljubav k’o prije
mice se ljeto, na dnu duse spava
a negdje se pjeva i vino se pije

Godina jedna, otkucava vrijeme
negdje na pijesku s valom se tuce
more mi sumi i bor zamirise
pa me u ljeto natrag odvuce
 
Ref.
Malena, gdje si sad, kraj koga dises
malena, ne javljas se i ne pises
malena, daleko si, a i hladna je noc

Malena, gdje si sad, kraj kog' se budis
malena, kome svoje usne nudis
malena, a jos k jugu ide isti vlak

Ref. 2x

Malena","https://tekstovi.net/2,685,65074.html",,,,,,,https://lyricstranslate.com/en/translator/misssuffle,['Vladimir Kočiš Zec'],['Željko Krznarić'],,['Zlatko Pejaković'],1983 - Split 83,1983 - Sve je u redu,1996 - Uspomene,2007 - The platinum collection,https://diskografija.com/pjesma/malena-5966.htm,Malena,,,,,,,,
34,wNGUjqQ7_1_34,Zlatko Pejaković,Zlatko Pejaković,Marija,2021,"Kakva je to zena bila
svi smo za njom bili ludi 
dijamanti, zlato, svila 
krasili su njene grudi

Kakva je to bila zena 
jos i danas price kruze 
sve vladare ovog svijeta 
doveo bih da je sluze
 
Ref.
Kada zaigra Marija 
vatre se zapale sve 
nije mladja ni starija 
tako je najbolje 

Kada zaigra Marija 
u trenu nastane lom 
nije mladja ni starija 
bas je onako po mom

Kakva je to zena bila 
uzalud je oci traze 
gdje je tako lijepa bila 
trazim da mi netko kaze

Ref. 2x

Bas je onako po mom","https://tekstovi.net/2,685,53503.html",,,,,,,,,,,,,,,,,,,,,,,,,
35,wNGUjqQ7_1_35,Zlatko Pejaković,Zlatko Pejaković,Meni je dosta price i pica,3256,"Nisam neka marka
ali ipak znam da vredim, nesto 
i kroz zivot gurao sam 
sve do sada doista vesto 

Imam samo jednu zelju
 da ti slomim srce, mala 
spasit cu te dosade
 a neces mi ni reci hvala 
 a neces mi ni reci hvala 
 
Ref.
Meni je dosta price i pica 
otpusti malo svoga mladica 
provedi sa mnom vikend na moru 
pa mu se vrati sutra u zoru 

Ref. 2x

Bari me bari, za nesto vece 
menjaj mi zivot, u nesto trece 
bice ti lepo na putovanju 
bit cu sa tobom, nocu i danju","https://tekstovi.net/2,685,32902.html",,,,,,,,,,,['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/meni-je-dosta-price-i-pica-12111.htm,Meni je dosta priče i pića,,,,,,,,
36,wNGUjqQ7_1_36,Zlatko Pejaković,Zlatko Pejaković,Misli svatko da je meni lako,37053,"Ref.
Misli svatko da je meni lako
da je meni lako
ne daj Boze nikome ovako
nikome ovako

Ona me je ostavila
nikad vise radosna ne bila
 

Ref.

Nemam kuce, nemam krova
nemam zenu ni sinova
2x

Ref.

Majko mila, vec je svima jasno
za moj zivot sad je kasno
2x

Ref.

Meni bez nje malo treba
komad zemlje, komad neba
2x

Misli svatko da je meni lako
ne daj Boze nikome ovako","https://tekstovi.net/2,685,19055.html",,,,,,,,['Narodna'],"['Mario Mihaljević', 'Faruk Buljubašić Fayo']",,['Zlatko Pejaković'],1997 - Ni na nebu ni na zemlji,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,https://diskografija.com/pjesma/misli-svatko-da-je-meni-lako-12154.htm,Misli svatko da je meni lako,,,,,,"Misli svatko da je meni lako
Da je meni lako
Ne daj Bože nikome ovako
Nikome ovako

Ona me je ostavila
Nikad više radosna ne bila

Nemam kuće nemam krova
Nemam ženu ni sinova

Majko mila već je svima jasno
Za moj život sad je kasno

Meni bez nje malo treba
Komad zemlje, komad neba",Misli svatko da je meni lako,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/misli-svatko-da-je-meni-lako.html
37,wNGUjqQ7_1_37,Zlatko Pejaković,Zlatko Pejaković,Moja zadnja momacka vecer,3582,"Sutra ona tiho ce
kraj mene reci da
a vi u krcmi ispijte
po casu sve do dna
pajdas vam od sutra
u svoj novi zivot krece
 
Vi zazelite mu puno srece
pajdas vam od sutra
u svoj novi zivot krece
vi zazelite mu puno srece

Hej, hej pajdasi
nek' pjesma krene
pjevajte, pijte nocas samo za mene

Hej, hej pajdasi
dignite case
uz vas u novi zivot krenut cu lakse

Hej, hej pajdasi
pajdasi stari
ja sutra u svoj novi zivot cu poc'

Vino nek' se lije
nek' se pjeva, nek' se pije
to je zadnja moja momacka noc
(2x)","https://tekstovi.net/2,685,32261.html",,,,,,,,,,,,,,,,,,,,,,,,,
38,wNGUjqQ7_1_38,Zlatko Pejaković,Zlatko Pejaković,Momacka noc,1407,"Sutra ona tiho ce 
kraj mene reci da
a vi u krcmi ispijte 
po casu sve do dna

Drugar vam od sutra 
u svoj novi zivot krece
vi zazelite mu mnogo srece
 
Hej, hej drugari, nek pesma ori
nikoga ne sme danas tuga da mori
hej, hej drugari dignite case
uz vas u novi zivot krenucu lakse
hej, hej drugari, drugari stari
ja sutra u svoj novi zivot cu poc’

Vino nek’ se lije
nek’ se peva, nek’ se pije
to je zadnja moja 
momacka noc","https://tekstovi.net/2,685,50329.html",,,,,,,,['Mario Mihaljević'],['Mario Mihaljević'],['Aleksandar Sanja Ilić'],['Zlatko Pejaković'],1978 - Tebi ljubavi,"1995 - U se, na se... zna se
Aranžman: Branimir Mihaljević",,,https://diskografija.com/pjesma/zadnja-momacka-noc-7646.htm,Zadnja momačka noć,,,,,,,,
39,wNGUjqQ7_1_39,Zlatko Pejaković,Zlatko Pejaković,"More, ti mi zivot znacis",1491,"Pjevali su o tebi vec mnogi
govorili i dobro i lose
al' se nikad promijenilo nisi
vjecno traju tvoje plave kose

Svi vjetrovi sto nad tobom zive
nose pjesme radosti i boli
tko te jednom u zivotu vidi
taj ne moze da te ne zavoli
 
Ref. 2x
More, ti mi zivot znacis
more, ti si meni sve
svoju ljubav dajem tebi
more, more, volim te

Godine su prosle, al' se sjecam
sa materom dok sam oca ceka'
da se vrati s dugih putovanja
nosila ga tvoja ruka meka

Ja sam isto kao otac pos'o
i plovio za bogatstvom sivim
svud sam bio, al' sam sebi rek'o
tu cu ostat do kraja da zivim

Ref. 2x","https://tekstovi.net/2,685,54669.html",,,,,,,,,,,,,,,,,,,,,,,,,
40,wNGUjqQ7_1_40,Zlatko Pejaković,Zlatko Pejaković,Ne diraj u stare rane,468,"Kad se javis iznenada
dusa mi se zatalasa
nesto davno zaboli me
od tvog glasa, od tvog glasa

Zanjisu se neke grane
vec odavno raskidane
i zaigra srca moje
kao kad je bilo tvoje
 
Ref.
Ne diraj u stare rane
ne trazi, ne zovi me
ono lijepo nek' se pamti
a sve drugo izbrise

Ne diraj u stare rane
ne trazi, ne zovi me
neka vrijeme cini svoje
rano moja, stisaj se","https://tekstovi.net/2,685,61975.html",,,,,,,,['Đelo Jusić sr.'],['Maja Perfiljeva'],['Đelo Jusić sr.'],['Zlatko Pejaković'],1988 - Split 88 - Autorska večer Đele Jusića,1996 - Sve najbolje,,,https://diskografija.com/pjesma/ne-diraj-u-stare-rane-5300.htm,Ne diraj u stare rane,,,,,,,,
41,wNGUjqQ7_1_41,Zlatko Pejaković,Zlatko Pejaković,Ne dolazi u moj san,9003,"Otisla si jednog dana
i odnijela nase snove
sad se vracas uplakana
da li te to proslost zove

Ref. 2x
O ne, ne, ne, ne dolazi
ne dolazi u moj san
ne budi me svake noci
zbog tebe sam nesretan
 
Jedan daje, drugi uze
sunce srece svima sja
tebi sreca, meni suze
zar san krivac samo ja

Ref. 2x

Ref. 3x","https://tekstovi.net/2,685,32901.html",,,,,,,,['Ljubica Boldeskić'],['Srećko Maksimović'],['Branimir Mihaljević'],['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/ne-dolazi-u-moj-san-12168.htm,Ne dolazi u moj san,,,,,,,,
42,wNGUjqQ7_1_42,Zlatko Pejaković,Zlatko Pejaković,Ne idi od mene,7389,"Nisam bio prosjak
 da bih ljubav molio
ali nikoga k'o tebe
 nisam dosad volio

Mislio sam s tobom 
bit ce kao ranije
ali zivjeti bez tebe
 ja bih umro radije
 
Ref. 2x
Evo ti moje ruke
evo ti moje vene
radi mi sto god hoces 
samo ne idi od mene

Ti si nesto drugo
 ti si dar iz svemira
ti si uzrok mojih boli
 i svih mojih nemira

Ti si moje sunce
 ti si ljubav najveca
ali kada kazes idem 
ti si moja nesreca

Ref. 2x","https://tekstovi.net/2,685,32246.html",,,,,,,,['Mario Mihaljević'],['Mario Mihaljević'],['Ante Lasan Toni'],['Zlatko Pejaković'],1993 - Zlatko Pejaković '93,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,https://diskografija.com/pjesma/ne-idi-od-mene-7630.htm,Ne idi od mene,,,,,,"Nisam bio prosjak da bih ljubav molio
Ali nikoga k'o tebe nisam dosad volio

Mislio sam s tobom bit će kao ranije
Ali živjeti bez tebe ja bih umro radije

Evo ti moje ruke, evo ti moje vene
Radi mi što god hoćeš samo ne idi od mene

Ti si nešto drugo, ti si dar iz svemira
Ti si uzrok mojih boli i svih mojih nemira

Ti si moje sunce, ti si ljubav najveća
Ali kada kažeš idem, ti si moja nesreća",Ne idi od mene,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/ne-idi-od-mene.html
