Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Vocals_discogs,Saxophone_discogs,Written-By_discogs,Arranged By_discogs,Producer_discogs,Adapted By_discogs,Voice_discogs,Narrator_discogs,Featuring_discogs,Songwriter_discogs,Goblet Drum_discogs,Vocals [Duet]_discogs,Trumpet_discogs,Trombone_discogs,Lead Vocals_discogs,Guest_discogs,Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Crvena Jabuka,Crvena Jabuka,Kad Se Kazaljke Poklope,4:48,The Ultimate Collection,2008.0,,,,,,,,,,,,,,,,,,,,2008.0-The Ultimate Collection,2008.0-The Ultimate Collection
Crvena Jabuka,Crvena Jabuka,CD 2,,The Ultimate Collection,2008.0,,,,,,,,,,,,,,,,,,,,2008.0-The Ultimate Collection,2008.0-The Ultimate Collection/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Tamo Da Putujem (Odlazak),3:33,The Ultimate Collection,2008.0,,,,,,,,,,,,,,,,,,,,2008.0-The Ultimate Collection,2008.0-The Ultimate Collection/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Balada,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi/2010.0-S Druge Strane Sjećanja/nan-100 Originalnih Hitova/nan-- Christmas Limited Edition -/nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Lagano Umirem (U Tvome Sjecanju),,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Dok Miljacka Protice,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Umrijet Cu Nocas Od Ljepote,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Da Znas Da Me Bolis,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Ima Nesto Od Srca Do Srca,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Kad Ces Mi Doci,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Kad Je Noc Hladna I Zvijezdana (Emira),,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Sjecanja,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Oci Su Se Navikle Na Mrak,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Noci Su Hladne,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Twist And Shout (Svidja Mi Se Ova Stvar),,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Odlazak,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Ti Znas,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Bijeli Bozic,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Neka Gore Svijetovi,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Tamo Gdje Ljubav Pocinje,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Napisi Jednu Ljubavnu,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Voljelo Se Dvoje Mladih,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi/nan-Volim Te
Crvena Jabuka,Crvena Jabuka,"Tugo, Nesreco",,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Uzmi Me Kad Hoces Ti,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Riznice Sjecanja,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Tvojim Zeljama Vodjen,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,"Ako Me Pitas, Kamarade",,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Bijezi Kiso S Prozora,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Nemoj Da Sudis Preostro O Meni,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Nekako S Proljeca,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Sve Sto Sanjam,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,"Da Tebe Nema, Boze",,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Stizu Me Sjecanja,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Sve Sto Imas Ti,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Znas Da Nekad,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Ne Govori Vise,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Zadnji Put Me Pogledaj,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi/nan-Volim Te/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Samo Da Me Ne Iznevjeris Ti,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Boje Kisnog Neba,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,"Hajde, Dodji Mi",,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Nema Vise Vremena,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,6:00,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi/2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,Ne Dam Da Ovaj Osjecaj Ode,,25 Godina - Da Nije Ljubavi,2009.0,,,,,,,,,,,,,,,,,,,,2009.0-25 Godina - Da Nije Ljubavi,2009.0-25 Godina - Da Nije Ljubavi
Crvena Jabuka,Crvena Jabuka,Mnogo Ruža,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Pravi Ljudi,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te
Crvena Jabuka,Crvena Jabuka,Pratim Njene Tragove,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te
Crvena Jabuka,Crvena Jabuka,Jazz Ba,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te/2010.0-S Druge Strane Sjećanja
Crvena Jabuka,Crvena Jabuka,I Danas Dan,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Čuvaj Se,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te
Crvena Jabuka,Crvena Jabuka,Ne Mogu Da Te Dijelim,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Starke,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te
Crvena Jabuka,Crvena Jabuka,Šampanjski Poljubac,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te/2010.0-Najljepše Ljubavne Pjesme
Crvena Jabuka,Crvena Jabuka,Zlatna Ruža,,Volim Te,,,,,,,,,,,,,,,,,,,,,nan-Volim Te,nan-Volim Te
Crvena Jabuka,Crvena Jabuka,Lagano Umirem (U Tvome Sjećanju),,S Druge Strane Sjećanja,2010.0,,,,,,,,,,,,,,,,,,,,2010.0-S Druge Strane Sjećanja,2010.0-S Druge Strane Sjećanja
Crvena Jabuka,Crvena Jabuka,Kletva,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,Željko Bebek,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,"Ni San, Ni Krunu, Ni Mač",,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,Do Neba,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Mare,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Ljubav Malog Werthera,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,Ljubav Je Jaka,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,Saša Lošić,J.O.K.S.,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Života Moga Tajna,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,Zvijezda Danica,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Gigi@Migi,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,Ukrast Ću Ti Snove,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Uzmi Sve,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Mjeseče,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova/2016.0-Greatest Hits Collection
Crvena Jabuka,Crvena Jabuka,Govore Mi Svi,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,Tebe Imam Sam Da Ostarim,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,"Mjesec Se Nakrivio (Pomisliš Li, Majko)",,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,I Kad Šutimo Imamo O Čemu,,Za Tvoju Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Za Tvoju Ljubav,nan-Za Tvoju Ljubav
Crvena Jabuka,Crvena Jabuka,"Crvena Jabuka (Jugoton, 1986.)",,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Za Sve Ove Godine (Jugoton, 1987.)",,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Hajde, Hajde De Opusti Se",3:22,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Sanjati (Jugoton, 1988.)",,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Zvona, Zvone",4:10,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Tamo Gdje Ljubav Počinje (Jugoton, 1989.)",,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,"Nekako S Proljeća (Jugoton, 1991.)",,Original Album Collection,2013.0,,,,,,,,,,,,,,,,,,,,2013.0-Original Album Collection,2013.0-Original Album Collection
Crvena Jabuka,Crvena Jabuka,Imam Neke Fore,4:03,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova/2016.0-Greatest Hits Collection
Crvena Jabuka,Crvena Jabuka,Milo Moje,3:55,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Za Njene Oči,3:08,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Rođendan,4:01,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Sarajlija,3:53,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,"Zlato Moje, Dobar Dan",4:00,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Često Pitam Za Tebe,3:01,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova/nan-- Christmas Limited Edition -
Crvena Jabuka,Crvena Jabuka,Crveni Poljupci,,Nek' Bude Ljubav,,,,,,,,,,,,Kemal Monteno,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Hoćeš - Nećeš,4:10,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Prijatelji Moji,3:53,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Noćas Lipe Opet Mirišu Na Tebe,3:49,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Bombona,3:15,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Vjerujem,4:36,Nek' Bude Ljubav,,,,,,,,,,,,Karlo Martinović,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Sa Tobom Znam,4:47,Nek' Bude Ljubav,,,,,,,,,,,,,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Godinama Live,4:37,Nek' Bude Ljubav,,,,,,,,,,,,Halid Bešlić,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,Ovo Je Kraj,3:48,Nek' Bude Ljubav,,,,,,,,,,,,Neverne Bebe,,,,,,,,,nan-Nek' Bude Ljubav,nan-Nek' Bude Ljubav
Crvena Jabuka,Crvena Jabuka,"Mix 1: Moj Grad, Umoran Sam, Mnogo Ruža",6:24,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,"Mix 2: Moje Najmilije, Pravi Ljudi, Dobro Neka Svira",5:01,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Ima Neka Tajna Veza,3:18,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,Željko Bebek,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Jazz.Ba,4:52,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,Klapa Luka Ploče,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,"Mix 3: Bolje Biti Pijan Nego Star, Suada",5:25,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,Saša Lošić,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Vilo Moja,3:47,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,Klapa Luka Ploče,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Lagano Umirem U Tvome Sjećanju,4:42,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,,,,,,,,,,,,,,,,,,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
Crvena Jabuka,Crvena Jabuka,Lubenice,3:41,Lubenice,2015.0,,,,,,,,,,,Gustafi,,,,,,,,,2015.0-Lubenice,2015.0-Lubenice/nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Kad Je Noć Hladna I Zvijezdana (Emira),,100 Originalnih Hitova,,Dražen Ričl,Dražen Ričl,,,,Crvena Jabuka,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Tvojim željama Vođen,,100 Originalnih Hitova,,Dino Šaran,Dino Šaran,,,,Nikša Bratoš,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Oprosti što Je Ljubavna,,100 Originalnih Hitova,,Saša Dragić,Saša Dragić,,,,Crvena Jabuka,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Sećanja,,100 Originalnih Hitova,,Saša Lošić,Saša Lošić,,,,Nikša Bratoš,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Zauvjek,,100 Originalnih Hitova,,Saša Lošić,Saša Lošić,,,,Crvena Jabuka,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Anđeli,,100 Originalnih Hitova,,Zlatan Fazlić,Zlatan Fazlić,,,,Crvena Jabuka,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,CD 3,,100 Originalnih Hitova,,,,,,,,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Kad ćeš Mi Doći,,100 Originalnih Hitova,,Zlatan Fazlić,Zlatan Fazlić,,,,Nikša Bratoš,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Kao da sanjam,,100 Originalnih Hitova,,J.Šetka,J.Šetka,,,,Nikša Bratoš,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,CD 4,,100 Originalnih Hitova,,,,,,,,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,"Ni San, Krunu, Ni Mač",,100 Originalnih Hitova,,,,,,,,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Šampanjski poljubac,,100 Originalnih Hitova,,Branimir Mihaljević,Fayo,,,,Branimir Mihaljević,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Čuvaj se,,100 Originalnih Hitova,,Boris Novković,Boris Novković,,,,Branimir Mihaljević,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
