Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Conductor_discogs,Engineer_discogs,Orchestra_discogs,Backing Vocals_discogs,Featuring_discogs,Performer_discogs,Vocals_discogs,Bass Guitar_discogs,Drum Programming_discogs,Guitar_discogs,Keyboards_discogs,Vocals [Duet]_discogs,Featuring [Uncredited]_discogs,Directed By_discogs,Featuring [Piano]_discogs,Cello_discogs,Accordion_discogs,Acoustic Guitar_discogs,Percussion_discogs,Lead Guitar_discogs,Electric Guitar_discogs,Drums_discogs,Flugelhorn_discogs,Mandolin_discogs,Saxophone_discogs,Harmonica_discogs,Choir_discogs,Piano_discogs,Electric Guitar [Solo]_discogs,Album_year_title_discogs,All_albums_discogs
Oliver Dragojević,Oliver Dragojević,Dalmacijo Lipa,,Live Zadar 2002,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Live Zadar 2002,2002.0-Live Zadar 2002
Oliver Dragojević,Oliver Dragojević,Croatio Iz Duše Te Ljubim,,Live Zadar 2002,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Live Zadar 2002,2002.0-Live Zadar 2002
Oliver Dragojević,Oliver Dragojević,Vrime,,Live Zadar 2002,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Live Zadar 2002,2002.0-Live Zadar 2002
Oliver Dragojević,Oliver Dragojević,Zadar Je U Srcu Mome,,Live Zadar 2002,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Live Zadar 2002,2002.0-Live Zadar 2002
Oliver Dragojević,Oliver Dragojević,Untitled,1:08,Oliver U Areni: Promo Interview + 4 Pjesme,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Oliver U Areni: Promo Interview + 4 Pjesme,2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/2002.0-Oliver U Areni: Promo Interview + 4 Pjesme/0.0-Hit Do Hita/0.0-Hit Do Hita
Oliver Dragojević,Oliver Dragojević,Trag U Beskraju,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2004.0-Oliver Live/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 2/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Antologija 1975 - 2010/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 2/nan-Kad Mi Dođeš Ti
Oliver Dragojević,Oliver Dragojević,Teško Te Zaboravljam,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2006.0-Oliver 2/2010.0-Najljepše Ljubavne Pjesme/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Ti Si Meni Sve,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Priča Se,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Još Ovaj Put,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2004.0-Oliver Live/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2/nan-Kad Mi Dođeš Ti
Oliver Dragojević,Oliver Dragojević,Sve Bi Dao Za Nju,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju
Oliver Dragojević,Oliver Dragojević,Plemenita,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Više Ne Mogu,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Pred Tvojim Vratima,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2004.0-Oliver Live/2006.0-Oliver 2/2010.0-Najljepše Ljubavne Pjesme/2011.0-Antologija 4 (1975 - 2010)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Zvir,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Dođi Noćas U Moj San,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Daj Bože Pameti,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju/2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Interaktivni Bonus,,Trag U Beskraju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Trag U Beskraju,nan-Trag U Beskraju
Oliver Dragojević,Oliver Dragojević,Kad Bi Bio Blizu,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Krivi Ljudi,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,"Ne Verujem Tebi, Ne Verujem Sebi",,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Nije Mi Vrime,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Umrit Il Živit,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Malo Mi Za Sriću Triba,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Dani Su Bez Broja,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,Esma Redžepova,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Ni Da Mora Nestane,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Ko Me Zove,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,S Druge Strane Mjeseca,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Zemlja I Stina,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Sve Bi Da Za Nju,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2004.0-Oliver Live/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-Sve Bi Da Za Nju/2006.0-Oliver 2/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2016.0-Original Album Collection - Vol. 2/nan-Kad Mi Dođeš Ti
Oliver Dragojević,Oliver Dragojević,Prorok,,Gold Collection Volume 03 - 18 Zlatnih Hitova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova,nan-Gold Collection Volume 03 - 18 Zlatnih Hitova
Oliver Dragojević,Oliver Dragojević,Nije Htjela,4:35,Vjeruj U Ljubav,,,Nikša Bratoš,Kemal Monteno,Kemal Monteno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2/2013.0-100 Originalnih Pjesama/2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Tija San Je Ljubit,3:14,Vjeruj U Ljubav,,,Eli Žuvela,Žarko Tičinović,Žarko Tičinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Tu Non Ilores Mi Querida,3:53,Vjeruj U Ljubav,,,,Zdenko Runjić,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav
Oliver Dragojević,Oliver Dragojević,Pjesma Anđela,3:33,Vjeruj U Ljubav,,,Tomislav Babić,Boris Vujević,Boris Vujević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Pjevam I Živim,4:52,Vjeruj U Ljubav,,,Duško Mandić,Vladimir Kočiš,Vladimir Kočiš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2/2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Ditelina S Čet'ri Lista,3:34,Vjeruj U Ljubav,,,Remi Kazinoti,Ivo Jagnjić,Ivo Jagnjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav
Oliver Dragojević,Oliver Dragojević,Ljubav Je...,5:04,Vjeruj U Ljubav,Aljoša Draganić Vrančić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Čovik Nasrid Mora,4:09,Vjeruj U Ljubav,,,Bruno Krajcar,Daniel Načinović,Bruno Krajcar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,"DVD 1 KONCERT Dom Sportova, Zagreb 07.02.2004",,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Što Učinila Si Ti / Morski Vuk,5:51,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live/2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,DVD 2 OLIVER - SPECIJALNI DODACI,,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Oliver Pred Koncert (2004.),,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,Žare Batinović,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Trag U Beskraju (2002.),,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,Žare Batinović,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Spotovi,,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,"2CD Hala Tivoli, Ljubljana 22.02.2004",,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Etida,1:12,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Intro Symphony No. 5 – Nedostaješ Mi Ti,3:42,Oliver Live,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Oliver Live,2004.0-Oliver Live
Oliver Dragojević,Oliver Dragojević,Jubavi Lipa  ,,Teško Mi Je Putovati,,2004.0,,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Teško Mi Je Putovati,2004.0-Teško Mi Je Putovati
Oliver Dragojević,Oliver Dragojević,Sreća Je Tamo Gde Si Ti,,Teško Mi Je Putovati,,2004.0,,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Teško Mi Je Putovati,2004.0-Teško Mi Je Putovati
Oliver Dragojević,Oliver Dragojević,Radijska Reklama,,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Radijski Spot - Oliver,0:41,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Radijski Interview - Pitanja,,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"Koliko Dugo Je Pripreman Album ""Vridilo Je""?",0:23,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"U Kojoj Mjeri Je Snimanje Ovog Albuma Bilo Drugačije Nego Snimanje Prethodna 2, 3 Studijeka Albuma?",0:20,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Na Koji Način Su Izabrane Pjesme Za Album?,0:33,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"Koje Značenje Ima ""Vridilo Je""?",0:23,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Koliko Pjesama Ima Na Albumu I Koji Su Autori S Kojima Ste Surađivali?,0:29,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Koja Je Tematika Pjesama S Albuma?,0:37,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"Kako Ste Odabrali ""Neveru"" Za Najavni Singl?",0:28,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Koji Su Glazbenici Zaslužni Za To Da Album Zvuči Ovako?,1:13,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Koji Su Vaši Najdraži Suradnici Na Albumu?,0:33,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,U Kojoj Mjeri Ćete Izlazak Ovog Albuma Popratiti Koncertnim Nastupima?,1:21,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"Imate Li Kakvu Neispunjenu, Glazbenu Želju?",0:24,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Radijski Jinglovi,,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,ID - Općeniti,0:06,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"ID - Za ""Neveru""",0:06,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,"ID - Za ""Vridilo Je""",0:06,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,ID - Pozdravni,0:06,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Božićna Čestitka,0:07,"Press Kit - Album ""Vridilo Je""",,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005.0-Press Kit - Album ""Vridilo Je""","2005.0-Press Kit - Album ""Vridilo Je"""
Oliver Dragojević,Oliver Dragojević,Nevera,4:16,Nevera,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nevera,nan-Nevera/nan-Vridilo Je/2006.0-A L'Olympia/2006.0-The Platinum Collection/nan-A L'Olympia/nan-Momenti/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Vridilo Je,,Vridilo Je,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/nan-Momenti/nan-Noć Nek' Tiho Svira/2012.0-Najbolje/2014.0-USA & Canada Tour 2014/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Sa Dva Zrna Lažnog Srebra,,Vridilo Je,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2006.0-A L'Olympia/2006.0-Sa Dva Zrna Lažnog Srebra/nan-A L'Olympia/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Ako Voliš Me,,Vridilo Je,Hari Rončević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2006.0-A L'Olympia/2006.0-Ako Voliš Me/nan-A L'Olympia/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Duša Za Nju,,Vridilo Je,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2006.0-A L'Olympia/nan-A L'Olympia
Oliver Dragojević,Oliver Dragojević,Nigdje Nema Te,,Vridilo Je,Milan Perić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Nestajem,,Vridilo Je,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je
Oliver Dragojević,Oliver Dragojević,Od Grija Do Kajanja,,Vridilo Je,Dado Pastuović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2012.0-Najbolje/2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Kad U Te Nestane Mi Vire,,Vridilo Je,Denis Batinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/2006.0-A L'Olympia/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2012.0-Najbolje/2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Više Mi Nije Važno,,Vridilo Je,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vridilo Je,nan-Vridilo Je/nan-Momenti/nan-Noć Nek' Tiho Svira
Oliver Dragojević,Oliver Dragojević,Sans Toi (Nestajem),,A L'Olympia,,2006.0,Oliver Dragojević,Lea Dekleva,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-A L'Olympia,2006.0-A L'Olympia/nan-A L'Olympia
Oliver Dragojević,Oliver Dragojević,Et Maintenant,,A L'Olympia,,2006.0,Oliver Dragojević,Pierre Delanoë,Gilbert Bécaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-A L'Olympia,2006.0-A L'Olympia/nan-A L'Olympia
Oliver Dragojević,Oliver Dragojević,Vridillo Je,,A L'Olympia,,2006.0,Oliver Dragojević,Lea Dekleva,Lea Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-A L'Olympia,2006.0-A L'Olympia/nan-A L'Olympia
Oliver Dragojević,Oliver Dragojević,Dokumentarni Film: S Oliverom U Parizu,,A L'Olympia,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-A L'Olympia,2006.0-A L'Olympia
Oliver Dragojević,Oliver Dragojević,Nisan Ja Za Te (Dva Put San Umra),3:43,The Platinum Collection,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/2015.0-The Best Of Collection
Oliver Dragojević,Oliver Dragojević,Jesen Stiže Dunjo Moja,4:03,The Platinum Collection,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,"Jubavi, Jubavi",,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
