Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Conductor_discogs,Engineer_discogs,Orchestra_discogs,Backing Vocals_discogs,Featuring_discogs,Performer_discogs,Vocals_discogs,Bass Guitar_discogs,Drum Programming_discogs,Guitar_discogs,Keyboards_discogs,Vocals [Duet]_discogs,Featuring [Uncredited]_discogs,Directed By_discogs,Featuring [Piano]_discogs,Cello_discogs,Accordion_discogs,Acoustic Guitar_discogs,Percussion_discogs,Lead Guitar_discogs,Electric Guitar_discogs,Drums_discogs,Flugelhorn_discogs,Mandolin_discogs,Saxophone_discogs,Harmonica_discogs,Choir_discogs,Piano_discogs,Electric Guitar [Solo]_discogs,Album_year_title_discogs,All_albums_discogs
Oliver Dragojević,Oliver Dragojević,Rusulica,5:03,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Moj Lipi Anđele (Live),4:28,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Oliver U HNK,,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Tu Non Llores Mi Qerida,4:16,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Oliver U Lisinskom,,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Medley – Skalinada / Malinkonija,3:34,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Medley – Što Učinila Si Ti / Proud Mary / Žuto Lišće Ljubavi,9:10,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Oliver U Areni,,Original Album Collection – Oliver Live,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Original Album Collection – Oliver Live,2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,"Rojena, Valo",3:48,The Best Of Oliver,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0-The Best Of Oliver,0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Adio Kompanji,2:55,The Best Of Oliver,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0-The Best Of Oliver,0.0-The Best Of Oliver
